name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalRevenue,"1,628,174,000","393,764,000","421,375,000","437,099,000","375,936,000","261,170,000","270,043,000","296,495,000","214,940,000","483,776,000","580,906,000","599,772,000","610,562,000","524,908,000","550,799,000","603,153,000","611,951,000","528,633,000","535,142,000","577,588,000","570,603,000","488,602,000","479,278,000","543,516,000","550,299,000","474,118,000","467,440,000","511,886,000","507,066,000","435,512,000","430,533,000","459,639,000","451,900,000","394,250,000","384,792,000","412,275,000","412,322,000","354,466,000","322,311,000","330,068,000","343,183,000","301,420,000","295,851,000","318,689,000","313,809,000","281,984,000","267,791,000","281,198,000","282,391,000","254,258,000","251,371,000","264,451,000","267,082,000","254,343,000","282,137,000","312,583,000","338,775,000","319,179,000","321,841,000","334,310,000","337,731,000","294,658,000","258,386,000","269,115,000","272,198,000","239,716,000","213,897,000","221,687,000","218,081,000","180,747,000","156,834,000","171,992,000","163,231,000","153,311,000","237,585,000","124,863,000","101,314,000","89,039,000","88,836,000","89,821,000","88,115,000","81,934,000","84,377,000","83,188,000","70,139,000","66,173,000","71,383,000","65,824,000","63,639,000","62,177,000","62,718,000","62,400,000","59,000,000","53,300,000","48,161,000","45,200,000","44,100,000","37,400,000","31,332,000","29,000,000","28,300,000","25,500,000","24,329,000","24,900,000","23,000,000","10,200,000","10,042,000","7,900,000","5,900,000","5,900,000"
	OperatingRevenue,"1,628,174,000","393,764,000","421,375,000","437,099,000","375,936,000","261,170,000","270,043,000","296,495,000","214,940,000","483,776,000","580,906,000","599,772,000","610,562,000","524,908,000","550,799,000","603,153,000","611,951,000","528,633,000","535,142,000","577,588,000","570,603,000","488,602,000","479,278,000","543,516,000","550,299,000","474,118,000","467,440,000","511,886,000","507,066,000","435,512,000","430,533,000","459,639,000","451,900,000","394,250,000","384,792,000","412,275,000","412,322,000","354,466,000","322,311,000","330,068,000","343,183,000","301,420,000","295,851,000","318,689,000","313,809,000","281,984,000","267,791,000","281,198,000","282,391,000","254,258,000","251,469,000","264,423,000","267,060,000","254,295,000","280,825,000","312,583,000","338,775,000","319,824,000","326,760,000","334,310,000","337,731,000","294,658,000","258,386,000","269,115,000","272,198,000","239,716,000","213,897,000","221,687,000","218,081,000","180,747,000","156,834,000","171,992,000","163,434,000","153,311,000","237,585,000","124,863,000","101,314,000","89,039,000","88,836,000","89,821,000","88,115,000","81,934,000","84,377,000","83,188,000","70,139,000","66,173,000","71,383,000","65,824,000","63,639,000","62,177,000","62,700,000","62,400,000","59,000,000","53,300,000","48,200,000","45,200,000","44,100,000","37,400,000","31,300,000","29,000,000","28,300,000","25,500,000","24,300,000","24,900,000","23,000,000","10,200,000","10,100,000","7,900,000","5,900,000","5,900,000"
CostOfRevenue,"1,105,728,000","290,343,000","286,968,000","285,233,000","243,183,000","214,987,000","204,998,000","174,801,000","46,957,000","271,148,000","334,916,000","377,895,000","381,703,000","319,125,000","336,298,000","366,994,000","374,081,000","314,982,000","314,001,000","343,274,000","339,549,000","282,723,000","279,299,000","322,012,000","324,922,000","276,305,000","273,292,000","308,603,000","304,428,000","257,658,000","254,183,000","279,560,000","270,778,000","230,617,000","224,527,000","249,862,000","248,543,000","206,649,000","173,133,000","184,566,000","193,219,000","150,021,000","145,771,000","168,278,000","152,814,000","129,753,000","113,537,000","128,601,000","130,057,000","105,400,000","106,252,000","120,364,000","122,799,000","111,454,000","119,265,000","203,425,000","213,999,000","156,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"522,446,000","103,421,000","134,407,000","151,866,000","132,753,000","46,183,000","65,045,000","121,694,000","167,983,000","212,628,000","245,990,000","221,877,000","228,859,000","205,783,000","214,501,000","236,159,000","237,870,000","213,651,000","221,141,000","234,314,000","231,054,000","205,879,000","199,979,000","221,504,000","225,377,000","197,813,000","194,148,000","203,283,000","202,638,000","177,854,000","176,350,000","180,079,000","181,122,000","163,633,000","160,265,000","162,413,000","163,779,000","147,817,000","149,178,000","145,502,000","149,964,000","151,399,000","150,080,000","150,411,000","160,995,000","152,231,000","154,254,000","152,597,000","152,334,000","148,858,000","145,119,000","144,087,000","144,283,000","142,889,000","162,872,000","109,158,000","124,776,000","162,803,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"532,991,000","118,371,000","132,256,000","142,831,000","139,533,000","140,442,000","138,577,000","138,204,000","142,294,000","145,709,000","148,398,000","117,331,000","111,403,000","111,600,000","169,351,000","114,432,000","112,805,000","111,351,000","149,153,000","111,609,000","125,502,000","125,797,000","99,128,000","127,878,000","126,147,000","103,294,000","141,981,000","104,092,000","93,267,000","100,273,000","83,647,000","96,447,000","91,929,000","89,752,000","90,328,000","89,142,000","85,516,000","84,424,000","80,324,000","76,902,000","75,752,000","71,885,000","67,509,000","68,398,000","67,820,000","65,578,000","68,394,000","68,079,000","70,481,000","72,552,000","71,175,000","71,712,000","71,194,000","71,447,000","122,945,000","68,330,000","88,785,000","69,695,000","-460,668,000","243,450,000","249,654,000","217,920,000","176,020,000","211,751,000","215,659,000","185,495,000","149,509,000","175,046,000","178,079,000","136,612,000","108,360,000","128,755,000","120,042,000","110,930,000","80,827,000","82,458,000","60,999,000","45,768,000","39,681,000","42,684,000","41,559,000","38,556,000","37,147,000","39,372,000","28,191,000","25,899,000","-29,991,000","45,275,000","42,315,000","23,815,000","142,937,000","-19,300,000","-18,400,000","-17,200,000","104,828,000","-14,500,000","-13,800,000","-11,400,000","61,945,000","-8,000,000","-7,800,000","-6,800,000","39,519,000","-6,100,000","-5,300,000","-2,700,000","15,793,000","-1,900,000",,
	SellingGeneralAndAdministration,"52,771,000","11,989,000","12,599,000","14,231,000","13,952,000","12,657,000","13,047,000","12,295,000","11,302,000","14,024,000","17,733,000","12,464,000","12,207,000","12,235,000","66,582,000","13,425,000","13,121,000","11,734,000","49,305,000","13,404,000","30,347,000","32,346,000","7,978,000","37,739,000","37,365,000","16,023,000","56,017,000","19,831,000","12,685,000","21,304,000","4,468,000","16,798,000","13,166,000","11,465,000","12,931,000","13,094,000","11,918,000","12,144,000","11,699,000","10,336,000","11,475,000","10,522,000","10,217,000","11,292,000","10,190,000","9,264,000","9,565,000","10,082,000","9,755,000","9,610,000","9,551,000","10,401,000","10,109,000","9,599,000","8,831,000","7,881,000","9,595,000","11,444,000","7,778,000","11,270,000","10,084,000","8,451,000","6,237,000","6,410,000","7,186,000","6,354,000","5,440,000","5,696,000","6,796,000","5,364,000","5,033,000","5,146,000","4,807,000","4,400,000","4,400,000","4,535,000","3,795,000","4,070,000","3,475,000","4,219,000","4,144,000","3,653,000","3,331,000","3,902,000","3,845,000","3,761,000","3,614,000","3,854,000","3,660,000","3,639,000","3,030,000","3,800,000","3,200,000","3,200,000","2,871,000","2,800,000","2,600,000","2,200,000","1,983,000","1,700,000","1,600,000","1,500,000","1,221,000","1,600,000","1,400,000","800,000","610,000","500,000",,
		GeneralAndAdministrativeExpense,"52,771,000","11,989,000","12,599,000","14,231,000","13,952,000","12,657,000","13,047,000","12,295,000","11,302,000","14,024,000","17,733,000","12,464,000","12,207,000","12,235,000","66,582,000","13,425,000","13,121,000","11,734,000","49,305,000","13,404,000","30,347,000","32,346,000","7,978,000","37,739,000","37,365,000","16,023,000","56,017,000","19,831,000","12,685,000","21,304,000","4,468,000","16,798,000","13,166,000","11,465,000","12,931,000","13,094,000","11,918,000","12,144,000",,,,,,,,,,,,,,,,,,"7,881,000","9,595,000","11,444,000","7,778,000","11,270,000","10,084,000","8,451,000","6,237,000","6,410,000","7,186,000","6,354,000","5,440,000","5,696,000","6,796,000","5,364,000","5,033,000","5,146,000","4,807,000","4,400,000","4,400,000","4,535,000","3,795,000","4,070,000","3,475,000","4,219,000","4,144,000","3,653,000","3,331,000","3,902,000","3,845,000","3,761,000","3,614,000","3,854,000","3,660,000","3,639,000","3,030,000","3,800,000","3,200,000","3,200,000","2,871,000","2,800,000","2,600,000","2,200,000","1,983,000","1,700,000","1,600,000","1,500,000","1,221,000","1,600,000","1,400,000","800,000","610,000","500,000",,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,881,000","9,595,000","11,444,000","7,778,000","11,270,000","10,084,000","8,451,000","6,237,000","6,410,000","7,186,000","6,354,000","5,440,000","5,696,000","6,796,000","5,364,000","5,033,000","5,146,000","4,807,000","4,400,000","4,400,000","4,535,000","3,795,000","4,070,000","3,475,000","4,219,000","4,144,000","3,653,000","3,331,000","3,902,000","3,845,000","3,761,000","3,614,000","3,854,000","3,660,000","3,639,000","3,000,000","3,800,000","3,200,000","3,200,000","2,900,000","2,800,000","2,600,000","2,200,000","2,000,000","1,700,000","1,600,000","1,500,000","1,200,000","1,600,000","1,400,000","800,000","600,000","500,000",,
			OtherGandA,"52,771,000","11,989,000","12,599,000","14,231,000","13,952,000","12,657,000","13,047,000","12,295,000","11,302,000","14,024,000","17,733,000","12,464,000","12,207,000","12,235,000","66,582,000","13,425,000","13,121,000","11,734,000","49,305,000","13,404,000","30,347,000","32,346,000","7,978,000","37,739,000","37,365,000","16,023,000","56,017,000","19,831,000","12,685,000","21,304,000","4,468,000","16,798,000","13,166,000","11,465,000","12,931,000","13,094,000","11,918,000","12,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"465,710,000","104,113,000","115,757,000","124,163,000","121,677,000","124,368,000","121,351,000","122,204,000","127,427,000","127,926,000","126,727,000","103,160,000","99,196,000","99,365,000","102,769,000","101,007,000","99,684,000","99,617,000","99,848,000","98,205,000","95,155,000","93,451,000","91,150,000","90,139,000","88,782,000","87,271,000","85,964,000","84,261,000","80,582,000","78,969,000","79,179,000","79,649,000","78,763,000","78,287,000","77,397,000","76,048,000","73,598,000","72,280,000","68,625,000","66,566,000","64,277,000","61,363,000","57,292,000","57,106,000","57,630,000","56,314,000","58,829,000","57,997,000","60,726,000","60,537,000","61,624,000","61,311,000","61,085,000","61,848,000","60,889,000","60,449,000","59,577,000","58,251,000","56,218,000","57,647,000","55,259,000","49,071,000","37,169,000","36,435,000","35,848,000","34,952,000","34,868,000","34,462,000","31,639,000","30,823,000","28,725,000","28,713,000","28,749,000","28,696,000","27,732,000","26,859,000","25,146,000","25,070,000","24,296,000","24,258,000","24,186,000","23,734,000","23,370,000","23,396,000","22,491,000","22,138,000","21,795,000","21,639,000","20,693,000","20,176,000",,,,,,,,,,,,,,,,,,,,
