name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016
TotalRevenue,"1,849,364,000","462,540,000","449,171,000","469,944,000","467,709,000","437,728,000","304,009,000","291,697,000","297,030,000","281,287,000","272,042,000","272,018,000","278,400,000","235,657,000","304,063,000","393,879,000","373,970,000","335,477,000","313,965,000","265,409,000","223,019,000","206,974,000","171,954,000","159,344,000","146,201,000","149,609,000"
	OperatingRevenue,"1,849,364,000","462,540,000","449,171,000","469,944,000","467,709,000","437,728,000","304,009,000","291,697,000","297,030,000","281,287,000","272,042,000","272,018,000","278,400,000","235,657,000","304,063,000","393,879,000","373,970,000","335,477,000","313,965,000","265,409,000","223,019,000","206,974,000","171,954,000","159,344,000","146,201,000","149,609,000"
CostOfRevenue,"1,382,193,000","348,077,000","336,458,000","347,743,000","349,915,000","353,241,000","250,553,000","239,053,000","240,693,000","227,054,000","220,536,000","217,698,000","226,108,000","192,622,000","246,932,000","308,810,000","291,291,000","257,423,000","240,948,000","207,573,000","175,011,000","159,599,000","134,797,000","129,634,000","116,325,000","118,997,000"
GrossProfit,"467,171,000","114,463,000","112,713,000","122,201,000","117,794,000","84,487,000","53,456,000","52,644,000","56,337,000","54,233,000","51,506,000","54,320,000","52,292,000","43,035,000","57,131,000","85,069,000","82,679,000","78,054,000","73,017,000","57,836,000","48,008,000","47,375,000","37,157,000","29,710,000","29,876,000","30,612,000"
OperatingExpense,"291,199,000","79,030,000","71,908,000","70,207,000","70,054,000","65,193,000","40,516,000","45,020,000","35,621,000","44,169,000","43,350,000","48,439,000","43,560,000","35,636,000","34,680,000","37,270,000","40,698,000","29,360,000","27,939,000","26,368,000","27,440,000","26,990,000","27,382,000","26,107,000","25,885,000","25,347,000"
	SellingGeneralAndAdministration,"215,656,000","58,732,000","53,114,000","52,550,000","51,260,000","48,475,000","31,664,000","38,056,000","27,588,000","29,733,000","28,648,000","33,553,000","30,024,000","24,306,000","23,442,000","25,454,000","29,039,000","19,597,000","18,087,000","17,818,000","17,722,000","18,193,000","17,434,000","16,410,000","15,532,000","15,680,000"
		GeneralAndAdministrativeExpense,,"58,732,000",,,,"48,475,000","31,664,000",,"27,587,000","29,733,000",,"33,553,000","30,024,000","24,306,000","23,442,000","25,454,000","29,039,000","19,597,000","18,087,000","17,818,000","17,722,000","18,193,000","17,434,000","16,410,000","15,532,000","15,680,000"
			OtherGandA,,"58,732,000",,,,"48,475,000","31,664,000",,"27,587,000","29,733,000",,"33,553,000","30,024,000","24,306,000","23,442,000","25,454,000","29,039,000","19,597,000","18,087,000","17,818,000","17,722,000","18,193,000","17,434,000","16,410,000","15,532,000","15,680,000"
	ResearchAndDevelopment,"73,489,000","20,298,000","18,794,000","17,657,000","16,740,000","16,718,000","8,852,000","6,964,000","8,033,000","14,436,000","14,702,000","14,886,000","13,536,000","11,330,000","11,238,000","11,816,000","11,659,000","9,763,000","9,852,000","8,550,000","9,718,000","8,797,000","9,948,000","9,697,000","10,353,000","9,667,000"
	OtherOperatingExpenses,,,,,"2,054,000",,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"175,972,000","35,433,000","40,805,000","51,994,000","47,740,000","19,294,000","12,940,000","7,624,000","20,716,000","10,064,000","8,156,000","5,881,000","8,732,000","7,399,000","22,451,000","47,799,000","41,981,000","48,694,000","45,078,000","31,468,000","20,568,000","20,385,000","9,775,000","3,603,000","3,991,000","5,265,000"
NetNonOperatingInterestIncomeExpense,"-19,710,000","-5,110,000","-4,462,000","-5,106,000","-5,032,000","-5,049,000","-4,365,000","-3,154,000","-3,264,000","-3,094,000","-4,150,000","-4,492,000","-4,567,000","-5,001,000","-5,273,000","-5,875,000","-6,217,000","-4,098,000","-4,230,000","-4,599,000","-6,132,000","-8,294,000","-8,512,000","-6,266,000","-6,310,000","-6,326,000"
	InterestExpenseNonOperating,"19,710,000","5,110,000","4,462,000","5,106,000","5,032,000","5,049,000","4,365,000","3,154,000","3,264,000","3,094,000","4,150,000","4,492,000","4,567,000","5,001,000","5,273,000","5,875,000","6,217,000","4,098,000","4,230,000","4,599,000","6,132,000","8,294,000","8,512,000","6,266,000","6,310,000","6,326,000"
	TotalOtherFinanceCost,,,,,,,,,,,"4,150,000","4,492,000","4,567,000","5,001,000","5,273,000","5,875,000","6,217,000","4,098,000","4,230,000","4,599,000","6,132,000","8,294,000","8,512,000","6,266,000","6,310,000","6,326,000"
OtherIncomeExpense,"-59,332,000","-674,000","-25,785,000","-18,435,000","-14,438,000","-16,889,000","-1,531,000","832,000","-3,786,000","-3,445,000","-12,386,000","-840,000","3,519,000","97,000","252,000","-3,329,000","-2,987,000","-7,145,000","2,548,000","-2,715,000","-20,887,000","-762,000","-1,476,000","117,000","1,152,000","1,974,000"
	GainOnSaleOfSecurity,,,"-1,408,000","-1,467,000","476,000","-994,000","-843,000","642,000","-822,000","-3,408,000","-5,986,000","-911,000","333,000","-144,000","47,000","-3,384,000","-5,968,000","-6,932,000","2,415,000","-2,742,000","1,033,000","-1,009,000","204,000","58,000","846,000","1,807,000"
	SpecialIncomeCharges,"-57,324,000","-124,000","-24,000,000","-17,200,000","-16,000,000","-16,400,000","0",,"-3,487,000","-192,000","-6,630,000",,"2,700,000",,,,"3,000,000","0","0","0","-21,938,000","0","-1,857,000","14,000","8,000","-128,000"
		RestructuringAndMergernAcquisition,"57,324,000","124,000","24,000,000","17,200,000","16,000,000","16,400,000",,,"3,487,000",,,,"-2,700,000",,,,"-3,000,000","0",,"0","0","0","471,000","-14,000","-8,000","128,000"
		OtherSpecialCharges,,,,,,,,,"0","192,000","6,630,000",,,,,,,,,,"21,938,000",,"1,386,000",,,
