name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
OperatingCashFlow,"58,874,000","-7,064,000","12,944,000","19,858,000","33,136,000","10,235,000","8,473,000","-3,652,000","-9,859,000","1,901,000","11,301,000","6,871,000","12,687,000","12,468,000","27,431,000","20,163,000","22,646,000","3,450,000","34,744,000","10,707,000","24,797,000","8,021,000","28,030,000","20,307,000","14,167,000","8,658,000","23,710,000","20,039,000","26,265,000","10,623,000","26,670,000","18,309,000","16,601,000","13,331,000","12,326,000","20,394,000","16,967,000","7,355,000","15,181,000","17,795,000","17,742,000","8,486,000","12,902,000","21,672,000","10,342,000","14,593,000","6,662,000","20,901,000","-3,974,000","14,666,000","5,861,000","19,973,000","2,354,000","5,073,000","12,529,000","823,000","5,880,000","1,251,000","14,851,000","6,594,000","14,337,000","14,513,000","12,936,000","9,022,000","11,038,000","7,160,000","16,973,000","12,128,000","18,549,000","9,654,000","14,326,000","-9,456,000","33,116,000","-7,917,000","22,409,000","1,679,000","7,142,000","-4,622,000","6,115,000","-9,029,000","28,595,000","-16,860,000","32,387,000","-8,078,000","17,692,000","-33,841,000","16,037,000","-11,245,000","17,339,000","-30,543,000","37,462,000","-23,625,000","-1,580,000","-37,749,000","38,225,000","-20,328,000","2,798,000","4,848,000","36,926,000","3,900,000","-2,100,000","-22,000,000","11,891,000","6,400,000","-11,100,000","6,900,000","24,857,000","35,000,000","-26,800,000","21,500,000","-5,500,000","97,000,000","24,100,000","55,400,000","-100,000","119,400,000","37,800,000","65,900,000","9,100,000","100,700,000","44,800,000","34,100,000","16,400,000","76,400,000","64,700,000","61,500,000"
	CashFlowFromContinuingOperatingActivities,"58,874,000","-7,064,000","12,944,000","19,858,000","33,136,000","10,235,000","8,473,000","-3,652,000","-9,859,000","1,901,000","11,301,000","6,871,000","12,687,000","12,468,000","27,431,000","20,163,000","22,646,000","3,450,000","34,744,000","10,707,000","24,797,000","8,021,000","28,030,000","20,307,000","14,167,000","8,658,000","23,710,000","20,039,000","26,265,000","10,623,000","26,670,000","18,309,000","16,601,000","13,331,000","12,326,000","20,394,000","16,967,000","7,355,000","15,181,000","17,795,000","17,742,000","8,486,000","12,902,000","21,672,000","10,342,000","14,593,000","6,662,000","20,901,000","-3,974,000","14,666,000","5,861,000","19,973,000","2,354,000","5,073,000","12,529,000","823,000","5,880,000","1,251,000","14,851,000","6,594,000","14,337,000","14,513,000","12,936,000","9,022,000","11,038,000","7,160,000","16,973,000","12,128,000","18,549,000","9,654,000","14,326,000","-9,456,000","33,116,000","-7,917,000","22,409,000","1,679,000","7,142,000","-4,622,000","6,115,000","-9,029,000","28,595,000","-16,860,000","32,387,000","-8,078,000","17,692,000","-33,841,000","16,037,000","-11,245,000","17,339,000","-30,543,000","37,462,000","-23,625,000","-1,580,000","-37,749,000","38,225,000","-20,328,000","2,798,000","4,848,000","36,926,000","3,900,000","-2,100,000","-22,000,000","11,891,000","6,400,000","-11,100,000","6,900,000","-359,043,000","54,800,000","337,300,000","21,500,000","-5,500,000","97,000,000","24,100,000","55,400,000","-100,000","119,400,000","37,800,000","65,900,000","9,100,000","100,700,000","44,800,000","34,100,000","16,400,000","76,400,000","64,700,000","61,500,000"
		NetIncomeFromContinuingOperations,"76,747,000","21,855,000","43,455,000","12,265,000","-828,000","23,181,000","2,359,000","6,477,000","-22,965,000","9,013,000","18,559,000","49,122,000","34,239,000","15,490,000","11,503,000","10,805,000","11,626,000","9,759,000","13,147,000","9,325,000","8,749,000","8,373,000","11,274,000","9,726,000","-11,552,000","9,954,000","8,759,000","8,950,000","9,734,000","8,533,000","9,678,000","8,343,000","8,273,000","6,431,000","4,262,000","7,031,000","6,198,000","7,081,000",,,,,,,"8,130,000","4,124,000","2,733,000","9,934,000","5,458,000","4,588,000","17,878,000","10,033,000","9,336,000","4,307,000","-3,175,000","10,562,000","3,151,000","4,124,000","16,713,000","5,337,000","11,500,000","1,163,000","2,269,000","25,503,000","1,854,000","712,000","-4,503,000","-3,434,000","2,069,000","-1,460,000","-14,234,000","-11,813,000","-2,898,000","-8,730,000","-10,751,000","-6,273,000","-5,377,000","-9,082,000","474,000","56,134,000","16,212,000","-4,684,000","-39,537,000","-4,780,000","-30,851,000","-13,376,000","-24,791,000","-7,277,000","-19,459,000","-46,475,000","-233,803,000","-45,215,000","-41,206,000","-61,680,000","-48,509,000","-36,540,000","-53,290,000","-43,080,000","-28,160,000","-12,600,000","-17,400,000","-27,300,000","-13,529,000","10,200,000","-17,000,000","-34,700,000","31,668,000","12,100,000","365,200,000","-26,600,000","-1,599,600,000","-6,600,000","-11,800,000","-30,200,000","-15,500,000","11,700,000","-13,600,000","-34,400,000","-4,300,000","-900,000","-19,100,000","-43,300,000","-5,700,000","-3,300,000","-12,700,000","-46,100,000"
		OperatingGainsLosses,"-3,604,000","-20,164,000","1,651,000","-2,279,000","17,222,000","-29,725,000","-6,131,000","-7,307,000","11,463,000","-88,000","152,000","-147,000","-76,000","-113,000","-21,000","2,000","301,000","360,000","62,000","0","-5,000","73,000","-2,000","49,000","-44,000","-8,000","-35,000","-6,000","-12,000","278,000","-1,000","-53,000","1,000","9,000","442,000","175,000","1,300,000","351,000","1,324,000","3,429,000","3,967,000","52,000","1,561,000","2,094,000","-152,000","1,188,000","1,184,000","-1,519,000","-303,000","616,000","-9,068,000","-4,106,000","-3,159,000","-282,000","5,853,000","-1,200,000","3,027,000","-8,713,000","-18,401,000","-747,000","-13,047,000","-2,633,000","-218,000","-38,763,000","-10,251,000","1,350,000","562,000","3,291,000","1,214,000","1,552,000","14,373,000","9,972,000","-180,000","31,000","7,215,000","-253,000","-5,033,000","-1,982,000","-16,833,000","-58,469,000","-17,732,000","-1,518,000","12,438,000","-1,827,000","11,396,000","-12,632,000","-2,956,000","-16,315,000","-38,000","2,397,000","177,698,000","-3,831,000","-2,265,000","-3,567,000","-13,031,000","538,000","2,895,000","-2,083,000",,"-400,000","-7,800,000","-1,900,000",,"-25,700,000","4,200,000","6,500,000",,,,"7,600,000","1,595,400,000","42,100,000","20,500,000","-18,400,000",,,,,,"0","0","-400,000",,"-200,000","-200,000","100,000"
			GainLossOnInvestmentSecurities,"-3,071,000","-20,188,000","2,174,000","-2,279,000","17,222,000","-29,725,000","-6,355,000","-7,307,000","11,491,000","-116,000","-1,000","-73,000","-67,000","-39,000",,,,,,,,,,,,,,,,,"-22,000","0","1,000","10,000","14,000","64,000","-38,000","2,000",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"15,333,000","3,548,000","4,066,000","3,822,000","3,897,000","3,661,000","3,909,000","4,048,000","4,058,000","4,146,000","4,227,000","4,338,000","5,048,000","6,233,000","7,074,000","6,760,000","6,691,000","6,514,000","6,227,000","5,958,000","5,799,000","5,736,000","5,971,000","5,609,000","5,105,000","5,493,000","5,712,000","5,422,000","5,314,000","5,024,000","5,514,000","5,185,000","5,281,000","5,238,000","5,727,000","5,198,000","5,352,000","5,224,000","5,130,000","4,784,000","5,991,000","6,399,000","6,602,000","6,955,000","7,234,000","7,188,000","7,653,000","7,320,000","7,291,000","7,373,000","7,751,000","7,865,000","8,015,000","8,712,000","8,829,000","10,251,000","10,168,000","10,518,000","12,163,000","12,418,000","12,777,000","13,166,000","13,988,000","14,686,000","14,994,000","14,938,000","16,142,000","14,690,000","14,649,000","14,138,000","15,582,000","14,558,000","15,321,000","15,358,000","14,629,000","16,208,000","16,158,000","14,099,000","19,993,000","19,531,000","19,597,000","19,335,000","29,925,000","26,419,000","28,616,000","29,600,000","35,397,000","35,082,000","23,081,000","44,211,000","76,502,000","70,185,000","58,819,000","64,847,000","74,368,000","63,033,000","70,544,000","58,814,000","228,748,000","-35,900,000","-32,000,000","-30,900,000","232,672,000","-32,800,000","-32,200,000","-34,800,000","235,933,000","-39,400,000","-33,500,000","-33,400,000","-77,900,000","-61,500,000","-57,700,000","-61,700,000","-72,900,000","-57,000,000","-55,100,000","-54,200,000","-56,700,000","-54,500,000","-54,100,000","-52,800,000","-54,200,000","-51,300,000","-51,800,000","-52,600,000"
			DepreciationAndAmortization,"15,333,000","3,548,000","4,066,000","3,822,000","3,897,000","3,661,000","3,909,000","4,048,000","4,058,000","4,146,000","4,227,000","4,338,000","5,048,000","6,233,000","7,074,000","6,760,000","6,691,000","6,514,000","6,227,000","5,958,000","5,799,000","5,736,000","5,971,000","5,609,000","5,105,000","5,493,000","5,712,000","5,422,000","5,314,000","5,024,000","5,514,000","5,185,000","5,281,000","5,238,000","5,727,000","5,198,000","5,352,000","5,224,000","5,130,000","4,784,000","5,991,000","6,399,000","6,602,000","6,955,000","7,234,000","7,188,000","7,653,000","7,320,000","7,291,000","7,373,000","7,751,000","7,865,000","8,015,000","8,712,000","8,829,000","10,251,000","10,168,000","10,518,000","12,163,000","12,418,000","12,777,000","13,166,000","13,988,000","14,686,000","14,994,000","14,938,000","16,142,000","14,690,000","14,649,000","14,138,000","15,582,000","14,558,000","15,321,000","15,358,000","14,629,000","16,208,000","16,158,000","14,099,000","19,993,000","19,531,000","19,597,000","19,335,000","29,925,000","26,419,000","28,616,000","29,600,000","35,397,000","35,082,000","23,081,000","44,211,000","76,502,000","70,185,000","58,819,000","64,847,000","74,368,000","63,033,000","70,544,000","58,814,000","228,748,000","-35,900,000","-32,000,000","-30,900,000","232,672,000","-32,800,000","-32,200,000","-34,800,000","235,933,000","-39,400,000","-33,500,000","-33,400,000","-77,900,000","-61,500,000","-57,700,000","-61,700,000","-72,900,000","-57,000,000","-55,100,000","-54,200,000","-56,700,000","-54,500,000","-54,100,000","-52,800,000","-54,200,000","-51,300,000","-51,800,000","-52,600,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,827,000","6,060,000",,,,,,,,,,,,,,"9,977,000","9,892,000","10,241,000","11,872,000","15,614,000","8,983,000","12,878,000","13,293,000","13,812,000","14,120,000","14,065,000","15,269,000","13,818,000","13,769,000","13,270,000","14,708,000","13,529,000","14,194,000","14,218,000","16,069,000","15,254,000","14,420,000","14,257,000","20,959,000","20,734,000","20,860,000","20,698,000","25,455,000","22,151,000","24,196,000","23,837,000","27,511,000","28,274,000","21,649,000","34,015,000","50,232,000","43,605,000","34,196,000","34,783,000","57,038,000","30,506,000","36,584,000","21,924,000","218,859,000","-35,900,000","-32,000,000","-30,900,000","226,288,000","-32,800,000","-32,200,000","-34,800,000","229,170,000","-39,400,000","-33,500,000","-33,400,000","-77,900,000","-61,500,000","-57,700,000","-61,700,000","-72,900,000","-57,000,000","-55,100,000","-54,200,000","-56,700,000","-54,500,000","-54,100,000","-52,800,000","-54,200,000","-51,300,000","-51,800,000","-52,600,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,000","339,000",,,,,,,,,,,,,,"274,000","276,000","277,000","291,000","-3,196,000","3,794,000","288,000","695,000","874,000","874,000","873,000","873,000","872,000","880,000","868,000","874,000","1,029,000","1,127,000","1,140,000","-1,440,000","954,000","1,738,000","-158,000","-966,000","-1,203,000","-1,263,000","-1,363,000","4,470,000","4,268,000","4,420,000","5,763,000","7,886,000","6,808,000","1,432,000","10,196,000","26,270,000","26,580,000","24,623,000","30,064,000","17,330,000","32,527,000","33,960,000","36,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,000","339,000",,,,,,,,,,,,,,"274,000","276,000","277,000","291,000","-3,196,000","3,794,000","288,000","695,000","874,000","874,000","873,000","873,000","872,000","880,000","868,000","874,000","1,029,000","1,127,000","1,140,000","-1,440,000","954,000","1,738,000","-158,000","-966,000","-1,203,000","-1,263,000","-1,363,000","4,470,000","4,268,000","4,420,000","5,763,000","7,886,000","6,808,000","1,432,000","10,196,000","26,270,000","26,580,000","24,623,000","30,064,000","17,330,000","32,527,000","33,960,000","36,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
