name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,04/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
OperatingCashFlow,"764,176,000","532,541,000","82,356,000","112,684,000","36,595,000","42,964,000","47,352,000","43,215,000","20,235,000","47,994,000","61,639,000","58,560,000","62,727,000","41,721,000","49,576,000","24,873,000","26,246,000","15,903,000","-19,884,000","15,652,000","-16,015,000","15,822,000","-11,775,000","26,531,000"
	CashFlowFromContinuingOperatingActivities,"764,176,000","532,541,000","82,356,000","112,684,000","36,595,000","42,964,000","47,352,000","43,215,000","20,235,000","47,994,000","61,639,000","58,560,000","62,727,000","41,721,000","49,576,000","24,873,000","26,246,000","15,903,000","-19,884,000","15,652,000","-16,015,000","15,822,000","-11,775,000","26,531,000"
		NetIncomeFromContinuingOperations,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
		OperatingGainsLosses,"389,090,000","296,671,000","-19,039,000","35,273,000","76,185,000","23,419,000","17,895,000","10,893,000","26,853,000","-70,362,000","28,750,000","-12,015,000","-5,863,000","36,297,000","-77,845,000","-10,212,000","24,489,000","11,244,000",,,"-261,000","5,476,000","22,798,000","7,913,000"
			GainLossOnSaleOfPPE,"56,506,000","1,178,000","54,064,000","-951,000","2,215,000","0","6,754,000","223,000","1,707,000","30,057,000","7,082,000","879,000","2,310,000","-247,000","-742,000","-26,290,000","2,477,000","2,502,000","0","0","229,000","7,682,000","9,875,000","6,906,000"
			GainLossOnInvestmentSecurities,"332,584,000","295,493,000","-73,103,000","36,224,000","73,970,000","23,419,000","11,141,000","10,670,000","25,146,000","-100,419,000","21,668,000","-12,894,000","-8,173,000","36,544,000","-77,103,000","16,078,000","22,012,000","8,742,000",,,"-490,000","-2,206,000","12,923,000","1,007,000"
		DepreciationAmortizationDepletion,"392,968,000","184,860,000","137,498,000","35,604,000","35,006,000","18,823,000","23,936,000","23,439,000","22,283,000","21,584,000","21,896,000","19,900,000","18,898,000","15,759,000","13,824,000","10,987,000","9,564,000","7,508,000","28,065,000","21,212,000","26,613,000","27,296,000","30,927,000","26,379,000"
		DeferredTax,"96,263,000","23,361,000","67,490,000","15,596,000","-10,184,000","-44,000","-65,209,000",,,,,,,,,,,,"0",,,,,
			DeferredIncomeTax,"96,263,000","23,361,000","67,490,000","15,596,000","-10,184,000","-44,000","-65,209,000",,,,,,,,,,,,"0",,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,"0","0","4,390,000","0","0","10,000,000"
		StockBasedCompensation,"22,036,000","8,090,000","9,462,000","2,289,000","2,195,000","1,612,000","1,720,000","1,723,000","1,474,000","1,239,000","1,697,000","2,041,000","1,768,000","1,380,000","2,223,000","1,741,000","2,184,000","1,008,000","2,116,000","1,725,000","1,643,000","1,865,000","2,380,000","3,004,000"
		OtherNonCashItems,"-445,173,000","-170,563,000","-225,348,000","-27,049,000","-22,213,000","-4,188,000","7,297,000","8,662,000","23,665,000","6,468,000","2,591,000","2,637,000","-1,004,000","-369,000","-2,289,000","-9,194,000","-7,442,000","-4,805,000","-41,168,000","60,249,000","2,249,000","4,554,000","6,268,000","8,191,000"
		ChangeInWorkingCapital,"38,313,000","98,483,000","-51,407,000","10,312,000","-19,075,000","3,461,000","1,085,000","-9,442,000","-15,138,000","10,514,000","9,560,000","10,104,000","7,906,000","-4,353,000","7,321,000","-11,812,000","-7,408,000","-12,922,000","-11,557,000","26,742,000","16,685,000","11,533,000","-24,671,000","18,281,000"
			ChangeInReceivables,"-83,257,000","11,906,000","-83,831,000","-2,364,000","-8,968,000","-5,718,000","683,000","-259,000","5,339,000","19,182,000","-740,000","-17,037,000","8,852,000","6,237,000","-4,165,000","-22,447,000","-4,618,000","-15,758,000","-6,640,000","-3,814,000","5,840,000","6,027,000","371,000","23,044,000"
				ChangesInAccountReceivables,"-83,257,000","11,906,000","-83,831,000","-2,364,000","-8,968,000","-5,718,000","683,000","-259,000","5,339,000","19,182,000","-740,000","-17,037,000","8,852,000","6,237,000","-4,165,000","-22,447,000","-4,618,000","-15,758,000","-6,640,000","-3,814,000","5,840,000","6,027,000","371,000","23,044,000"
			ChangeInPrepaidAssets,"-5,842,000","-2,398,000","-5,582,000","-256,000","2,394,000","106,000","-12,000","552,000","1,712,000","1,100,000","-1,235,000","-477,000","-263,000","-440,000","1,231,000","48,000","-2,467,000","3,402,000","963,000","-536,000","-791,000","301,000","274,000","-1,622,000"
