name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003
TotalAssets,"6,461,541,000","6,548,079,000","4,836,054,000","4,771,232,000","4,754,478,000","4,778,142,000","4,028,570,000","4,024,340,000","4,002,762,000","4,029,545,000","3,950,330,000","3,947,469,000","3,814,189,000","3,752,972,000","3,640,050,000","3,584,760,000","3,565,534,000","3,545,336,000","3,503,019,000","3,493,238,000","3,466,115,000","3,475,028,000","3,519,199,000","3,362,509,000","3,206,687,000","3,114,834,000","2,929,906,000","2,863,953,000","2,808,000,000","2,786,339,000","2,544,966,000","2,503,123,000","2,442,531,000","2,358,624,000","2,203,163,000","2,197,722,000","2,112,933,000","2,150,319,000","2,167,713,000","2,088,978,000","1,937,913,000","1,875,979,000","1,503,118,000","1,509,462,000","1,475,707,000","1,478,819,000","1,497,194,000","1,485,034,000","1,501,976,000","1,598,870,000","1,567,523,000","1,562,712,000","1,575,053,000","1,597,659,000","1,623,022,000","1,657,425,000","1,681,755,000","1,687,831,000","1,698,729,000","1,587,558,000","1,607,435,000","1,615,339,000","1,624,765,000","1,551,179,000","1,512,329,000","1,481,488,000","1,192,132,000","879,613,000","818,673,000","775,874,000","536,366,000","764,276,000","412,219,000"
	CurrentAssets,"43,648,000","96,483,000","93,677,000","40,344,000","33,296,000","34,148,000","6,718,000","6,392,000","38,479,000","82,174,000","15,251,000","15,383,000","6,541,000","28,623,000","6,479,000","9,524,000","8,982,000","28,201,000","10,419,000","12,241,000","9,637,000","20,843,000","95,431,000","12,440,000","5,406,000","96,458,000","33,269,000","6,396,000","6,692,000","14,413,000","35,518,000","14,376,000","7,199,000","15,355,000","75,090,000","8,561,000","8,109,000","24,135,000","10,286,000","144,414,000","18,951,000","20,360,000","23,719,000","11,592,000","13,701,000","16,141,000","38,731,000","45,838,000","55,045,000","168,337,000","77,491,000","20,455,000","17,821,000",,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"7,890,000","11,140,000","20,332,000","3,989,000","3,650,000","3,592,000","3,903,000","3,457,000","35,719,000","54,857,000","7,293,000","11,103,000","3,533,000","3,764,000","3,387,000","6,487,000","6,036,000","5,268,000","6,230,000","8,077,000","3,081,000","2,973,000","87,379,000","3,423,000","2,754,000","62,869,000","3,018,000","3,167,000","3,017,000","2,901,000","31,264,000","10,789,000","3,235,000","3,176,000","2,940,000","4,021,000","2,625,000","4,495,000","2,707,000","137,796,000","7,465,000","9,069,000","12,491,000","1,845,000","4,089,000","5,891,000","23,203,000","31,877,000","41,524,000","102,768,000","60,967,000","1,657,000","1,577,000","3,744,000","2,540,000","651,000","5,625,000","4,517,000","5,903,000","3,443,000","5,649,000","19,716,000","15,900,000","13,479,000","19,789,000","201,098,000","14,814,000","5,808,000","8,251,000","28,485,000","4,400,000",,"7,503,000"
			CashAndCashEquivalents,"7,890,000","11,140,000","20,332,000","3,989,000","3,650,000","3,592,000","3,903,000","3,457,000","35,719,000","54,857,000","7,293,000","11,103,000","3,533,000","3,764,000","3,387,000","6,487,000","6,036,000","5,268,000","6,230,000","8,077,000","3,081,000","2,973,000","87,379,000","3,423,000","2,754,000","62,869,000","3,018,000","3,167,000","3,017,000","2,901,000","31,264,000","10,789,000","3,235,000","3,176,000","2,940,000","4,021,000","2,625,000","4,495,000","2,707,000","137,796,000","7,465,000","9,069,000","12,491,000","1,845,000","4,089,000","5,891,000","23,203,000","31,877,000","41,524,000","102,768,000","60,967,000","1,657,000","1,577,000","3,744,000","2,540,000","651,000","5,625,000","4,517,000","5,903,000","3,443,000","5,649,000","19,716,000","15,900,000","13,479,000","19,789,000","201,098,000","14,814,000","5,808,000","8,251,000","28,485,000","4,400,000",,"7,503,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,808,000","8,251,000","28,485,000","4,400,000",,"7,503,000"
		Receivables,"22,471,000","23,562,000","21,101,000","23,017,000","20,361,000","18,959,000",,,,"16,836,000",,,,"16,256,000",,,,"12,978,000",,,,"5,284,000",,,,"5,049,000",,,,"4,237,000",,,,"4,957,000",,,,"10,209,000",,,,,,,,,"0",,,"20,112,000",,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"7,990,000","8,145,000","6,812,000","5,905,000","5,313,000","5,829,000",,,,"6,386,000",,,,"5,672,000",,,,"5,498,000",,,,"5,284,000",,,,"5,049,000",,,,"4,237,000",,,,"4,957,000",,,,"10,209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"20,112,000",,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"14,481,000","15,417,000","14,289,000","17,112,000","15,048,000","13,130,000",,,,"10,450,000",,,,"10,584,000",,,,"7,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"7,390,000","10,290,000","11,326,000","11,100,000","6,943,000","8,960,000",,,,"6,897,000",,,,"5,885,000",,,,"6,065,000",,,,"4,693,000",,,,"3,940,000",,,,"3,970,000",,,,"3,197,000",,,,"3,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"2,573,000","2,178,000","39,738,000","2,238,000","2,342,000","2,637,000","2,815,000","2,935,000","2,760,000","3,584,000","5,555,000","4,280,000","3,008,000","2,718,000","3,092,000","3,037,000","2,946,000","3,890,000","4,189,000","4,164,000","6,556,000","7,893,000","8,052,000","9,017,000","2,652,000","24,600,000","2,746,000","3,229,000","3,675,000","3,305,000","4,254,000","3,587,000","3,964,000","4,025,000","4,226,000","4,540,000","5,484,000","6,070,000","7,579,000","6,618,000","11,486,000","11,291,000","11,228,000","9,747,000","9,612,000","10,250,000","15,528,000","13,961,000","13,521,000","16,381,000","16,524,000","18,798,000","16,244,000","16,217,000","18,618,000","18,199,000","16,090,000","15,818,000","19,449,000","16,865,000","15,508,000","14,126,000","14,714,000","15,396,000","13,982,000","14,672,000","15,484,000","14,090,000","8,430,000","7,211,000","6,042,000","5,027,000",
		AssetsHeldForSaleCurrent,"3,324,000","49,313,000","1,180,000",,,,,,,,"2,403,000",,,,,,,,,,,,,,,,"27,505,000",,,,,,,,"67,924,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,076,000",,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"6,417,893,000","6,451,596,000","4,742,377,000","4,730,888,000","4,721,182,000","4,743,994,000","4,021,852,000","4,017,948,000","3,964,283,000","3,947,371,000","3,935,079,000","3,932,086,000","3,807,648,000","3,724,349,000","3,633,571,000","3,575,236,000","3,556,552,000","3,517,135,000","3,492,600,000","3,480,997,000","3,456,478,000","3,454,185,000","3,423,768,000","3,350,069,000","3,201,281,000","3,018,376,000","2,896,637,000","2,857,557,000","2,801,308,000","2,771,926,000","2,509,448,000","2,488,747,000","2,435,332,000","2,343,269,000","2,128,073,000","2,189,161,000","2,104,824,000","2,126,184,000","2,157,427,000","1,944,564,000","1,918,962,000","1,855,619,000","1,479,399,000","1,497,870,000","1,462,006,000","1,462,678,000","1,458,463,000","1,439,196,000","1,446,931,000","1,430,533,000","1,490,032,000","1,542,257,000","1,557,232,000",,,,,,,,,,,,,,,,,,,,
		NetPPE,"50,309,000","54,741,000","54,385,000","54,683,000","54,989,000","55,302,000",,,,"41,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,092,050,000","1,883,421,000","1,856,071,000","1,788,720,000","1,433,205,000","1,462,561,000","1,430,112,000","1,428,491,000","1,419,311,000","1,403,225,000","1,416,377,000","1,430,533,000","1,446,113,000","1,525,085,000","1,545,049,000","1,559,958,000","1,581,610,000","1,623,260,000","1,643,713,000","1,647,118,000","1,652,427,000","1,548,858,000","1,572,387,000","1,566,815,000","1,577,971,000","1,504,919,000","1,459,183,000","1,246,295,000","1,141,895,000","847,539,000","791,131,000","729,155,000","510,398,000","751,520,000","395,599,000"
			GrossPPE,"50,309,000","54,741,000","54,385,000","54,683,000","54,989,000","55,302,000",,,,"41,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,432,415,000","2,226,295,000","2,190,998,000","2,107,469,000","1,740,880,000","1,781,331,000","1,737,681,000","1,743,021,000","1,745,625,000","1,739,617,000","1,743,312,000","1,774,542,000","1,784,520,000","1,869,114,000","1,882,654,000","1,888,123,000","1,893,869,000","1,925,616,000","1,929,658,000","1,916,396,000","1,904,179,000","1,784,051,000","1,794,139,000","1,771,864,000",,,,,,,,,,,
