name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalAssets,"740,412,000","736,095,000","745,932,000","713,192,000","643,731,000","621,702,000","628,265,000","570,674,000","576,377,000","582,836,000","619,763,000","641,946,000","635,100,000","619,608,000","675,398,000","639,038,000","610,899,000","580,615,000","529,718,000","500,348,000","515,195,000","486,009,000","499,062,000","507,039,000","506,260,000","491,293,000","508,192,000","501,774,000","483,521,000","412,036,000","361,174,000","338,426,000","330,694,000","317,555,000","347,095,000","352,947,000","379,803,000","345,872,000","373,532,000","350,357,000","325,297,000","318,621,000","295,361,000","242,132,000","241,109,000","213,309,000","290,910,000","297,161,000","278,279,000","294,350,000","315,790,000","326,843,000","343,087,000","365,263,000","367,901,000","352,293,092","372,028,506","366,833,014","363,079,575","323,590,215","247,473,062","228,136,147","228,699,044","230,323,807"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,839,000","119,879,000","99,043,000","91,544,000","76,881,000","76,304,000","87,272,000",,"138,448,000","90,190,000","90,823,000","89,863,000","88,569,000","12,781,000","17,322,000","38,551,000","47,037,000","15,924,363",,"28,015,940",,,,,,
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,940,000","113,431,000","91,546,000","86,470,000","72,704,000","68,858,000","80,580,000","205,913,000","119,318,000","87,717,000","87,872,000","86,311,000","84,577,000","7,236,000","13,123,000","33,900,000","42,580,000","9,360,154","13,288,669","23,189,457","34,596,442","37,788,941","1,890,942","48,446,618","58,283,609","75,672,605"
			CashAndCashEquivalents,"14,190,000","27,950,000","2,184,000","26,796,000","2,062,000","1,794,000","1,667,000","1,773,000","2,778,000","12,314,000","2,169,000","1,960,000","1,702,000","2,242,000","2,168,000","2,080,000","3,639,000","2,733,000","2,433,000","6,100,000","2,868,000","3,993,000","5,097,000","5,233,000","4,481,000","5,645,000","5,694,000","6,082,000","4,921,000","4,909,000","6,502,000","3,772,000","4,553,000","15,034,000","47,233,000","36,498,000","85,904,000","56,328,000","92,940,000","113,431,000","91,546,000","86,470,000","72,704,000","68,858,000","80,580,000","64,299,000","119,318,000","87,717,000","87,872,000","86,311,000","84,577,000","7,236,000","13,123,000","33,900,000","42,580,000","9,360,154","13,288,669","23,189,457","34,596,442","37,788,941","1,890,942","48,446,618","58,283,609","75,672,605"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,052,000","3,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,"1,794,000","1,667,000","1,773,000","2,778,000","12,314,000","2,169,000","1,960,000","1,702,000","2,242,000","2,168,000","2,080,000","3,639,000","2,733,000","2,433,000","6,100,000","2,868,000","3,993,000","5,097,000","5,233,000","4,481,000","5,645,000","5,694,000","6,082,000","4,921,000","4,909,000","3,450,000",,"4,553,000","15,034,000","47,233,000","36,498,000","85,904,000","56,328,000",,,"91,546,000",,,,"80,580,000",,,"87,717,000",,,,"7,236,000",,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,614,000",,,,,,,,,,,,,,,,,,
		Receivables,"9,448,000","4,562,000","4,471,000","4,386,000","4,533,000","6,154,000","14,373,000","3,804,000","4,200,000","5,111,000","4,549,000","3,658,000","4,093,000","5,336,000","4,003,000","4,874,000","5,856,000","8,839,000","4,418,000","4,289,000","4,543,000","4,334,000","4,661,000","3,915,000","4,428,000","4,586,000","4,439,000","5,969,000","6,379,000","4,100,000","2,890,000","2,743,000","2,993,000","2,667,000","2,524,000","3,347,000","2,986,000","12,348,000","9,447,000","2,544,000","2,777,000","1,864,000","2,090,000","2,408,000","1,596,000","2,292,000","18,204,000","2,169,000","2,139,000","2,144,000","2,368,000","4,206,000","4,046,000","4,401,000","4,235,000","6,150,141","5,378,420","4,437,717","6,230,354","14,021,458","4,243,325","1,294,355","911,817","995,939"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,152,000","1,563,000","1,527,000",,,,"859,000","1,323,000","17,362,000","935,000","766,000","932,000","1,416,000","2,706,000","2,430,000","3,048,000","2,895,000","4,488,417",,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,295,000","981,000","1,250,000","1,142,000","1,365,000","782,000","737,000","969,000","842,000","1,234,000","1,373,000","1,212,000","952,000","1,500,000","1,616,000","1,353,000","1,340,000","1,661,724",,"2,001,035",,,,,,
