name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"12,967,416,000","12,590,726,000","13,017,464,000","12,925,577,000","12,873,366,000","12,798,429,000","12,678,131,000","13,290,447,000","8,929,602,000","8,629,002,000","8,437,538,000","8,398,519,000","8,327,900,000","8,243,272,000","8,034,565,000","8,152,600,000","7,894,918,000","5,446,675,000","5,334,788,000","5,270,521,000","5,201,164,000","5,091,383,000","4,810,611,000","4,739,449,000","4,716,608,000","4,655,380,000","4,611,034,000","4,507,367,000","4,401,380,000","4,397,132,000","4,248,731,000","4,234,342,000","4,168,998,000","4,106,100,000","4,052,969,000","4,072,617,000","3,932,026,000","3,955,206,000","3,887,427,000","3,855,177,000","3,668,273,000","3,711,370,000","3,626,043,000","3,612,016,000","3,549,533,000","3,519,388,000","3,606,617,000","3,701,150,000","3,673,246,000","3,630,478,000","3,632,391,000","3,617,497,000","3,519,432,000","3,313,638,000","3,195,117,000","3,164,123,000","3,160,896,000","3,043,953,000","2,965,492,000","3,101,409,000","2,945,477,000","2,610,457,000","2,598,458,000","2,586,353,000","2,499,577,000","2,459,616,000","2,383,360,000","2,348,305,000","2,284,198,000","2,309,343,000","2,506,302,000","2,424,199,000","2,371,572,000","2,333,342,000","2,382,587,000","2,367,364,000","2,371,520,000","2,307,404,000","2,261,508,000","2,158,785,000","2,082,832,000","2,081,834,000","2,035,138,000","1,947,740,000","1,907,462,000","1,773,001,000","1,710,425,000","1,691,562,000","1,623,863,000","1,591,300,000","1,547,000,000","1,335,300,000","1,353,900,000","1,343,500,000","1,241,800,000","1,170,700,000","1,138,400,000","1,121,300,000","1,067,000,000","1,062,900,000","989,500,000","978,600,000","928,300,000","835,300,000","818,600,000","794,300,000","788,500,000","781,800,000","776,300,000"
TotalLiabilitiesNetMinorityInterest,"11,478,506,000","11,071,047,000","11,471,404,000","11,363,297,000","11,361,672,000","11,328,474,000","11,253,382,000","11,900,354,000","7,813,268,000","7,496,028,000","7,297,497,000","7,279,074,000","7,232,052,000","7,175,369,000","6,991,849,000","7,126,251,000","6,880,310,000","4,882,859,000","4,770,308,000","4,715,838,000","4,656,903,000","4,557,811,000","4,273,956,000","4,209,970,000","4,194,216,000","4,130,953,000","4,087,440,000","3,988,494,000","3,879,612,000","3,875,381,000","3,726,327,000","3,717,073,000","3,658,612,000","3,606,737,000","3,559,087,000","3,586,974,000","3,443,079,000","3,471,694,000","3,405,617,000","3,383,713,000","3,216,356,000","3,265,261,000","3,185,252,000","3,188,332,000","3,140,457,000","3,111,819,000","3,154,900,000","3,217,469,000","3,201,389,000","3,256,892,000","3,251,820,000","3,226,235,000","3,126,910,000","2,921,776,000","2,875,417,000","2,843,905,000","2,841,929,000","2,728,313,000","2,654,868,000","2,795,154,000","2,670,158,000","2,372,680,000","2,364,765,000","2,359,615,000","2,276,615,000","2,241,733,000","2,175,270,000","2,145,011,000","2,085,489,000","2,114,260,000","2,304,565,000","2,228,109,000","2,171,957,000","2,139,893,000","2,157,964,000","2,178,067,000","2,189,021,000","2,128,712,000","2,088,621,000","1,995,144,000","1,931,402,000","1,931,161,000","1,885,261,000","1,805,272,000","1,769,439,000","1,645,443,000","1,594,994,000","1,580,669,000","1,513,362,000","1,482,600,000","1,437,000,000","1,227,800,000","1,243,300,000","1,232,600,000","1,131,200,000","1,063,300,000","1,031,900,000","1,016,600,000","963,400,000","961,300,000","890,600,000","882,000,000","835,200,000","754,300,000","738,700,000","716,200,000","712,600,000","708,500,000","706,100,000"
TotalEquityGrossMinorityInterest,"1,488,910,000","1,519,679,000","1,546,060,000","1,562,280,000","1,511,694,000","1,469,955,000","1,424,749,000","1,390,093,000","1,116,334,000","1,132,974,000","1,140,041,000","1,119,445,000","1,095,848,000","1,067,903,000","1,042,716,000","1,026,349,000","1,014,608,000","563,816,000","564,480,000","554,683,000","544,261,000","533,572,000","536,655,000","529,479,000","522,392,000","524,427,000","523,594,000","518,873,000","521,768,000","521,751,000","522,404,000","517,269,000","510,386,000","499,363,000","493,882,000","485,643,000","488,947,000","483,512,000","481,810,000","471,464,000","451,917,000","446,109,000","440,791,000","423,684,000","409,076,000","407,569,000","451,717,000","483,681,000","471,857,000","373,586,000","380,571,000","391,262,000","392,522,000","391,862,000","319,700,000","320,218,000","318,967,000","315,640,000","310,624,000","306,255,000","275,319,000","237,777,000","233,693,000","226,738,000","222,962,000","217,883,000","208,090,000","203,294,000","198,709,000","195,083,000","201,737,000","196,090,000","199,615,000","193,449,000","224,623,000","189,297,000","182,499,000","178,692,000","172,887,000","163,641,000","151,430,000","150,673,000","149,877,000","142,468,000","138,023,000","127,558,000","115,431,000","110,893,000","110,501,000","108,700,000","110,000,000","107,500,000","110,600,000","110,900,000","110,600,000","107,400,000","106,500,000","104,700,000","103,600,000","101,600,000","98,900,000","96,600,000","93,100,000","81,000,000","79,900,000","78,100,000","75,900,000","73,300,000","70,200,000"
	StockholdersEquity,"1,488,910,000","1,519,679,000","1,546,060,000","1,562,280,000","1,511,694,000","1,469,955,000","1,424,749,000","1,390,093,000","1,116,334,000","1,132,974,000","1,140,041,000","1,119,445,000","1,095,848,000","1,067,903,000","1,042,716,000","1,026,349,000","1,014,608,000","563,816,000","564,480,000","554,683,000","544,261,000","533,572,000","536,655,000","529,479,000","522,392,000","524,427,000","523,594,000","518,873,000","521,768,000","521,751,000","522,404,000","517,269,000","510,386,000","499,363,000","493,882,000","485,643,000","488,947,000","483,512,000","481,810,000","471,464,000","451,917,000","446,109,000","440,791,000","423,684,000","409,076,000","407,569,000","451,717,000","483,681,000","471,857,000","373,586,000","380,571,000","391,262,000","392,522,000","391,862,000","319,700,000","320,218,000","318,967,000","315,640,000","310,624,000","306,255,000","275,319,000","237,777,000","233,693,000","226,738,000","222,962,000","217,883,000","208,090,000","203,294,000","198,709,000","195,083,000","201,737,000","196,090,000","199,615,000","193,449,000","189,623,000","189,297,000","182,499,000","178,692,000","172,887,000","163,641,000","151,430,000","150,673,000","149,877,000","142,468,000","138,023,000","127,558,000","115,431,000","110,893,000","110,501,000","108,700,000","110,000,000","107,500,000","110,600,000","110,900,000","110,600,000","107,400,000","106,500,000","104,700,000","103,600,000","101,600,000","98,900,000","96,600,000","93,100,000","81,000,000","79,900,000","78,100,000","75,900,000","73,300,000","70,200,000"
		CapitalStock,"45,163,000","45,119,000","46,119,000","47,313,000","47,187,000","47,057,000","47,026,000","47,001,000","34,165,000","34,970,000","35,626,000","35,615,000","35,557,000","35,531,000","35,522,000","35,512,000","35,463,000","23,996,000","23,990,000","23,984,000","23,930,000","23,901,000","23,887,000","23,875,000","23,827,000","24,296,000","24,425,000","24,562,000","24,734,000","25,045,000","25,077,000","25,070,000","25,043,000","24,990,000","24,985,000","24,968,000","24,955,000","24,905,000","24,896,000","24,887,000","24,144,000","24,091,000","24,079,000","24,095,000","24,085,000","24,047,000","64,315,000","104,419,000","104,242,000","96,583,000","96,400,000","96,226,000","96,016,000","95,839,000","16,384,000","16,374,000","16,361,000","16,349,000","16,421,000","16,452,000","15,725,000","14,827,000","14,812,000","14,786,000","14,802,000","14,794,000","14,624,000","14,615,000","14,643,000","14,629,000","14,493,000","14,518,000","14,510,000","14,496,000","14,474,000","14,465,000","14,503,000","14,536,000","14,517,000","14,508,000","14,494,000","14,484,000","9,618,000","9,593,000","9,571,000","9,553,000","9,537,000","9,571,000","9,599,000","9,600,000",,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","40,308,000","80,420,000","80,257,000","80,095,000","79,930,000","79,765,000","79,601,000","79,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"45,163,000","45,119,000","46,119,000","47,313,000","47,187,000","47,057,000","47,026,000","47,001,000","34,165,000","34,970,000","35,626,000","35,615,000","35,557,000","35,531,000","35,522,000","35,512,000","35,463,000","23,996,000","23,990,000","23,984,000","23,930,000","23,901,000","23,887,000","23,875,000","23,827,000","24,296,000","24,425,000","24,562,000","24,734,000","25,045,000","25,077,000","25,070,000","25,043,000","24,990,000","24,985,000","24,968,000","24,955,000","24,905,000","24,896,000","24,887,000","24,144,000","24,091,000","24,079,000","24,095,000","24,085,000","24,047,000","24,007,000","23,999,000","23,985,000","16,488,000","16,470,000","16,461,000","16,415,000","16,399,000","16,384,000","16,374,000","16,361,000","16,349,000","16,421,000","16,452,000","15,725,000","14,827,000","14,812,000","14,786,000","14,802,000","14,794,000","14,624,000","14,615,000","14,643,000","14,629,000","14,493,000","14,518,000","14,510,000","14,496,000","14,474,000","14,465,000","14,503,000","14,536,000","14,517,000","14,508,000","14,494,000","14,484,000","9,618,000","9,593,000","9,571,000","9,553,000","9,537,000","9,571,000","9,599,000","9,600,000",,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"752,671,000","751,072,000","799,766,000","850,555,000","849,606,000","846,922,000","845,399,000","843,876,000","562,891,000","586,622,000","609,103,000","608,006,000","607,479,000","606,573,000","605,623,000","604,631,000","604,399,000","168,188,000","167,455,000","166,705,000","166,614,000","165,871,000","164,937,000","164,040,000","163,522,000","175,588,000","178,429,000","181,504,000","186,342,000","194,647,000","194,899,000","194,252,000","193,708,000","193,445,000","192,964,000","192,327,000","191,615,000","191,689,000","191,237,000","190,733,000","177,949,000","177,828,000","177,451,000","177,303,000","176,799,000","177,344,000","176,582,000","176,167,000","175,684,000","87,334,000","87,572,000","86,883,000","85,820,000","85,486,000","85,065,000","84,759,000","84,281,000","83,970,000","85,982,000","86,669,000","60,520,000","27,869,000","27,349,000","26,565,000","26,978,000","26,599,000","21,019,000","20,815,000","21,839,000","21,522,000","18,473,000","19,511,000","19,293,000","18,970,000","18,704,000","18,655,000","19,880,000","21,128,000","20,960,000","20,803,000","20,540,000","20,347,000","24,442,000","23,648,000","23,045,000","22,511,000","22,204,000","22,916,000","23,540,000","24,500,000",,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"760,347,000","732,027,000","701,301,000","659,578,000","617,553,000","557,271,000","514,831,000","484,392,000","512,934,000","515,714,000","498,020,000","479,389,000","461,862,000","441,553,000","425,991,000","406,762,000","392,364,000","378,489,000","376,512,000","367,706,000","359,251,000","350,414,000","343,366,000","335,678,000","330,810,000","325,840,000","318,939,000","313,399,000","308,546,000","302,882,000","298,796,000","292,714,000","290,285,000","283,898,000","278,825,000","270,773,000","262,645,000","255,606,000","249,244,000","241,267,000","236,986,000","230,942,000","226,114,000","216,802,000","210,452,000","205,099,000","198,737,000","192,571,000","187,755,000","188,622,000","193,210,000","209,980,000","213,453,000","214,410,000","222,126,000","220,712,000","219,019,000","216,376,000","211,787,000","207,430,000","203,044,000","199,102,000","191,884,000","187,016,000","182,169,000","177,084,000","172,369,000","165,970,000","161,242,000","156,315,000","164,977,000","161,459,000","157,825,000","153,280,000","149,249,000","144,452,000","138,293,000","132,607,000","126,479,000","120,690,000","115,999,000","111,906,000","108,445,000","104,701,000","100,940,000","97,641,000","94,215,000","91,993,000","89,711,000","86,600,000","84,300,000","81,400,000","78,800,000","76,300,000","73,900,000","71,300,000","68,900,000","66,300,000","64,200,000","61,800,000","59,800,000","57,700,000","55,500,000","50,600,000","48,900,000","47,100,000","45,900,000","44,000,000","42,400,000"
		GainsLossesNotAffectingRetainedEarnings,"-69,271,000","-8,539,000","-1,126,000","4,834,000","-2,652,000","18,705,000","17,493,000","14,824,000","6,344,000","-4,332,000","-2,708,000","-3,565,000","-9,050,000","-15,754,000","-24,420,000","-20,556,000","-17,618,000","-6,857,000","-3,477,000","-3,712,000","-5,534,000","-6,614,000","4,465,000","5,886,000","4,233,000","-1,297,000","1,801,000","-592,000","2,146,000","-823,000","3,632,000","5,233,000","1,350,000","-2,970,000","-2,892,000","-2,425,000","9,732,000","11,312,000","16,433,000","14,577,000","12,838,000","13,248,000","13,147,000","5,484,000","-2,260,000","-2,620,000","8,384,000","6,825,000","477,000","-2,652,000","-310,000","-5,526,000","-6,466,000","-3,873,000","-3,875,000","-1,627,000","-694,000","-1,055,000","-3,566,000","-4,296,000","-3,970,000","-4,021,000","-352,000","-1,629,000","-987,000","-594,000","78,000","1,894,000","985,000","2,617,000","3,794,000","602,000","7,987,000","6,703,000","7,196,000","11,725,000","9,823,000","10,421,000","10,931,000","7,640,000","397,000","3,936,000","7,372,000","4,526,000","4,467,000","-2,147,000","-10,525,000","-13,587,000","-12,349,000","-12,000,000","-7,900,000","-6,800,000","-900,000","2,100,000","3,300,000","2,000,000","2,400,000","1,900,000","1,700,000","1,200,000",,"500,000","-400,000","-1,100,000","-100,000","400,000","-200,000","-600,000","-1,900,000"
