name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"206,633,000","-52,212,000","133,980,000","95,736,000","29,129,000","71,728,000","79,784,000","33,252,000","11,369,000","91,540,000","88,987,000","303,323,000","218,992,000","268,881,000","175,476,000","54,977,000","-104,343,000","-25,411,000","-428,963,000","258,596,000","-90,928,000","58,842,000","-240,492,000","285,845,000","-123,543,000","-3,394,000","-236,212,000","273,576,000","17,744,000","45,444,000","-91,648,000","214,029,000","91,657,000","-6,223,000","-86,591,000","332,527,000","39,565,000","120,802,000","-4,196,000","252,576,000","57,882,000","188,809,000","-125,309,000","265,831,000","263,750,000","22,557,000","30,235,000","171,073,000","94,055,000","43,066,000","-127,019,000","205,131,000","409,902,000","321,278,000","279,651,000"
	CashFlowFromContinuingOperatingActivities,"206,633,000","-52,212,000","133,980,000","95,736,000","29,129,000","71,728,000","79,784,000","33,252,000","11,369,000","91,540,000","88,987,000","303,323,000","218,992,000","268,881,000","175,476,000","54,977,000","-104,343,000","-25,411,000","-428,963,000","258,596,000","-90,928,000","58,842,000","-240,492,000","285,845,000","-123,543,000","-3,394,000","-236,212,000","273,576,000","17,744,000","45,444,000","-91,648,000","214,029,000","91,657,000","-6,223,000","-86,591,000","332,527,000","39,565,000","120,802,000","-4,196,000","252,576,000","57,882,000","188,809,000","-125,309,000","265,831,000","263,750,000","22,557,000","30,235,000","171,073,000","94,055,000","43,066,000","-127,019,000","200,735,000","394,594,000","318,183,000","367,772,000"
		NetIncomeFromContinuingOperations,"34,928,000","-48,739,000","111,954,000","3,673,000","-31,960,000","-242,056,000","2,943,000","-32,112,000","-197,317,000","-1,688,736,000","-135,601,000","224,908,000","71,783,000","-67,780,000","-431,550,000","341,763,000","-246,184,000","-168,017,000","-387,580,000","123,404,000","-28,477,000","-276,036,000","-58,894,000","-90,073,000","-213,469,000","-47,314,000","-386,634,000","-50,165,000","-107,824,000","-171,779,000","-432,390,000","-302,233,000","-92,172,000","20,007,000","-209,119,000","-196,782,000","-38,584,000","-27,709,000","-148,115,000","-31,400,000","-67,291,000","-37,975,000","-131,363,000","-55,627,000","-150,392,000","-77,207,000","-179,627,000","149,667,000","-92,671,000","-3,678,033,000","-427,999,000","-5,005,783,000","-60,096,000","268,906,000","169,780,000"
		OperatingGainsLosses,"-14,075,000","2,378,000","-82,000","22,847,000","-39,218,000","789,000","6,741,000","274,000","-1,215,000","10,911,000","19,205,000","-1,392,000","-768,000","-612,000","1,521,000","9,073,000","-5,257,000","-8,983,000","-32,838,000","-122,998,000","-149,290,000","64,086,000","-285,424,000","590,000","-760,000","-101,335,000","1,843,000","-11,687,000","-46,287,000","49,148,000","17,077,000","162,017,000","-10,200,000","-137,982,000","-2,148,000","236,525,000","-45,781,000","-6,613,000","8,488,000","-7,904,000","-2,994,000","-8,500,000","-13,968,000","-56,702,000","19,529,000","25,000","-5,643,000","27,418,000","11,975,000","31,516,000","2,894,000","104,189,000","57,412,000","-101,216,000","-8,623,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,304,000",,,,,"-42,118,000","-1,917,000","-3,124,000",,,,,,,,,"17,830,000","-1,403,000",,,"-12,363,000",,,
			GainLossOnInvestmentSecurities,"-41,687,000","1,765,000","-4,175,000","10,367,000","-49,644,000","-191,000","733,000","-62,000","-1,280,000","9,955,000","9,961,000",,,,,"2,439,000",,,,"-860,000",,,,"0","5,000,000","0","-579,000",,,,,"50,000","-31,000",,,,,,,,,,,,,,,"9,588,000","13,378,000",,,"116,552,000","-35,909,000","-7,665,000","6,816,000"
			EarningsLossesFromEquityInvestments,"1,139,000","29,000","23,000","1,056,000","31,000","28,000","-274,000","58,000","31,000","564,000","214,000","-729,000","-172,000","38,000","-157,000","615,000","2,238,000","-240,000","242,000","15,807,000","-1,117,000","1,610,000","433,000","-314,000","857,000","690,000","-331,000","28,000","-3,955,000","17,000","13,326,000","91,291,000","-3,983,000","-5,971,000","-3,641,000","-6,643,000","-3,663,000","-4,696,000","-3,555,000",,"-5,210,000","-5,271,000","-2,975,000","2,910,000","-2,994,000","-3,747,000","-1,871,000",,,,,,,,
		DepreciationAmortizationDepletion,"476,105,000","114,051,000","126,009,000","108,100,000","127,945,000","107,363,000","103,435,000","99,379,000","103,347,000","96,768,000","113,366,000","111,125,000","120,700,000","147,644,000","151,434,000","157,645,000","149,749,000","147,795,000","146,106,000","159,174,000","158,453,000","162,144,000","155,456,000","168,824,000","166,320,000","168,394,000","170,453,000","186,100,000","175,865,000","174,062,000","174,871,000","191,582,000","177,330,000","179,734,000","182,182,000","189,730,000","182,350,000","181,839,000","175,366,000","192,422,000","197,532,000","189,641,000","183,711,000","183,278,000","184,079,000","184,178,000","181,334,000","191,480,000","190,189,000","208,246,000","175,559,000","239,901,000","162,463,000","142,188,000","152,278,000"
			DepreciationAndAmortization,"476,105,000","114,051,000","126,009,000","108,100,000","127,945,000","107,363,000","103,435,000","99,379,000","103,347,000","96,768,000","113,366,000","111,125,000","120,700,000","147,644,000","151,434,000","157,645,000","149,749,000","147,795,000","146,106,000","159,174,000","158,453,000","162,144,000","155,456,000","168,824,000","166,320,000","168,394,000","170,453,000","186,100,000","175,865,000","174,062,000","174,871,000","191,582,000","177,330,000","179,734,000","182,182,000","189,730,000","182,350,000","181,839,000","175,366,000","192,422,000","197,532,000","189,641,000","183,711,000","183,278,000","184,079,000","184,178,000","181,334,000","191,480,000","190,189,000","208,246,000","175,559,000","239,901,000","162,463,000","142,188,000","152,278,000"
		DeferredTax,"-113,008,000","-23,788,000","-75,394,000","-34,798,000","20,972,000","78,346,000","30,346,000","-16,926,000","-45,473,000","-152,216,000","-5,357,000","-3,982,000","2,790,000","137,933,000","-118,703,000","-500,722,000","9,400,000","-1,467,000","4,572,000","-84,030,000","-3,726,000","-9,115,000","-1,256,000","12,163,000","697,000","-1,232,000","16,220,000","-10,943,000","12,687,000","6,871,000","25,308,000","37,186,000","-71,714,000","-16,651,000","-106,991,000","-146,649,000","-34,380,000","-25,144,000","-98,438,000","-21,058,000","-31,991,000","-30,229,000","-60,666,000","-40,294,000","-35,078,000","-51,966,000","-83,842,000","-298,583,000","76,383,000","-203,488,000","8,497,000","-624,902,000","83,473,000","24,090,000","42,748,000"
