name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
		PayablesAndAccruedExpenses,"280,571,000","308,429,000","316,117,000","216,536,000","188,304,000","172,805,000","143,961,000","103,408,000","130,863,000","136,855,000","152,838,000","153,980,000","144,852,000","138,021,000","157,067,000","156,139,000","124,417,000","118,965,000","128,199,000","119,300,000","113,488,000","124,699,000","138,760,000","149,939,000","140,682,000","122,608,000","147,527,000"
			Payables,"280,571,000","308,429,000","316,117,000","216,536,000","188,304,000","172,805,000","143,961,000","103,408,000","130,863,000","136,855,000","152,838,000","153,980,000","144,852,000","138,021,000","157,067,000","156,139,000","124,417,000","118,965,000","128,199,000","119,300,000","113,488,000","106,725,000","116,444,000","117,485,000","110,073,000","91,785,000","110,362,000"
				AccountsPayable,"269,830,000","233,921,000","243,164,000","214,618,000","187,699,000","156,717,000","142,601,000","101,399,000","128,173,000","132,868,000","150,681,000","152,898,000","143,742,000","134,090,000","156,525,000","154,331,000","123,384,000","116,747,000","125,618,000","118,231,000","112,699,000","102,315,000","114,118,000","112,095,000","108,824,000","90,827,000","109,847,000"
				TotalTaxPayable,"10,741,000","74,508,000","72,953,000","1,918,000","605,000","16,088,000","1,360,000","2,009,000","2,690,000","3,987,000","2,157,000","1,082,000","1,110,000","3,931,000","542,000","1,808,000","1,033,000","2,218,000","2,581,000","1,069,000","789,000","4,410,000","2,326,000","5,390,000","1,249,000","958,000","515,000"
					IncomeTaxPayable,"10,741,000","74,508,000","72,953,000","1,918,000","605,000","16,088,000","1,360,000","2,009,000","2,690,000","3,987,000","2,157,000","1,082,000","1,110,000","3,931,000","542,000","1,808,000","1,033,000","2,218,000","2,581,000","1,069,000","789,000","4,410,000","2,326,000","5,390,000","1,249,000","958,000","515,000"
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,"17,974,000","22,316,000","32,454,000","30,609,000","30,823,000","37,165,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,"495,000",,"8,622,000","8,589,000","8,980,000","9,890,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"37,061,000","29,805,000","57,437,000","45,828,000","33,980,000","25,746,000","32,836,000","25,160,000","23,981,000","21,640,000","35,770,000","29,153,000","24,470,000","21,197,000","33,350,000","29,997,000","28,652,000","18,365,000","26,387,000","22,579,000","21,301,000","17,078,000","34,331,000","29,097,000","23,026,000","17,977,000","31,146,000"
		CurrentDebtAndCapitalLeaseObligation,"11,327,000","11,652,000","11,785,000","15,335,000","11,648,000","11,753,000","15,786,000","11,565,000","12,048,000","12,605,000",,,,"26,561,000","26,561,000","7,630,000","7,653,000","4,215,000","4,215,000","4,215,000","4,220,000","4,228,000","1,267,000","1,267,000","1,881,000","2,531,000","2,864,000"
			CurrentDebt,,,,"4,000,000",,,,,,,,,,"26,561,000","26,561,000","7,630,000","7,653,000","4,215,000","4,215,000","4,215,000","4,220,000","4,228,000","1,267,000","1,267,000","1,881,000","2,531,000","2,864,000"
				OtherCurrentBorrowings,,,,"4,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"11,327,000","11,652,000","11,785,000","11,335,000","11,648,000","11,753,000","15,786,000","11,565,000","12,048,000","12,605,000",,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"66,138,000","98,563,000","80,324,000","65,563,000","43,615,000","48,375,000","35,802,000","36,105,000","39,307,000","50,264,000","44,983,000","42,922,000","42,723,000","50,127,000",,,,,,,,"9,088,000","9,088,000","9,088,000","9,121,000","9,121,000","9,121,000"
			CurrentDeferredRevenue,"66,138,000","98,563,000","80,324,000","65,563,000","43,615,000","48,375,000","35,802,000","36,105,000","39,307,000","50,264,000","44,983,000","42,922,000","42,723,000","50,127,000",,,,,,,,"9,088,000","9,088,000","9,088,000","9,121,000","9,121,000","9,121,000"
		OtherCurrentLiabilities,"63,179,000","51,570,000","59,273,000","54,683,000","48,334,000","50,825,000","47,785,000","53,248,000","48,911,000","58,646,000","53,943,000","42,963,000","40,664,000","51,642,000","55,769,000","59,111,000","56,950,000","50,554,000","53,036,000","44,629,000","46,047,000","22,035,000","21,376,000","21,678,000","18,547,000","19,218,000","19,840,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"822,570,000","824,653,000","820,427,000","902,377,000","874,005,000","867,722,000","903,945,000","938,096,000","943,023,000","948,001,000","916,525,000","941,478,000","938,703,000","933,081,000","929,254,000","967,615,000","972,295,000","591,284,000","642,384,000","560,188,000","558,851,000","561,653,000","702,500,000","749,269,000","746,141,000","752,793,000","747,024,000"
		LongTermDebtAndCapitalLeaseObligation,"786,853,000","789,000,000","788,622,000","803,484,000","789,329,000","790,572,000","827,879,000","874,058,000","876,105,000","878,299,000","845,317,000","884,503,000","884,095,000","878,094,000","877,686,000","898,509,000","900,556,000","527,802,000","571,863,000","487,921,000","488,467,000","489,519,000","629,046,000","630,204,000","630,369,000","649,203,000","649,344,000"
			LongTermDebt,"759,461,000","758,924,000","758,386,000","780,489,000","765,049,000","764,379,000","803,736,000","846,145,000","845,694,000","845,243,000","845,317,000","884,503,000","884,095,000","878,094,000","877,686,000","898,509,000","900,556,000","527,802,000","571,863,000","487,921,000","488,467,000","489,519,000","629,046,000","630,204,000","630,369,000","649,203,000","649,344,000"
			LongTermCapitalLeaseObligation,"27,392,000","30,076,000","30,236,000","22,995,000","24,280,000","26,193,000","24,143,000","27,913,000","30,411,000","33,056,000",,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"18,566,000","18,141,000","16,746,000","48,494,000","33,321,000","24,517,000","22,525,000","18,701,000","21,336,000","23,402,000","19,986,000","26,749,000","23,752,000","23,720,000","16,510,000","19,100,000","17,378,000","12,191,000","17,464,000","11,539,000","10,835,000","12,475,000","12,834,000","18,749,000","21,355,000","18,958,000","14,557,000"
			NonCurrentDeferredTaxesLiabilities,"18,566,000","18,141,000","16,746,000","48,494,000","33,321,000","24,517,000","22,525,000","18,701,000","21,336,000","23,402,000","19,986,000","26,749,000","23,752,000","23,720,000","16,510,000","19,100,000","17,378,000","12,191,000","17,464,000","11,539,000","10,835,000","12,475,000","12,834,000","18,749,000","21,355,000","18,958,000","14,557,000"
		TradeandOtherPayablesNonCurrent,,,"735,000","1,492,000","1,620,000","1,536,000","1,619,000","740,000","740,000","848,000","3,669,000","894,000","918,000","907,000","1,443,000","6,544,000","6,544,000","6,771,000","6,771,000","6,838,000","6,838,000","6,838,000","6,838,000","13,235,000","12,759,000","12,756,000","13,319,000"
		EmployeeBenefits,"2,515,000","3,168,000","3,819,000","36,049,000","37,391,000","38,706,000","40,023,000","31,390,000","32,520,000","33,513,000","34,509,000","15,068,000","15,906,000","16,500,000","17,075,000","23,200,000","23,960,000","24,600,000","25,239,000","34,395,000","34,700,000","34,935,000","35,172,000","27,592,000","27,709,000","27,918,000","28,126,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"2,515,000","3,168,000","3,819,000","36,049,000","37,391,000","38,706,000","40,023,000","31,390,000","32,520,000","33,513,000","34,509,000","15,068,000","15,906,000","16,500,000","17,075,000","23,200,000","23,960,000","24,600,000","25,239,000","34,395,000","34,700,000","34,935,000","35,172,000","27,592,000","27,709,000","27,918,000","28,126,000"
		OtherNonCurrentLiabilities,"14,636,000","14,344,000","10,505,000","12,858,000","12,344,000","12,391,000","11,899,000","13,207,000","12,322,000","11,939,000","13,044,000","14,264,000","14,032,000","13,860,000","16,540,000","20,262,000","23,857,000","19,920,000","21,047,000","19,495,000","18,011,000","17,886,000","18,610,000","59,489,000","53,949,000","43,958,000","41,678,000"
TotalEquityGrossMinorityInterest,"1,023,274,000","942,621,000","864,736,000","677,037,000","570,162,000","437,347,000","378,410,000","324,195,000","295,434,000","272,131,000","232,936,000","202,518,000","158,497,000","124,155,000","122,059,000","73,763,000","62,075,000","388,668,000","360,871,000","343,371,000","306,692,000","280,455,000","257,246,000","199,878,000","179,207,000","165,093,000","156,277,000"
	StockholdersEquity,"1,023,274,000","942,621,000","864,736,000","677,037,000","570,162,000","437,347,000","378,410,000","324,195,000","295,434,000","272,131,000","232,936,000","202,518,000","158,497,000","124,155,000","122,059,000","73,763,000","62,075,000","388,668,000","360,871,000","343,371,000","306,692,000","280,455,000","257,246,000","199,878,000","179,207,000","165,093,000","156,277,000"
		CapitalStock,"440,000","455,000","461,000","463,000","471,000","467,000","475,000","474,000","473,000","476,000","471,000","468,000","463,000","461,000","472,000","461,000","467,000","636,000","634,000","642,000","635,000","632,000","626,000","626,000","626,000","457,000","626,000"
			CommonStock,"440,000","455,000","461,000","463,000","471,000","467,000","475,000","474,000","473,000","476,000","471,000","468,000","463,000","461,000","472,000","461,000","467,000","636,000","634,000","642,000","635,000","632,000","626,000","626,000","626,000","457,000","626,000"
		AdditionalPaidInCapital,"492,070,000","485,839,000","506,921,000","501,438,000","497,250,000","488,815,000","487,223,000","484,613,000","482,399,000","477,276,000","477,139,000","472,138,000","464,082,000","460,264,000","457,978,000","443,918,000","434,856,000","430,118,000","423,232,000","419,717,000","411,752,000","405,687,000","398,292,000","352,557,000","352,557,000","352,700,000","352,505,000"
		RetainedEarnings,"565,832,000","488,966,000","388,660,000","211,099,000","110,818,000","-14,114,000","-64,154,000","-118,395,000","-142,473,000","-166,659,000","-200,396,000","-246,393,000","-282,943,000","-314,831,000","-317,373,000","-348,455,000","-354,315,000","-21,920,000","-42,433,000","-49,360,000","-76,825,000","-95,760,000","-113,142,000","-130,017,000","-150,662,000","-164,669,000","-173,241,000"
		TreasuryStock,"2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000","2,580,000"
		GainsLossesNotAffectingRetainedEarnings,"-32,488,000","-30,059,000","-28,726,000","-33,383,000","-35,797,000","-35,241,000","-42,554,000","-39,917,000","-42,385,000","-36,382,000","-41,698,000","-21,115,000","-20,525,000","-19,159,000","-16,438,000","-19,581,000","-16,353,000","-17,586,000","-17,982,000","-25,048,000","-26,290,000","-27,524,000","-25,950,000","-20,708,000","-20,734,000","-20,815,000","-21,033,000"
TotalCapitalization,"1,782,735,000","1,701,545,000","1,623,122,000","1,457,526,000","1,335,211,000","1,201,726,000","1,182,146,000","1,170,340,000","1,141,128,000","1,117,374,000","1,078,253,000","1,087,021,000","1,042,592,000","1,002,249,000","999,745,000","972,272,000","962,631,000","916,470,000","932,734,000","831,292,000","795,159,000","769,974,000","886,292,000","830,082,000","809,576,000","814,296,000","805,621,000"
CommonStockEquity,"1,023,274,000","942,621,000","864,736,000","677,037,000","570,162,000","437,347,000","378,410,000","324,195,000","295,434,000","272,131,000","232,936,000","202,518,000","158,497,000","124,155,000","122,059,000","73,763,000","62,075,000","388,668,000","360,871,000","343,371,000","306,692,000","280,455,000","257,246,000","199,878,000","179,207,000","165,093,000","156,277,000"
CapitalLeaseObligations,"38,719,000","41,728,000","42,021,000","34,330,000","35,928,000","37,946,000","39,929,000","39,478,000","42,459,000","45,661,000",,,,,,,,,,,,,,,,,
NetTangibleAssets,"568,878,000","479,318,000","424,484,000","224,180,000","111,659,000","-1,472,000","-65,178,000","-124,290,000","-161,227,000","-195,722,000","-238,979,000","-277,720,000","-308,793,000","-349,845,000","-339,986,000","-396,983,000","-417,193,000","-96,460,000","-131,134,000","-24,456,000","-52,992,000","-84,723,000","-113,520,000","-176,471,000","-202,708,000","-222,394,000","-236,727,000"
WorkingCapital,"1,031,764,000","948,630,000","896,516,000","832,978,000","692,536,000","582,551,000","552,506,000","526,048,000","488,027,000","450,941,000","412,003,000","421,868,000","386,719,000","338,091,000","374,391,000","351,595,000","336,878,000","278,452,000","293,922,000","328,639,000","302,419,000","270,764,000","378,099,000","346,726,000","314,271,000","294,817,000","270,994,000"
InvestedCapital,"1,782,735,000","1,701,545,000","1,623,122,000","1,461,526,000","1,335,211,000","1,201,726,000","1,182,146,000","1,170,340,000","1,141,128,000","1,117,374,000","1,078,253,000","1,087,021,000","1,042,592,000","1,028,810,000","1,026,306,000","979,902,000","970,284,000","920,685,000","936,949,000","835,507,000","799,379,000","774,202,000","887,559,000","831,349,000","811,457,000","816,827,000","808,485,000"
TangibleBookValue,"568,878,000","479,318,000","424,484,000","224,180,000","111,659,000","-1,472,000","-65,178,000","-124,290,000","-161,227,000","-195,722,000","-238,979,000","-277,720,000","-308,793,000","-349,845,000","-339,986,000","-396,983,000","-417,193,000","-96,460,000","-131,134,000","-24,456,000","-52,992,000","-84,723,000","-113,520,000","-176,471,000","-202,708,000","-222,394,000","-236,727,000"
TotalDebt,"798,180,000","800,652,000","800,407,000","818,819,000","800,977,000","802,325,000","843,665,000","885,623,000","888,153,000","890,904,000","845,317,000","884,503,000","884,095,000","904,655,000","904,247,000","906,139,000","908,209,000","532,017,000","576,078,000","492,136,000","492,687,000","493,747,000","630,313,000","631,471,000","632,250,000","651,734,000","652,208,000"
NetDebt,"369,062,000","259,965,000","182,097,000","387,347,000","460,580,000","483,959,000","519,265,000","608,836,000","708,492,000","681,108,000","721,902,000","783,769,000","832,597,000","828,736,000","777,585,000","796,620,000","831,317,000","492,256,000","530,360,000","395,936,000","414,756,000","405,774,000","430,034,000","500,362,000","497,773,000","524,524,000","571,610,000"
ShareIssued,"44,170,046","45,685,063","46,258,059","46,393,316","47,243,564","46,885,875","47,667,923","47,520,894","47,436,827","47,739,457","47,216,063","46,937,688","46,477,092","46,241,371","47,340,545","46,233,041","46,838,695","63,780,072","63,566,334","64,075,590","63,685,156","63,349,652","62,719,267","62,719,267","62,458,367","62,458,367","62,458,367"
OrdinarySharesNumber,"43,879,446","45,394,463","45,997,159","46,102,716","46,982,664","46,624,975","47,407,023","47,259,994","47,175,927","47,478,557","46,955,163","46,676,788","46,216,192","45,980,471","47,079,645","45,972,141","46,577,795","63,519,172","63,305,434","63,814,690","63,424,256","63,088,752","62,458,367","62,458,367","62,458,367","62,458,367","62,458,367"
TreasurySharesNumber,"290,600","290,600","260,900","290,600","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900","260,900",,,
