name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
OperatingCashFlow,"-3,781,000","30,355,000","-1,479,000","-17,245,000","-15,412,000","19,337,000","8,758,000","-1,910,000","1,879,000"
	CashFlowFromContinuingOperatingActivities,"-3,781,000","30,355,000","-1,479,000","-17,245,000","-15,412,000","19,337,000","8,758,000","-1,910,000","1,879,000"
		NetIncomeFromContinuingOperations,"-110,470,000","-16,698,000","-25,464,000","-42,036,000","-26,272,000","-12,061,000","-16,817,000","-17,332,000","-20,153,000"
		OperatingGainsLosses,"1,657,000","-115,000","-9,000","216,000","1,565,000","-117,000","-499,000","-25,000","-2,435,000"
			NetForeignCurrencyExchangeGainLoss,"-83,000","-115,000","-6,000","222,000","-184,000","-116,000","-469,000","14,000",
			GainLossOnInvestmentSecurities,"-66,000","0","-3,000","-6,000","-57,000","-1,000","-30,000","-39,000","-2,435,000"
		DepreciationAmortizationDepletion,"138,806,000","29,568,000","32,513,000","38,588,000","38,137,000","37,190,000","36,117,000","34,857,000","34,090,000"
			DepreciationAndAmortization,"138,806,000","29,568,000","32,513,000","38,588,000","38,137,000","37,190,000","36,117,000","34,857,000","34,090,000"
				Depreciation,"6,987,000","1,665,000","1,730,000","1,718,000","1,874,000","1,718,000","1,734,000","1,621,000","1,453,000"
				AmortizationCashFlow,"131,819,000","27,903,000","30,783,000","36,870,000","36,263,000","35,472,000","34,383,000","33,236,000","32,637,000"
					AmortizationOfIntangibles,"131,819,000","27,903,000","30,783,000","36,870,000","36,263,000","35,472,000","34,383,000","33,236,000","32,637,000"
		DeferredTax,"-32,905,000","-6,887,000","-8,087,000","-9,253,000","-8,678,000","-3,215,000","-4,704,000","-4,425,000","-7,563,000"
			DeferredIncomeTax,"-32,905,000","-6,887,000","-8,087,000","-9,253,000","-8,678,000","-3,215,000","-4,704,000","-4,425,000","-7,563,000"
		AssetImpairmentCharge,"2,441,000","569,000","292,000","794,000","786,000","386,000","253,000","366,000","1,207,000"
		StockBasedCompensation,"54,185,000","16,294,000","17,215,000","21,812,000","-1,136,000","1,875,000","1,736,000","1,697,000","4,906,000"
		OtherNonCashItems,"35,940,000","17,345,000","7,314,000","5,295,000","5,986,000","5,336,000","4,739,000","4,077,000","3,516,000"
		ChangeInWorkingCapital,"-93,435,000","-9,721,000","-25,253,000","-32,661,000","-25,800,000","-10,057,000","-12,067,000","-21,125,000","-11,689,000"
			ChangeInReceivables,"-7,978,000","-922,000","-4,153,000","-316,000","-2,587,000","-762,000","-2,954,000","-1,428,000","836,000"
