name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"271,824,000","76,511,000","66,766,000","64,149,000","64,398,000","61,883,000","61,387,000","58,292,000","55,464,000","57,323,000","56,928,000","54,794,000","55,004,000","53,727,000","49,263,000","48,707,000","48,644,000","47,060,000","47,608,000","47,023,000","47,015,000","46,976,000","42,907,000","44,515,000","39,604,000","38,371,000","33,499,000","34,191,000","33,627,000","33,256,000","33,319,000","33,261,000","32,790,000","31,918,000","33,445,000","32,132,000","29,742,000","28,987,000","29,601,000","28,295,000","28,519,000","28,003,000","28,139,000","29,446,000","29,131,000","28,814,000","29,893,000","31,079,000","29,482,000","28,696,000","32,842,000","26,576,000","26,503,000","27,865,000","26,813,000","27,358,000","26,926,000","25,093,000","23,400,000","22,239,000","23,406,000","21,310,000","17,612,000","21,202,000","21,045,000","21,025,000","20,756,000","21,709,000","21,151,000","21,136,000","20,896,000","20,647,000","16,924,000","16,434,000","16,902,000","16,038,000","15,652,000","14,889,000","15,198,000","15,048,000","14,385,000","13,420,000","12,956,000","12,553,000","11,913,000","11,360,000","11,238,000","11,383,000","11,101,000","10,506,000","10,514,000","10,300,000","6,700,000","6,200,000"
	OperatingRevenue,"271,824,000","76,511,000","66,766,000","64,149,000","64,398,000","61,883,000","61,387,000","58,292,000","55,464,000","57,323,000","56,928,000","54,794,000","55,004,000","53,727,000","49,263,000","48,707,000","48,644,000","47,060,000","47,608,000","47,023,000","47,015,000","46,976,000","42,907,000","44,515,000","39,604,000","38,371,000","33,499,000","34,191,000","33,627,000","33,256,000","33,319,000","33,261,000","32,790,000","31,918,000","33,445,000","32,132,000","29,742,000","28,987,000","29,601,000","28,295,000","28,519,000","28,003,000","28,139,000","29,446,000","29,131,000","28,814,000","29,893,000","31,079,000","29,482,000","28,696,000","32,842,000","26,576,000","26,503,000","27,865,000","26,813,000","27,358,000","26,926,000","25,093,000","23,400,000","22,239,000","23,406,000","21,310,000","17,612,000","21,202,000","21,045,000","21,025,000","20,756,000","21,709,000","21,151,000","21,136,000","20,896,000","20,647,000","16,924,000","16,434,000","16,902,000","16,038,000","15,652,000","14,889,000","15,198,000","15,048,000","14,385,000","13,420,000","12,956,000","12,553,000","11,913,000","11,360,000","11,238,000","11,383,000","11,101,000","10,506,000","10,514,000","10,300,000","6,700,000","6,200,000"
PretaxIncome,"117,046,000","20,937,000","28,935,000","30,303,000","36,871,000","31,226,000","24,246,000","18,810,000","15,538,000","16,183,000","24,923,000","25,283,000","23,901,000","19,837,000","20,580,000","20,424,000","20,136,000","19,149,000","21,088,000","20,893,000","20,339,000","17,729,000","18,193,000","17,166,000","15,262,000","12,218,000","12,755,000","11,857,000","11,692,000","12,344,000","11,552,000","12,382,000","11,667,000","10,687,000","11,044,000","9,846,000","8,952,000","7,577,000","8,517,000","7,977,000","8,172,000","7,172,000","7,361,000","7,348,000","6,993,000","6,861,000","7,654,000","7,271,000","7,374,000","7,037,000","5,151,000","4,781,000","-27,843,000","4,738,000","385,000","9,165,000","4,344,000","8,495,000","4,390,000","7,118,000","8,300,000","6,381,000","2,742,000","7,486,000","7,309,000","6,900,000","7,537,000","7,995,000","7,591,000","6,682,000","6,680,000","6,715,000","5,471,000","5,248,000","5,871,000","5,637,000","5,514,000","5,172,000","5,688,000","-1,598,000","5,178,000","4,696,000","4,481,000","4,089,000","3,867,000","3,539,000","3,740,000","3,711,000","3,610,000","3,640,000","1,014,000","1,100,000","2,400,000","2,000,000"
TaxProvision,"29,251,000","5,008,000","6,765,000","8,014,000","9,464,000","8,051,000","5,398,000","4,383,000","3,687,000","3,791,000","6,208,000","6,409,000","6,444,000","4,211,000","5,030,000","3,666,000","4,298,000","3,894,000","7,913,000","7,170,000","6,969,000","5,417,000","6,240,000","5,839,000","5,132,000","4,110,000","4,291,000","4,032,000","3,830,000","4,014,000","3,613,000","4,136,000","3,886,000","3,524,000","3,703,000","3,229,000","3,049,000","2,469,000","2,688,000","2,488,000","2,719,000","2,201,000","2,245,000","2,242,000","2,135,000","2,090,000","2,634,000","2,399,000","2,621,000","2,471,000","3,011,000","2,770,000","-15,121,000","1,563,000","-504,000","3,309,000","1,464,000","2,955,000","1,095,000","2,319,000","2,776,000","2,011,000","619,000","2,379,000","2,254,000","2,208,000","2,379,000","2,637,000","2,454,000","2,114,000","2,024,000","2,163,000","1,753,000","1,679,000","1,875,000","1,815,000","1,768,000","1,629,000","1,652,000","-887,000","1,667,000","1,455,000","1,395,000","1,258,000","1,199,000","1,101,000","1,094,000","1,189,000","1,176,000","1,236,000","114,000","700,000","700,000","600,000"
NetIncomeCommonStockholders,"86,705,000","15,765,000","21,867,000","21,986,000","27,090,000","22,959,000","18,679,000","14,296,000","11,743,000","12,290,000","18,562,000","18,718,000","17,310,000","15,485,000","15,408,000","16,605,000","15,692,000","15,114,000","13,057,000","13,601,000","13,251,000","12,191,000","11,832,000","11,213,000","10,024,000","8,050,000","8,390,000","7,757,000","7,794,000","8,280,000","7,879,000","8,181,000","7,719,000","7,127,000","7,288,000","6,569,000","5,853,000","5,079,000","5,648,000","5,489,000","5,453,000","4,351,000","4,822,000","4,813,000","4,564,000","3,485,000","4,424,000","3,283,000","3,849,000","3,668,000","1,255,000","1,126,000","-13,607,000","2,636,000","889,000","5,856,000","2,880,000","5,540,000","3,295,000","4,799,000","5,524,000","4,370,000","2,123,000","5,107,000","5,055,000","4,692,000","5,158,000","5,358,000","5,137,000","4,568,000","4,656,000","4,552,000","3,718,000","3,569,000","3,996,000","3,822,000","3,746,000","3,543,000","4,036,000","-711,000","3,511,000","3,241,000","3,086,000","2,831,000","2,668,000","2,438,000","2,646,000","2,522,000","2,434,000","2,404,000","900,000","400,000","1,700,000","1,400,000"
	NetIncome,"87,795,000","15,929,000","22,170,000","22,289,000","27,407,000","23,175,000","18,848,000","14,427,000","11,851,000","12,392,000","18,715,000","18,874,000","17,457,000","15,626,000","15,550,000","16,758,000","15,838,000","15,255,000","13,175,000","13,723,000","13,370,000","12,312,000","11,953,000","11,327,000","10,130,000","8,108,000","8,464,000","7,825,000","7,862,000","8,330,000","7,939,000","8,246,000","7,781,000","7,163,000","7,341,000","6,617,000","5,903,000","5,108,000","5,829,000","5,489,000","5,453,000","4,971,000","5,116,000","5,106,000","4,858,000","4,771,000","5,020,000","4,872,000","4,753,000","4,566,000","2,140,000","2,011,000","-12,722,000","3,175,000","889,000","5,856,000","2,880,000","5,540,000","3,295,000","4,799,000","5,524,000","4,370,000","2,123,000","5,107,000","5,055,000","4,692,000","5,158,000","5,358,000","5,137,000","4,568,000","4,656,000","4,552,000","3,718,000","3,569,000","3,996,000","3,822,000","3,746,000","3,543,000","4,036,000","-711,000","3,511,000","3,241,000","3,086,000","2,831,000","2,668,000","2,438,000","2,646,000","2,522,000","2,434,000","2,404,000","900,000","400,000","1,700,000","1,400,000"
		NetIncomeIncludingNoncontrollingInterests,"87,795,000","15,929,000","22,170,000","22,289,000","27,407,000","23,175,000","18,848,000","14,427,000","11,851,000","12,392,000","18,715,000","18,874,000","17,457,000","15,626,000","15,550,000","16,758,000","15,838,000","15,255,000","13,175,000","13,723,000","13,370,000","12,312,000","11,953,000","11,327,000","10,130,000","8,108,000","8,464,000","7,825,000","7,862,000","8,330,000","7,939,000","8,246,000","7,781,000","7,163,000","7,341,000","6,617,000","5,903,000","5,108,000","5,829,000","5,489,000","5,453,000","4,971,000","5,116,000","5,106,000","4,858,000","4,771,000","5,020,000","4,872,000","4,753,000","4,566,000","2,140,000","2,011,000","-12,722,000","3,175,000","889,000","5,856,000","2,880,000","5,540,000","3,295,000","4,799,000","5,524,000","4,370,000","2,123,000","5,107,000","5,055,000","4,692,000","5,158,000","5,358,000","5,137,000","4,568,000","4,656,000","4,552,000","3,718,000","3,569,000","3,996,000","3,822,000","3,746,000","3,543,000","4,036,000","-711,000","3,511,000","3,241,000","3,086,000","2,831,000","2,668,000","2,438,000","2,646,000","2,522,000","2,434,000","2,404,000","900,000","400,000","1,700,000","1,400,000"
			NetIncomeContinuousOperations,"87,795,000","15,929,000","22,170,000","22,289,000","27,407,000","23,175,000","18,848,000","14,427,000","11,851,000","12,392,000","18,715,000","18,874,000","17,457,000","15,626,000","15,550,000","16,758,000","15,838,000","15,255,000","13,175,000","13,723,000","13,370,000","12,312,000","11,953,000","11,327,000","10,130,000","8,108,000","8,464,000","7,825,000","7,862,000","8,330,000","7,939,000","8,246,000","7,781,000","7,163,000","7,341,000","6,617,000","5,903,000","5,108,000","5,829,000","5,489,000","5,453,000","4,971,000","5,116,000","5,106,000","4,858,000","4,771,000","5,020,000","4,872,000","4,753,000","4,566,000","2,140,000","2,011,000","-12,722,000","3,175,000","889,000","5,856,000","2,880,000","5,540,000","3,295,000","4,799,000","5,524,000","4,370,000","2,123,000","5,107,000","5,055,000","4,692,000","5,158,000","5,358,000","5,137,000","4,568,000","4,656,000","4,552,000","3,718,000","3,569,000","3,996,000","3,822,000","3,746,000","3,543,000","4,036,000","-711,000","3,511,000","3,241,000","3,086,000","2,831,000","2,668,000","2,438,000","2,646,000","2,522,000","2,434,000","2,404,000","900,000","400,000","1,700,000","1,400,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"620,000","294,000","293,000","294,000","1,286,000","596,000","1,589,000","904,000","898,000","885,000","885,000","885,000","539,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"1,090,000","164,000","303,000","303,000","317,000","216,000","169,000","131,000","108,000","102,000","153,000","156,000","147,000","141,000","142,000","153,000","146,000","141,000","118,000","122,000","119,000","121,000","121,000","114,000","106,000","58,000","74,000","68,000","68,000","50,000","60,000","65,000","62,000","36,000","53,000","48,000","50,000","29,000",,,,,,,,,,,,,,,"885,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
