name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,12/31/2014
	TotalNonCurrentAssets,"8,910,000,000","8,927,000,000","8,882,000,000","8,898,000,000","8,916,000,000","8,958,000,000","8,991,000,000","9,107,000,000","8,061,000,000","8,026,000,000","7,966,000,000","6,297,000,000","6,310,000,000","6,207,000,000","6,201,070,000","6,222,306,000","6,242,662,000","6,217,777,000","6,224,063,000","6,186,573,000","6,183,925,000","6,155,279,000","6,136,291,000","6,166,559,000","6,189,562,000","6,178,926,000","6,110,255,000","6,227,201,000"
		NetPPE,"2,022,000,000","2,033,000,000","1,988,000,000","1,976,000,000","1,987,000,000","2,021,000,000","2,055,000,000","2,121,000,000","2,105,000,000","2,075,000,000","2,029,000,000","1,836,000,000","1,849,000,000","1,842,000,000","1,810,231,000","1,822,597,000","1,827,588,000","1,801,215,000","1,794,313,000","1,786,657,000","1,789,437,000","1,767,611,000","1,735,495,000","1,754,684,000","1,776,780,000","1,768,885,000","1,708,110,000","1,726,583,000"
			GrossPPE,,"4,755,000,000",,,,"4,587,000,000",,,"4,473,000,000","4,373,000,000","4,317,000,000","4,072,000,000","4,026,000,000","3,959,000,000","1,812,303,000","1,824,618,000","1,829,555,000","3,727,007,000","1,796,212,000","1,788,494,000","1,791,223,000","3,492,062,000","1,737,166,000","1,756,301,000","1,778,351,000","3,285,534,000",,"3,039,172,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0"
				LandAndImprovements,,"379,000,000",,,,"365,000,000",,,,"378,000,000",,,,"323,000,000",,,,"312,909,000",,,,"303,208,000",,,,"301,924,000",,"291,871,000"
				BuildingsAndImprovements,,"1,508,000,000",,,,"1,471,000,000",,,,"1,411,000,000",,,,"1,252,000,000",,,,"1,189,634,000",,,,"1,144,041,000",,,,"1,156,914,000",,"1,055,936,000"
				MachineryFurnitureEquipment,,"2,183,000,000",,,,"2,142,000,000",,,,"2,004,000,000",,,,"1,889,000,000",,,,"1,752,625,000",,,,"1,607,423,000",,,,"1,435,829,000",,"1,273,480,000"
				OtherProperties,,"520,000,000",,,,"501,000,000",,,,"481,000,000",,,,"418,000,000",,,,"384,361,000",,,,"343,315,000",,,,"332,018,000",,"300,760,000"
				ConstructionInProgress,,"165,000,000",,,,"108,000,000",,,,"99,000,000",,,,"77,000,000",,,,"87,478,000",,,,"94,075,000",,,,"58,849,000",,"117,125,000"
			AccumulatedDepreciation,,"-2,722,000,000",,,,"-2,566,000,000",,,"-2,368,000,000","-2,298,000,000","-2,288,000,000","-2,236,000,000","-2,177,000,000","-2,117,000,000","-2,072,000","-2,021,000","-1,967,000","-1,925,792,000","-1,899,000","-1,837,000","-1,786,000","-1,724,451,000","-1,671,000","-1,617,000","-1,571,000","-1,516,649,000",,"-1,312,589,000"
		GoodwillAndOtherIntangibleAssets,"6,444,000,000","6,455,000,000","6,466,000,000","6,485,000,000","6,499,000,000","6,529,000,000","6,557,000,000","6,572,000,000","5,676,000,000","5,695,000,000","5,711,000,000","4,271,000,000","4,281,000,000","4,291,000,000","4,300,880,000","4,310,747,000","4,321,073,000","4,330,183,000","4,341,061,000","4,320,403,000","4,291,482,000","4,295,365,000","4,309,550,000","4,348,221,000","4,347,891,000","4,353,320,000","4,328,006,000","4,438,304,000"
			Goodwill,"5,625,000,000","5,625,000,000","5,625,000,000","5,625,000,000","5,625,000,000","5,637,000,000","5,644,000,000","5,629,000,000","4,728,000,000","4,728,000,000","4,728,000,000","3,967,000,000","3,967,000,000","3,967,000,000","3,966,863,000","3,966,863,000","3,967,322,000","3,966,565,000","3,967,344,000","3,957,166,000","3,922,360,000","3,908,484,000","3,899,514,000","3,898,096,000","3,885,887,000","3,875,719,000","3,835,477,000","3,835,477,000"
			OtherIntangibleAssets,"819,000,000","830,000,000","841,000,000","860,000,000","874,000,000","892,000,000","913,000,000","943,000,000","948,000,000","967,000,000","983,000,000","304,000,000","314,000,000","324,000,000","334,017,000","343,884,000","353,751,000","363,618,000","373,717,000","363,237,000","369,122,000","386,881,000","410,036,000","450,125,000","462,004,000","477,601,000","492,529,000","602,827,000"
		NonCurrentDeferredAssets,"9,000,000","8,000,000","12,000,000","18,000,000","21,000,000","1,000,000",,"9,000,000","7,000,000","0","0","6,000,000","7,000,000","7,000,000","6,657,000","11,787,000","19,709,000","21,505,000","30,951,000","30,984,000","34,536,000","34,405,000","27,922,000",,,"3,798,000","19,512,000","26,144,000"
			NonCurrentDeferredTaxesAssets,"9,000,000","8,000,000","12,000,000","18,000,000","21,000,000","1,000,000",,"9,000,000","7,000,000","0","0","6,000,000","7,000,000","7,000,000","6,657,000","11,787,000","19,709,000","21,505,000","30,951,000","30,984,000","34,536,000","34,405,000","27,922,000",,,,,
		OtherNonCurrentAssets,"435,000,000","431,000,000","416,000,000","419,000,000","409,000,000","407,000,000","379,000,000","405,000,000","273,000,000","256,000,000","226,000,000","184,000,000","173,000,000","67,000,000","83,302,000","77,175,000","74,292,000","64,874,000","57,738,000","48,529,000","68,470,000","57,898,000","63,324,000","63,654,000","64,891,000","52,923,000","54,627,000","36,170,000"
TotalLiabilitiesNetMinorityInterest,"8,704,000,000","8,252,000,000","8,935,000,000","8,957,000,000","8,966,000,000","8,374,000,000","8,785,000,000","9,538,000,000","8,402,000,000","7,579,000,000","7,969,000,000","5,904,000,000","6,081,000,000","5,957,000,000","6,127,177,000","6,115,283,000","6,327,887,000","6,285,795,000","6,613,050,000","6,574,638,000","6,603,214,000","6,406,800,000","6,614,912,000","6,647,774,000","7,801,514,000","7,366,182,000","7,592,425,000","7,435,082,000"
	CurrentLiabilities,"3,029,000,000","2,550,000,000","2,852,000,000","2,768,000,000","2,571,000,000","1,982,000,000","2,372,000,000","2,725,000,000","2,027,000,000","2,362,000,000","2,546,000,000","2,216,000,000","2,214,000,000","2,076,000,000","2,208,937,000","2,099,865,000","2,218,225,000","2,002,882,000","2,246,250,000","2,213,066,000","2,095,207,000","1,969,285,000","2,088,050,000","2,013,725,000","1,959,365,000","1,802,823,000","2,028,555,000","1,825,587,000"
		PayablesAndAccruedExpenses,"2,712,000,000","2,097,000,000","2,555,000,000","2,474,000,000","2,271,000,000","1,538,000,000","2,064,000,000","2,429,000,000","1,722,000,000","1,863,000,000","2,156,000,000","1,973,000,000","1,953,000,000","1,705,000,000","1,934,973,000","1,851,187,000","1,922,456,000","1,637,485,000","1,966,171,000","1,947,382,000","1,840,655,000","1,631,659,000","1,836,809,000","1,763,824,000","1,712,769,000","1,415,967,000","1,782,250,000","1,489,633,000"
			Payables,"2,077,000,000","1,709,000,000","1,963,000,000","1,904,000,000","1,733,000,000","1,262,000,000","1,543,000,000","1,914,000,000","1,299,000,000","1,497,000,000","1,645,000,000","1,535,000,000","1,534,000,000","1,389,000,000","1,520,871,000","1,454,172,000","1,542,624,000","1,317,827,000","1,519,309,000","1,526,190,000","1,473,026,000","1,319,828,000","1,422,492,000","1,365,131,000","1,337,599,000","1,103,164,000","1,314,594,000","1,178,384,000"
				AccountsPayable,"2,077,000,000","1,662,000,000","1,963,000,000","1,904,000,000","1,733,000,000","1,218,000,000","1,543,000,000","1,914,000,000","1,299,000,000","1,460,000,000","1,645,000,000","1,535,000,000","1,534,000,000","1,359,000,000","1,520,871,000","1,454,172,000","1,542,624,000","1,289,349,000","1,519,309,000","1,526,190,000","1,473,026,000","1,294,796,000","1,422,492,000","1,365,131,000","1,337,599,000","1,078,865,000","1,314,594,000","1,159,160,000"
				TotalTaxPayable,,"47,000,000",,,,"44,000,000",,,,"37,000,000",,,,"30,000,000",,,,"28,478,000",,,,"25,032,000",,,,"24,299,000",,"19,224,000"
			CurrentAccruedExpenses,"635,000,000","388,000,000","592,000,000","570,000,000","538,000,000","276,000,000","521,000,000","515,000,000","423,000,000","366,000,000","511,000,000","438,000,000","419,000,000","316,000,000","414,102,000","397,015,000","379,832,000","319,658,000","446,862,000","421,192,000","367,629,000","311,831,000","414,317,000","398,693,000","375,170,000","312,803,000","467,656,000","311,249,000"
				InterestPayable,,"34,000,000",,,,"18,000,000",,,,"14,000,000",,,,"13,000,000",,,,"5,578,000",,,,"3,469,000",,,,"2,780,000",,"69,465,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"41,000,000",,,,"43,000,000",,,,"44,000,000",,,,"39,000,000",,,,"49,081,000",,,,"46,482,000",,,,"56,077,000",,"45,264,000"
		CurrentDebtAndCapitalLeaseObligation,"317,000,000","314,000,000","297,000,000","294,000,000","300,000,000","311,000,000","308,000,000","296,000,000","305,000,000","404,000,000","363,000,000","243,000,000","261,000,000","263,000,000","273,964,000","248,678,000","295,769,000","262,791,000","280,079,000","265,684,000","254,552,000","218,674,000","251,241,000","249,901,000","246,596,000","253,953,000","246,305,000","230,789,000"
			CurrentDebt,"317,000,000","278,000,000","297,000,000","294,000,000","300,000,000","267,000,000","308,000,000","296,000,000","305,000,000","364,000,000","363,000,000","243,000,000","261,000,000","263,000,000","273,964,000","248,678,000","295,769,000","262,791,000","280,079,000","265,684,000","254,552,000","218,674,000","251,241,000","249,901,000","246,596,000","253,953,000","246,305,000","230,789,000"
				LineOfCredit,"214,000,000","183,000,000","182,000,000","177,000,000","178,000,000","136,000,000","159,000,000","147,000,000","159,000,000","222,000,000","227,000,000","139,000,000","155,000,000","157,000,000","173,566,000","147,220,000","175,032,000","153,565,000","174,027,000","161,781,000","172,318,000","142,712,000","176,011,000","176,824,000","177,432,000","191,314,000","185,928,000","178,912,000"
				OtherCurrentBorrowings,"103,000,000","95,000,000","115,000,000","117,000,000","122,000,000","131,000,000","149,000,000","149,000,000","146,000,000","142,000,000","136,000,000","104,000,000","106,000,000","106,000,000","100,398,000","101,458,000","120,737,000","109,226,000","106,052,000","103,903,000","82,234,000","75,962,000","75,230,000","73,077,000","69,164,000","62,639,000","60,377,000","51,877,000"
			CurrentCapitalLeaseObligation,,"36,000,000",,,,"44,000,000",,,,"40,000,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,079,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,079,000"
		OtherCurrentLiabilities,,"98,000,000",,,,"90,000,000",,,,"51,000,000","27,000,000",,,"69,000,000",,"1,000,000",,"53,525,000",,,,"72,470,000",,,,"76,826,000",,"49,822,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,675,000,000","5,702,000,000","6,083,000,000","6,189,000,000","6,395,000,000","6,392,000,000","6,413,000,000","6,813,000,000","6,375,000,000","5,217,000,000","5,423,000,000","3,688,000,000","3,867,000,000","3,881,000,000","3,918,240,000","4,015,418,000","4,109,662,000","4,282,913,000","4,366,800,000","4,361,572,000","4,508,007,000","4,437,515,000","4,526,862,000","4,634,049,000","5,842,149,000","5,563,359,000","5,563,870,000","5,609,495,000"
		LongTermDebtAndCapitalLeaseObligation,"4,890,000,000","5,160,000,000","5,281,000,000","5,398,000,000","5,616,000,000","5,880,000,000","5,638,000,000","6,065,000,000","5,769,000,000","4,725,000,000","4,788,000,000","3,101,000,000","3,275,000,000","3,351,000,000","3,410,237,000","3,497,847,000","3,509,757,000","3,648,055,000","3,596,647,000","3,623,397,000","3,772,270,000","3,705,751,000","3,756,120,000","3,798,189,000","4,960,837,000","4,682,149,000","4,676,576,000","4,696,273,000"
			LongTermDebt,"4,890,000,000","4,916,000,000","5,281,000,000","5,398,000,000","5,616,000,000","5,617,000,000","5,295,000,000","5,703,000,000","5,380,000,000","4,242,000,000","4,788,000,000","3,101,000,000","3,275,000,000","3,351,000,000","3,410,237,000","3,497,847,000","3,509,757,000","3,648,055,000","3,596,647,000","3,623,397,000","3,772,270,000","3,705,751,000","3,756,120,000","3,798,189,000","4,960,837,000","4,682,149,000","4,676,576,000","4,696,273,000"
			LongTermCapitalLeaseObligation,,"244,000,000",,,,"263,000,000","343,000,000","362,000,000","389,000,000","483,000,000",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"312,000,000","307,000,000","288,000,000","281,000,000","275,000,000","270,000,000","250,000,000","284,000,000","296,000,000","308,000,000","294,000,000","286,000,000","293,000,000","298,000,000","311,971,000","305,213,000","291,766,000","263,322,000","420,106,000","404,444,000","393,663,000","380,835,000","395,822,000","455,198,000","455,597,000","455,794,000","471,350,000","420,319,000"
			NonCurrentDeferredTaxesLiabilities,"312,000,000","307,000,000","288,000,000","281,000,000","275,000,000","270,000,000","250,000,000","284,000,000","296,000,000","308,000,000","294,000,000","286,000,000","293,000,000","298,000,000","311,971,000","305,213,000","291,766,000","263,322,000","420,106,000","404,444,000","393,663,000","380,835,000","395,822,000","455,198,000","455,597,000","455,794,000","471,350,000","420,319,000"
		TradeandOtherPayablesNonCurrent,,,,,,"33,000,000",,,,"33,000,000",,,,"31,000,000",,,,"81,237,000",,,,,,,,,,
		EmployeeBenefits,,"157,000,000",,,,"140,000,000",,,,"128,000,000",,,,"160,000,000",,,,"251,781,000",,,,"290,785,000",,,,"242,614,000",,"342,746,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"6,000,000",,,,"8,000,000",,,,"7,000,000",,,,"40,000,000",,,,"130,511,000",,,,"172,895,000",,,,"126,448,000",,"227,106,000"
		PreferredSecuritiesOutsideStockEquity,,,,,"534,000,000",,,,,,,,,,,,,,,,,"0","0","0","43,111,000","38,441,000","42,798,000","42,684,000"
		OtherNonCurrentLiabilities,"473,000,000","78,000,000","514,000,000","510,000,000","504,000,000","102,000,000","525,000,000","464,000,000","310,000,000","56,000,000","341,000,000","301,000,000","299,000,000","72,000,000","196,032,000","212,358,000","308,139,000","119,755,000","350,047,000","333,731,000","342,074,000","60,144,000","374,920,000","380,662,000","382,604,000","144,361,000","373,146,000","107,473,000"
TotalEquityGrossMinorityInterest,"4,256,000,000","4,269,000,000","4,182,000,000","4,107,000,000","4,034,000,000","4,049,000,000","4,011,000,000","3,991,000,000","3,582,000,000","3,709,000,000","3,557,000,000","3,435,000,000","3,310,000,000","3,229,000,000","3,146,725,000","3,019,972,000","2,845,887,000","2,751,363,000","2,745,184,000","2,633,458,000","2,574,382,000","2,537,650,000","2,493,379,000","2,347,861,000","1,222,095,000","1,873,177,000","1,904,304,000","1,622,032,000"
	StockholdersEquity,"4,256,000,000","4,269,000,000","4,182,000,000","4,107,000,000","4,034,000,000","4,049,000,000","4,011,000,000","3,991,000,000","3,582,000,000","3,709,000,000","3,557,000,000","3,435,000,000","3,310,000,000","3,229,000,000","3,146,725,000","3,019,972,000","2,845,887,000","2,751,363,000","2,745,184,000","2,633,458,000","2,574,382,000","2,537,650,000","2,493,379,000","2,347,861,000","1,222,095,000","1,873,177,000","1,904,304,000","1,622,032,000"
		CapitalStock,"536,000,000","536,000,000","536,000,000","536,000,000","536,000,000","521,000,000","498,000,000","493,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,173,000","2,170,000","2,159,000","2,150,000","2,245,000","2,238,000","2,220,000","2,209,000","2,206,000","2,206,000","1,667,000","1,667,000","4,500,000","4,500,000"
			PreferredStock,"534,000,000","534,000,000","534,000,000","534,000,000","534,000,000","519,000,000","496,000,000","491,000,000",,,,,,,,,,,,,,,,,,,,
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,173,000","2,170,000","2,159,000","2,150,000","2,245,000","2,238,000","2,220,000","2,209,000","2,206,000","2,206,000","1,667,000","1,667,000","4,500,000","4,500,000"
		AdditionalPaidInCapital,"2,973,000,000","2,970,000,000","2,952,000,000","2,933,000,000","2,908,000,000","2,901,000,000","2,886,000,000","2,871,000,000","2,857,000,000","2,845,000,000","2,825,000,000","2,811,000,000","2,795,000,000","2,780,000,000","2,769,150,000","2,758,675,000","2,739,009,000","2,721,454,000","2,804,896,000","2,792,232,000","2,800,512,000","2,791,264,000","2,787,082,000","2,782,611,000","1,625,116,000","2,292,142,000","2,292,392,000","2,289,345,000"
		RetainedEarnings,"766,000,000","782,000,000","723,000,000","668,000,000","622,000,000","661,000,000","684,000,000","686,000,000","783,000,000","916,000,000","824,000,000","718,000,000","602,000,000","531,000,000","430,650,000","316,364,000","190,831,000","123,514,000","51,365,000","-44,186,000","-109,644,000","-136,460,000","-213,324,000","-346,335,000","-332,943,000","-346,254,000","-336,309,000","-513,772,000"
		GainsLossesNotAffectingRetainedEarnings,"-19,000,000","-19,000,000","-29,000,000","-30,000,000","-32,000,000","-34,000,000","-57,000,000","-59,000,000","-60,000,000","-54,000,000","-94,000,000","-96,000,000","-89,000,000","-84,000,000","-55,248,000","-57,237,000","-86,112,000","-95,755,000","-113,322,000","-116,826,000","-118,706,000","-119,363,000","-82,585,000","-90,621,000","-71,745,000","-74,378,000","-56,279,000","-158,041,000"
TotalCapitalization,"9,146,000,000","9,185,000,000","9,463,000,000","9,505,000,000","9,650,000,000","9,666,000,000","9,306,000,000","9,694,000,000","8,962,000,000","7,951,000,000","8,345,000,000","6,536,000,000","6,585,000,000","6,580,000,000","6,556,962,000","6,517,819,000","6,355,644,000","6,399,418,000","6,341,831,000","6,256,855,000","6,346,652,000","6,243,401,000","6,249,499,000","6,146,050,000","6,182,932,000","6,555,326,000","6,580,880,000","6,318,305,000"
PreferredStockEquity,"534,000,000","534,000,000","534,000,000","534,000,000","534,000,000","519,000,000","496,000,000","491,000,000",,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"3,722,000,000","3,735,000,000","3,648,000,000","3,573,000,000","3,500,000,000","3,530,000,000","3,515,000,000","3,500,000,000","3,582,000,000","3,709,000,000","3,557,000,000","3,435,000,000","3,310,000,000","3,229,000,000","3,146,725,000","3,019,972,000","2,845,887,000","2,751,363,000","2,745,184,000","2,633,458,000","2,574,382,000","2,537,650,000","2,493,379,000","2,347,861,000","1,222,095,000","1,873,177,000","1,904,304,000","1,622,032,000"
CapitalLeaseObligations,,"280,000,000",,,,"307,000,000","343,000,000","362,000,000","389,000,000","523,000,000",,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-2,188,000,000","-2,186,000,000","-2,284,000,000","-2,378,000,000","-2,465,000,000","-2,480,000,000","-2,546,000,000","-2,581,000,000","-2,094,000,000","-1,986,000,000","-2,154,000,000","-836,000,000","-971,000,000","-1,062,000,000","-1,154,155,000","-1,290,775,000","-1,475,186,000","-1,578,820,000","-1,595,877,000","-1,686,945,000","-1,717,100,000","-1,757,715,000","-1,816,171,000","-2,000,360,000","-3,125,796,000","-2,480,143,000","-2,423,702,000","-2,816,272,000"
WorkingCapital,"1,021,000,000","1,044,000,000","1,383,000,000","1,398,000,000","1,513,000,000","1,483,000,000","1,433,000,000","1,697,000,000","1,896,000,000","900,000,000","1,014,000,000","826,000,000","867,000,000","903,000,000","863,895,000","813,084,000","712,887,000","816,499,000","887,921,000","808,457,000","898,464,000","819,886,000","883,950,000","815,351,000","874,682,000","1,257,610,000","1,357,919,000","1,004,326,000"
InvestedCapital,"8,929,000,000","8,929,000,000","9,226,000,000","9,265,000,000","9,416,000,000","9,414,000,000","9,118,000,000","9,499,000,000","9,267,000,000","8,315,000,000","8,708,000,000","6,779,000,000","6,846,000,000","6,843,000,000","6,830,926,000","6,766,497,000","6,651,413,000","6,662,209,000","6,621,910,000","6,522,539,000","6,601,204,000","6,462,075,000","6,500,740,000","6,395,951,000","6,429,528,000","6,809,279,000","6,827,185,000","6,549,094,000"
TangibleBookValue,"-2,722,000,000","-2,720,000,000","-2,818,000,000","-2,912,000,000","-2,999,000,000","-2,999,000,000","-3,042,000,000","-3,072,000,000","-2,094,000,000","-1,986,000,000","-2,154,000,000","-836,000,000","-971,000,000","-1,062,000,000","-1,154,155,000","-1,290,775,000","-1,475,186,000","-1,578,820,000","-1,595,877,000","-1,686,945,000","-1,717,100,000","-1,757,715,000","-1,816,171,000","-2,000,360,000","-3,125,796,000","-2,480,143,000","-2,423,702,000","-2,816,272,000"
TotalDebt,"5,207,000,000","5,474,000,000","5,578,000,000","5,692,000,000","5,916,000,000","6,191,000,000","5,946,000,000","6,361,000,000","6,074,000,000","5,129,000,000","5,151,000,000","3,344,000,000","3,536,000,000","3,614,000,000","3,684,201,000","3,746,525,000","3,805,526,000","3,910,846,000","3,876,726,000","3,889,081,000","4,026,822,000","3,924,425,000","4,007,361,000","4,048,090,000","5,207,433,000","4,936,102,000","4,922,881,000","4,927,062,000"
NetDebt,"5,017,000,000","5,046,000,000","4,806,000,000","4,993,000,000","5,004,000,000","5,056,000,000","4,584,000,000","4,331,000,000","4,608,000,000","4,516,000,000","5,061,000,000","3,248,000,000","3,444,000,000","3,510,000,000","3,596,119,000","3,646,322,000","3,720,240,000","3,791,997,000","3,729,364,000","3,739,109,000","3,875,005,000","3,793,335,000","3,857,385,000","3,932,684,000","5,065,325,000","4,418,300,000","4,224,372,000","4,583,403,000"
