name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"405,677,000","454,507,000","435,081,000","283,962,000","328,353,000","365,555,000","393,233,000","257,217,000","87,629,000","102,657,000"
	CurrentAssets,"301,282,000","350,770,000","377,565,000","259,449,000","306,354,000","345,104,000","372,736,000","238,481,000","66,009,000","84,067,000"
		CashCashEquivalentsAndShortTermInvestments,"289,369,000","339,887,000","366,791,000","250,900,000","298,381,000","338,505,000","367,436,000","233,191,000","63,650,000","82,422,000"
			CashAndCashEquivalents,"30,572,000","59,714,000","40,807,000","49,170,000","28,996,000","54,951,000","92,552,000","96,016,000","63,650,000","82,422,000"
			OtherShortTermInvestments,"258,797,000","280,173,000","325,984,000","201,730,000","269,385,000","283,554,000","274,884,000","137,175,000",,
		Receivables,"4,210,000","4,443,000","108,000","1,480,000","1,663,000","417,000","122,000","73,000","139,000","140,000"
			AccountsReceivable,,"4,000","108,000","5,000","248,000","417,000","122,000","73,000","139,000","140,000"
			AccruedInterestReceivable,"266,000","258,000",,"327,000","357,000",,,,,
			OtherReceivables,"3,944,000","4,181,000",,"1,148,000","1,058,000",,,,,
		PrepaidAssets,"7,460,000","6,197,000","10,423,000","6,826,000","6,310,000","6,182,000","5,178,000","5,217,000","2,220,000","1,505,000"
		RestrictedCash,"243,000","243,000","243,000","243,000",,,,,,
	TotalNonCurrentAssets,"104,395,000","103,737,000","57,516,000","24,513,000","21,999,000","20,451,000","20,497,000","18,736,000","21,620,000","18,590,000"
		NetPPE,"52,124,000","52,839,000","5,391,000","3,446,000","3,409,000","3,619,000","2,396,000","2,571,000","2,795,000","2,836,000"
			GrossPPE,"53,235,000","53,631,000","5,975,000","3,893,000","3,736,000","3,869,000","2,625,000","2,757,000","3,000,000","3,003,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"2,379,000","2,334,000","563,000","554,000","545,000","529,000","291,000","298,000","271,000","243,000"
				OtherProperties,"46,026,000","46,748,000","2,576,000","2,909,000","2,950,000","2,944,000","2,285,000","2,435,000","2,677,000","2,736,000"
				ConstructionInProgress,"157,000","34,000","2,787,000","381,000","192,000","347,000","6,000",,"28,000",
				Leases,"4,673,000","4,515,000","49,000","49,000","49,000","49,000","43,000","24,000","24,000","24,000"
			AccumulatedDepreciation,"-1,111,000","-792,000","-584,000","-447,000","-327,000","-250,000","-229,000","-186,000","-205,000","-167,000"
		GoodwillAndOtherIntangibleAssets,"3,736,000","3,736,000","3,736,000","12,536,000","12,536,000","12,536,000","12,536,000","12,536,000","12,536,000","12,536,000"
			Goodwill,"3,736,000","3,736,000","3,736,000","3,736,000","3,736,000","3,736,000","3,736,000","3,736,000","3,736,000","3,736,000"
			OtherIntangibleAssets,,,,"8,800,000","8,800,000","8,800,000","8,800,000","8,800,000","8,800,000","8,800,000"
		InvestmentsAndAdvances,"35,744,000","37,495,000","39,326,000",,,,,,,
			LongTermEquityInvestment,"35,744,000","37,495,000","39,326,000",,,,,,,
		NonCurrentDeferredAssets,,,,"716,000",,"0","0","0","3,525,000","841,000"
		NonCurrentPrepaidAssets,"10,164,000","7,040,000","6,042,000","4,794,000","2,790,000","2,976,000","4,245,000","3,218,000","2,353,000","2,134,000"
		OtherNonCurrentAssets,"2,627,000","2,627,000","3,021,000","3,021,000","3,264,000","1,320,000","1,320,000","411,000","411,000","243,000"
TotalLiabilitiesNetMinorityInterest,"90,011,000","90,025,000","41,085,000","36,353,000","35,715,000","32,178,000","27,400,000","19,292,000","176,820,000","19,060,000"
	CurrentLiabilities,"43,485,000","43,944,000","39,415,000","33,577,000","32,797,000","28,601,000","23,906,000","15,567,000","16,939,000","14,897,000"
		PayablesAndAccruedExpenses,"36,343,000","33,241,000","30,670,000","26,384,000","27,535,000","22,050,000","18,645,000","11,732,000","14,121,000","11,139,000"
			Payables,"13,860,000","12,561,000","8,813,000","8,833,000","8,943,000","9,071,000","5,437,000","4,217,000","7,019,000","4,289,000"
				AccountsPayable,"13,163,000","11,590,000","8,046,000","8,273,000","8,337,000","8,661,000","5,437,000","4,217,000","7,019,000","4,289,000"
				TotalTaxPayable,"697,000","971,000","767,000","560,000","606,000","410,000",,,,
					IncomeTaxPayable,,"971,000",,,,"410,000",,,,
			CurrentAccruedExpenses,"22,483,000","20,680,000","21,857,000","17,551,000","18,592,000","12,979,000","13,208,000","7,515,000","7,102,000","6,850,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"5,873,000","9,250,000","7,883,000","6,389,000","4,163,000","5,649,000","4,390,000","3,025,000","2,008,000","2,977,000"
		CurrentDebtAndCapitalLeaseObligation,"1,269,000","1,453,000","862,000","804,000","1,099,000","902,000","871,000","810,000","810,000","781,000"
			CurrentCapitalLeaseObligation,"1,269,000","1,453,000","862,000","804,000","1,099,000","902,000","871,000","810,000","810,000","781,000"
		CurrentDeferredLiabilities,,,,,,,,,,"0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"46,526,000","46,081,000","1,670,000","2,776,000","2,918,000","3,577,000","3,494,000","3,725,000","159,881,000","4,163,000"
		LongTermDebtAndCapitalLeaseObligation,"44,978,000","44,459,000",,,,"1,097,000",,,,
			LongTermCapitalLeaseObligation,"44,978,000","44,459,000",,,,"1,097,000",,,,
		NonCurrentDeferredLiabilities,"1,548,000","1,622,000","1,670,000","2,480,000","2,480,000","2,480,000","2,463,000","2,463,000","2,463,000","2,463,000"
			NonCurrentDeferredTaxesLiabilities,"1,548,000","1,622,000","1,670,000","2,480,000","2,480,000","2,480,000","2,463,000","2,463,000","2,463,000","2,463,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","0","0","155,934,000","0"
		OtherNonCurrentLiabilities,,,,"296,000","438,000",,"1,031,000","1,262,000","1,484,000","1,700,000"
TotalEquityGrossMinorityInterest,"315,666,000","364,482,000","393,996,000","247,609,000","292,638,000","333,377,000","365,833,000","237,925,000","-89,191,000","83,597,000"
	StockholdersEquity,"315,298,000","363,954,000","393,432,000","223,845,000","268,386,000","308,582,000","341,055,000","213,224,000","-95,903,000","76,776,000"
		CapitalStock,"46,000","45,000","45,000","41,000","41,000","41,000","41,000","36,000","3,216,000","25,000"
			PreferredStock,"0",,,"0","0","0","0",,,"0"
			CommonStock,"46,000","45,000","45,000","41,000","41,000","41,000","41,000","36,000","3,216,000","25,000"
		AdditionalPaidInCapital,"734,997,000","723,593,000","702,855,000","529,019,000","519,030,000","509,339,000","501,522,000","339,160,000",,"159,744,000"
		RetainedEarnings,"-418,636,000","-359,559,000","-309,500,000","-305,309,000","-250,735,000","-200,834,000","-160,531,000","-125,976,000","-99,119,000","-82,993,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,109,000","-125,000","32,000","94,000","50,000","36,000","23,000","4,000",,
	MinorityInterest,"368,000","528,000","564,000","23,764,000","24,252,000","24,795,000","24,778,000","24,701,000","6,712,000","6,821,000"
TotalCapitalization,"315,298,000","363,954,000","393,432,000","223,845,000","268,386,000","308,582,000","341,055,000","213,224,000","-95,903,000","76,776,000"
CommonStockEquity,"315,298,000","363,954,000","393,432,000","223,845,000","268,386,000","308,582,000","341,055,000","213,224,000","-95,903,000","76,776,000"
CapitalLeaseObligations,"46,247,000","45,912,000","862,000","804,000","1,099,000","1,999,000","871,000","810,000","810,000","781,000"
NetTangibleAssets,"311,562,000","360,218,000","389,696,000","211,309,000","255,850,000","296,046,000","328,519,000","200,688,000","-108,439,000","64,240,000"
WorkingCapital,"257,797,000","306,826,000","338,150,000","225,872,000","273,557,000","316,503,000","348,830,000","222,914,000","49,070,000","69,170,000"
InvestedCapital,"315,298,000","363,954,000","393,432,000","223,845,000","268,386,000","308,582,000","341,055,000","213,224,000","-95,903,000","76,776,000"
TangibleBookValue,"311,562,000","360,218,000","389,696,000","211,309,000","255,850,000","296,046,000","328,519,000","200,688,000","-108,439,000","64,240,000"
TotalDebt,"46,247,000","45,912,000","862,000","804,000","1,099,000","1,999,000","871,000","810,000","810,000","781,000"
ShareIssued,"45,583,900","45,490,764","45,198,528","41,314,864","41,040,286","41,040,286","40,614,453","35,878,108","34,501,524","32,874,301"
OrdinarySharesNumber,"45,583,900","45,490,764","45,198,528","41,314,864","41,040,286","41,040,286","40,614,453","35,878,108","34,501,524","32,874,301"
