name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"166,547,000","41,583,000","64,817,000","27,762,000","32,385,000","23,713,000","19,843,000","24,243,000","12,933,000","32,513,000","35,551,000","33,461,000","-35,229,000","44,796,000","38,646,000","26,077,000","25,077,000","31,401,000","36,185,000","4,323,000","21,395,000","31,223,000","40,009,000","1,749,000","-675,000","14,610,000","6,494,000","1,145,000","1,715,000","-1,348,000","30,528","2,315,472","793,000"
	CashFlowFromContinuingOperatingActivities,"166,547,000","41,583,000","64,817,000","27,762,000","32,385,000","23,713,000","19,843,000","24,243,000","12,933,000","36,754,000","31,310,000","36,186,000","-38,708,000","65,236,000","38,646,000","26,077,000","25,077,000","31,401,000","36,185,000","4,323,000","21,395,000","31,223,000","40,009,000","1,749,000","-675,000","14,610,000","6,494,000","1,145,000","1,715,000","-1,348,000","30,528","2,315,472","793,000"
		NetIncomeFromContinuingOperations,"48,453,000","13,013,000","15,385,000","16,285,000","3,770,000","-19,389,000","11,415,000","12,585,000","10,833,000","790,000","8,390,000","16,629,000","13,289,000","89,564,000","18,953,000","18,347,000","11,243,000","18,155,000","18,624,000","16,637,000","12,745,000","15,728,000","39,009,000","462,000","3,227,000","2,683,000","4,151,000","3,208,000","639,000","-1,007,000","1,429,340","2,050,660","330,000"
		OperatingGainsLosses,"-7,164,000","-5,508,000","-1,737,000","145,000","-64,000","12,811,000",,,,,"-323,000","-238,000","-87,000","-98,087,000","-634,000","-201,000","-220,000","-7,010,000","1,960,000","-4,616,000","3,688,000","-9,181,000",,,,,,,,,,,
			GainLossOnSaleOfPPE,"238,000","163,000","-4,000","-1,000","80,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-890,000","-411,000","-294,000","38,000","-223,000","-96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-6,512,000","-5,260,000","-1,439,000","108,000","79,000","-1,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"142,086,000","34,034,000","36,322,000","35,812,000","35,918,000","34,763,000","10,993,000","10,895,000","10,686,000","11,073,000","10,601,000","11,023,000","9,896,000","10,074,000","10,862,000","10,737,000","10,445,000","10,783,000","9,641,000","9,518,000","9,210,000","8,520,000","11,981,000","3,696,000","3,408,000","3,474,000","3,283,000","3,145,000","2,640,000","2,463,000","2,395,006","1,790,994","1,779,000"
			DepreciationAndAmortization,"142,086,000","34,034,000","36,322,000","35,812,000","35,918,000","34,763,000","10,993,000","10,895,000","10,686,000","11,073,000","10,601,000","11,023,000","9,896,000","10,074,000","10,862,000","10,737,000","10,445,000","10,783,000","9,641,000","9,518,000","9,210,000","8,520,000","11,981,000","3,696,000","3,408,000","3,474,000","3,283,000","3,145,000","2,640,000","2,463,000","2,395,006","1,790,994","1,779,000"
		DeferredTax,"5,078,000","1,698,000","1,541,000","1,510,000","329,000","-6,304,000","1,808,000","-3,858,000","5,182,000","-1,659,000","-3,388,000","367,000","7,309,000","-11,120,000","74,000","31,000","6,019,000","8,958,000","-1,966,000","-1,995,000","1,191,000","23,986,000","-29,655,000",,,,,,,,,,
			DeferredIncomeTax,"5,078,000","1,698,000","1,541,000","1,510,000","329,000","-6,304,000","1,808,000","-3,858,000","5,182,000","-1,659,000","-3,388,000","367,000","7,309,000","-11,120,000","74,000","31,000","6,019,000","8,958,000","-1,966,000","-1,995,000","1,191,000","23,986,000","-29,655,000",,,,,,,,,,
		AssetImpairmentCharge,"-28,000","-184,000","146,000","204,000","-194,000","-173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"10,827,000","1,859,000","4,961,000","1,343,000","2,664,000","562,000","1,840,000","1,971,000","1,949,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"5,677,000","445,000","440,000","437,000","4,355,000","704,000","530,000","2,883,000","3,600,000","-12,410,000","6,791,000","4,859,000","3,578,000","5,220,000","4,088,000","4,491,000","7,955,000","8,022,000","2,522,000",,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-38,382,000","-3,774,000","7,759,000","-27,974,000","-14,393,000","739,000","-6,743,000","-233,000","-19,317,000","7,447,000","9,239,000","3,546,000","-72,693,000","69,585,000","5,303,000","-7,328,000","-10,365,000","-7,507,000","5,404,000","-21,183,000","-5,439,000","-7,830,000","19,906,000","-6,241,000","-7,310,000","8,453,000","-940,000","-5,208,000","-1,564,000","-4,543,000","-3,793,818","-1,526,182","-1,316,000"
			ChangeInReceivables,"-38,943,000","8,862,000","-5,027,000","-18,920,000","-23,858,000","6,963,000","1,334,000","543,000","-7,991,000","5,728,000","-397,000","16,458,000","-2,855,000","-3,430,000","-5,622,000","-5,120,000","-5,089,000","-4,651,000","-2,284,000","-12,655,000","-10,324,000","8,329,000","-9,448,000","-7,284,000","-3,943,000","5,274,000","-3,672,000","-6,092,000","-4,978,000","2,669,000","-845,054","-1,529,946","-2,145,000"
				ChangesInAccountReceivables,"-38,943,000","8,862,000","-5,027,000","-18,920,000","-23,858,000","6,963,000","1,606,000","2,167,000","-5,993,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"1,882,000","1,151,000","3,189,000","-5,965,000","2,522,000","-5,176,000","556,000","-39,000","-508,000","1,125,000","1,076,000","-1,012,000","477,000","-1,076,000","1,138,000","-1,517,000","441,000","-880,000","182,000","-1,726,000","-558,000","774,000","-3,061,000","-99,000","-203,000","664,000","-68,000","-369,000","428,000","-29,000","-110,456","56,456","78,000"
			ChangeInPayablesAndAccruedExpense,"14,274,000","-1,329,000","5,969,000","-1,043,000","10,677,000","-8,087,000","-4,884,000","132,000","-11,209,000","-68,863,000","-3,111,000","810,000","-3,132,000","3,148,000","1,469,000","-4,268,000","253,000","5,613,000","415,000","-3,088,000","-962,000","-229,000","-6,604,000","1,360,000","-689,000","3,980,000","-812,000","-276,000","1,344,000","-2,227,000","-2,858,907","-2,200,093","119,000"
				ChangeInPayable,"14,274,000","-1,329,000","5,969,000","-1,043,000","10,677,000","-8,087,000","-12,388,000","927,000","-3,519,000",,,,,,,,,,,,,,,,,,,,,,,,"-640,000"
					ChangeInTaxPayable,,,,,,,"-10,597,000","294,000","-1,769,000",,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,"-10,597,000","294,000","-1,769,000",,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"14,274,000","-1,329,000","5,969,000","-1,043,000","10,677,000","-8,087,000","-1,791,000","633,000","-1,750,000",,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,"7,504,000","-795,000","-7,690,000",,,,,,,,,,,,,,,,,,,,,,,,"759,000"
