name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
TotalRevenue,"-118,161,000","-65,347,000","-19,555,000","34,998,000","-68,256,000","71,984,000","81,110,000","64,732,000","52,010,000","-220,059,000","108,249,000","-49,210,000","-163,024,000","-112,615,000","-186,761,000","52,366,000","19,345,000","46,128,000","54,778,000","37,005,000","2,329,000","30,619,000","90,897,000","81,760,000","7,354,000","-280,468,000","120,313,000","-219,044,000","200,397,000","-123,214,000","-140,854,000","56,101,000","-67,699,000","-16,855,000","-538,401,000","-226,752,000","482,818,000","85,777,000","66,704,000","81,355,000","86,204,000","76,952,000","31,754,639","-28,120,123","3,318,080","13,352,447","8,398,054","311,869","-34,228","712,758","497,461","0","0","0",,,,,,
	OperatingRevenue,"-118,161,000","-65,347,000","-19,555,000","34,998,000","-68,256,000","71,984,000","81,110,000","64,732,000","52,010,000","-220,059,000","108,249,000","-49,210,000","-163,024,000","-112,615,000","-186,761,000","52,366,000","19,345,000","46,128,000","54,778,000","37,005,000","2,329,000","30,619,000","90,897,000","81,760,000","7,354,000","-280,468,000","120,313,000","-219,044,000","200,397,000","-123,214,000","-140,854,000","56,101,000","-67,699,000","-16,855,000","-538,401,000","-226,752,000","482,818,000","85,777,000","66,704,000","81,355,000","86,204,000","76,952,000","31,754,639","-28,120,123","3,318,080","13,352,447","8,398,054","311,869","-34,228","712,758","497,461","0","0","0",,,,,,
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,222,000","11,106,000","6,929,000","4,698,151","3,450,885","8,458,820","3,376,740","639,003","386,602","173,082","120,646","14,153","0","0","0",,,"136,718","186,002",,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,133,000","75,098,000","70,023,000","27,056,488","-31,571,008","-5,140,740","9,975,707","7,759,051","-74,733","-207,310","592,112","483,308","0","0","0",,,"-136,718","-186,002",,
OperatingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,188,000","5,683,000","4,831,000","3,312,831","2,898,862","2,128,503","1,370,634","522,896","383,279","493,033","283,879","-1,645,964","1,099,797","720,821","241,834","1,825,984","160,671",,,"156,775","2,167"
	SellingGeneralAndAdministration,"7,141,000","1,609,000","1,786,000","1,876,000","1,870,000","1,869,000","1,580,000","1,570,000","1,540,000","1,648,000","1,194,000","1,277,000","1,178,000","952,000","957,000","1,176,000","1,160,000","1,142,000","979,000","709,000","692,000","754,000","907,000","813,000","861,000","689,000","734,000","717,000","747,000","783,000","841,000","866,000","920,000","896,000","862,000","2,047,000","347,000","335,000","-14,241,000","6,528,000","5,276,000","4,565,000","2,970,047","2,521,382","1,788,358","1,177,990","446,188","346,738","217,487","255,540","-1,807,354","1,099,797",,,"1,825,984","160,671",,,"156,775","2,167"
		GeneralAndAdministrativeExpense,"7,141,000","1,609,000","1,786,000","1,876,000","1,870,000","1,869,000","1,580,000","1,570,000","1,540,000","1,648,000","1,194,000","1,277,000","1,178,000","952,000","957,000","1,176,000","1,160,000","1,142,000","979,000","709,000","692,000","754,000","907,000","813,000","861,000","689,000","734,000","717,000","747,000","783,000","841,000","866,000","920,000","896,000","862,000","2,047,000","347,000","335,000","-14,241,000","6,528,000","5,276,000","4,565,000","2,970,047","2,521,382","1,788,358","1,177,990","446,188","346,738","217,487","255,540",,,,,,,,,,
			SalariesAndWages,"6,347,000","1,409,000","1,587,000","1,676,000","1,675,000","1,676,000","1,387,000","1,387,000","1,357,000","1,465,000","1,012,000","1,094,000","995,000","787,000","769,000","1,033,000","995,000","977,000","814,000","511,000","496,000","477,000","624,000","530,000","588,000","518,000","560,000","543,000","575,000","613,000","666,000","684,000","734,000","712,000","674,000","1,859,000","257,000","257,000","421,000","426,000","498,000","493,000",,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,"794,000","200,000","199,000","200,000","195,000","193,000","193,000","183,000","183,000","183,000","182,000","183,000","183,000","165,000","188,000","143,000","165,000","165,000","165,000","198,000","196,000","277,000","283,000","283,000","273,000","171,000","174,000","174,000","172,000","170,000","175,000","182,000","186,000","184,000","188,000","188,000","90,000","78,000","102,000","85,000","55,000","49,000","49,360","60,488","51,725","51,156","35,005","37,241","51,107","51,912",,,,,,,,,,
			OtherGandA,,,,,,"7,437,000","7,394,000","7,393,000","7,382,000","7,458,000","7,409,000","7,418,000","7,485,000","7,258,000","6,835,000","6,807,000","6,803,000","6,801,000","6,792,000","6,746,000","6,523,000","6,521,000","6,521,000","6,521,000","6,520,000","6,508,000","6,697,000","6,851,000","6,867,000","6,877,000","6,964,000","6,963,000","6,964,000","6,965,000","7,156,000","6,483,000","7,869,000","6,633,000","4,695,000","6,017,000","4,723,000","4,023,000","2,920,687","2,460,894","1,736,633","1,126,834","411,183","309,497","166,380","203,628",,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"660,000","407,000","266,000","342,784","377,480","340,145","192,644","76,708","36,541","275,546","28,339",,,,,,,,,,
OperatingIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,945,000","69,415,000","65,192,000","23,743,657","-34,469,870","-7,269,243","8,605,073","7,236,155","-458,012","-700,343","308,233","2,129,272","-1,099,797","-720,821","-241,834","-1,825,984","-160,671","-136,718","-186,002","-156,775","-2,167"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,342","96,365","145,396",,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,342","96,365","145,396",,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-83,019,000",,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"94,043,000","166,247,000","-675,000","24,863,000","-96,393,000","125,946,000","69,468,000","37,200,000","28,352,000","-253,939,000","74,597,000","-77,398,000","-196,395,000","-139,169,000","-210,335,000","26,898,000","-3,937,000","16,778,000","21,369,000","4,107,000","-30,660,000","-3,378,000","54,802,000","46,956,000","-32,992,000","-333,272,000","55,345,000","-283,405,000","129,478,000","-201,695,000","-224,404,000","-29,251,000","-155,385,000","-118,225,000","-636,224,000","-314,788,000","373,123,000","-12,752,000",,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"8,150,000","1,950,000","2,000,000","2,100,000","2,100,000","2,400,000","2,955,000","2,953,000","2,947,000",,,,,,,,,,"0","0","0",,"0","0","6,484,000",,,,,,,,,,,,,,,,"-83,019,000",,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-6,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-8,150,000","-1,950,000","-2,000,000","-2,100,000","-2,100,000","-2,400,000","-2,955,000","-2,953,000","-2,947,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-2,698,000","-808,000","-674,000","-659,000","-558,000","-450,000","-360,000","-537,000","-205,000","17,000","-84,000","-704,000","-437,000","-275,000","-72,000","104,000","-49,000","-350,000","-176,000","-160,000","-650,000","-551,000","-722,000","-691,000","-460,000","-267,000","-993,000","-914,000","-974,000","-679,000","-534,000","-527,000","-670,000","-753,000","-501,000","-381,000","-564,000","-662,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-122,398,000","-66,434,000","-20,772,000","33,982,000","-69,174,000","71,327,000","81,413,000","58,386,000","51,748,000","-406,659,000","108,681,000","-60,955,000","-183,250,000","-114,381,000","-211,979,000","47,704,000","13,562,000","44,747,000","71,013,000","27,724,000","29,699,000","52,718,000","94,096,000","118,688,000","21,175,000","-279,475,000","117,798,000","-221,553,000","198,018,000","-125,469,000","-143,173,000","54,092,000","-70,190,000","-19,778,000","-540,776,000","-229,953,000","481,385,000","102,290,000","115,748,000","54,945,000","-13,604,000","65,192,000","23,743,657","-34,469,870","-7,269,243","8,605,073","7,236,155","-458,012","-700,343","308,233","217,732","-1,040,455","-624,456","-96,438","-1,321,970","1,110,485","1,289,265","2,038,405","1,494,279","-1,767"
TaxProvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","-10,000","0","0","3,000","3,000","3,000","-32,000","37,050","2,050","3,213","9,000","-153,849","82","0","2,400","0","-147,490","-132,700","-114,000","189,500","478,500","535,000","838,750",,
NetIncomeCommonStockholders,"-134,380,000","-69,429,000","-23,768,000","30,987,000","-72,170,000","68,841,000","79,093,000","56,066,000","49,428,000","-409,486,000","104,990,000","-64,365,000","-187,524,000","-118,640,000","-216,239,000","43,445,000","9,303,000","40,494,000","66,884,000","23,784,000","25,794,000","48,813,000","90,190,000","114,783,000","17,270,000","-283,380,000","113,892,000","-225,458,000","194,113,000","-129,374,000","-147,075,000","50,187,000","-74,095,000","-23,683,000","-544,681,000","-233,848,000","477,480,000","99,793,000","114,745,000","54,138,000","-13,767,000","65,224,000","23,706,607","-34,471,920","-7,272,456","8,596,073","7,390,004","-458,094","-700,343","305,833","217,732","-892,965","-491,756","17,562","-1,511,470","631,985","754,265","1,199,655","872,617","-1,767"
	NetIncome,"-122,398,000","-66,434,000","-20,772,000","33,982,000","-69,174,000","71,327,000","81,413,000","58,386,000","51,748,000","-406,659,000","108,681,000","-60,955,000","-183,250,000","-114,381,000","-211,979,000","47,704,000","13,562,000","44,747,000","71,013,000","27,724,000","29,699,000","52,718,000","94,096,000","118,688,000","21,175,000","-279,475,000","117,798,000","-221,553,000","198,018,000","-125,469,000","-143,173,000","54,092,000","-70,190,000","-19,778,000","-540,776,000","-229,943,000","481,385,000","102,290,000","115,745,000","54,942,000","-13,607,000","65,224,000","23,706,607","-34,471,920","-7,272,456","8,596,073","7,390,004","-458,094","-700,343","305,833","217,732","-892,965","-491,756","17,562","-1,511,470","631,985","754,265","1,199,655","872,617","-1,767"
		NetIncomeIncludingNoncontrollingInterests,"-122,398,000","-66,434,000","-20,772,000","33,982,000","-69,174,000","71,327,000","81,413,000","58,386,000","51,748,000","-406,659,000","108,681,000","-60,955,000","-183,250,000","-114,381,000","-211,979,000","47,704,000","13,562,000","44,747,000","71,013,000","27,724,000","29,699,000","52,718,000","94,096,000","118,688,000","21,175,000","-279,475,000","117,798,000","-221,553,000","198,018,000","-125,469,000","-143,173,000","54,092,000","-70,190,000","-19,778,000","-540,776,000","-229,943,000","481,385,000","102,290,000","115,745,000","54,942,000","-13,607,000","65,224,000","23,706,607","-34,471,920","-7,272,456","8,596,073","7,390,004","-458,094","-700,343","305,833","217,732","-892,965","-491,756","17,562","-1,511,470","631,985","754,265","1,199,655","872,617","-1,767"
			NetIncomeContinuousOperations,"-122,398,000","-66,434,000","-20,772,000","33,982,000","-69,174,000","71,327,000","81,413,000","58,386,000","51,748,000","-406,659,000","108,681,000","-60,955,000","-183,250,000","-114,381,000","-211,979,000","47,704,000","13,562,000","44,747,000","71,013,000","27,724,000","29,699,000","52,718,000","94,096,000","118,688,000","21,175,000","-279,475,000","117,798,000","-221,553,000","198,018,000","-125,469,000","-143,173,000","54,092,000","-70,190,000","-19,778,000","-540,776,000","-229,943,000","481,385,000","102,290,000","115,745,000","54,942,000","-13,607,000","65,224,000","23,706,607","-34,471,920","-7,272,456","8,596,073","7,390,004","-458,094","-700,343","305,833","217,732","-892,965","-491,756","17,562","-1,511,470","631,985","754,265","1,199,655","872,617","-1,767"
	PreferredStockDividends,"11,982,000","2,995,000","2,996,000","2,995,000","2,996,000","2,486,000","2,320,000","2,320,000","2,320,000","2,827,000","3,691,000","3,410,000","4,274,000","4,259,000","4,260,000","4,259,000","4,259,000","4,253,000","4,129,000","3,940,000","3,905,000","3,905,000","3,906,000","3,905,000","3,905,000","3,905,000","3,906,000","3,905,000","3,905,000","3,905,000","3,902,000","3,905,000","3,905,000","3,905,000","3,905,000","3,905,000","3,905,000","2,497,000","1,000,000","804,000","160,000",,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-134,380,000","-69,429,000","-23,768,000","30,987,000","-72,170,000","68,841,000","79,093,000","56,066,000","49,428,000","-409,486,000","104,990,000","-64,365,000","-187,524,000","-118,640,000","-216,239,000","43,445,000","9,303,000","40,494,000","66,884,000","23,784,000","25,794,000","48,813,000","90,190,000","114,783,000","17,270,000","-283,380,000","113,892,000","-225,458,000","194,113,000","-129,374,000","-147,075,000","50,187,000","-74,095,000","-23,683,000","-544,681,000","-233,848,000","477,480,000","99,793,000","114,745,000","54,138,000","-13,767,000","65,224,000","23,706,607","-34,471,920","-7,272,456","8,596,073","7,390,004","-458,094","-700,343","305,833","217,732","-892,965","-491,756","17,562","-1,511,470","631,985","754,265","1,199,655","872,617","-1,767"
BasicEPS,,"-0.72",,"0.37","-0.95","1.04",,"0.87","0.78","-6.95",,"-1.09","-3.14","-2.21",,"1.03","0.22","0.97",,"0.58","0.7","1.33",,"3.13","0.47","-7.73",,"-5.18","4.4","-2.96",,"1.12","-1.68","-0.56",,"-5.04","10.24","2.4",,"1.6","-0.64","3.84",,"-3.52","-1.12","2.64",,"-0.48","-1.76","1.04",,"-0.32","-0.16","0",,"0.16","0.16","0.32",,"0"
DilutedEPS,,"-0.72",,"0.36","-0.95","1.03",,"0.86","0.77","-6.95",,"-1.09","-3.14","-2.21",,"1.02","0.22","0.96",,"0.58","0.7","1.33",,"3.12","0.47","-7.73",,"-5.18","4.4","-2.96",,"1.12","-1.68","-0.56",,"-5.04","10.24","2.32",,"1.6","-0.64","3.84",,"-3.52","-1.12","2.64",,"-0.48","-1.76","1.04",,"-0.32","-0.16","0",,"0.16","0.16","0.24",,"0"
