name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"1,598,461,000","308,072,000","494,370,000","369,693,000","426,326,000","359,334,000","373,480,000","364,262,000","378,778,000","250,229,000","413,868,000","480,077,000","469,910,000","509,262,000","381,643,000","443,202,000","458,188,000","504,574,000","329,590,000","518,928,000","331,406,000","412,006,000","235,710,000"
	CashFlowFromContinuingOperatingActivities,"1,598,461,000","308,072,000","494,370,000","369,693,000","426,326,000","359,334,000","373,480,000","364,262,000","378,778,000","250,229,000","413,868,000","480,077,000","469,910,000","509,262,000","381,643,000","443,202,000","458,188,000","504,574,000","329,590,000","518,928,000","331,406,000","412,006,000","235,710,000"
		NetIncomeFromContinuingOperations,"-241,281,000","51,645,000","-57,947,000","-109,129,000","-125,850,000","-47,894,000","-112,061,000","-113,098,000","-106,741,000","-300,293,000","-71,993,000","-181,630,000","-104,057,000","-66,470,000","-149,469,000","-235,544,000","-66,705,000","-157,437,000","638,188,000","-62,030,000","-92,656,000","-140,875,000","-84,945,000"
		OperatingGainsLosses,"-159,320,000","-145,289,000","-42,415,000","13,924,000","14,460,000","-106,361,000","-24,322,000","40,586,000","29,017,000","135,483,000","7,533,000","70,021,000","66,911,000","21,561,000","0","213,239,000","0","61,597,000","0","-6,000","3,431,000","900,000","10,890,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","-19,000","680,000","77,000","6,462,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-196,277,000","-145,289,000","-42,415,000","-23,033,000","14,460,000","-106,517,000","-29,226,000","-8,311,000","28,337,000","69,563,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,921,093,000","476,123,000","490,689,000","480,010,000","474,271,000","469,809,000","473,528,000","473,346,000","477,869,000","489,024,000","486,508,000","505,832,000","500,864,000","495,878,000","484,161,000","474,772,000","488,320,000","483,676,000","476,054,000","467,929,000","458,387,000","460,929,000","427,578,000"
			DepreciationAndAmortization,"1,921,093,000","476,123,000","490,689,000","480,010,000","474,271,000","469,809,000","473,528,000","473,346,000","477,869,000","489,024,000","486,508,000","505,832,000","500,864,000","495,878,000","484,161,000","474,772,000","488,320,000","483,676,000","476,054,000","467,929,000","458,387,000","460,929,000","427,578,000"
		DeferredTax,"-101,493,000","16,172,000","-37,494,000","-39,390,000","-40,781,000","-21,815,000","-26,408,000","-31,585,000","-32,915,000","-82,507,000","-31,550,000","-38,454,000","-24,278,000","-23,607,000","-8,455,000","-9,105,000","-4,040,000","-5,738,000","-730,550,000","-7,091,000","-3,807,000","-35,235,000","-41,832,000"
			DeferredIncomeTax,"-101,493,000","16,172,000","-37,494,000","-39,390,000","-40,781,000","-21,815,000","-26,408,000","-31,585,000","-32,915,000","-82,507,000","-31,550,000","-38,454,000","-24,278,000","-23,607,000","-8,455,000","-9,105,000","-4,040,000","-5,738,000","-730,550,000","-7,091,000","-3,807,000","-35,235,000","-41,832,000"
