name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"115,131,000","76,219,000","-37,158,000","-16,333,000","92,403,000","40,169,000","-29,613,000","-564,000","-77,665,000","-49,050,000","-71,833,000","42,759,000","-29,002,000","86,734,000","-65,462,000","23,786,000","-37,307,000","86,306,000","-66,473,000","42,192,000"
	CashFlowFromContinuingOperatingActivities,"115,131,000","76,219,000","-37,158,000","-16,333,000","92,403,000","40,169,000","-29,613,000","-564,000","-77,665,000","-49,050,000","-71,833,000","42,759,000","-29,002,000","86,734,000","-65,462,000","23,786,000","-37,307,000","86,306,000","-66,473,000","42,192,000"
		NetIncomeFromContinuingOperations,"-72,374,000","-18,185,000","-16,836,000","-16,813,000","-20,540,000","-84,891,000","-20,231,000","-19,427,000","-38,584,000","-146,476,000","-13,753,000","-30,176,000","-14,833,000","-9,998,000","-12,982,000","-35,516,000","-24,603,000","9,023,000","-18,344,000","-11,857,000"
		OperatingGainsLosses,,,"0","0","0","49,977,000","1,285,000","234,000",,,"12,000","1,745,000","36,000","22,000","99,000","18,574,000","4,750,000","-15,673,000","2,067,000","1,404,000"
			GainLossOnSaleOfPPE,,,,,,,"1,285,000","234,000","2,159,000","0","12,000","3,000","36,000","22,000","99,000","0","0","1,000","1,271,000","0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","1,401,000","4,750,000","1,321,000","796,000","1,404,000"
		DepreciationAmortizationDepletion,"17,191,000","3,763,000","4,224,000","4,428,000","4,776,000","5,288,000","5,338,000","5,363,000","5,696,000","6,213,000","5,868,000","6,237,000","6,082,000","6,137,000","8,996,000","8,830,000","8,580,000","8,202,000","8,367,000","5,090,000"
			DepreciationAndAmortization,"17,191,000","3,763,000","4,224,000","4,428,000","4,776,000","5,288,000","5,338,000","5,363,000","5,696,000","6,213,000","5,868,000","6,237,000","6,082,000","6,137,000","8,996,000","8,830,000","8,580,000","8,202,000","8,367,000","5,090,000"
		DeferredTax,,,,,,"452,000","-160,000","59,000","38,000","-120,000","398,000","-33,000","-571,000","-174,000","-344,000","-170,000","341,000","276,000","-79,000","-142,000"
			DeferredIncomeTax,,,,,,"452,000","-160,000","59,000","38,000","-120,000","398,000","-33,000","-571,000","-174,000","-344,000","-170,000","341,000","276,000","-79,000","-142,000"
		AssetImpairmentCharge,"-3,062,000","-1,323,000","-1,779,000","360,000","-281,000","3,442,000","2,435,000","1,646,000","-5,705,000","13,932,000","2,716,000","1,056,000","1,436,000","463,000","1,697,000","46,000","686,000","378,000","818,000","553,000"
		ProvisionandWriteOffofAssets,"13,145,000","3,787,000","6,024,000","4,531,000","-1,236,000","-1,801,000","-11,261,000","-10,846,000","-4,728,000","105,485,000","-1,549,000","1,602,000","1,800,000","580,000","1,679,000","274,000","914,000","619,000","224,000","238,000"
		StockBasedCompensation,"48,996,000","12,836,000","11,538,000","12,299,000","12,323,000","11,363,000","9,674,000","10,108,000","9,611,000","10,822,000","10,825,000","9,936,000","8,706,000","8,127,000","7,074,000","15,049,000","5,248,000","2,860,000","5,151,000","1,946,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,"0","0",,,"0","-2,258,000"
		OtherNonCashItems,"8,334,000","1,767,000","2,016,000","1,891,000","3,112,000","-1,677,000","11,483,000","11,024,000","6,872,000","5,011,000","11,363,000","2,929,000","2,641,000","2,497,000","2,136,000","2,179,000","2,595,000","1,894,000","1,734,000","1,566,000"
		ChangeInWorkingCapital,"102,901,000","73,574,000","-42,345,000","-23,029,000","94,701,000","58,016,000","-28,176,000","1,275,000","-53,024,000","-43,917,000","-87,713,000","49,463,000","-34,299,000","79,080,000","-73,817,000","14,520,000","-35,818,000","78,727,000","-66,411,000","45,652,000"
			ChangeInReceivables,"-11,086,000","-7,238,000","1,249,000","-2,959,000","-2,138,000","-4,133,000","-1,707,000","-4,945,000","-6,590,000","54,826,000","-9,585,000","2,044,000","8,259,000","2,795,000","-6,240,000","-16,435,000","8,970,000","4,862,000","-11,607,000","-13,967,000"
