name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"1,806,560,000","1,636,910,000","1,354,119,000","1,587,225,000","587,252,000"
	CurrentAssets,"706,521,000","587,450,000","350,886,000","634,758,000","311,364,000"
		CashCashEquivalentsAndShortTermInvestments,"354,767,000","353,842,000","150,417,000","330,700,000","218,484,000"
			CashAndCashEquivalents,"354,767,000","353,842,000","150,417,000","330,700,000","218,484,000"
		Receivables,"44,901,000","48,989,000","44,299,000","38,822,000","10,161,000"
			AccountsReceivable,"44,901,000","48,989,000","44,299,000","38,822,000","10,161,000"
				GrossAccountsReceivable,"56,501,000","60,589,000","53,499,000","40,222,000","16,561,000"
				AllowanceForDoubtfulAccountsReceivable,"-11,600,000","-11,600,000","-9,200,000","-1,400,000","-6,400,000"
		PrepaidAssets,"27,375,000","19,325,000","21,091,000","19,336,000","10,191,000"
		RestrictedCash,"279,478,000","165,294,000","135,079,000","245,900,000","72,528,000"
	TotalNonCurrentAssets,"1,100,039,000","1,049,460,000","1,003,233,000","952,467,000","275,888,000"
		NetPPE,"68,709,000","67,186,000","62,977,000","62,618,000","65,087,000"
			GrossPPE,"115,666,000","109,547,000","101,167,000","96,484,000","89,526,000"
				Properties,"0","0","0","0","0"
				LandAndImprovements,"13,394,000","13,394,000","11,612,000","11,612,000","11,612,000"
				BuildingsAndImprovements,"12,474,000","12,665,000","9,298,000","9,288,000","9,084,000"
				MachineryFurnitureEquipment,"83,264,000","77,062,000","73,531,000","68,910,000","62,722,000"
				Leases,"6,534,000","6,426,000","6,726,000","6,674,000","6,108,000"
			AccumulatedDepreciation,"-46,957,000","-42,361,000","-38,190,000","-33,866,000","-24,439,000"
		GoodwillAndOtherIntangibleAssets,"985,196,000","971,005,000","927,166,000","872,987,000","198,913,000"
			Goodwill,"777,620,000","754,506,000","709,962,000","642,139,000","121,487,000"
			OtherIntangibleAssets,"207,576,000","216,499,000","217,204,000","230,848,000","77,426,000"
		OtherNonCurrentAssets,"46,134,000","11,269,000","13,090,000","16,862,000","11,888,000"
TotalLiabilitiesNetMinorityInterest,"832,273,000","618,760,000","1,814,535,000","2,081,777,000","1,164,102,000"
	CurrentLiabilities,"702,886,000","506,125,000","450,440,000","730,448,000","258,230,000"
		PayablesAndAccruedExpenses,"468,095,000","321,644,000","281,277,000","471,378,000","142,485,000"
			Payables,"438,861,000","296,045,000","254,344,000","442,150,000","129,076,000"
				AccountsPayable,"44,466,000","34,786,000","36,747,000","43,419,000","15,648,000"
				TotalTaxPayable,"69,285,000","46,958,000","42,348,000","67,385,000","20,721,000"
				OtherPayable,"325,110,000","214,301,000","175,249,000","331,346,000","92,707,000"
			CurrentAccruedExpenses,"29,234,000","25,599,000","26,933,000","29,228,000","13,409,000"
		CurrentProvisions,"7,891,000","6,365,000","6,120,000","6,067,000","4,962,000"
		CurrentDebtAndCapitalLeaseObligation,"10,417,000",,,,
			CurrentCapitalLeaseObligation,"10,417,000",,,,
		CurrentDeferredLiabilities,"162,401,000","107,252,000","77,654,000","172,207,000","49,992,000"
			CurrentDeferredRevenue,"162,401,000","107,252,000","77,654,000","172,207,000","49,992,000"
		OtherCurrentLiabilities,"54,082,000","70,864,000","85,389,000","80,796,000","60,791,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"129,387,000","112,635,000","1,364,095,000","1,351,329,000","905,872,000"
		LongTermDebtAndCapitalLeaseObligation,"24,430,000","512,000","118,057,000","115,578,000","111,689,000"
			LongTermDebt,"250,000","512,000","118,057,000","115,578,000","111,689,000"
			LongTermCapitalLeaseObligation,"24,180,000",,,,
		PreferredSecuritiesOutsideStockEquity,,"0","1,198,080,000","1,198,080,000","771,979,000"
		OtherNonCurrentLiabilities,"104,957,000","112,123,000","47,958,000","37,671,000","22,204,000"
TotalEquityGrossMinorityInterest,"974,287,000","1,018,150,000","-460,416,000","-494,552,000","-576,850,000"
	StockholdersEquity,"-792,172,000","-751,946,000","-460,416,000","-494,552,000","-576,850,000"
		CapitalStock,"42,000","42,000","0","0","0"
			CommonStock,"42,000","42,000","0","0","0"
		AdditionalPaidInCapital,"0","0","578,238,000","575,966,000","0"
		RetainedEarnings,"-792,368,000","-751,929,000","-1,038,694,000","-1,071,498,000","-577,091,000"
		GainsLossesNotAffectingRetainedEarnings,"154,000","-59,000","40,000","980,000","241,000"
	MinorityInterest,"1,766,459,000","1,770,096,000",,,
TotalCapitalization,"-791,922,000","-751,434,000","-342,359,000","-378,974,000","-465,161,000"
CommonStockEquity,"-792,172,000","-751,946,000","-460,416,000","-494,552,000","-576,850,000"
CapitalLeaseObligations,"34,597,000",,,,
NetTangibleAssets,"-1,777,368,000","-1,722,951,000","-1,387,582,000","-1,367,539,000","-775,763,000"
WorkingCapital,"3,635,000","81,325,000","-99,554,000","-95,690,000","53,134,000"
InvestedCapital,"-791,922,000","-751,434,000","-342,359,000","-378,974,000","-465,161,000"
TangibleBookValue,"-1,777,368,000","-1,722,951,000","-1,387,582,000","-1,367,539,000","-775,763,000"
TotalDebt,"34,847,000","512,000","118,057,000","115,578,000","111,689,000"
ShareIssued,"214,803,880","214,793,795","214,793,795","214,793,795","214,793,795"
OrdinarySharesNumber,"214,803,880","214,793,795","214,793,795","214,793,795","214,793,795"
