name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","29,507,000","102,834,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,451,000",,,,,,,,
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,037,903,000","8,141,192,000","8,073,560,000","7,491,511,000","9,648,842,000","10,015,083,000","10,177,377,000","8,017,439,000","7,173,736,000","6,596,286,000","6,072,358,000","4,560,921,000","4,319,013,000","4,167,529,000","1,652,636,000","584,603,000","598,470,000","765,311,000",
		InvestmentsAndAdvances,"2,036,222,000","2,631,903,000","3,018,050,000","3,232,995,000","3,455,121,000","3,981,820,000","4,073,017,000","4,903,777,000","5,112,760,000","11,955,418,000","14,265,157,000","14,853,942,000","14,776,087,000","14,675,080,000","11,913,799,000","9,582,751,000","7,318,510,000","7,216,144,000","7,305,220,000","7,106,497,000","7,330,242,000","7,497,817,000","7,799,785,000","7,972,983,000","10,241,539,000","10,190,665,000","10,304,695,000","10,235,987,000","10,870,583,000","11,845,671,000","8,965,055,000","8,967,299,000","2,848,051,000","2,790,470,000","2,772,321,000","2,824,240,000","2,352,638,000","2,493,701,000","5,887,661,000","6,803,253,000","7,077,377,000","7,233,476,000","9,362,411,000","9,711,357,000","9,843,936,000","7,662,695,000","6,784,061,000","6,178,859,000","5,582,375,000","4,088,894,000","3,819,768,000","3,636,093,000","1,085,792,000","0","0","150,083,000","1,229,780,000"
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,887,661,000","6,803,253,000","7,077,377,000","7,233,476,000",,"9,711,357,000",,,,,,,,,,,,,
				AvailableForSaleSecurities,"2,036,222,000","2,631,903,000","3,018,050,000","3,232,995,000","3,455,121,000","3,981,820,000","4,073,017,000","4,903,777,000","5,112,760,000","11,955,418,000","14,265,157,000","14,853,942,000","14,776,087,000","14,675,080,000","11,913,799,000","9,582,751,000","7,318,510,000","7,216,144,000","7,305,220,000","7,106,497,000","7,330,242,000","7,497,817,000","7,799,785,000","7,972,983,000","10,241,539,000","10,190,665,000","10,304,695,000","10,235,987,000","10,870,583,000","11,845,671,000","8,965,055,000","8,967,299,000","2,848,051,000","2,790,470,000","2,772,321,000","2,824,240,000","2,352,638,000","2,493,701,000",,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","5,876,000",,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,136,923,000","1,322,894,000","983,587,000","256,632,000","286,009,000","302,879,000","326,295,000","353,532,000","389,315,000","416,504,000","441,347,000","470,533,000","498,915,000","530,638,000","565,895,000","583,346,000","598,014,000","613,580,000","361,594,000"
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,319,000","15,045,000","12,596,000","1,403,000","422,000","847,000","1,270,000","1,212,000","360,000","923,000","48,636,000","1,494,000","330,000","798,000","949,000","1,257,000","456,000","1,648,000",
TotalLiabilitiesNetMinorityInterest,"11,904,451,000","11,671,212,000","12,155,676,000","12,232,628,000","13,132,764,000","13,743,633,000","14,397,326,000","15,052,272,000","15,998,009,000","23,165,378,000","24,637,245,000","23,668,780,000","25,384,726,000","24,004,810,000","21,266,745,000","19,612,613,000","17,659,985,000","17,587,093,000","17,540,953,000","17,241,782,000","16,914,562,000","13,561,375,000","14,131,901,000","14,627,159,000","12,393,322,000","12,398,458,000","12,820,928,000","12,311,574,000","13,817,464,000","15,547,315,000","13,899,743,000","9,125,216,000","3,336,880,000","3,604,571,000","3,460,956,000","3,555,805,000","3,778,382,000","4,200,010,000","4,120,803,000","5,125,871,000","5,083,970,000","4,699,516,000","6,360,136,000","6,650,570,000","6,716,044,000","4,390,694,000","4,331,105,000","3,965,323,000","3,861,248,000","2,491,766,000","2,178,451,000","2,261,096,000","1,243,222,000","1,063,046,000","1,131,285,000","1,583,477,000","1,490,732,000"
	CurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,147,000","133,883,000","139,803,000","139,006,000","159,981,000","159,505,000","481,870,000","326,594,000","461,845,000","152,601,000","173,909,000","126,014,000","166,793,000","317,683,000","210,128,000","12,184,000","10,940,000","159,926,000",
		PayablesAndAccruedExpenses,"385,688,000","595,557,000","327,492,000","186,580,000","193,341,000","230,053,000","751,295,000","381,946,000","858,134,000","1,424,668,000","1,695,190,000","1,127,844,000","1,782,913,000","1,359,014,000","1,129,046,000","965,455,000","940,940,000","741,884,000","913,753,000","1,209,827,000","647,049,000","682,901,000","734,196,000","803,101,000","724,709,000","699,574,000","862,245,000","595,174,000","638,917,000","1,982,479,000","992,120,000","2,143,520,000","282,305,000","312,098,000","114,456,000","108,324,000","108,571,000","112,075,000","116,147,000","133,883,000","139,803,000","139,006,000","159,981,000","159,505,000","481,870,000","326,594,000","461,845,000","152,601,000","173,909,000","126,014,000","166,793,000","317,683,000","210,128,000","12,184,000","10,940,000","159,926,000","15,549,000"
			Payables,"385,688,000","595,557,000","327,492,000","186,580,000","193,341,000","230,053,000","751,295,000","381,946,000","858,134,000","1,424,668,000","1,695,190,000","1,127,844,000","1,782,913,000","1,359,014,000","1,129,046,000","965,455,000","940,940,000","741,884,000","913,753,000","1,209,827,000","647,049,000","682,901,000","734,196,000","803,101,000","724,709,000","699,574,000","862,245,000","595,174,000","638,917,000","1,982,479,000","992,120,000","2,143,520,000","282,305,000","312,098,000","114,456,000","108,324,000","108,571,000","112,075,000","105,236,000","121,849,000","127,481,000","127,582,000","148,443,000","147,976,000","469,327,000","314,953,000","450,681,000","140,456,000","164,218,000","122,779,000","163,594,000","314,882,000","207,660,000","9,719,000","8,361,000","156,408,000","12,342,000"
				AccountsPayable,"39,332,000","31,990,000","49,685,000","41,063,000","39,452,000","46,671,000","60,350,000","59,622,000","60,536,000","69,763,000","112,612,000","109,246,000","170,206,000","126,871,000","128,813,000","85,223,000","79,355,000","79,079,000","85,611,000","68,298,000","76,772,000","65,364,000","65,052,000","70,428,000","51,467,000","48,836,000","51,358,000","28,731,000","40,086,000","34,357,000","42,988,000","14,657,000","8,335,000","8,536,000","10,349,000","10,090,000","12,691,000","11,969,000","1,289,000","1,608,000","1,572,000","1,687,000","1,583,000","14,551,000","1,234,000","393,000","810,000","679,000","489,000","472,000","752,000","487,000","3,121,000","2,679,000","2,313,000","3,540,000","2,528,000"
				DividendsPayable,"86,560,000","86,152,000","85,255,000","87,050,000","77,355,000","77,213,000","76,362,000","75,554,000","98,434,000","98,568,000","98,006,000","97,091,000","99,050,000","95,986,000","96,809,000","95,807,000","95,335,000","95,365,000","95,000,000","94,809,000","97,008,000","97,005,000","90,645,000","90,504,000","90,367,000","90,097,000","91,383,000","98,677,000","98,679,000","92,483,000","92,461,000","92,455,000","92,454,000","297,904,000","92,440,000","92,436,000","92,433,000","92,431,000","92,416,000","92,413,000","112,946,000","112,937,000","133,443,000","133,425,000","143,676,000","174,445,000","158,811,000","130,420,000","113,793,000","113,788,000","80,311,000","37,705,000","10,566,000","7,040,000","6,048,000","6,044,000","9,814,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,531,000","12,965,000",,,,,,,,,,,,,,,,,
				OtherPayable,"259,796,000","477,415,000","192,552,000","58,467,000","76,534,000","106,169,000","614,583,000","246,770,000","699,164,000","1,256,337,000","1,484,572,000","921,507,000","1,513,657,000","1,136,157,000","903,424,000","784,425,000","766,250,000","567,440,000","733,142,000","1,046,720,000","473,269,000","520,532,000","578,499,000","642,169,000","582,875,000","560,641,000","719,504,000","467,766,000","500,152,000","1,855,639,000","856,671,000","2,036,408,000","181,516,000","5,658,000","11,667,000","5,798,000","3,447,000","7,675,000",,"14,863,000","12,963,000","12,958,000","13,417,000","13,196,000","324,417,000","140,115,000","291,060,000","9,357,000","49,936,000","8,519,000","82,531,000","276,690,000","193,973,000",,,"146,824,000",
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,911,000","12,034,000","12,322,000","11,424,000","11,538,000","11,529,000","12,543,000","11,641,000","11,164,000","12,145,000","9,691,000","3,235,000","3,199,000","2,801,000","2,468,000","2,465,000","2,579,000","3,518,000","3,207,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,911,000","12,034,000","12,322,000","11,424,000","11,538,000","11,529,000","12,543,000","11,641,000","11,164,000","12,145,000","9,691,000","3,235,000","3,199,000","2,801,000","2,468,000","2,465,000","2,579,000","3,518,000","3,207,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,782,000",,,,,"1,439,534,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,782,000",,,,,"1,439,534,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,004,656,000","4,991,988,000","4,944,167,000","4,560,510,000","6,200,155,000","6,491,065,000","6,234,174,000","4,064,100,000","3,869,260,000","3,812,722,000","3,687,339,000","2,365,752,000","2,011,658,000","1,943,413,000","1,033,094,000","1,050,862,000","1,120,345,000","1,423,551,000",
		LongTermDebtAndCapitalLeaseObligation,"11,518,763,000","7,814,042,000","11,828,184,000","12,046,048,000","12,939,423,000","13,513,580,000","13,646,031,000","14,670,326,000","7,992,879,000","8,313,165,000","7,939,949,000","8,026,217,000","8,277,939,000","8,615,331,000","8,994,597,000","9,520,110,000","9,516,121,000","9,594,437,000","9,916,175,000","9,776,095,000","10,414,682,000","7,275,221,000","7,572,177,000","7,958,873,000","4,109,401,000","4,249,911,000","4,793,148,000","4,890,489,000","4,869,796,000","5,095,278,000","5,053,238,000","1,391,817,000","1,465,853,000","1,603,713,000","1,719,568,000","1,933,981,000","2,200,899,000","2,505,971,000","2,286,677,000","2,575,254,000","2,397,642,000","2,672,989,000","6,155,185,000","6,471,407,000","6,228,141,000","4,054,112,000","3,844,440,000","3,801,485,000","3,687,339,000","2,365,752,000","2,011,658,000","1,943,413,000","1,033,094,000","1,050,862,000","1,120,345,000","1,413,486,000",
			LongTermDebt,"11,518,763,000","7,814,042,000","11,828,184,000","12,046,048,000","12,939,423,000","13,513,580,000","13,646,031,000","14,670,326,000","7,992,879,000","8,313,165,000","7,939,949,000","8,026,217,000","8,277,939,000","8,615,331,000","8,994,597,000","9,520,110,000","9,516,121,000","9,594,437,000","9,916,175,000","9,776,095,000","10,414,682,000","7,275,221,000","7,572,177,000","7,958,873,000","4,109,401,000","4,249,911,000","4,793,148,000","4,890,489,000","4,869,796,000","5,095,278,000","5,053,238,000","1,391,817,000","1,465,853,000","1,603,713,000","1,719,568,000","1,933,981,000","2,200,899,000","2,505,971,000","2,286,677,000","2,575,254,000","2,397,642,000","2,672,989,000","6,155,185,000","6,471,407,000","6,228,141,000","4,054,112,000","3,844,440,000","3,801,485,000","3,687,339,000","2,365,752,000","2,011,658,000","1,943,413,000","1,033,094,000","1,050,862,000","1,120,345,000","1,413,486,000",
		DerivativeProductLiabilities,,,,,,,,,,,,,"0","0","0",,,"320,000","1,204,000","1,707,000","1,627,000","2,350,000","8,009,000","8,922,000","13,581,000","9,634,000","14,714,000","12,080,000","12,527,000","14,177,000","16,222,000","25,325,000","26,802,000","30,199,000","37,607,000","35,359,000","48,537,000","53,939,000","59,073,000","54,646,000","43,655,000","1,887,521,000","44,970,000","19,658,000","6,033,000","9,988,000","24,820,000","11,237,000",,,,,,"0","0","10,065,000",
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,658,906,000","2,362,088,000","2,502,870,000",,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"3,336,728,000","3,736,191,000","3,848,548,000","3,627,431,000","3,566,498,000","3,779,386,000","3,696,542,000","3,395,879,000","3,243,854,000","3,953,293,000","3,995,044,000","3,968,950,000","3,953,177,000","3,703,829,000","3,913,181,000","3,650,142,000","3,670,743,000","3,634,977,000","3,646,431,000","3,576,687,000","3,512,088,000","3,123,533,000","3,036,800,000","2,963,080,000","2,913,635,000","2,946,188,000","3,118,717,000","3,440,065,000","3,523,195,000","3,607,690,000","3,591,226,000","3,440,701,000","3,370,150,000","3,331,510,000","3,567,299,000","3,627,833,000","3,653,673,000","3,542,479,000","3,418,189,000","3,180,714,000","3,170,592,000","3,047,619,000","3,354,069,000","3,438,539,000","3,542,390,000","3,683,006,000","2,902,347,000","2,912,859,000","2,294,947,000","2,126,562,000","2,191,029,000","1,946,609,000","432,826,000","414,455,000","240,942,000","387,679,000","419,312,000"
	StockholdersEquity,"3,336,728,000","3,736,191,000","3,848,548,000","3,627,431,000","3,566,498,000","3,779,386,000","3,696,542,000","3,395,879,000","3,243,854,000","3,953,293,000","3,995,044,000","3,968,950,000","3,953,177,000","3,703,829,000","3,913,181,000","3,650,142,000","3,670,743,000","3,634,977,000","3,646,431,000","3,576,687,000","3,512,088,000","3,123,533,000","3,036,800,000","2,963,080,000","2,913,635,000","2,946,188,000","3,118,717,000","3,440,065,000","3,523,195,000","3,607,690,000","3,591,226,000","3,440,701,000","3,370,150,000","3,331,510,000","3,567,299,000","3,627,833,000","3,653,673,000","3,542,479,000","3,418,189,000","3,180,714,000","3,170,592,000","3,047,619,000","3,354,069,000","3,438,539,000","3,542,390,000","3,683,006,000","2,902,347,000","2,912,859,000","2,294,947,000","2,126,562,000","2,191,029,000","1,946,609,000","432,826,000","414,455,000","240,942,000","387,679,000","419,312,000"
		CapitalStock,"2,742,000","2,742,000","2,741,000","2,728,000","2,678,000","2,678,000","2,694,000","2,692,000","2,232,000","2,245,000","2,244,000","2,244,000","2,243,000","2,163,000","2,162,000","2,058,000","2,058,000","2,066,000","2,066,000","2,066,000","2,066,000","1,935,000","1,877,000","1,877,000","1,877,000","1,877,000","10,163,000","10,277,000","10,277,000","10,275,000","10,273,000","10,273,000","10,273,000","10,272,000","10,271,000","10,271,000","10,270,000","10,268,000","10,268,000","10,268,000","10,268,000","10,267,000","10,264,000","10,263,000","10,262,000","10,261,000","8,822,000","8,822,000","6,694,000","6,693,000","6,693,000","6,692,000","1,761,000","1,760,000","378,000","378,000","377,000"
			PreferredStock,"372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","292,000","292,000","188,000","188,000","188,000","188,000","188,000","188,000","58,000",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,
			CommonStock,"2,370,000","2,370,000","2,369,000","2,356,000","2,306,000","2,306,000","2,322,000","2,320,000","1,860,000","1,873,000","1,872,000","1,872,000","1,871,000","1,871,000","1,870,000","1,870,000","1,870,000","1,878,000","1,878,000","1,878,000","1,878,000","1,877,000","1,877,000","1,877,000","1,877,000","1,877,000","10,163,000","10,277,000","10,277,000","10,275,000","10,273,000","10,273,000","10,273,000","10,272,000","10,271,000","10,271,000","10,270,000","10,268,000","10,268,000","10,268,000","10,268,000","10,267,000","10,264,000","10,263,000","10,262,000","10,261,000","8,822,000","8,822,000","6,694,000","6,693,000","6,693,000","6,692,000","1,761,000","1,760,000","378,000","378,000","377,000"
		AdditionalPaidInCapital,"4,360,340,000","4,359,045,000","4,357,526,000","4,352,986,000","4,320,419,000","4,538,029,000","4,517,819,000","4,515,043,000","4,255,054,000","4,275,963,000","4,274,721,000","4,272,001,000","4,268,063,000","4,072,093,000","4,069,868,000","3,816,631,000","3,814,391,000","3,826,691,000","3,825,832,000","3,824,680,000","3,824,197,000","3,508,779,000","3,367,943,000","3,367,322,000","3,366,670,000","3,366,568,000","3,394,637,000","3,606,685,000","3,606,642,000","3,606,191,000","3,605,406,000","3,605,358,000","3,605,306,000","3,605,241,000","3,604,790,000","3,604,714,000","3,604,627,000","3,604,554,000","3,604,097,000","3,604,024,000","3,603,936,000","3,603,739,000","3,603,040,000","3,602,671,000","3,602,339,000","3,601,890,000","3,056,659,000","3,056,566,000","2,290,636,000","2,290,614,000","2,290,328,000","2,290,308,000","832,070,000","831,966,000","533,220,000","533,026,000","532,818,000"
		RetainedEarnings,"-1,390,453,000","-1,030,650,000","-950,634,000","-1,184,396,000","-1,250,250,000","-1,319,417,000","-1,378,952,000","-1,659,366,000","-1,515,923,000","-1,033,251,000","-1,050,991,000","-1,044,385,000","-990,117,000","-997,259,000","-786,785,000","-840,198,000","-854,950,000","-990,682,000","-994,585,000","-1,030,342,000","-1,041,886,000","-1,105,287,000","-1,230,723,000","-1,313,292,000","-1,297,177,000","-1,196,048,000","-1,221,331,000","-1,081,704,000","-1,099,231,000","-1,055,456,000","-969,459,000","-1,254,578,000","-1,266,892,000","-1,274,806,000","-1,049,213,000","-1,024,140,000","-1,074,911,000","-1,062,279,000","-1,048,533,000","-1,084,185,000","-1,032,553,000","-999,840,000","-289,207,000","-199,692,000","-184,110,000","-203,796,000","-185,578,000","-153,202,000","-147,361,000","-70,991,000","-52,670,000","-130,361,000","-144,300,000","-152,603,000","-154,349,000","-40,745,000","-68,598,000"
		GainsLossesNotAffectingRetainedEarnings,"364,099,000","405,054,000","438,915,000","456,113,000","493,651,000","558,096,000","554,981,000","537,510,000","502,491,000","708,336,000","769,070,000","739,090,000","672,988,000","626,832,000","627,936,000","671,651,000","709,244,000","796,902,000","813,118,000","780,283,000","727,711,000","718,106,000","897,703,000","907,173,000","842,265,000","773,791,000","935,248,000","904,807,000","1,005,507,000","1,046,680,000","945,006,000","1,079,648,000","1,021,463,000","990,803,000","1,001,451,000","1,036,988,000","1,113,687,000","989,936,000","852,357,000","650,607,000","588,941,000","433,453,000","29,972,000","25,297,000","113,899,000","274,651,000","22,444,000","673,000","144,978,000","-99,754,000","-53,322,000","-220,030,000","-256,705,000","-266,668,000","-138,307,000","-104,980,000","-45,285,000"
TotalCapitalization,"14,855,491,000","11,550,233,000","15,676,732,000","15,673,479,000","16,505,921,000","17,292,966,000","17,342,573,000","18,066,205,000","11,236,733,000","12,266,458,000","11,934,993,000","11,995,167,000","12,231,116,000","12,319,160,000","12,907,778,000","13,170,252,000","13,186,864,000","13,229,414,000","13,562,606,000","13,352,782,000","13,926,770,000","10,398,754,000","10,608,977,000","10,921,953,000","7,023,036,000","7,196,099,000","7,911,865,000","8,330,554,000","8,392,991,000","8,702,968,000","8,644,464,000","4,832,518,000","4,836,003,000","4,935,223,000","5,286,867,000","5,561,814,000","5,854,572,000","6,048,450,000","5,704,866,000","5,755,968,000","5,568,234,000","5,720,608,000","9,509,254,000","9,909,946,000","9,770,531,000","7,737,118,000","6,746,787,000","6,714,344,000","5,982,286,000","4,492,314,000","4,202,687,000","3,890,022,000","1,465,920,000","1,465,317,000","1,361,287,000","1,801,165,000",
PreferredStockEquity,"372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","372,000","292,000","292,000","188,000","188,000","188,000","188,000","188,000","188,000","58,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"3,336,356,000","3,735,819,000","3,848,176,000","3,627,059,000","3,566,126,000","3,779,014,000","3,696,170,000","3,395,507,000","3,243,482,000","3,952,921,000","3,994,672,000","3,968,578,000","3,952,805,000","3,703,537,000","3,912,889,000","3,649,954,000","3,670,555,000","3,634,789,000","3,646,243,000","3,576,499,000","3,511,900,000","3,123,475,000","3,036,800,000","2,963,080,000","2,913,635,000","2,946,188,000","3,118,717,000","3,440,065,000","3,523,195,000","3,607,690,000","3,591,226,000","3,440,701,000","3,370,150,000","3,331,510,000","3,567,299,000","3,627,833,000","3,653,673,000","3,542,479,000","3,418,189,000","3,180,714,000","3,170,592,000","3,047,619,000","3,354,069,000","3,438,539,000","3,542,390,000","3,683,006,000","2,902,347,000","2,912,859,000","2,294,947,000","2,126,562,000","2,191,029,000","1,946,609,000","432,826,000","414,455,000","240,942,000","387,679,000","419,312,000"
NetTangibleAssets,"3,336,728,000","3,736,191,000","3,848,548,000","3,627,431,000","3,566,498,000","3,779,386,000","3,696,542,000","3,395,879,000","3,243,854,000","3,953,293,000","3,995,044,000","3,968,950,000","3,953,177,000","3,703,829,000","3,913,181,000","3,650,142,000","3,670,743,000","3,634,977,000","3,646,431,000","3,576,687,000","3,512,088,000","3,123,533,000","3,036,800,000","2,963,080,000","2,913,635,000","2,946,188,000","3,118,717,000","3,440,065,000","3,523,195,000","3,607,690,000","3,591,226,000","3,440,701,000","3,370,150,000","3,331,510,000","3,567,299,000","3,627,833,000","3,653,673,000","3,542,479,000","3,418,189,000","3,180,714,000","3,170,592,000","3,047,619,000","3,354,069,000","3,438,539,000","3,542,390,000","3,683,006,000","2,902,347,000","2,912,859,000","2,294,947,000","2,126,562,000","2,191,029,000","1,946,609,000","432,826,000","414,455,000","240,942,000","387,679,000","419,312,000"
