name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,365,000","23,167,000","21,858,000","19,747,000","23,486,000","22,331,000","20,394,000","18,130,000","24,343,000","42,368,000","51,884,000","67,397,000","90,100,000","119,746,000","116,136,000","116,473,000","35,839,000","34,681,000","31,827,000","30,535,000","33,588,000","32,774,000","30,542,000","29,130,000","28,855,000","26,095,000","24,798,000","21,876,000","26,276,000","21,903,000","21,438,000","20,302,000","19,777,000","19,044,000","19,240,000","18,046,000","19,740,000","19,372,000","18,648,000","18,591,000","16,845,000","22,975,000",,"20,261,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,799,000",,
	TotalNonCurrentAssets,"1,088,319,000","1,100,418,000","1,123,627,000","1,142,288,000","1,169,168,000","1,196,010,000","1,449,819,000","1,502,797,000","1,488,634,000","1,564,260,000","1,610,115,000","1,633,089,000","1,652,443,000","665,365,000","491,369,000","467,923,000","552,662,000","550,604,000","509,612,000","584,659,000","589,332,000","669,210,000","683,798,000","688,020,000","689,136,000","573,441,000","780,928,000","643,704,000","581,458,000","669,773,000","662,535,000","677,012,000","610,038,000","608,480,000","596,269,000","589,268,000","485,100,000","440,313,000","403,213,000","391,074,000","357,281,000","339,893,000","432,463,000","447,485,000","302,825,000","291,716,000","249,653,000","258,609,000","248,117,000","243,766,000","246,389,000","251,863,000","262,154,000","267,150,000","273,253,000","259,954,000","249,060,000","242,260,000","206,705,000","181,003,000","165,803,000","150,332,000","136,941,000","131,559,000","128,969,000","129,598,000","132,483,000","130,669,000","129,884,000","147,591,000"
		NetPPE,"885,457,000","904,007,000","928,227,000","948,066,000","971,527,000","996,950,000","1,041,973,000","1,130,143,000","1,159,323,000","1,313,810,000","1,345,209,000","1,378,742,000","1,398,778,000","409,576,000","383,110,000","387,621,000","352,550,000","355,199,000","358,154,000","364,552,000","374,320,000","375,251,000","381,218,000","379,643,000","373,979,000","374,241,000","364,253,000","354,477,000","346,912,000","337,903,000","338,227,000","331,269,000","327,560,000","318,620,000","316,542,000","310,374,000","303,854,000","300,313,000","276,496,000","253,099,000","245,641,000","235,726,000","227,448,000","220,778,000","217,216,000","210,391,000","206,744,000","201,578,000","204,038,000","206,424,000","213,776,000","220,573,000","230,344,000","233,366,000","233,631,000","220,554,000","204,409,000","192,772,000","169,569,000","145,538,000","130,520,000","116,872,000","102,793,000","97,859,000","95,188,000","95,921,000","97,384,000","96,280,000","91,055,000","90,056,000"
			GrossPPE,"885,457,000","1,798,197,000","928,227,000","948,066,000","971,527,000","1,837,322,000","1,863,341,000","1,942,509,000","1,951,275,000","2,086,863,000","2,096,954,000","2,145,428,000","2,146,945,000","1,138,077,000","1,095,926,000","1,082,040,000","1,027,715,000","1,019,162,000","1,001,396,000","992,802,000","983,426,000","966,669,000","953,279,000","932,113,000","910,538,000","893,318,000","866,565,000","841,692,000","817,106,000","792,138,000","774,991,000","755,047,000","738,472,000","714,363,000","696,769,000","677,314,000","654,743,000","636,296,000","587,177,000","549,728,000","529,905,000","510,681,000",,,,"439,139,000",,,,"394,147,000",,,,"377,425,000","350,061,000","336,984,000","320,839,000","309,202,000","265,847,000","241,816,000","226,798,000","213,150,000","182,196,000","177,262,000","174,591,000","175,324,000","97,384,000","96,280,000","91,055,000","152,541,000"
				Properties,,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,
				LandAndImprovements,,"1,110,000",,,,"1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000","1,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"459,643,000",,,,"459,422,000","460,000,000","459,355,000","454,707,000","462,443,000","456,054,000","453,870,000","452,192,000","449,601,000","444,852,000","438,136,000","418,273,000","417,337,000","412,390,000","410,614,000","408,061,000","405,990,000","404,806,000","394,702,000","391,552,000","385,861,000","379,176,000","368,976,000","362,242,000","353,283,000","345,562,000","340,923,000","334,501,000","325,340,000","316,011,000","309,599,000","299,235,000","291,572,000",,,,,,,,,,,,,,,,,,,,"125,459,000",,,,"93,174,000",,,,"74,841,000",,,,
				MachineryFurnitureEquipment,,"672,984,000",,,,"665,650,000","664,007,000","670,833,000","675,661,000","671,864,000","652,787,000","673,031,000","657,401,000","648,720,000","608,056,000","596,151,000","566,738,000","561,514,000","554,727,000","553,070,000","548,835,000","532,113,000","547,363,000","536,301,000","517,876,000","506,347,000","486,279,000","471,606,000","453,754,000","437,745,000","428,319,000","413,014,000","402,861,000","387,913,000","379,648,000","366,605,000","354,398,000","343,614,000","333,816,000","316,198,000","305,700,000","295,162,000",,,,"260,790,000",,,,"235,460,000",,,,"223,285,000",,,,"183,743,000",,,,"119,976,000",,,,"100,483,000",,,,
				OtherProperties,"885,457,000","647,221,000","928,227,000","948,066,000","971,527,000","700,481,000","728,871,000","797,413,000","799,482,000","918,801,000","950,514,000","975,963,000","993,622,000","409,576,000",,,"352,550,000","355,199,000","358,154,000","364,552,000","374,320,000","375,251,000","381,218,000","379,643,000",,"374,241,000","364,253,000",,"346,912,000","337,903,000",,"331,269,000","326,396,000","318,620,000","316,542,000","310,374,000","303,854,000","300,313,000",,,"245,641,000","235,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"17,239,000",,,,"10,659,000","9,353,000","13,798,000","20,315,000","32,645,000","36,489,000","41,454,000","42,620,000","38,646,000","41,908,000","46,643,000","41,594,000","39,201,000","33,169,000","28,008,000","25,420,000","27,456,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"253,361,000","233,530,000","224,205,000","215,519,000",,,,"178,349,000",,,,"158,687,000",,,,"154,140,000",,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-894,190,000",,,,"-840,372,000","-821,368,000","-812,366,000","-791,952,000","-773,053,000","-751,745,000","-766,686,000","-748,167,000","-728,501,000","-712,816,000","-694,419,000","-675,165,000","-663,963,000","-643,242,000","-628,250,000","-609,106,000","-591,418,000","-572,061,000","-552,470,000","-536,559,000","-519,077,000","-502,312,000","-487,215,000","-470,194,000","-454,235,000","-436,764,000","-423,778,000","-410,912,000","-395,743,000","-380,227,000","-366,940,000","-350,889,000","-335,983,000","-310,681,000","-296,629,000","-284,264,000","-274,955,000",,,,"-228,748,000",,,,"-187,723,000",,,,"-144,059,000","-116,430,000","-116,430,000","-116,430,000","-116,430,000","-96,278,000","-96,278,000","-96,278,000","-96,278,000","-79,403,000","-79,403,000","-79,403,000","-79,403,000",,,,"-62,485,000"
		GoodwillAndOtherIntangibleAssets,"114,010,000","109,182,000","109,660,000","109,560,000","109,786,000","109,290,000","109,307,000","109,318,000","107,563,000","136,490,000","136,941,000","137,392,000","133,179,000","135,642,000","45,899,000","46,184,000","26,034,000","26,034,000","29,034,000","112,754,000","113,733,000","114,797,000","115,451,000","120,359,000","121,298,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","28,927,000","29,140,000","29,354,000","25,899,000","29,781,000","29,994,000","30,208,000","30,421,000","30,635,000","30,848,000","31,040,000","31,254,000","31,467,000","31,683,000","31,899,000","32,115,000","32,331,000","32,547,000","38,829,000","32,978,000"
			Goodwill,"93,655,000","93,655,000","93,655,000","93,655,000","93,655,000","93,655,000","93,655,000","93,655,000","93,655,000","113,644,000","113,644,000","116,280,000","90,881,000","89,513,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","79,689,000","79,689,000","79,689,000","77,208,000","81,043,000","80,684,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000","25,899,000",,,,"25,899,000"
			OtherIntangibleAssets,"20,355,000","15,527,000","16,005,000","15,905,000","16,131,000","15,635,000","15,652,000","15,663,000","13,908,000","22,846,000","23,297,000","21,112,000","42,298,000","46,129,000","20,000,000","20,285,000","135,000","135,000","3,135,000","33,065,000","34,044,000","35,108,000","38,243,000","39,316,000","40,614,000",,,,,,,,,,,,,,,,,,,,,,,,,,"3,028,000","3,241,000","3,455,000",,"3,882,000","4,095,000","4,309,000","4,522,000","4,736,000","4,949,000","5,141,000","5,355,000","5,568,000","5,784,000","6,000,000","6,216,000","32,331,000","32,547,000","38,829,000","7,079,000"
		InvestmentsAndAdvances,"55,118,000","55,578,000","56,623,000","55,149,000","57,012,000","58,598,000","57,978,000","56,690,000","57,538,000","57,760,000","54,964,000","55,033,000","60,193,000","58,125,000","0","0","2,401,000","6,096,000","7,180,000","10,350,000","13,705,000","93,734,000","94,122,000","95,162,000","98,845,000","93,141,000","327,712,000","201,291,000","143,676,000","242,643,000","227,097,000","250,760,000","235,411,000","243,188,000","234,748,000","230,599,000","134,127,000","96,712,000","92,674,000","103,791,000","77,218,000","53,858,000","65,471,000","66,786,000","54,913,000","49,987,000","11,767,000","19,319,000",,,,,,"1,266,000",,,,,,,,,,,,,,,,"23,676,000"
			LongTermEquityInvestment,"55,118,000","55,578,000","56,623,000","55,149,000","57,012,000","58,598,000","57,978,000","56,690,000","57,538,000","57,760,000","54,964,000","55,033,000","60,193,000","58,125,000","0","0","2,401,000","6,096,000","7,180,000","10,350,000","13,705,000","15,830,000","17,996,000","17,261,000","18,389,000","21,188,000","21,229,000","21,986,000","22,952,000","25,887,000","24,838,000","24,788,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,"56,690,000","57,538,000","57,760,000","54,964,000","55,033,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,"58,598,000","57,978,000","56,690,000","57,538,000","57,760,000","54,964,000","55,033,000",,,,,,,"0","0","0","77,904,000","76,126,000","77,901,000","80,456,000","71,953,000","306,483,000","179,305,000","120,724,000","216,756,000","202,259,000","225,972,000","235,411,000","243,188,000","234,748,000","230,599,000","134,127,000","96,712,000","92,674,000","103,791,000","77,218,000","53,858,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,"0","0","0","0","123,710,000","115,895,000","60,249,000","60,094,000","52,928,000","53,121,000","50,579,000","50,200,000","50,618,000","44,170,000","45,930,000","44,627,000","46,686,000","43,304,000","47,819,000","47,755,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,"0","0","0","0","208,976,000","182,866,000","139,269,000","31,863,000","39,452,000","29,515,000","27,909,000","30,283,000","42,966,000","14,235,000","28,174,000","27,671,000","35,284,000","18,765,000","16,287,000","14,934,000","21,103,000","20,690,000","21,217,000","21,815,000","8,666,000","8,944,000","9,588,000","11,332,000","14,643,000","12,466,000","11,598,000","11,587,000","10,562,000","14,366,000","13,393,000","9,443,000","0","0",,"15,653,000","104,868,000","124,793,000",,"5,439,000",,"11,813,000",,"11,443,000","3,686,000","2,150,000","2,456,000","6,619,000","5,348,000","3,646,000","6,052,000","6,567,000",,"2,117,000","1,743,000","2,206,000","2,681,000","2,017,000","1,882,000","1,562,000","2,768,000","1,842,000",,"881,000"
			NonCurrentDeferredTaxesAssets,,,"0","0","0","0","208,976,000","182,866,000","139,269,000","31,863,000","39,452,000","29,515,000","27,909,000","30,283,000","42,966,000","14,235,000","28,174,000","27,671,000","35,284,000","18,765,000","16,287,000","14,934,000","21,103,000","20,690,000","21,217,000","21,815,000","8,666,000","8,944,000","9,588,000","11,332,000","14,643,000","12,466,000","11,598,000","11,587,000","10,562,000","14,366,000","13,393,000","9,443,000","0",,,"15,653,000","104,868,000","124,793,000",,"5,439,000",,"11,813,000",,"11,443,000","3,686,000","2,150,000","2,456,000","6,619,000","5,348,000","3,646,000","6,052,000","6,567,000",,"2,117,000","1,743,000","2,206,000","2,681,000","2,017,000","1,882,000","1,562,000","2,768,000","1,842,000",,"881,000"
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,"688,000","715,000","741,000","768,000","795,000","821,000","848,000","875,000","902,000","866,000","830,000","794,000","758,000","722,000","686,000","514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"33,734,000","31,651,000","29,117,000","29,513,000","30,843,000","31,172,000","31,585,000","23,780,000","24,941,000","24,337,000","33,549,000","32,407,000","32,384,000","31,739,000","19,394,000","19,883,000","19,793,000","19,709,000","19,023,000","17,429,000","17,618,000","16,605,000","20,530,000","21,145,000","22,331,000","13,300,000","7,566,000","7,600,000","7,867,000","7,898,000","8,092,000","8,141,000","8,884,000","8,672,000","8,518,000","8,030,000","7,827,000","7,946,000","8,144,000","8,285,000","8,523,000","8,757,000","8,777,000","9,229,000","4,797,000",,"5,243,000","31,132,000","18,180,000",,,,,,"4,493,000","5,760,000","8,391,000","12,500,000","6,501,000","2,500,000","2,500,000",,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"1,670,951,000","1,602,238,000","1,700,283,000","1,634,937,000","1,769,653,000","1,733,578,000","1,856,200,000","1,866,630,000","1,939,735,000","1,744,156,000","1,793,797,000","1,827,999,000","1,786,317,000","788,207,000","532,193,000","525,532,000","470,750,000","463,258,000","483,017,000","466,266,000","526,176,000","490,988,000","508,492,000","517,605,000","523,423,000","464,185,000","429,895,000","448,406,000","473,173,000","427,123,000","454,356,000","442,601,000","408,057,000","422,700,000","410,556,000","435,433,000","391,398,000","403,524,000","444,079,000","406,377,000","408,899,000","421,313,000","413,884,000","565,861,000","357,671,000","368,133,000","344,125,000","320,508,000","330,331,000","325,875,000","344,932,000","264,984,000","283,805,000","255,613,000","314,597,000","281,541,000","255,260,000","260,402,000","250,034,000","267,747,000","251,170,000","233,724,000","232,282,000","205,407,000","225,297,000","202,999,000","188,523,000","194,310,000","209,637,000","216,611,000"
	CurrentLiabilities,"757,299,000","758,917,000","880,862,000","774,730,000","800,222,000","752,683,000","831,566,000","669,218,000","732,726,000","680,031,000","641,830,000","648,863,000","596,024,000","463,160,000","381,463,000","375,216,000","325,384,000","324,526,000","336,303,000","287,311,000","349,369,000","316,605,000","304,915,000","314,432,000","323,285,000","323,426,000","287,061,000","304,377,000","331,780,000","283,790,000","311,816,000","300,122,000","270,644,000","284,402,000","277,712,000","303,776,000","264,164,000","275,311,000","299,212,000","263,505,000","287,362,000","307,549,000","306,017,000","459,741,000","236,746,000","253,716,000","238,153,000","224,200,000","233,493,000","224,719,000","249,080,000","167,885,000","185,149,000","158,326,000","215,553,000","185,759,000","162,365,000","168,905,000","163,147,000","188,746,000","174,066,000","159,267,000","160,038,000","140,261,000","161,082,000","139,589,000","124,767,000","135,190,000","122,844,000","108,927,000"
