name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"-55,513,000","-21,695,000","-10,292,000","-13,777,000","-9,749,000","-14,089,000","4,654,000","-7,419,000","-7,421,000","-13,179,000","-4,535,000","-8,832,000","-7,468,000","-5,352,000","-8,108,000","-6,643,000","-3,909,000","-10,061,000","-4,402,000","-7,485,000","-6,227,000","-3,992,000","-4,188,000"
	CashFlowFromContinuingOperatingActivities,"-55,513,000","-21,695,000","-10,292,000","-13,777,000","-9,749,000","-14,089,000","4,654,000","-7,419,000","-7,421,000","-13,179,000","-4,535,000","-8,832,000","-7,468,000","-5,352,000","-8,108,000","-6,643,000","-3,909,000","-10,061,000","-4,402,000","-7,485,000","-6,227,000","-3,992,000","-4,188,000"
		NetIncomeFromContinuingOperations,"-65,737,000","-18,153,000","-20,026,000","-15,661,000","-11,897,000","-10,104,000","-9,821,000","2,203,000","-12,302,000","-11,610,000","-10,958,000","-9,870,000","-10,563,000","-9,405,000","-9,334,000","-7,657,000","-7,343,000","-7,202,000","-7,382,000","-6,614,000","-6,632,000","-6,391,000","-7,314,000"
		OperatingGainsLosses,"808,000","348,000","224,000","118,000","118,000","128,000","92,000","147,000","108,000","69,000","116,000","10,000",,,"-15,000",,,,"152,000","-31,000","-99,000","68,000","2,451,000"
			GainLossOnSaleOfPPE,"808,000","348,000","224,000","118,000","118,000","128,000","92,000","147,000","108,000","69,000","116,000","10,000",,,,,,,"0",,,,"0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"152,000","-31,000","-99,000","68,000","373,000"
		DepreciationAmortizationDepletion,"5,058,000","1,358,000","1,285,000","1,222,000","1,193,000","1,151,000","1,125,000","1,108,000","1,033,000","1,046,000","821,000","1,235,000","544,000","409,000","332,000","411,000","337,000","272,000","145,000","122,000","111,000","104,000","113,000"
			DepreciationAndAmortization,"5,058,000","1,358,000","1,285,000","1,222,000","1,193,000","1,151,000","1,125,000","1,108,000","1,033,000","1,046,000","821,000","1,235,000","544,000","409,000","332,000","411,000","337,000","272,000","145,000","122,000","111,000","104,000","113,000"
				Depreciation,,,,,,,,,,,,,,,,,,,"145,000",,,,"113,000"
		AssetImpairmentCharge,"22,000","-171,000","-73,000","266,000","0","20,000","41,000","96,000",,,,,,,,,,,,,,,
		StockBasedCompensation,"16,416,000","3,827,000","4,931,000","4,008,000","3,650,000","3,386,000","3,129,000","2,360,000","2,501,000","2,109,000","1,675,000","1,828,000","1,601,000","1,284,000","1,491,000","1,867,000","890,000","636,000","737,000","623,000","550,000","258,000","191,000"
		OtherNonCashItems,,,"0","22,000","132,000","186,000","73,000","498,000","-223,000","460,000","632,000","22,000","22,000","24,000","37,000","34,000","46,000","53,000","55,000","54,000","54,000","75,000","88,000"
		ChangeInWorkingCapital,"-12,234,000","-8,904,000","3,367,000","-3,752,000","-2,945,000","-8,856,000","10,056,000","-13,735,000","1,462,000","-5,253,000","3,179,000","-2,057,000","914,000","2,336,000","-619,000","-1,299,000","2,161,000","-3,820,000","1,891,000","-1,639,000","-211,000","1,894,000","283,000"
			ChangeInReceivables,"-7,761,000","1,319,000","-5,297,000","-3,296,000","-487,000","2,227,000","9,120,000","-16,805,000","2,619,000","-1,174,000","1,109,000","-2,178,000","-1,831,000","-465,000","-2,143,000","-1,063,000","1,075,000","1,148,000","-1,395,000","-1,078,000","527,000","264,000","-1,877,000"
				ChangesInAccountReceivables,"-7,761,000","1,319,000","-5,297,000","-3,296,000","-487,000","2,227,000","9,120,000","-16,805,000","2,619,000","-1,174,000","1,109,000","-2,178,000","-1,831,000","-465,000","-2,143,000","-1,063,000","1,075,000","1,148,000","-1,395,000","-1,078,000","527,000","264,000","-1,877,000"
			ChangeInInventory,"-6,247,000","-484,000","341,000","-1,638,000","-4,466,000","-2,327,000","-1,614,000","-1,000","-2,106,000","-1,398,000","496,000","-1,038,000","-1,107,000","-1,798,000","-627,000","111,000","-154,000","-933,000","-1,008,000","-325,000","-545,000","-165,000","-65,000"
			ChangeInPrepaidAssets,"-719,000","-2,070,000","1,002,000","1,557,000","-1,208,000","-1,744,000","-3,922,000","-121,000","611,000","-495,000","393,000","-406,000","160,000","142,000","-1,075,000","-72,000","242,000","-923,000","85,000","-138,000","33,000","-253,000","34,000"
			ChangeInPayablesAndAccruedExpense,"-783,000","-5,306,000","3,386,000","-1,012,000","2,149,000","-2,109,000","836,000","772,000","186,000","-1,145,000","1,456,000","765,000","-279,000","-1,321,000","1,166,000","778,000","51,000","-677,000","306,000","1,257,000","-146,000","-414,000","1,386,000"
				ChangeInPayable,"-783,000","-5,306,000","3,386,000","-1,012,000","2,149,000","-2,109,000","836,000","772,000","186,000","-1,145,000","1,456,000","765,000","-279,000","-1,321,000","1,166,000","778,000","51,000","-677,000","306,000","1,257,000","-146,000","-414,000","1,386,000"
					ChangeInAccountPayable,"-783,000","-5,306,000","3,386,000","-1,012,000","2,149,000","-2,109,000","836,000","772,000","186,000","-1,145,000","1,456,000","765,000","-279,000","-1,321,000","1,166,000","778,000","51,000","-677,000","306,000","1,257,000","-146,000","-414,000","1,386,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,"902,000","947,000","-1,904,000","691,000","179,000","754,000","411,000","1,053,000"
			ChangeInOtherCurrentAssets,"15,000","1,000","1,000","17,000","-4,000","-16,000","16,000","155,000","-5,000","32,000","0","-23,000","-1,000","3,000","300,000","-33,000",,,,"-1,208,000",,,"0"
			ChangeInOtherCurrentLiabilities,"-1,537,000","-358,000","-583,000","-300,000","-296,000","-414,000","-510,000","388,000","-126,000","76,000","-223,000","620,000","3,366,000","6,082,000",,,,,,,,,
			ChangeInOtherWorkingCapital,"4,798,000","-2,006,000","4,517,000","920,000","1,367,000","-4,473,000","6,130,000","1,877,000","283,000","-1,149,000","-52,000","203,000","606,000","-307,000","1,760,000","-1,020,000","947,000","-2,435,000","1,864,000","-147,000","751,000","2,462,000","805,000"
InvestingCashFlow,"-9,647,000","-874,000","-2,194,000","-2,015,000","-4,564,000","2,435,000","1,523,000","-788,000","-935,000","-426,000","-544,000","-15,002,000","-3,913,000","-5,917,000","-107,000","-1,656,000","-242,000","-3,449,000","-339,000","-130,000","-496,000","-167,000","-436,000"
	CashFlowFromContinuingInvestingActivities,"-9,647,000","-874,000","-2,194,000","-2,015,000","-4,564,000","2,435,000","1,523,000","-788,000","-935,000","-426,000","-544,000","-15,002,000","-3,913,000","-5,917,000","-107,000","-1,656,000","-242,000","-3,449,000","-339,000","-130,000","-496,000","-167,000","-436,000"
		NetPPEPurchaseAndSale,"-14,931,000","-1,394,000","-2,453,000","-3,824,000","-7,260,000","-79,000","-1,781,000","-788,000","-935,000","-426,000","-544,000","-473,000","-3,913,000","-5,917,000","-121,000","-707,000","-242,000","-448,000","-339,000","-130,000","-496,000","-167,000","-136,000"
			PurchaseOfPPE,"-14,931,000","-1,394,000","-2,453,000","-3,824,000","-7,260,000","-79,000","-1,781,000","-788,000","-935,000","-426,000","-544,000","-473,000","-3,913,000","-5,917,000","-121,000","-707,000","-242,000","-448,000","-339,000","-130,000","-496,000","-167,000","-136,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,"0",,,,"0"
		NetBusinessPurchaseAndSale,,,,,,,,,,,"0","-14,529,000","0","0","-1,000","-799,000","0","-3,001,000",,,"0","0",
			PurchaseOfBusiness,,,,,,,,,,,"0","-14,529,000","0","0","-1,000","-799,000","0","-3,001,000",,,"0","0",
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,"0",,,,"-300,000"
