name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"48,806,000","5,473,000","19,117,000","14,369,000","9,847,000","-1,987,000","7,775,000","10,802,000","-18,630,000","1,450,000"
	CashFlowFromContinuingOperatingActivities,"48,806,000","5,473,000","19,117,000","14,369,000","9,847,000","-1,987,000","7,775,000","10,802,000","-18,630,000","1,450,000"
		NetIncomeFromContinuingOperations,"6,891,000","4,026,000","4,408,000","-9,272,000","7,729,000","1,102,000","-4,539,000","-6,543,000","-11,372,000","959,000"
		OperatingGainsLosses,,"-196,000","0",,,,,,,
			GainLossOnSaleOfPPE,,,"0",,,,"-41,000",,,
			GainLossOnInvestmentSecurities,,"-196,000",,,,,,,,
		DepreciationAmortizationDepletion,"20,255,000","5,060,000","5,074,000","4,850,000","5,271,000","5,138,000","4,570,000","5,074,000","5,040,000","4,898,000"
			DepreciationAndAmortization,"20,255,000","5,060,000","5,074,000","4,850,000","5,271,000","5,138,000","4,570,000","5,074,000","5,040,000","4,898,000"
		DeferredTax,"980,000","785,000",,,,,,,,
			DeferredIncomeTax,"980,000","785,000",,,,,,,,
		AssetImpairmentCharge,,,"317,000",,,,"0",,,
		ProvisionandWriteOffofAssets,"473,000","-39,000","0","211,000","301,000","104,000",,"0","0","0"
		StockBasedCompensation,"14,172,000","3,335,000","3,183,000","7,395,000","259,000","298,000","403,000","403,000","419,000","827,000"
		OtherNonCashItems,"830,000","120,000","120,000","240,000","350,000","334,000","1,357,000","615,000","309,000","88,000"
		ChangeInWorkingCapital,"-1,564,000","-7,618,000","5,820,000","4,297,000","-4,063,000","-8,963,000","6,025,000","4,597,000","-13,026,000","-5,322,000"
			ChangeInReceivables,"4,748,000","-1,273,000","1,393,000","3,134,000","1,494,000","-8,206,000","3,940,000","-160,000","-5,103,000","3,044,000"
				ChangesInAccountReceivables,"4,748,000","-1,273,000","1,393,000","3,134,000","1,494,000","-8,206,000","3,940,000","-160,000","-5,103,000","3,044,000"
			ChangeInInventory,"-6,632,000","-1,546,000","-795,000","855,000","-5,146,000","-4,374,000","3,431,000","4,791,000","775,000","-3,896,000"
			ChangeInPrepaidAssets,"1,487,000","-76,000","205,000","5,441,000","-4,083,000","-3,479,000","-723,000","-1,272,000","-517,000","388,000"
			ChangeInPayablesAndAccruedExpense,"-2,763,000","-4,508,000","4,042,000","-5,595,000","3,298,000","6,962,000","566,000","1,403,000","-7,304,000","-5,164,000"
			ChangeInOtherCurrentLiabilities,"994,000","-115,000","605,000","594,000","-90,000","-76,000","-1,218,000","-52,000","-83,000","94,000"
			ChangeInOtherWorkingCapital,"602,000","-100,000","370,000","-132,000","464,000","210,000","29,000","-113,000","-794,000","212,000"
