name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
OperatingCashFlow,"2,678,700,000","956,200,000","994,993,000","927,219,000","-199,767,000","921,055,000","491,532,000","907,748,000","1,038,527,000","815,698,000","446,008,000","334,789,000","463,749,000","324,784,000","314,578,000","381,348,000","321,703,000","252,657,000","227,511,000","170,086,000","181,653,000","265,692,000","144,724,000","65,656,000","40,860,000","-15,137,000","-16,014,000","-47,024,000","-95,213,000","-207,181,000","-121,870,000","-87,647,000","-127,920,000","-175,762,000","28,855,000","-13,720,000","-927,000","-65,778,000","40,559,000","105,961,000","118,405,000","2,916,000","503,663,000","42,895,000","-216,195,000","-186,628,000","-166,103,000","-163,990,000","-108,887,000","-196,462,000","-102,327,000","-21,635,000","-118,065,000","-185,559,000","-97,225,000","-127,480,000","103,758,000","-105,535,000","-52,692,000","-63,641,000","-68,335,000","-67,808,000","-4,287,000","101,502,000","-58,982,000","-60,708,000","-7,003,000","-56,311,000","-53,910,000","-54,830,000","-23,642,000","-43,675,000","-22,971,000","-51,872,000","-28,701,000","-48,532,000","-40,318,000","-50,072,000","-13,476,000","-18,286,000","-17,496,000","-30,281,000","42,257,000","-39,060,000","-2,747,000","-8,524,000","-13,823,000","-10,249,000","22,977,000","-15,549,000","9,200,000","-13,500,000","-12,600,000","-14,900,000","-10,800,000","1,000,000","-9,100,000","-12,200,000","-3,500,000","-2,800,000","-400,000","-2,700,000","-2,900,000","-6,900,000","-22,200,000","-8,300,000","300,000","-4,400,000","-6,900,000","-5,000,000","-5,400,000","-2,600,000","-3,200,000","-3,500,000","10,300,000","100,000","100,000","-1,900,000","-1,500,000","-1,400,000","-1,000,000","-1,400,000","-400,000","-700,000"
	CashFlowFromContinuingOperatingActivities,"2,678,700,000","956,200,000","994,993,000","927,219,000","-199,767,000","921,055,000","491,532,000","907,748,000","1,038,527,000","815,698,000","446,008,000","334,789,000","463,749,000","324,784,000","314,578,000","381,348,000","321,703,000","252,657,000","227,511,000","170,086,000","181,653,000","265,692,000","144,724,000","65,656,000","40,860,000","-15,137,000","-16,014,000","-47,024,000","-95,213,000","-207,181,000","-121,870,000","-87,647,000","-127,920,000","-175,762,000","28,855,000","-13,720,000","-927,000","-65,778,000","40,559,000","105,961,000","118,405,000","2,916,000","503,663,000","42,895,000","-216,195,000","-186,628,000","-166,103,000","-163,990,000","-108,887,000","-196,462,000","-102,327,000","-21,635,000","-118,065,000","-185,559,000","-97,225,000","-127,480,000","103,758,000","-105,535,000","-52,692,000","-63,641,000","-68,335,000","-67,808,000","-4,287,000","101,502,000","-58,982,000","-60,708,000","-7,003,000","-56,311,000","-53,910,000","-54,830,000","-23,642,000","-43,675,000","-22,971,000","-51,872,000","40,945,000","-48,532,000","-40,318,000","-50,072,000","-13,476,000","-18,286,000","-17,496,000","-30,281,000","42,257,000","-39,060,000","-2,747,000","-8,524,000","-13,823,000","-10,249,000","22,977,000","-15,549,000","9,200,000","-13,500,000","-12,600,000","-14,900,000","-10,800,000","1,000,000","-9,100,000","-12,200,000","-3,500,000","-2,800,000","-400,000","-2,700,000","-2,900,000","-6,900,000","-22,200,000","-8,300,000","300,000","-4,400,000","-6,900,000","-5,000,000","-5,400,000","-2,600,000","-3,200,000","-3,500,000","10,300,000","100,000","100,000","-1,900,000","-1,500,000","-1,400,000","-1,000,000","-1,400,000","-400,000","-700,000"
		NetIncomeFromContinuingOperations,"2,451,100,000","762,100,000","770,110,000","851,928,000","66,924,000","653,138,000","604,190,000","667,434,000","837,270,000","602,753,000","583,234,000","57,518,000","267,427,000","268,631,000","1,525,096,000","128,456,000","206,250,000","227,301,000","102,185,000","-291,267,000","31,169,000","249,548,000","27,759,000","-39,537,000","-36,151,000","-36,102,000","-74,669,000","-93,816,000","-220,992,000","-198,704,000","-180,846,000","-170,060,000","-159,382,000","-232,457,000","-184,549,000","-128,662,000","-61,712,000","-312,627,000","-78,076,000","-26,467,000","-34,468,000","87,876,000","188,141,000","228,452,000","-199,318,000","-176,096,000","-180,392,000","-208,957,000","-200,006,000","-165,271,000","-158,644,000","-149,565,000","-171,297,000","-162,672,000","-142,332,000","-130,044,000","-91,321,000","-96,154,000","-85,751,000","-107,033,000","-117,767,000","-80,728,000","-27,344,000","-51,802,000","-77,658,000","-50,087,000","-38,131,000","-79,578,000","-40,988,000","-44,720,000","-42,769,000","-38,771,000","-44,269,000","-40,438,000","-41,029,000","-86,421,000","-89,928,000","20,611,000","-32,083,000","-33,452,000","-21,019,000","-22,067,000","-3,260,000","-41,996,000","-12,107,000","-8,870,000","-11,254,000","-24,858,000","12,613,000","-16,159,000","1,700,000","-14,300,000","-10,800,000","-17,600,000","-12,600,000","-2,300,000","-9,800,000","-8,400,000","-6,800,000","-5,800,000","-1,400,000","-5,800,000","-3,900,000","-6,300,000","-22,300,000","-7,500,000","-800,000","-7,000,000","-9,000,000","-4,700,000","-4,900,000","-3,900,000","-5,600,000","-3,200,000","8,700,000","-2,600,000","-800,000","-3,300,000","-2,700,000","-2,200,000","-2,000,000","-1,600,000","-1,300,000","-1,200,000"
		OperatingGainsLosses,"6,200,000","75,600,000","-12,107,000","-46,679,000","-10,609,000","52,295,000","-171,071,000","-75,750,000","-109,986,000","44,870,000",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,"23,000","344,000",,,,,,,,"41,246,000","0","0","22,000","5,821,000","157,000","12,314,000","2,056,000","11,000","-414,000","-72,000","-147,000","78,000","0","176,000","43,000","-3,310,000","-6,735,000","1,000","-1,045,000","19,468,000","32,703,000","2,329,000","1,647,000","4,121,000","878,000","-871,000","3,060,000","70,123,000","295,000","5,336,000","-69,346,000","706,000","1,654,000","848,000","-425,000","1,327,000","-1,663,000","-345,000","-214,000","3,388,000","349,000","265,000","128,000","1,300,000","-100,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"1,077,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,000","344,000",,,,"55,000","0","0","0","17,000","0","0","22,000","-22,000","157,000","20,000","2,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"5,843,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"6,200,000","75,600,000","-12,107,000","-46,679,000","-10,609,000","52,295,000","-171,071,000","-75,750,000","-109,986,000","44,870,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"132,700,000","35,900,000","33,832,000","31,696,000","31,238,000","28,834,000","29,355,000","26,642,000","26,697,000","26,821,000","26,256,000","25,847,000","27,698,000","27,140,000","18,826,000","19,192,000","18,059,000","16,343,000","16,432,000","15,225,000","14,890,000","14,850,000","15,451,000","14,569,000","14,963,000","16,415,000","15,747,000","16,168,000","14,065,000","16,363,000","16,336,000","16,961,000","14,172,000","15,788,000","17,631,000","9,489,000","10,554,000","10,691,000","12,373,000","8,593,000","8,665,000","8,560,000","9,724,000","7,750,000","8,709,000","8,858,000","8,205,000","6,758,000","7,912,000","7,584,000","8,383,000","6,815,000","7,745,000","7,164,000","8,575,000","7,953,000","8,170,000","7,498,000","7,451,000","6,835,000","6,852,000","6,321,000","6,875,000","5,934,000","6,809,000","6,250,000","6,889,000","7,029,000","6,531,000","6,840,000","8,023,000","7,208,000","7,284,000","7,125,000","5,821,000","2,906,000","7,462,000","7,249,000","7,297,000","6,572,000","6,281,000","5,282,000","5,724,000","6,658,000","3,059,000","2,523,000","2,696,000","2,314,000","2,110,000","1,975,000","2,000,000","1,700,000","1,400,000","1,200,000","1,400,000","1,100,000","1,100,000","900,000","1,000,000","1,000,000","800,000","800,000","700,000","800,000","900,000","800,000","1,000,000","1,000,000","700,000","1,000,000","1,000,000","700,000","900,000","900,000","1,100,000","900,000","1,100,000","800,000","700,000","700,000","800,000","600,000","500,000","400,000"
			DepreciationAndAmortization,"132,700,000","35,900,000","33,832,000","31,696,000","31,238,000","28,834,000","29,355,000","26,642,000","26,697,000","26,821,000","26,256,000","25,847,000","27,698,000","27,140,000","18,826,000","19,192,000","18,059,000","16,343,000","16,432,000","15,225,000","14,890,000","14,850,000","15,451,000","14,569,000","14,963,000","16,415,000","15,747,000","16,168,000","14,065,000","16,363,000","16,336,000","16,961,000","14,172,000","15,788,000","17,631,000","9,489,000","10,554,000","10,691,000","12,373,000","8,593,000","8,665,000","8,560,000","9,724,000","7,750,000","8,709,000","8,858,000","8,205,000","6,758,000","7,912,000","7,584,000","8,383,000","6,815,000","7,745,000","7,164,000","8,575,000","7,953,000","8,170,000","7,498,000","7,451,000","6,835,000","6,852,000","6,321,000","6,875,000","5,934,000","6,809,000","6,250,000","6,889,000","7,029,000","6,531,000","6,840,000","8,023,000","7,208,000","7,284,000","7,125,000","5,821,000","2,906,000","7,462,000","7,249,000","7,297,000","6,572,000","6,281,000","5,282,000","5,724,000","6,658,000","3,059,000","2,523,000","2,696,000","2,314,000","2,110,000","1,975,000","2,000,000","1,700,000","1,400,000","1,200,000","1,400,000","1,100,000","1,100,000","900,000","1,000,000","1,000,000","800,000","800,000","700,000","800,000","900,000","800,000","1,000,000","1,000,000","700,000","1,000,000","1,000,000","700,000","900,000","900,000","1,100,000","900,000","1,100,000","800,000","700,000","700,000","800,000","600,000","500,000","400,000"
