name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,481,327,327","1,639,245,388","3,383,875,617","5,922,560,452"
EnterpriseValue,"1,044,674,327","1,242,130,388","2,947,596,617","6,145,413,452"
PsRatio,"2.94","1.307","8.372","15.556"
PbRatio,"3.142","3.414","6.944",
EnterprisesValueRevenueRatio,"2.075","9.132","21.793","50.686"
EnterprisesValueEBITDARatio,"-22.584","-59.285","-195.932","-565.355"
