name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"4,361,563,000","4,258,530,000","3,120,688,000","2,998,718,000","2,892,102,000","2,815,283,000","2,747,801,000","2,670,579,000","2,631,840,000","2,603,963,000","2,624,122,000","2,581,123,000","2,542,827,000","2,454,531,000","2,456,826,000","2,400,616,000","1,767,938,000","1,749,549,000","1,697,694,000","1,761,059,000","1,687,939,000","1,690,119,000","1,656,463,000","1,635,417,000","1,625,855,000","1,642,249,000","1,613,310,000","1,550,430,000","1,469,680,000","1,476,430,000"
	CurrentAssets,"1,281,168,000","1,187,691,000","1,068,105,000","952,463,000","960,710,000","936,405,000","926,504,000","837,103,000","782,327,000","779,827,000","789,390,000","748,288,000","704,174,000","704,697,000","699,118,000","644,381,000","500,881,000","511,592,000","465,666,000","526,589,000","489,954,000","526,553,000","492,406,000","475,833,000","465,262,000","480,361,000","472,460,000","409,710,000","329,850,000","335,240,000"
		CashCashEquivalentsAndShortTermInvestments,"126,553,000","139,779,000","327,906,000","261,739,000","319,619,000","330,007,000","315,338,000","258,837,000","187,039,000","184,807,000","171,591,000","141,767,000","98,278,000","100,929,000","93,463,000","65,737,000","37,334,000","56,521,000","18,460,000","94,233,000","80,370,000","134,375,000","104,497,000","102,090,000","108,150,000","112,848,000","108,340,000","63,270,000","3,600,000","2,970,000"
			CashAndCashEquivalents,"126,553,000","139,779,000","327,906,000","261,739,000","319,619,000","330,007,000","315,338,000","258,837,000","187,039,000","184,807,000","171,591,000","141,767,000","98,278,000","100,929,000","93,463,000","65,737,000","37,334,000","56,521,000","18,460,000","94,233,000","80,370,000","134,375,000","104,497,000","102,090,000","108,150,000","112,848,000","108,340,000","63,270,000","3,600,000","2,970,000"
		Receivables,"735,452,000","668,419,000","516,941,000","491,625,000","462,848,000","427,340,000","436,548,000","423,000,000","431,649,000","428,844,000","454,640,000","444,823,000","428,713,000","407,106,000","419,706,000","396,220,000","313,568,000","308,508,000","315,382,000","297,325,000","269,359,000","252,624,000","265,655,000","254,998,000","243,000,000","235,549,000","247,250,000","237,080,000","217,190,000","220,180,000"
			AccountsReceivable,"735,452,000","668,419,000","516,941,000","491,625,000","462,848,000","427,340,000","436,548,000","423,000,000","431,649,000","428,844,000","454,640,000","444,823,000","428,713,000","407,106,000","419,706,000","396,220,000","313,568,000","308,508,000","315,382,000","297,325,000","269,359,000","252,624,000","265,655,000","254,998,000","243,000,000","235,549,000","247,250,000","237,080,000","217,190,000","220,180,000"
				GrossAccountsReceivable,"745,939,000","677,217,000","525,797,000","499,962,000","470,019,000","434,266,000","444,670,000","430,541,000","438,849,000","433,698,000","460,063,000","450,022,000","433,466,000","410,782,000","424,635,000","399,523,000","316,576,000","312,181,000","319,111,000","300,891,000","272,992,000","255,998,000","269,262,000","258,479,000","246,334,000","238,948,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,487,000","-8,798,000","-8,856,000","-8,337,000","-7,171,000","-6,926,000","-8,122,000","-7,541,000","-7,200,000","-4,854,000","-5,423,000","-5,199,000","-4,753,000","-3,676,000","-4,929,000","-3,303,000","-3,008,000","-3,673,000","-3,729,000","-3,566,000","-3,633,000","-3,374,000","-3,607,000","-3,481,000","-3,334,000","-3,399,000",,,,
		Inventory,"390,061,000","352,801,000","202,018,000","178,576,000","163,988,000","161,369,000","142,517,000","147,304,000","152,721,000","149,078,000","146,702,000","150,282,000","160,689,000","168,977,000","161,875,000","158,495,000","138,447,000","131,342,000","116,781,000","111,640,000","112,633,000","116,190,000","105,829,000","102,216,000","108,016,000","118,701,000","103,400,000","98,890,000","104,390,000","106,970,000"
		PrepaidAssets,"29,102,000","26,692,000","21,240,000","20,523,000","14,255,000","17,689,000","32,101,000","7,962,000","10,918,000","17,098,000","16,457,000","11,416,000","16,494,000","27,685,000","24,074,000","23,929,000","11,532,000","15,221,000","15,043,000","23,391,000","27,592,000","23,364,000","16,425,000","16,529,000","6,096,000","13,263,000","7,120,000","4,620,000","4,670,000","5,120,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,350,000","5,850,000",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,350,000","5,850,000",,
	TotalNonCurrentAssets,"3,080,395,000","3,070,839,000","2,052,583,000","2,046,255,000","1,931,392,000","1,878,878,000","1,821,297,000","1,833,476,000","1,849,513,000","1,824,136,000","1,834,732,000","1,832,835,000","1,838,653,000","1,749,834,000","1,757,708,000","1,756,235,000","1,267,057,000","1,237,957,000","1,232,028,000","1,234,470,000","1,197,985,000","1,163,566,000","1,164,057,000","1,159,584,000","1,160,593,000","1,161,888,000","1,140,850,000","1,140,720,000","1,139,830,000","1,141,190,000"
		NetPPE,"433,200,000","421,751,000","307,577,000","300,540,000","281,127,000","263,543,000","253,791,000","261,415,000","271,655,000","265,214,000","264,452,000","263,454,000","264,113,000","167,961,000","166,748,000","159,265,000","115,441,000","107,121,000","98,144,000","98,185,000","95,788,000","92,760,000","91,992,000","91,829,000","92,098,000","93,066,000","92,390,000","91,920,000","92,200,000","93,160,000"
