name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalRevenue,"239,301,597","67,564,055","62,200,287","61,125,384","48,411,871","47,520,496","41,438,344","37,634,537","36,500,525","39,462,537","20,404,703","37,155,767","0","0","0","0","0",,"0"
	OperatingRevenue,"239,301,597","67,564,055","62,200,287","61,125,384","48,411,871","47,520,496","41,438,344","37,634,537","36,500,525","39,462,537","20,404,703","37,155,767","0","0","0","0","0",,"0"
CostOfRevenue,"59,573,952","16,564,956","15,000,478","15,287,720","12,720,798","12,474,808","11,457,121","10,492,011","8,726,627","10,771,297","-3,940,187","19,596,917",,,,,,,
GrossProfit,"179,727,645","50,999,099","47,199,809","45,837,664","35,691,073","35,045,688","29,981,223","27,142,526","27,773,898","28,691,240","24,344,890","17,558,850",,,,,,,
OperatingExpense,"229,365,279","60,807,038","59,733,620","59,603,594","49,221,027","41,186,361","38,312,195","44,001,893","33,723,810","32,070,575","37,809,759","31,705,464","1,098,216","1,004,234","939,502","171,030","40,639","60","5,270"
	SellingGeneralAndAdministration,"128,877,421","32,217,893","33,421,261","33,696,220","29,542,047","23,393,367","21,536,647","28,580,764","19,018,212","18,166,191","24,755,711","21,002,624","1,098,216","1,004,234","939,502","171,030","40,639","60","5,270"
		GeneralAndAdministrativeExpense,"3,212,982",,,,,,,,,,,,"1,098,216","1,004,234","939,502","171,030","40,639","60","5,270"
			OtherGandA,"3,212,982",,,,,,,,,,,,"1,098,216","1,004,234","939,502","171,030","40,639","60","5,270"
	DepreciationAmortizationDepletionIncomeStatement,"100,487,858","28,589,145","26,312,359","25,907,374","19,678,980","17,792,994","16,775,548","15,421,129","14,705,598","13,904,384","13,054,048","10,702,840",,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"100,487,858","28,589,145","26,312,359","25,907,374","19,678,980","17,792,994","16,775,548","15,421,129","14,705,598","13,904,384","13,054,048","10,702,840",,,,,,,
OperatingIncome,"-49,637,634","-9,807,939","-12,533,811","-13,765,930","-13,529,954","-6,140,673","-8,330,972","-16,859,367","-5,949,912","-3,379,335","-13,464,869","-14,146,614","-1,098,216","-1,004,234","-939,502","-171,030","-40,639","-60","-5,270"
NetNonOperatingInterestIncomeExpense,"-3,484,348","-988,589","-915,524","-763,614","-816,621","-1,183,357","-3,598,361","-3,624,499","-3,704,355","-3,517,785","-3,235,895","-2,685,998","1,570,916","201,253","1,448,576","1,104,596","6,369",,"0"
	InterestIncomeNonOperating,"4,325,341",,,,,,"-3,598,000",,,,,,"1,570,916","201,253","1,448,576","1,104,596","6,369",,"0"
	InterestExpenseNonOperating,"3,484,348","988,589","915,524","763,614","816,621","1,183,357","3,598,361","3,624,499","3,704,355","3,517,785","3,235,895","2,685,998",,,,,,,
OtherIncomeExpense,"7,046,126","27,525,445","-22,319,255","4,960,730","-3,120,794","-16,598,916","-956,499","2,300,003","-10,773,059","-502,915","-1,251,435","-1,766,854","89,000","1,320,593","-54,105","139,542","29,682",,
	GainOnSaleOfSecurity,,,,,,,,,,,,,"89,000","1,320,593","-54,105","139,542","29,682",,
	SpecialIncomeCharges,"-2,476,840","2,900,000","-8,126,840","1,550,000","1,200,000","-8,589,386","-500,000","3,750,000","-740,000",,"0","0",,,,,,,
		RestructuringAndMergernAcquisition,"296,840","-2,900,000","5,946,840","-1,550,000","-1,200,000","2,648,786","500,000","-3,750,000","740,000",,"0","0",,,,,,,
		WriteOff,,,"2,180,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0",,,"5,940,600",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"9,522,966","24,625,445","-14,192,415","3,410,730","-4,320,794","-8,009,530","-456,499","-1,449,997","-10,033,059","-502,915","-1,251,435","-1,766,854",,,,,,,
PretaxIncome,"-46,075,856","16,728,917","-35,768,590","-9,568,814","-17,467,369","-23,922,946","-12,885,832","-18,183,863","-20,427,326","-7,400,035","-17,952,199","-18,599,466","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
TaxProvision,"-20,906,841","3,842,542","-18,371,205","-2,260,704","-4,117,474","-5,941,773","-3,962,948","-3,382,859","-3,896,626","-1,115,592","-2,271,587","-2,719,402",,,,,,,
NetIncomeCommonStockholders,"-20,636,728","13,653,544","-15,755,139","-6,266,036","-12,269,097","-15,793,901","-9,206,442","-9,503,222","-12,627,641","-3,432,044","-7,808,872","-8,480,761","-999,643","-919,299","-866,557","-105,976","-40,639","-60","-5,270"
	NetIncome,"-20,636,728","13,653,544","-15,755,139","-6,266,036","-12,269,097","-15,793,901","-9,206,442","-9,503,222","-12,627,641","-3,432,044","-7,808,872","-8,480,761","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
		NetIncomeIncludingNoncontrollingInterests,"-25,169,015","12,886,375","-17,397,385","-7,308,110","-13,349,895","-17,981,173","-8,922,884","-14,801,004","-16,530,700","-6,284,443","-15,680,612","-15,880,064","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
			NetIncomeContinuousOperations,"-25,169,015","12,886,375","-17,397,385","-7,308,110","-13,349,895","-17,981,173","-8,922,884","-14,801,004","-16,530,700","-6,284,443","-15,680,612","-15,880,064","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
		MinorityInterests,"4,532,287","767,169","1,642,246","1,042,074","1,080,798","2,187,272","-283,558","5,297,782","3,903,059","2,852,399","7,871,740","7,399,303",,,,,,,
	OtherunderPreferredStockDividend,"5,502,962",,,,,,,,,,,,"1,561,343","1,436,911","1,321,526","1,179,084","36,051",,"0"
DilutedNIAvailtoComStockholders,"-20,636,728","13,653,544","-15,755,139","-6,266,036","-12,269,097","-15,793,901","-9,206,442","-9,503,222","-12,627,641","-3,432,044","-7,808,872","-8,480,761","-999,643","-919,299","-866,557","-105,976","-40,639","-60","-5,270"
BasicEPS,,"0.15","-0.18","-0.07","-0.15","-0.21","-0.13","-0.16","-0.3","-0.09","-0.21","-0.25","-0.13","-0.12",,"-0.01","-0.01","-0","-0.001"
DilutedEPS,,"0.12","-0.18","-0.07","-0.15","-0.21","-0.13","-0.16","-0.3","-0.09","-0.21","-0.25","-0.13","-0.12",,"-0.01","-0.01","-0","-0.001"
BasicAverageShares,,"88,607,655","88,431,186","88,273,194","79,781,185","76,602,759","71,166,120","57,913,089","41,775,128","37,624,829","37,003,144","34,326,127","7,982,110","7,968,634",,"7,799,144","6,596,299","6,596,299","6,596,299"
DilutedAverageShares,,"113,015,159","88,431,186","88,273,194","79,781,185","76,602,759","71,166,120","57,913,089","41,775,128","37,624,829","37,003,144","34,326,127","7,982,110","7,968,634",,"7,799,144","6,596,299","6,596,299","6,596,299"
TotalOperatingIncomeAsReported,"-52,114,474","-6,907,939","-20,660,651","-12,215,930","-12,329,954","-8,789,459","-8,830,972","-13,109,367","-6,689,912","-3,379,335","-13,464,869","-14,146,614","-1,098,216","-1,004,234","-939,502","-171,030","-40,639",,"-5,270"
