name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalExpenses,"288,939,231","77,371,994","74,734,098","74,891,314","61,941,825","53,661,169","49,769,316","54,493,904","42,450,437","42,841,872","33,869,572","51,302,381","1,098,216","1,004,234","939,502","171,030","40,639","60","5,270"
NetIncomeFromContinuingAndDiscontinuedOperation,"-20,636,728","13,653,544","-15,755,139","-6,266,036","-12,269,097","-15,793,901","-9,206,442","-9,503,222","-12,627,641","-3,432,044","-7,808,872","-8,480,761","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
NormalizedIncome,"-19,150,624","11,420,544","-9,822,545.8","-7,450,236","-13,185,897","-9,334,682.728","-8,860,213.522","-12,555,722","-12,028,981","-3,432,044","-7,808,872","-8,480,761","496,730","-446,420.89","494,465.65","971,242.34","-34,270","-60","-5,270"
InterestIncome,"4,325,341",,,,,,"-3,598,000",,,,,,"1,570,916","201,253","1,448,576","1,104,596","6,369",,"0"
InterestExpense,"3,484,348","988,589","915,524","763,614","816,621","1,183,357","3,598,361","3,624,499","3,704,355","3,517,785","3,235,895","2,685,998",,,,,,,
NetInterestIncome,"-3,484,348","-988,589","-915,524","-763,614","-816,621","-1,183,357","-3,598,361","-3,624,499","-3,704,355","-3,517,785","-3,235,895","-2,685,998","1,570,916","201,253","1,448,576","1,104,596","6,369",,"0"
EBIT,"-42,591,508","17,717,506","-34,853,066","-8,805,200","-16,650,748","-22,739,589","-9,287,471","-14,559,364","-16,722,971","-3,882,250","-14,716,304","-15,913,468","-1,098,216","-1,004,234","-939,502","-171,030","-40,639","-60","-5,270"
EBITDA,"57,896,350"
ReconciledCostOfRevenue,"59,573,952","16,564,956","15,000,478","15,287,720","12,720,798","12,474,808","11,457,121","10,492,011","8,726,627","10,771,297","-3,940,187","19,596,917",,,,,,,
ReconciledDepreciation,"100,487,858","28,589,145","26,312,359","25,907,374","19,678,980","17,792,994","16,775,548","15,421,129","14,705,598","13,904,384","13,054,048","10,702,840",,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-20,636,728","13,653,544","-15,755,139","-6,266,036","-12,269,097","-15,793,901","-9,206,442","-9,503,222","-12,627,641","-3,432,044","-7,808,872","-8,480,761","561,700","517,612","454,969","1,073,108","-4,588","-60","-5,270"
TotalUnusualItemsExcludingGoodwill,"-2,476,840","2,900,000","-8,126,840","1,550,000","1,200,000","-8,589,386","-500,000","3,750,000","-740,000",,"0","0","89,000","1,320,593","-54,105","139,542","29,682",,
TotalUnusualItems,"-2,476,840","2,900,000","-8,126,840","1,550,000","1,200,000","-8,589,386","-500,000","3,750,000","-740,000",,"0","0","89,000","1,320,593","-54,105","139,542","29,682",,
NormalizedEBITDA,"60,373,190","43,406,651","-413,867","15,552,174","1,828,232","3,642,791","7,988,077","-2,888,235","-1,277,373","10,022,134","-1,662,256","-5,210,628","-1,187,216","-2,324,827","-885,397","-310,572","-70,321","-60","-5,270"
TaxRateForCalcs,"0.4","0.23","0.27","0.236","0.236","0.248","0.308","0.186","0.191","0.151","0.127","0.146","0.27","0.27","0.27","0.27","0","0","0"
TaxEffectOfUnusualItems,"-990,736","667,000","-2,194,246.8","365,800","283,200","-2,130,167.728","-153,771.522","697,500","-141,340","0","0","0","24,030","356,560.11","-14,608.35","37,676.34","0","0","0"
