name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"996,188,000","1,007,701,000","962,589,000","940,514,000","954,056,000","956,257,000","985,684,000","895,285,000","915,404,000","826,677,000","820,972,000","787,960,000","781,844,000","604,855,000","574,696,000","571,884,000","579,864,000","573,534,000","576,361,000","519,897,000","477,941,000","437,206,000","439,093,000","352,623,000","358,462,000","334,140,000"
	CurrentAssets,"615,246,000","660,271,000","598,816,000","557,575,000","537,370,000","548,159,000","565,276,000","498,923,000","478,068,000","468,422,000","468,418,000","428,770,000","429,944,000","414,197,000","385,495,000","401,491,000","429,980,000","432,967,000","437,482,000","393,033,000","358,494,000","325,227,000","342,803,000","264,775,000","270,674,000","252,362,000"
		CashCashEquivalentsAndShortTermInvestments,"130,893,000","242,165,000","119,005,000","123,107,000","136,236,000","129,857,000","149,422,000","96,657,000","109,473,000","70,282,000","92,085,000","58,664,000","78,319,000","85,346,000","110,838,000","113,995,000","138,841,000","148,113,000","139,065,000","130,834,000","115,541,000","119,066,000","106,802,000","31,057,000","35,842,000","45,917,000"
			CashAndCashEquivalents,"130,893,000","242,165,000","119,005,000","123,107,000","136,236,000","129,857,000","149,422,000","96,657,000","109,473,000","70,282,000","92,085,000","58,664,000","78,319,000","85,346,000","110,838,000","113,995,000","138,841,000","148,113,000","139,065,000","130,834,000","115,541,000","119,066,000","106,802,000","31,057,000","35,842,000","45,917,000"
		Receivables,"394,057,000","365,800,000","422,878,000","379,607,000","346,452,000","368,657,000","361,554,000","347,703,000","319,463,000","373,214,000","317,293,000","311,506,000","300,319,000","304,683,000","239,331,000","250,850,000","247,965,000","133,083,000","134,458,000","117,202,000","96,564,000","73,071,000","100,150,000","87,556,000","87,032,000","84,965,000"
			AccountsReceivable,"187,993,000","154,464,000","178,104,000","147,827,000","130,417,000","127,765,000","149,985,000","128,602,000","123,466,000","180,051,000","145,691,000","149,740,000","163,781,000","172,667,000","112,258,000","116,979,000","114,411,000","117,794,000","130,578,000","114,401,000","93,979,000","66,612,000","99,139,000","86,447,000","84,766,000","71,588,000"
			TaxesReceivable,,"19,673,000",,,,"18,961,000",,,,"22,687,000",,,,"11,160,000",,,,"11,507,000",,,,"5,229,000",,,,"12,052,000"
			OtherReceivables,"206,064,000","191,663,000","244,774,000","231,780,000","216,035,000","221,931,000","211,569,000","219,101,000","195,997,000","170,476,000","171,602,000","161,766,000","136,538,000","120,856,000","127,073,000","133,871,000","133,554,000","3,782,000","3,880,000","2,801,000","2,585,000","1,230,000","1,011,000","1,109,000","2,266,000","1,325,000"
		Inventory,"17,649,000","11,533,000","11,251,000","13,168,000","11,829,000","10,839,000","14,569,000","12,368,000","9,904,000","6,731,000","11,559,000","9,738,000","6,159,000","5,735,000","7,445,000","5,593,000","4,205,000","131,922,000","130,381,000","116,727,000","120,622,000","105,403,000","107,027,000","102,802,000","105,709,000","100,435,000"
			RawMaterials,,,,,,,,,,,,,,,,,,"28,795,000","30,260,000","28,524,000","26,551,000","29,278,000","29,934,000","28,544,000","29,245,000","29,022,000"
			WorkInProcess,,,,,,,,,,,,,,,,,,"33,623,000","27,122,000","26,774,000","23,915,000","21,169,000","20,359,000","21,604,000","22,742,000","16,630,000"
			FinishedGoods,,,,,,,,,,,,,,,,,,"4,646,000","3,211,000","4,455,000","1,481,000","2,648,000","8,531,000","2,516,000","2,849,000","5,189,000"
			OtherInventories,"17,649,000","11,533,000","11,251,000","13,168,000","11,829,000","10,839,000","14,569,000","12,368,000","9,904,000","6,731,000","11,559,000","9,738,000","6,159,000","5,735,000","7,445,000","5,593,000","4,205,000","64,858,000","69,788,000","56,974,000","68,675,000","52,308,000","48,203,000","50,138,000","50,873,000","49,594,000"
		PrepaidAssets,"29,654,000","20,603,000","22,916,000","21,019,000","23,128,000","32,298,000","15,950,000","15,983,000","14,118,000","16,190,000","19,272,000","15,832,000","43,297,000","14,878,000","25,036,000","26,622,000","35,718,000","15,222,000","29,776,000","25,487,000","23,839,000","25,073,000","26,415,000","40,952,000","39,684,000","15,085,000"
		RestrictedCash,"9,869,000","10,053,000","153,000","154,000","336,000","339,000","1,987,000","312,000","662,000","992,000","1,600,000","2,122,000","1,850,000","3,555,000","2,845,000","4,431,000","3,251,000","3,849,000","3,802,000","2,783,000","1,928,000","2,259,000","2,409,000","2,408,000","2,407,000","1,760,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"0",,,,"2,807,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		AssetsHeldForSaleCurrent,"8,529,000","8,529,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"24,595,000","1,588,000","22,613,000","20,520,000","19,389,000","6,169,000","21,794,000","25,900,000","24,448,000","1,013,000","26,609,000","30,908,000",,,,"131,371,000","130,015,000","778,000","0","0","0","355,000","0","0","0","1,393,000"
	TotalNonCurrentAssets,"380,942,000","347,430,000","363,773,000","382,939,000","416,686,000","408,098,000","420,408,000","396,362,000","437,336,000","358,255,000","352,554,000","359,190,000","351,900,000","190,658,000","189,201,000","170,393,000","149,884,000","140,567,000","138,879,000","126,864,000","119,447,000","111,979,000","96,290,000","87,848,000","87,788,000","81,778,000"
		NetPPE,"339,189,000","306,770,000","339,120,000","354,707,000","363,341,000","367,828,000","378,614,000","373,942,000","387,949,000","327,358,000","320,354,000","311,928,000","307,789,000","159,423,000","150,931,000","145,348,000","126,860,000","123,480,000","119,635,000","112,432,000","103,486,000","91,166,000","78,635,000","73,575,000","74,943,000","67,732,000"
			GrossPPE,"339,189,000","468,878,000","339,120,000","354,707,000","363,341,000","510,886,000","378,614,000","493,942,000","497,866,000","428,388,000","412,778,000","399,079,000","390,800,000","237,183,000","221,545,000","213,491,000","192,788,000","185,907,000","177,168,000","164,738,000","150,968,000","134,968,000","121,144,000","112,886,000","111,564,000","101,154,000"
				Properties,,"0",,,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,"15,908,000",,,,"15,544,000",,"14,286,000","14,273,000","14,495,000","14,376,000","14,927,000","14,522,000","15,080,000","15,001,000","14,885,000","14,385,000","14,711,000","14,603,000","13,973,000","13,590,000","13,449,000","13,867,000","13,964,000","14,332,000","14,047,000"
				MachineryFurnitureEquipment,,"243,938,000",,,,"265,843,000",,"237,493,000","239,385,000","214,451,000","207,065,000","178,995,000","173,635,000","165,966,000","154,218,000","139,955,000","141,747,000","138,656,000","124,575,000","114,750,000","103,035,000","93,109,000","75,108,000","71,046,000","69,814,000","68,188,000"
				OtherProperties,"339,189,000","137,192,000","339,120,000","354,707,000","363,341,000","158,827,000","378,614,000","162,767,000","170,381,000","122,351,000","126,366,000","130,512,000","135,903,000","159,423,000",,,,"123,480,000","0","0","0","91,166,000","0","73,575,000","0","0"
				ConstructionInProgress,,"8,704,000",,,,"8,725,000",,"22,613,000","17,944,000","20,677,000","17,814,000","33,202,000","25,374,000","17,390,000","19,097,000","34,502,000","14,521,000","10,687,000","16,472,000","16,416,000","16,349,000","11,592,000","14,513,000","10,271,000","12,629,000","4,660,000"
				Leases,,"63,136,000",,,,"61,947,000",,"56,783,000","55,883,000","56,414,000","47,157,000","41,443,000","41,366,000","38,747,000","33,229,000","24,149,000","22,135,000","21,853,000","21,518,000","19,599,000","17,994,000","16,818,000","17,656,000","17,605,000","14,789,000","14,259,000"
			AccumulatedDepreciation,,"-162,108,000",,,,"-143,058,000",,"-120,000,000","-109,917,000","-101,030,000","-92,424,000","-87,151,000","-83,011,000","-77,760,000","-70,614,000","-68,143,000","-65,928,000","-62,427,000","-57,533,000","-52,306,000","-47,482,000","-43,802,000","-42,509,000","-39,311,000","-36,621,000","-33,422,000"
		GoodwillAndOtherIntangibleAssets,,"6,347,000",,,,"8,537,000",,,,"8,498,000",,,,"9,643,000",,,,"4,665,000",,,,"4,720,000",,,,"5,022,000"
			Goodwill,,"2,807,000",,,,"2,807,000",,,,"2,807,000",,,,"2,807,000",,,,"2,807,000",,,,"2,807,000",,,,"2,807,000"
			OtherIntangibleAssets,,"3,540,000",,,,"5,730,000",,,,"5,691,000",,,,"6,836,000",,,,"1,858,000",,,,"1,913,000",,,,"2,215,000"
		NonCurrentDeferredAssets,,"21,078,000",,,,"18,793,000",,,,"11,209,000",,,,"15,296,000",,,,"8,304,000",,,,"5,131,000",,,,"5,881,000"
			NonCurrentDeferredTaxesAssets,,"21,078,000",,,,"18,793,000",,,,"11,209,000",,,,"15,296,000",,,,"8,304,000",,,,"5,131,000",,,,"1,661,000"
