name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalAssets,"13,751,000,000","13,380,000,000","13,696,000,000","13,300,000,000","13,111,000,000","12,957,000,000","12,914,000,000","12,946,000,000","13,188,000,000","14,127,000,000","14,034,000,000","14,033,000,000","14,187,000,000","14,266,000,000","14,485,000,000","14,041,000,000","13,678,000,000","13,878,000,000","13,771,000,000","13,570,000,000","13,579,000,000","5,161,000,000","5,144,000,000","5,302,000,000","5,354,000,000","5,477,000,000","5,569,000,000","5,583,000,000","5,644,000,000","5,739,000,000","5,617,000,000","5,468,000,000","5,437,000,000","4,526,000,000","4,331,000,000","3,939,000,000","3,846,000,000","2,972,000,000","2,517,400,000","2,333,500,000","2,288,900,000","1,903,600,000","1,839,400,000","1,795,000,000","1,811,300,000","1,700,600,000","1,499,200,000","1,413,200,000","1,464,200,000","1,481,500,000","1,383,600,000","1,391,400,000","1,149,500,000","1,180,000,000","1,162,300,000","1,245,700,000","1,232,500,000","1,120,700,000","1,067,800,000","587,000,000","479,400,000","501,600,000","349,900,000","345,100,000","354,400,000","407,300,000","339,200,000"
	CurrentAssets,"2,180,000,000","1,749,000,000","2,001,000,000","1,522,000,000","1,231,000,000","1,008,000,000","866,000,000","802,000,000","958,000,000","1,080,000,000","1,059,000,000","823,000,000","1,082,000,000","1,271,000,000","1,526,000,000","1,282,000,000","1,020,000,000","1,322,000,000","1,311,000,000","1,065,000,000","980,000,000","227,000,000","193,000,000","319,000,000","223,000,000","306,000,000","368,000,000","361,000,000","470,000,000","590,000,000","573,000,000","486,000,000","504,000,000","503,000,000","420,000,000","420,000,000","473,000,000","309,100,000","270,600,000","254,700,000","291,400,000","239,900,000","198,200,000","188,300,000","199,900,000","233,100,000","158,400,000","134,700,000","173,900,000","197,700,000","138,700,000","121,900,000","118,300,000","165,200,000","149,500,000","226,300,000","205,200,000","218,500,000","190,100,000","159,300,000","140,600,000","159,600,000","61,500,000","61,400,000","72,100,000","124,500,000","94,600,000"
		CashCashEquivalentsAndShortTermInvestments,"1,000,000","1,000,000","3,000,000","5,000,000","5,000,000","52,000,000","14,000,000","12,000,000","18,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000","1,000,000","4,000,000","2,000,000","156,000,000","312,000,000","251,000,000","176,000,000","1,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","24,000,000","33,000,000","25,000,000","97,000,000","57,000,000","27,000,000","12,000,000","1,000,000","9,000,000","37,000,000","1,300,000","8,400,000","5,500,000","6,100,000","6,700,000","2,000,000","2,400,000","5,000,000","6,700,000","11,800,000","4,800,000","2,600,000","2,100,000","12,900,000","4,600,000","12,000,000","48,000,000","26,000,000","13,400,000","53,500,000","25,800,000","59,600,000","55,000,000","31,400,000","46,800,000","19,300,000","23,100,000","14,600,000","42,200,000","94,600,000"
			CashAndCashEquivalents,"1,000,000","1,000,000","3,000,000","5,000,000","5,000,000","52,000,000","14,000,000","12,000,000","18,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000","1,000,000","4,000,000","2,000,000","156,000,000","312,000,000","251,000,000","176,000,000","1,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","24,000,000","33,000,000","25,000,000","97,000,000","57,000,000","27,000,000","12,000,000","1,000,000","9,000,000","37,000,000","1,300,000","8,400,000","5,500,000","6,100,000","6,700,000","2,000,000","2,400,000","5,000,000","6,700,000","11,800,000","4,800,000","2,600,000","2,100,000","12,900,000","4,600,000","12,000,000","48,000,000","23,500,000","12,300,000","53,100,000","24,500,000","59,600,000","55,000,000","29,400,000","46,200,000","15,100,000","20,300,000","13,200,000","42,200,000","94,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,"0",,"0",,"0",,,"2,500,000","1,100,000","400,000","1,300,000",,,"2,000,000","600,000","4,200,000","2,800,000","1,400,000",,
		Receivables,"1,760,000,000","1,425,000,000","1,546,000,000","1,183,000,000","1,064,000,000","820,000,000","694,000,000","613,000,000","597,000,000","878,000,000","834,000,000","660,000,000","914,000,000","1,033,000,000","1,234,000,000","1,029,000,000","819,000,000","981,000,000","846,000,000","690,000,000","651,000,000","156,000,000","135,000,000","139,000,000","136,000,000","154,000,000","193,000,000","165,000,000","203,000,000","270,000,000","314,000,000","317,000,000","356,000,000","342,000,000","277,000,000","276,000,000","328,000,000","181,300,000","140,400,000","119,800,000","176,800,000","161,400,000","127,400,000","140,600,000","150,500,000","151,000,000","103,100,000","104,400,000","120,500,000","152,500,000","87,600,000","92,800,000","71,700,000","80,400,000","88,100,000","133,000,000","112,300,000","133,800,000","96,800,000","70,600,000","68,100,000","78,200,000","37,100,000","35,800,000","55,800,000","82,000,000",
			AccountsReceivable,"1,130,000,000","1,029,000,000","1,045,000,000","780,000,000","725,000,000","572,000,000","528,000,000","488,000,000","485,000,000","726,000,000","686,000,000","511,000,000","732,000,000","860,000,000","989,000,000","824,000,000","666,000,000","773,000,000","690,000,000","559,000,000","541,000,000","62,000,000","53,000,000","53,000,000","64,000,000","73,000,000","71,000,000","74,000,000","73,000,000","106,000,000","92,000,000","94,000,000","130,000,000","130,000,000","93,000,000","109,000,000","115,000,000","95,000,000","72,600,000","55,900,000","70,100,000","161,400,000","127,400,000","140,600,000","81,100,000","151,000,000","103,100,000","104,400,000","120,500,000","152,500,000","87,600,000","35,200,000","71,700,000","80,400,000","88,100,000","133,000,000","112,300,000","133,800,000","46,600,000","70,600,000","68,100,000","78,200,000","36,800,000","35,600,000","55,800,000","24,400,000",
				GrossAccountsReceivable,"1,131,000,000","1,031,000,000","1,047,000,000","782,000,000","727,000,000","574,000,000","532,000,000","491,000,000","487,000,000","729,000,000","689,000,000","514,000,000","735,000,000","863,000,000","995,000,000","830,000,000","674,000,000","781,000,000","697,000,000","563,000,000","545,000,000","63,000,000","54,000,000","54,000,000","65,000,000","74,000,000","72,000,000",,,,"93,000,000","95,000,000",,"131,000,000","94,000,000","110,000,000","116,000,000","95,300,000","73,100,000","56,300,000","70,400,000","161,700,000","127,700,000","140,900,000","81,600,000",,,,,,,"36,000,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-4,000,000","-3,000,000","-2,000,000","-3,000,000","-3,000,000","-3,000,000","-3,000,000","-3,000,000","-6,000,000","-6,000,000","-8,000,000","-8,000,000","-7,000,000","-4,000,000","-4,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000",,,,"-1,000,000","-1,000,000",,"-1,000,000","-1,000,000","-1,000,000","-1,000,000","-300,000","-500,000","-400,000","-300,000","-300,000","-300,000","-300,000","-500,000",,,,,,,"-800,000",,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"619,000,000","389,000,000","484,000,000","385,000,000","321,000,000","238,000,000","150,000,000","111,000,000","98,000,000","138,000,000","128,000,000","131,000,000","176,000,000","166,000,000","227,000,000","189,000,000","142,000,000","191,000,000","138,000,000","124,000,000","104,000,000","94,000,000","82,000,000","86,000,000","72,000,000","81,000,000","122,000,000","91,000,000","130,000,000","164,000,000","222,000,000","223,000,000","226,000,000","212,000,000","184,000,000","167,000,000","213,000,000","86,300,000","67,800,000","63,900,000","106,700,000",,,,"69,400,000",,,,,,,,,,,,,,,,,,,,,,
