name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"8,944,937,000","7,536,306,000","7,111,165,000","6,820,815,000","5,058,780,000","5,024,238,000","4,817,774,000","4,704,029,000","3,898,510,000","4,011,924,000","3,864,372,000","2,776,025,000","2,825,743,000","2,714,106,000","2,783,776,000","2,950,713,000","3,182,030,000","3,421,566,000","3,542,380,000","3,875,474,000","4,041,777,000","1,722,792,000"
	CurrentAssets,"6,059,808,000","4,854,002,000","4,472,029,000","4,336,959,000","3,238,699,000","3,337,975,000","3,315,714,000","3,258,349,000","2,527,871,000","2,643,986,000","2,677,063,000","1,539,755,000","1,532,840,000","1,675,928,000","1,725,127,000","1,868,850,000","2,111,231,000","2,366,794,000","2,547,731,000","3,046,898,000","3,463,206,000","1,179,985,000"
		CashCashEquivalentsAndShortTermInvestments,"5,000,991,000","3,692,885,000","3,481,821,000","3,467,345,000","2,556,697,000","2,537,540,000","2,725,005,000","2,829,569,000","2,081,875,000","2,112,805,000","2,260,730,000","1,184,794,000","1,208,732,000","1,279,063,000","1,414,407,000","1,570,003,000","1,821,353,000","2,043,039,000","2,298,068,000","2,797,596,000","3,242,556,000","987,368,000"
			CashAndCashEquivalents,"2,412,372,000","1,993,809,000","1,972,358,000","2,051,961,000","967,519,000","545,618,000","824,070,000","1,251,721,000","901,342,000","520,317,000","728,828,000","335,744,000","245,639,000","387,149,000","350,398,000","393,183,000","466,323,000","334,063,000","317,554,000","501,677,000","1,427,114,000","150,121,000"
				CashFinancial,,,,,,,,,,,,,,"267,715,000","325,302,000","360,035,000","370,379,000","267,715,000","186,056,000","163,285,000","157,191,000",
				CashEquivalents,,,,,,,,,,,,,,"119,434,000","25,096,000","33,148,000","95,944,000","66,348,000","131,498,000","338,392,000","1,269,923,000",
			OtherShortTermInvestments,"2,588,619,000","1,699,076,000","1,509,463,000","1,415,384,000","1,589,178,000","1,991,922,000","1,900,935,000","1,577,848,000","1,180,533,000","1,592,488,000","1,531,902,000","849,050,000","963,093,000","891,914,000","1,064,009,000","1,176,820,000","1,355,030,000","1,708,976,000","1,980,514,000","2,295,919,000","1,815,442,000","837,247,000"
		Receivables,"941,715,000","1,068,873,000","913,539,000","797,146,000","612,757,000","744,288,000","529,872,000","379,046,000","394,053,000","492,194,000","374,090,000","313,504,000","282,407,000","354,965,000","261,833,000","244,815,000","231,409,000","279,473,000","194,971,000","171,525,000","147,677,000","162,659,000"
			AccountsReceivable,"941,715,000","1,068,873,000","913,539,000","797,146,000","612,757,000","744,288,000","529,872,000","379,046,000","394,053,000","492,194,000","374,090,000","313,504,000","282,407,000","354,965,000","261,833,000","244,815,000","231,409,000","279,473,000","194,971,000","171,525,000","147,677,000","162,659,000"
		PrepaidAssets,"117,102,000","92,244,000","76,669,000","72,468,000","69,245,000","56,147,000","60,837,000","49,734,000","51,943,000","38,987,000","42,243,000","41,457,000","41,701,000","41,900,000","48,887,000","54,032,000","58,469,000","44,282,000","54,692,000","77,777,000","72,973,000","29,958,000"
	TotalNonCurrentAssets,"2,885,129,000","2,682,304,000","2,639,136,000","2,483,856,000","1,820,081,000","1,686,263,000","1,502,060,000","1,445,680,000","1,370,639,000","1,367,938,000","1,187,309,000","1,236,270,000","1,292,903,000","1,038,178,000","1,058,649,000","1,081,863,000","1,070,799,000","1,054,772,000","994,649,000","828,576,000","578,571,000","542,807,000"
		NetPPE,"640,468,000","524,896,000","481,127,000","478,495,000","446,094,000","448,437,000","444,340,000","434,689,000","441,230,000","449,114,000","427,298,000","457,185,000","479,788,000","212,560,000","216,609,000","214,230,000","191,043,000","166,762,000","143,112,000","128,031,000","116,132,000","100,585,000"
			GrossPPE,"640,468,000","700,156,000","481,127,000","478,495,000","446,094,000","582,889,000","444,340,000","434,689,000","441,230,000","561,674,000","427,298,000","457,185,000","479,788,000","279,556,000",,,,"204,525,000",,,,
				Properties,,"0",,,"0","0","0","0","0","0","0","0","0","0",,,,"0",,,,
				LandAndImprovements,,,,,,,,,,,,,,"0",,,,"4,630,000",,,,
				BuildingsAndImprovements,,,,,"269,023,000","269,728,000","269,141,000","259,564,000","267,479,000","0","250,225,000","271,745,000","284,486,000","54,050,000",,,,"59,530,000",,,,
				MachineryFurnitureEquipment,,"130,476,000",,,,"110,027,000",,,,"112,894,000",,,,"103,490,000",,,,"78,272,000",,,,
				OtherProperties,"640,468,000","322,252,000","481,127,000","478,495,000","446,094,000","269,728,000","444,340,000","434,689,000","441,230,000","275,447,000","427,298,000","457,185,000","479,788,000",,,,,,,,,
				ConstructionInProgress,,"44,304,000",,,,"27,284,000",,,,"8,183,000",,,,"14,751,000",,,,"9,841,000",,,,
				Leases,,"203,124,000",,,,"175,850,000",,,,"165,150,000",,,,"107,265,000",,,,"52,252,000",,,,
			AccumulatedDepreciation,,"-175,260,000",,,,"-134,452,000",,,,"-112,560,000",,,,"-66,996,000",,,,"-37,763,000",,,,
		GoodwillAndOtherIntangibleAssets,"1,937,594,000","1,866,106,000","1,745,239,000","1,717,927,000","1,158,193,000","1,045,188,000","907,909,000","862,470,000","840,289,000","853,274,000","694,129,000","708,285,000","744,982,000","758,424,000","770,659,000","782,679,000","802,232,000","806,355,000","777,435,000","638,830,000","411,986,000","395,119,000"
			Goodwill,"1,645,284,000","1,588,452,000","1,484,108,000","1,453,766,000","1,025,710,000","939,259,000","816,113,000","775,185,000","756,389,000","761,153,000","621,758,000","628,474,000","629,596,000","632,370,000","634,186,000","635,482,000","645,707,000","639,882,000","612,823,000","502,825,000","332,205,000","319,137,000"
			OtherIntangibleAssets,"292,310,000","277,654,000","261,131,000","264,161,000","132,483,000","105,929,000","91,796,000","87,285,000","83,900,000","92,121,000","72,371,000","79,811,000","115,386,000","126,054,000","136,473,000","147,197,000","156,525,000","166,473,000","164,612,000","136,005,000","79,781,000","75,982,000"
