name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,06/30/1994,03/31/1994
		DeferredTax,"40,376,000","3,205,000","9,853,000","12,013,000","15,305,000","7,411,000","-23,798,000","1,274,000","-5,264,000","1,228,000","-4,332,000","11,923,000","2,606,000","3,269,000","5,355,000","5,771,000","6,200,000","2,945,000","34,950,000","9,646,000","-1,863,000","9,445,000","5,858,000","7,327,000","7,324,000","4,038,000","8,870,000","5,241,000","7,377,000","-22,165,000","16,204,000","9,374,000","4,782,000","-7,799,000","-3,484,000","-56,570,000","4,246,000","-1,287,000","-42,798,000","3,163,000","7,053,000","1,421,000","11,674,000","-137,331,000","3,309,000","399,000","25,627,000","-5,774,000","4,451,000","1,623,000","9,870,000","6,523,000","4,013,000","1,141,000","11,497,000","11,553,000","5,062,000","1,324,000","-1,226,000","4,967,000","1,741,000","-2,953,000","7,754,000","8,998,000",,,"6,971,000","-305,000","287,000","472,000","2,793,000","1,052,000","1,824,000","1,327,000","1,764,000","1,327,000","869,000","660,000","-3,159,000","476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"40,376,000","3,205,000","9,853,000","12,013,000","15,305,000","7,411,000","-23,798,000","1,274,000","-5,264,000","1,228,000","-4,332,000","11,923,000","2,606,000","3,269,000","5,355,000","5,771,000","6,200,000","2,945,000","34,950,000","9,646,000","-1,863,000","9,445,000","5,858,000","7,327,000","7,324,000","4,038,000","8,870,000","5,241,000","7,377,000","-22,165,000","16,204,000","9,374,000","4,782,000","-7,799,000","-3,484,000","-56,570,000","4,246,000","-1,287,000","-42,798,000","3,163,000","7,053,000","1,421,000","11,674,000","-137,331,000","3,309,000","399,000","25,627,000","-5,774,000","4,451,000","1,623,000","9,870,000","6,523,000","4,013,000","1,141,000","11,497,000","11,553,000","5,062,000","1,324,000","-1,226,000","4,967,000","1,741,000","-2,953,000","7,754,000","8,998,000",,,"6,971,000","-305,000","287,000","472,000","2,793,000","1,052,000","1,824,000","1,327,000","1,764,000","1,327,000","869,000","660,000","-3,159,000","476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000","394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0","0","0","0","4,152,000","0","0","-15,000","1,470,000",,"0",,"0",,,,"1,323,000",,,,"4,628,000","0","0","0","-1,000","4,588,000","0","75,193,000","899,000","488,000","0","2,208,000","5,785,000","1,542,000",,,"162,676,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,"6,981,000","7,086,000","4,651,000","6,341,000","5,855,000","5,471,000","4,253,000","3,940,000","4,683,000","3,638,000","2,756,000","2,976,000","2,977,000","4,182,000","4,242,000","4,968,000","3,608,000","4,131,000","4,755,000","3,967,000","5,442,000","5,665,000","4,708,000","5,913,000","3,790,000","4,628,000","2,128,000","3,162,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"23,849,000","7,347,000","5,949,000","4,397,000","6,156,000","7,307,000","6,972,000","7,124,000","6,725,000","5,909,000","6,589,000","6,298,000","5,538,000","6,615,000","5,234,000","4,842,000","3,767,000","4,044,000","4,507,000","3,558,000","4,356,000","3,874,000","3,845,000","4,750,000","3,736,000","4,070,000","4,187,000","3,060,000","2,193,000","2,384,000","2,400,000","1,697,000","1,069,000","431,000","1,586,000","1,653,000","1,224,000","2,056,000","1,152,000","1,285,000","2,298,000","2,482,000","27,000","3,150,000","3,205,000","1,910,000","14,445,000","2,636,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"949,000","248,000","248,000","237,000","-1,284,000","1,716,000","1,741,000","1,391,000","592,000","2,589,000","1,448,000","3,105,000","337,000","938,000","1,986,000","2,410,000","1,756,000","803,000","845,000","1,425,000","3,451,000","335,000","2,595,000","1,736,000","185,000","547,000","660,000","718,000","4,270,000","921,000","801,000","1,038,000","442,000","541,000","826,000","150,753,000","177,000","593,000",,,,,"5,841,000",,,,"15,779,000","5,261,000","1,950,000","6,858,000","5,805,000","5,398,000","8,516,000","8,307,000","1,042,000","12,333,000","12,307,000","5,054,000","3,357,000","2,538,000","5,492,000","3,776,000","5,635,000","4,540,000","4,601,000","596,000",,,,,,,,,,,,,,,,,,,,,,,,"-1,000","-145,000","8,687,000","7,800,000","1,100,000","700,000","897,000","500,000","500,000","700,000","-4,188,694","200,000","600,000","400,000","300,000","500,000",,,"100,000","200,000"
		ChangeInWorkingCapital,"-117,107,000","-15,114,000","-64,207,000","-18,160,000","-19,626,000","-29,025,000","13,947,000","-16,573,000","81,835,000","-52,987,000","25,316,000","-25,760,000","3,823,000","-34,735,000","19,572,000","20,280,000","2,788,000","342,000","-18,692,000","-31,471,000","16,635,000","-14,831,000","-7,989,000","-27,680,000","-18,167,000","-13,241,000","-15,918,000","841,000","13,321,000","-16,589,000","-35,410,000","-9,106,000","-115,839,000","-2,409,000","-1,486,000","8,539,000","7,544,000","12,743,000","-4,912,000","-11,383,000","-12,288,000","-16,665,000","-1,847,000","-6,523,000","-18,934,000","20,034,000","-37,196,000","7,891,000","-6,350,000","11,968,000","-38,219,000","28,680,000","15,852,000","7,120,000","6,836,000","-23,570,000","-9,120,000","-4,376,000","-13,956,000","-5,004,000","-5,315,000","18,164,000","-10,725,000","-15,404,000","7,008,000","-18,752,000","-3,288,000","1,778,000","-9,916,000","618,000","-5,606,000","-1,050,000","-2,426,000","1,648,000","-1,229,000","-1,286,000","3,106,000","2,331,000","6,015,000","-790,000","-926,000","3,225,000","1,579,000","-2,074,000","696,000","-1,069,000","-824,000","572,000","-700,000","2,036,000","-6,191,000","12,677,000","-600,000","-2,000,000","1,500,000","-1,919,000","200,000","-300,000","-1,200,000","2,322,094","2,000,000","-1,800,000","-1,200,000","-900,000","700,000","100,000","-200,000","0","-800,000"
			ChangeInReceivables,"-16,200,000","-18,618,000","-392,000","5,149,000","-2,339,000","-20,448,000","-4,372,000","-2,511,000","34,456,000","-25,459,000","15,323,000","-15,304,000","-1,832,000","-22,333,000","6,058,000","2,562,000","-4,656,000","8,260,000","-30,807,000","-11,099,000","-5,332,000","-12,493,000","-9,412,000","-15,758,000","-2,660,000","-27,689,000","-4,705,000","-14,927,000","-2,559,000","-14,302,000","558,000","3,892,000","-555,000","-9,185,000","-3,592,000","9,486,000","15,139,000","20,545,000","-11,154,000","-5,964,000","-6,036,000","-19,686,000","-643,000","-2,563,000","216,000","-3,536,000","-10,244,000","10,145,000","-5,747,000","-4,648,000","-12,955,000","8,690,000","-5,647,000","15,112,000","-5,649,000","-24,413,000","-16,727,000","-13,689,000","-12,571,000","-14,113,000","-9,928,000","4,599,000","2,538,000","-21,039,000","1,209,000","-1,272,000","-10,290,000","-10,036,000","-13,272,000","-1,018,000","-6,740,000","668,000","-5,825,000","-451,000","-4,275,000","-2,726,000","934,000","2,746,000","316,000","-464,000","2,747,000","4,441,000","-614,000","-3,618,000","-667,000","-1,179,000","2,024,000","2,000","-280,000","746,000","-6,289,000","-1,816,000","600,000","-500,000","3,400,000","-1,249,000","-300,000","-100,000","-900,000",,"1,100,000","-1,700,000","-1,300,000","-1,100,000","600,000","100,000","-600,000","100,000","-800,000"
				ChangesInAccountReceivables,"-16,200,000","-18,618,000","-392,000","5,149,000","-2,339,000","-20,448,000","-4,372,000","-2,511,000","34,456,000","-25,459,000","15,323,000","-15,304,000","-1,832,000","-22,333,000","6,058,000","2,562,000","-4,656,000","8,260,000","-30,807,000","-11,099,000","-5,332,000","-12,493,000","-9,412,000","-15,758,000","-2,660,000","-27,689,000","-4,705,000","-14,927,000","-2,559,000","-14,302,000","558,000","3,892,000","-555,000","-9,185,000","-3,592,000","9,486,000","15,139,000","20,545,000","-11,154,000","-5,964,000","-6,036,000","-19,686,000","-643,000","-2,563,000","216,000","-3,536,000","-10,244,000","10,145,000","-5,747,000","-4,648,000","-12,955,000","8,690,000","-5,647,000","15,112,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","-500,000","3,400,000",,"-300,000","-100,000","-900,000",,"1,100,000","-1,700,000","-1,300,000","-1,100,000","600,000","100,000","-600,000","100,000","-800,000"
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-445,000","502,000","-481,000","-1,588,000","-405,000","-375,000","365,000","-719,000","-588,000","39,000","668,000","-564,000","659,000","1,000","-725,000","-1,242,000","244,000","194,000","-255,000","-449,000","-96,000","545,000",,,,,,,,,,,,,,,"200,000",,,,,,
			ChangeInPayablesAndAccruedExpense,"-30,896,000","5,368,000","-20,713,000","-2,398,000","-13,153,000","4,996,000","17,813,000","2,429,000","37,838,000","-16,300,000","11,009,000","-29,000","12,089,000","7,698,000","2,601,000","5,917,000","11,501,000","-3,330,000","11,846,000","-9,908,000","25,583,000","1,479,000","-1,856,000","-7,589,000","-4,102,000","9,899,000","-1,704,000","7,397,000","7,877,000","2,475,000","-31,260,000","-9,785,000","-121,710,000","13,082,000","3,329,000","-7,053,000","-13,301,000","1,045,000","-1,301,000","-8,102,000","-4,483,000","1,964,000","4,189,000","-2,702,000","-18,453,000","20,494,000","-12,345,000","-7,871,000","-5,054,000","12,061,000","-9,200,000","16,214,000","16,594,000","-5,351,000","47,726,000","-5,264,000","-7,599,000","-638,000","126,000","2,911,000","-764,000","-3,362,000","759,000","-235,000","4,946,000","-22,001,000","19,752,000","2,544,000","101,000","-2,262,000","3,007,000","419,000","-1,755,000","1,670,000","930,000","381,000","253,000","-719,000","550,000","153,000","-589,000","-59,000","443,000","-756,000","1,145,000","-145,000","-2,421,000","-215,000","-789,000","277,000","-65,000","9,693,000","0","500,000","-300,000","1,091,000","200,000","-300,000","-300,000","322,094","700,000","-200,000","500,000","-300,000",,,"100,000","0","-100,000"
				ChangeInPayable,"-3,094,000","-2,115,000","-3,161,000","5,338,000","-3,156,000","-3,374,000","3,568,000","4,825,000","-3,779,000","-2,673,000","-3,184,000","1,330,000","1,665,000","-11,140,000","3,835,000","-4,293,000","5,146,000","-1,523,000","2,587,000","-6,523,000","1,000,000","93,000","-3,338,000","-1,300,000","-490,000","9,098,000","-958,000","2,434,000","-1,993,000","8,156,000","-3,836,000","254,000","-3,077,000","3,491,000","-1,765,000","-148,000","-7,018,000","-945,000","7,878,000","-1,263,000","1,544,000","-87,000","-2,335,000","1,171,000","-3,246,000","2,889,000","1,787,000","-2,529,000","800,000","4,636,000","-1,079,000","1,818,000","1,853,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,000","4,803,000","0","500,000","-300,000","257,000","200,000","-300,000","-300,000","14,119","700,000","-200,000","500,000","-300,000",,,"100,000","0","-100,000"
					ChangeInAccountPayable,"-3,094,000","-2,115,000","-3,161,000","5,338,000","-3,156,000","-3,374,000","3,568,000","4,825,000","-3,779,000","-2,673,000","-3,184,000","1,330,000","1,665,000","-11,140,000","3,835,000","-4,293,000","5,146,000","-1,523,000","2,587,000","-6,523,000","1,000,000","93,000","-3,338,000","-1,300,000","-490,000","9,098,000","-958,000","2,434,000","-1,993,000","8,156,000","-3,836,000","254,000","-3,077,000","3,491,000","-1,765,000","-148,000","-7,018,000","-945,000","7,878,000","-1,263,000","1,544,000","-87,000","-2,335,000","1,171,000","-3,246,000","2,889,000","1,787,000","-2,529,000","800,000","4,636,000","-1,079,000","1,818,000","1,853,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","500,000","-300,000",,"200,000","-300,000","-300,000",,"700,000","-200,000","500,000","-300,000",,,"100,000","0","-100,000"
				ChangeInAccruedExpense,"-27,802,000","7,483,000","-17,552,000","-7,736,000","-9,997,000","8,370,000","14,245,000","-2,396,000","41,617,000","-13,627,000","14,193,000","-1,359,000","10,424,000","18,838,000","-1,234,000","10,210,000","6,355,000","-1,807,000","9,259,000","-3,385,000","24,583,000","1,386,000","1,482,000","-6,289,000","-3,612,000","801,000","-746,000","4,963,000","9,870,000","-5,681,000","-27,424,000","-10,039,000","-118,633,000","9,591,000","5,094,000","-6,905,000","-6,283,000","1,990,000","-9,179,000","-6,839,000","-6,027,000","2,051,000","6,524,000","-3,873,000","-15,207,000","17,605,000","-14,132,000","-5,342,000","-5,854,000","7,425,000","-8,121,000","14,396,000","14,741,000","-5,252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-45,000",,,,,,,,,,,,,,,,,,
