name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,03/31/1994,06/30/1993,03/31/1993,12/31/1992,03/31/1992,12/31/1991,09/30/1991,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,"99,305,000","21,467,000","29,013,000","19,653,000","29,172,000","59,390,000","46,541,000","30,703,000","62,680,000","35,243,000","33,154,000","24,346,000","15,604,000","-8,205,000","26,120,000","13,403,000","23,233,000","22,033,000","12,592,000","-40,970,000","6,120,000","13,060,000","13,993,000","-5,965,000","32,036,000","14,426,000","32,305,000","1,666,000","7,659,000","1,370,000","21,352,000","29,327,000","13,264,000","-8,967,000","23,569,000","33,523,000","25,476,000","12,494,000","7,259,000","12,593,000","22,155,000","-12,008,000","35,123,000","-18,971,000","448,000","13,794,000","32,548,000","-1,114,000","12,770,000","633,000","14,648,000","-7,315,000","17,166,000","-588,000","23,873,000","3,781,000","-4,000","11,129,000","10,848,000","8,392,000","3,634,000","-2,300,000","5,800,000","2,100,000","8,800,000","3,000,000","1,800,000","-6,300,000","5,700,000","-3,500,000","3,400,000","-1,800,000","16,400,000","-4,100,000","800,000","1,000,000","-3,600,000","3,000,000","1,600,000","3,200,000","600,000","-1,700,000","-4,400,000","8,000,000","-1,400,000","2,400,000","9,300,000","-100,000","2,800,000","-100,000","1,000,000"
	CashFlowFromContinuingOperatingActivities,"99,305,000","21,467,000","29,013,000","19,653,000","29,172,000","59,390,000","46,541,000","30,703,000","62,680,000","35,243,000","33,154,000","24,346,000","15,604,000","-8,205,000","26,120,000","13,403,000","23,233,000","22,033,000","12,592,000","-40,970,000","6,120,000","13,060,000","13,993,000","-5,965,000","32,036,000","14,426,000","32,305,000","1,666,000","7,659,000","1,370,000","21,352,000","29,327,000","13,264,000","-8,967,000","23,569,000","33,523,000","25,476,000","12,494,000","7,259,000","12,593,000","22,155,000","-12,008,000","35,123,000","-18,971,000","448,000","13,794,000","32,548,000","-1,114,000","12,770,000","633,000","14,648,000","-7,315,000","17,166,000","-588,000","23,873,000","3,781,000","-4,000","11,129,000","10,848,000","8,392,000","3,634,000","-2,300,000","5,800,000","2,100,000","8,800,000","3,000,000","1,800,000","-6,300,000","5,700,000","-3,500,000","900,000","-1,800,000","16,500,000","-4,100,000","1,200,000","1,000,000","-3,600,000","3,000,000","1,600,000","3,200,000","600,000","-1,700,000","-4,400,000","8,000,000","-1,400,000","2,600,000","9,300,000","400,000","2,800,000","-400,000","600,000"
		NetIncomeFromContinuingOperations,"85,766,000","20,688,000","20,688,000","23,171,000","21,219,000","19,928,000","18,150,000","17,292,000","13,385,000","9,932,000","12,775,000","10,461,000","6,358,000","6,620,000","10,858,000","7,957,000","6,835,000","5,644,000","13,579,000","5,145,000","1,230,000","1,200,000","7,798,000","6,146,000","5,500,000","1,987,000","5,881,000","6,175,000","8,074,000","7,172,000","14,127,000","8,404,000","7,741,000","6,272,000","10,022,000","8,315,000","9,462,000","6,960,000",,"8,746,000","9,535,000","6,210,000","5,860,000","4,221,000","3,717,000","4,500,000",,,"3,353,000","2,780,000","4,268,000","5,769,000","4,315,000","2,883,000","7,599,000","6,613,000","4,602,000","4,819,000","-11,760,000","3,527,000","-168,000","4,100,000","3,400,000","1,800,000","2,500,000","2,200,000","2,100,000","1,100,000","1,700,000","1,900,000","2,300,000","700,000","900,000","1,600,000","800,000","200,000","900,000","1,200,000","1,000,000","300,000",,"300,000","-500,000","300,000","100,000","1,100,000","1,500,000","1,700,000","900,000","400,000","200,000"
		OperatingGainsLosses,"-3,163,000","-748,000","-625,000","-679,000","-1,111,000","-683,000","-846,000","-478,000","-439,000","-1,050,000","-995,000","-1,151,000","-926,000","-471,000","-963,000","-804,000","-1,014,000","-1,051,000","-1,062,000","-576,000","-1,319,000","-707,000","-262,000","-467,000","-516,000","-96,000","-683,000","-357,000","-319,000","-898,000","-23,000","-48,000","-60,000","-11,000","-123,000","-256,000","-336,000","-178,000","-312,000","-387,000","-193,000","-127,000","-446,000","-428,000","-229,000","-71,000","-26,000","-278,000","-256,000","-190,000","-80,000","-128,000","-153,000","-57,000","-299,000","-29,000","-337,000","-148,000","-254,000","-281,000","-1,717,000","-500,000","-100,000","-100,000","-100,000","-200,000","8,300,000","-8,600,000","-100,000","-100,000","3,600,000","-3,900,000","100,000",,,,"0",,,,,,,"5,900,000",,,,"1,400,000","0",,
			GainLossOnSaleOfPPE,"-3,163,000","-748,000","-625,000","-679,000","-1,111,000","-683,000","-846,000","-478,000","-439,000","-1,050,000","-995,000","-1,151,000","-926,000","-471,000","-963,000","-804,000","-1,014,000","-1,051,000","-1,062,000","-576,000","-1,319,000","-707,000","-262,000","-467,000","-516,000","-96,000","-683,000","-357,000","-319,000","-898,000","-23,000","-48,000","-60,000","-11,000","-123,000","-256,000","-336,000","-178,000","-312,000","-387,000","-193,000","-127,000","-446,000","-428,000","-229,000","-71,000","-26,000","-278,000","-256,000","-190,000","-80,000","-128,000","-153,000","-57,000",,,,,,"-281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"49,005,000","14,671,000","11,587,000","11,290,000","11,457,000","11,871,000","11,423,000","11,275,000","11,886,000","11,869,000","11,475,000","11,858,000","10,634,000","10,549,000","10,783,000","10,304,000","9,434,000","9,392,000","9,077,000","10,046,000","9,707,000","9,746,000","9,684,000","9,748,000","9,774,000","9,916,000","10,011,000","9,699,000","9,355,000","8,964,000","8,622,000","8,531,000","8,236,000","8,034,000","7,741,000","7,342,000","7,149,000","6,963,000","6,738,000","6,504,000","6,130,000","5,784,000","5,466,000","5,064,000","4,650,000","4,331,000","4,321,000","4,053,000","3,892,000","4,024,000","13,274,000","84,000","83,000","84,000","3,066,000","2,784,000","2,596,000","2,700,000","2,545,000","2,470,000","-1,168,000","-1,400,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,200,000","-1,300,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,300,000","-1,500,000","-1,700,000","-1,600,000","-1,700,000","-1,500,000","-1,500,000","-1,500,000","-800,000","-700,000","-700,000","-900,000","-500,000","-700,000","-400,000","-200,000","-200,000","-200,000","-300,000"
			DepreciationAndAmortization,"49,005,000","14,671,000","11,587,000","11,290,000","11,457,000","11,871,000","11,423,000","11,275,000","11,886,000","11,869,000","11,475,000","11,858,000","10,634,000","10,549,000","10,783,000","10,304,000","9,434,000","9,392,000","9,077,000","10,046,000","9,707,000","9,746,000","9,684,000","9,748,000","9,774,000","9,916,000","10,011,000","9,699,000","9,355,000","8,964,000","8,622,000","8,531,000","8,236,000","8,034,000","7,741,000","7,342,000","7,149,000","6,963,000","6,738,000","6,504,000","6,130,000","5,784,000","5,466,000","5,064,000","4,650,000","4,331,000","4,321,000","4,053,000","3,892,000","4,024,000","13,274,000","84,000","83,000","84,000","3,066,000","2,784,000","2,596,000","2,700,000","2,545,000","2,470,000","-1,168,000","-1,400,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,200,000","-1,300,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,300,000","-1,500,000","-1,700,000","-1,600,000","-1,700,000","-1,500,000","-1,500,000","-1,500,000","-800,000","-700,000","-700,000","-900,000","-500,000","-700,000","-400,000","-200,000","-200,000","-200,000","-300,000"
				Depreciation,"44,505,000","11,904,000","11,010,000","10,712,000","10,879,000","11,293,000","10,846,000","10,697,000","10,683,000","10,641,000","10,514,000","10,439,000","9,899,000","9,815,000","9,919,000","9,561,000","9,315,000","9,275,000","9,171,000","9,851,000","9,497,000","9,558,000","9,489,000","9,560,000","9,482,000","9,705,000","9,691,000","9,615,000","9,271,000","8,881,000","8,538,000","8,448,000","8,153,000","7,950,000","7,657,000","7,258,000","7,066,000","6,879,000","6,654,000","6,420,000","6,047,000","5,700,000","5,382,000","4,980,000","4,567,000","4,247,000","4,237,000","3,969,000","3,809,000","3,940,000",,,,,"2,983,000","2,700,000","2,512,000","2,617,000","2,461,000","2,386,000","-1,168,000","-1,400,000","-1,100,000","-1,000,000","-1,000,000","-1,100,000","-1,200,000","-1,300,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,300,000","-1,500,000","-1,700,000","-1,600,000","-1,700,000","-1,500,000","-1,500,000","-1,500,000","-800,000","-700,000","-700,000","-900,000","-500,000","-700,000","-400,000","-200,000","-200,000","-200,000","-300,000"
				AmortizationCashFlow,"4,500,000","2,767,000","577,000","578,000","578,000","578,000","577,000","578,000","1,203,000","1,228,000","961,000","1,419,000","735,000","734,000","864,000","743,000","119,000","117,000","-94,000","195,000","210,000","188,000","195,000","188,000","292,000","211,000","320,000","84,000","84,000","83,000","84,000","83,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","83,000","84,000","84,000","83,000","84,000","84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"4,500,000","2,767,000","577,000","578,000","578,000","578,000","577,000","578,000","1,203,000","1,228,000","961,000","1,419,000","735,000","734,000","864,000","743,000","119,000","117,000","-94,000","195,000","210,000","188,000","195,000","188,000","292,000","211,000","320,000","84,000","84,000","83,000","84,000","83,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","84,000","84,000","83,000","84,000","83,000","84,000","84,000","83,000","84,000","84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"6,327,000","-1,000","4,917,000","883,000","528,000","-47,000","-3,353,000","175,000","301,000","236,000","3,263,000","316,000","338,000","-315,000","3,307,000","19,000","275,000","48,000","-4,789,000","-93,000","-66,000","-143,000","4,321,000","-89,000","48,000","-75,000","1,744,000","-85,000","-71,000","-30,000","2,248,000","1,448,000",,,"-19,000","400,000",,,"2,490,000","197,000",,,"-750,000","-622,000",,,"2,555,000",,,,"3,747,000",,,,,,,,"-4,852,000","-96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"6,327,000","-1,000","4,917,000","883,000","528,000","-47,000","-3,353,000","175,000","301,000","236,000","3,263,000","316,000","338,000","-315,000","3,307,000","19,000","275,000","48,000","-4,789,000","-93,000","-66,000","-143,000","4,321,000","-89,000","48,000","-75,000","1,744,000","-85,000","-71,000","-30,000","2,248,000","1,448,000",,,"-19,000","400,000",,,"2,490,000","197,000",,,"-750,000","-622,000",,,"2,555,000",,,,"3,747,000",,,,,,,,"-4,852,000","-96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,633,000","1,624,000","2,146,000","1,915,000","1,948,000","1,487,000","1,884,000","1,631,000","1,093,000","1,080,000","1,142,000","1,108,000","1,202,000","951,000","685,000","1,002,000","1,058,000","420,000","897,000","919,000","1,693,000","867,000","1,186,000","1,049,000","1,709,000","730,000","994,000","1,127,000","1,667,000","1,049,000","1,400,000","1,074,000","1,364,000","833,000","968,000","893,000","907,000","751,000","894,000","688,000","647,000","694,000","1,030,000","146,000","606,000","348,000","393,000","394,000","392,000","424,000","230,000","231,000","231,000","231,000",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"406,000","-1,228,000","-275,000","-169,000","-49,000","-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"2,249,000","886,000","721,000","-199,000","841,000","529,000","1,297,000","387,000","572,000","-305,000","398,000","-152,000","839,000","-56,000","-460,000","343,000","-348,000","702,000","81,000","1,402,000","-196,000","-93,000","232,000","-113,000","136,000","-61,000","25,000","86,000","27,000","62,000","44,000","48,000","12,000","35,000","37,000","39,000","41,000","34,000","-24,484,000","35,000","34,000","34,000","-34,000","17,000","17,000","44,000","-10,013,000","10,056,000","37,000","5,000","-9,588,000","3,088,000","3,152,000","3,186,000","2,317,000","-2,733,000","250,000","251,000","18,777,000","81,000","2,436,000","1,900,000","3,600,000","1,400,000","12,000,000","2,100,000","-7,400,000","2,500,000","15,700,000","-10,100,000","2,600,000","2,800,000","2,200,000","3,000,000","3,500,000","3,200,000","3,400,000","3,200,000","2,900,000","3,000,000","1,500,000","1,300,000","1,400,000","1,500,000","1,000,000","1,500,000","1,000,000","400,000","300,000","500,000","600,000"
		ChangeInWorkingCapital,"-48,512,000","-15,653,000","-10,421,000","-16,728,000","-5,710,000","26,305,000","17,986,000","421,000","35,882,000","13,481,000","5,096,000","1,906,000","-2,841,000","-25,483,000","1,910,000","-5,418,000","6,993,000","6,878,000","-5,191,000","-57,813,000","-4,929,000","2,190,000","-8,966,000","-22,239,000","15,385,000","2,025,000","14,333,000","-14,979,000","-11,074,000","-14,949,000","-5,066,000","9,870,000","-3,988,000","-24,130,000","4,943,000","16,790,000","8,253,000","-2,036,000","-12,329,000","-3,190,000","6,002,000","-24,603,000","23,591,000","-26,141,000","-8,084,000","4,811,000","19,245,000","-8,393,000","5,500,000","-6,410,000","2,797,000","-16,488,000","9,538,000","-6,915,000","7,016,000","-2,854,000","-7,115,000","3,507,000","6,392,000","2,691,000","6,682,000",,,,,,,,,,,,"14,500,000","-7,000,000","-1,400,000","-800,000","-6,700,000","300,000","-800,000","1,400,000","-100,000","-2,600,000","-4,600,000",,"-2,000,000","1,400,000","6,500,000","-2,900,000","1,800,000","-1,000,000","100,000"
			ChangeInReceivables,"-40,941,000","-1,312,000","-18,240,000","5,663,000","-27,052,000","6,403,000","47,272,000","-58,149,000","13,761,000","29,868,000","-1,188,000","-26,493,000","-2,301,000","-35,817,000","-38,528,000","-6,983,000","-18,350,000","10,620,000","20,491,000","-64,871,000","-18,983,000","9,523,000","-23,029,000","-36,629,000","10,903,000","-2,918,000","33,359,000","-16,858,000","-19,200,000","-18,642,000","18,975,000","12,340,000","-12,932,000","-7,689,000","9,150,000","-8,713,000","-11,849,000","26,429,000","-20,977,000","-20,611,000","926,000","-28,238,000","9,106,000","-37,226,000","-8,672,000","15,353,000","-9,418,000","-5,651,000","-4,569,000","12,778,000","3,571,000","-19,009,000","-5,518,000","10,319,000","13,597,000","-22,015,000","-9,264,000","23,624,000","-7,176,000","675,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,
				ChangesInAccountReceivables,"969,000","2,902,000","-13,270,000","34,027,000","-22,690,000","12,592,000","15,772,000","-59,222,000","8,264,000","38,089,000","-12,383,000","-2,859,000","-15,088,000","-9,380,000","-40,390,000","22,569,000","-24,091,000","26,041,000","-9,131,000","-50,405,000","929,000","12,417,000","-29,255,000","-23,543,000","10,893,000","14,420,000","6,536,000","-16,618,000","-9,072,000","1,389,000","2,644,000","16,616,000","-3,678,000","124,000","7,680,000","-3,448,000","-18,351,000","7,892,000","-2,801,000","-10,269,000","1,158,000","-28,418,000","10,092,000","-37,261,000","-7,886,000","15,316,000","-9,342,000","-5,700,000","-4,626,000","13,148,000","2,798,000","-19,056,000","-5,542,000","10,277,000",,,,,,"569,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1,542,000","2,461,000","-1,249,000",,,,,,,,,"0","0","0","270,000","753,000","-583,000","-440,000",,"6,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"25,929,000","15,261,000","4,136,000","-14,196,000","20,728,000","28,913,000","-45,408,000","49,524,000","-26,017,000","-18,168,000","-2,269,000","10,966,000","-11,090,000","37,640,000","38,767,000","-29,000","-5,462,000","-4,622,000","-6,515,000","-673,000","26,601,000","-8,499,000","11,618,000","5,347,000","1,348,000","4,626,000","-9,501,000","-4,287,000","13,676,000","4,238,000","-6,080,000","-5,021,000","7,739,000","-13,572,000","13,374,000","1,558,000","2,991,000","-23,684,000","-7,876,000","8,467,000","5,679,000","5,530,000","14,680,000","7,769,000","23,186,000","-5,767,000","2,705,000","1,035,000","11,724,000","-16,238,000","1,751,000","3,215,000","15,237,000","-13,238,000","-330,000","7,031,000","3,596,000","-13,858,000","18,347,000","-9,743,000",,,,,,,,,,,,,,,,,,,,,,,,,"-300,000",,,,,,
				ChangeInPayable,"20,763,000","15,613,000","4,474,000","-17,898,000","18,574,000","29,198,000","-50,675,000","45,938,000","-20,251,000","-18,091,000","-15,382,000","10,632,000","-10,978,000","38,220,000","33,734,000","-3,936,000","-6,080,000","-3,765,000","-6,654,000","-554,000","25,690,000","-10,333,000","6,300,000","5,862,000","-2,844,000","8,004,000","-10,272,000","-3,674,000","15,499,000","5,189,000","-6,141,000","-4,171,000","7,204,000","-14,195,000","13,456,000","2,036,000","2,865,000","-23,646,000","-7,830,000","7,176,000","5,544,000","6,177,000","13,673,000","4,972,000","22,273,000","-5,856,000","2,495,000","1,272,000","11,048,000","-16,533,000","2,623,000","2,910,000","13,976,000","-12,763,000",,,,,,"-8,672,000",,,,,,,,,,,,,,,,,,,,,,,,,"-300,000",,,,,,
					ChangeInAccountPayable,"20,763,000","15,613,000","4,474,000","-17,898,000","18,574,000","29,198,000","-50,675,000","45,938,000","-20,251,000","-18,091,000","-15,382,000","10,632,000","-10,978,000","38,220,000","33,734,000","-3,936,000","-6,080,000","-3,765,000","-6,654,000","-554,000","25,690,000","-10,333,000","6,300,000","5,862,000","-2,844,000","8,004,000","-10,272,000","-3,674,000","15,499,000","5,189,000","-6,141,000","-4,171,000","7,204,000","-14,195,000","13,456,000","2,036,000","2,865,000","-23,646,000","-7,830,000","7,176,000","5,544,000","6,177,000","13,673,000","4,972,000","22,273,000","-5,856,000","2,495,000","1,272,000","11,048,000","-16,533,000","2,623,000","2,910,000","13,976,000","-12,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-300,000",,,,,,
				ChangeInAccruedExpense,"5,166,000","-352,000","-338,000","3,702,000","2,154,000","-285,000","5,267,000","3,586,000","-5,766,000","-77,000","13,113,000","334,000","-112,000","-580,000","5,033,000","3,907,000","618,000","-857,000","139,000","-119,000","911,000","1,834,000","5,318,000","-515,000","4,192,000","-3,378,000","771,000","-613,000","-1,823,000","-951,000","61,000","-850,000","535,000","623,000","-82,000","-478,000","126,000","-38,000","-46,000","1,291,000","135,000","-647,000","1,007,000","2,797,000","913,000","89,000","210,000","-237,000","676,000","295,000","-872,000","305,000","1,261,000","-475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,"281,000",,"-16,175,000","-4,925,000","15,314,000","-22,532,000","-124,000","2,003,000","5,195,000","-9,556,000","2,781,000","-2,703,000","-849,000","-649,000","785,000","739,000","1,405,000","-2,298,000","711,000","-337,000","-289,000","-3,278,000","7,568,000","-2,606,000","2,046,000","-4,400,000","1,819,000","-5,211,000","2,158,000","-3,694,000","2,233,000","-870,000","1,076,000","-2,933,000","-286,000","742,000","339,000","17,794,000","1,135,000","654,000","-10,179,000","6,552,000","4,233,000","-19,069,000","-6,111,000","8,771,000","-8,258,000","387,000","541,000","-3,163,000","165,000","1,049,000","51,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,
