name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"12,197,200,000","12,635,000,000","7,508,400,000","7,395,100,000","7,287,600,000","7,311,600,000","7,197,800,000","7,025,100,000","6,932,900,000","7,113,200,000","7,022,000,000","7,127,300,000","7,175,800,000","7,039,800,000","7,141,300,000","7,110,100,000","5,163,800,000","5,118,500,000","4,882,500,000","4,756,600,000","4,753,800,000","4,781,200,000","4,775,900,000","4,723,900,000","4,729,600,000","4,446,700,000","4,489,200,000","5,254,200,000","4,614,300,000","4,665,800,000","4,579,400,000","4,633,700,000","4,492,300,000"
	CurrentAssets,"2,168,100,000","2,632,000,000","1,450,600,000","1,253,000,000","1,123,400,000","1,106,200,000","1,216,600,000","1,064,700,000","924,800,000","888,200,000","892,100,000","869,600,000","893,200,000","841,500,000","886,000,000","853,600,000","646,500,000","588,700,000","689,000,000","550,300,000","513,700,000","550,000,000","492,700,000","498,100,000","493,800,000","427,500,000","453,700,000","1,104,000,000","428,300,000","401,000,000","365,500,000","357,900,000","349,700,000"
		CashCashEquivalentsAndShortTermInvestments,"1,084,100,000","1,845,500,000","711,900,000","529,400,000","436,300,000","496,200,000","601,000,000","490,900,000","318,900,000","307,700,000","287,500,000","241,600,000","241,200,000","213,900,000","251,100,000","218,900,000","179,600,000","137,400,000","267,600,000","159,400,000","155,100,000","215,000,000","163,200,000","161,300,000","172,100,000","148,600,000","142,400,000","772,600,000","102,300,000","89,700,000","114,900,000","93,200,000","111,200,000"
			CashAndCashEquivalents,"1,081,100,000","1,842,400,000","708,800,000","526,200,000","433,000,000","493,000,000","554,000,000","432,200,000","305,700,000","274,100,000","235,900,000","194,700,000","200,900,000","187,400,000","226,600,000","192,300,000","154,300,000","115,800,000","253,300,000","142,000,000","131,200,000","182,200,000","137,900,000","141,300,000","150,300,000","133,200,000","128,700,000","758,000,000","87,000,000","77,900,000","103,100,000","93,200,000","111,200,000"
			OtherShortTermInvestments,"3,000,000","3,100,000","3,100,000","3,200,000","3,300,000","3,200,000","47,000,000","58,700,000","13,200,000","33,600,000","51,600,000","46,900,000","40,300,000","26,500,000","24,500,000","26,600,000","25,300,000","21,600,000","14,300,000","17,400,000","23,900,000","32,800,000","25,300,000","20,000,000","21,800,000","15,400,000","13,700,000","14,600,000","15,300,000","11,800,000","11,800,000",,"0"
		Receivables,"594,500,000","563,200,000","514,300,000","513,400,000","489,300,000","474,100,000","511,500,000","472,300,000","506,100,000","479,500,000","502,300,000","523,900,000","494,900,000","477,600,000","470,000,000","464,500,000","389,800,000","366,900,000","348,500,000","307,900,000","296,200,000","283,300,000","279,400,000","275,200,000","263,800,000","228,400,000","230,300,000","229,900,000","216,700,000","203,200,000","198,400,000","199,300,000","171,800,000"
			AccountsReceivable,"588,900,000","558,000,000","513,600,000","511,800,000","488,100,000","453,700,000","468,000,000","433,100,000","468,000,000","443,900,000","458,200,000","489,200,000","470,000,000","456,800,000","426,100,000","422,200,000","344,000,000","326,700,000","318,900,000","290,700,000","289,900,000","277,900,000","272,700,000","256,500,000","263,200,000","228,300,000","230,000,000","228,800,000","211,700,000","200,400,000","196,300,000","193,000,000","165,000,000"
				GrossAccountsReceivable,"602,200,000","568,700,000","537,500,000","536,600,000","515,000,000","480,300,000","493,300,000","459,100,000","491,200,000","462,900,000","477,000,000","505,500,000","484,100,000","470,300,000","439,800,000","434,000,000","355,300,000","336,600,000","326,100,000","298,000,000","296,500,000","284,100,000","279,200,000","260,900,000","266,900,000","232,500,000","232,800,000","232,000,000","214,700,000","202,800,000","197,300,000","194,100,000","165,700,000"
				AllowanceForDoubtfulAccountsReceivable,"-13,300,000","-10,700,000","-23,900,000","-24,800,000","-26,900,000","-26,600,000","-25,300,000","-26,000,000","-23,200,000","-19,000,000","-18,800,000","-16,300,000","-14,100,000","-13,500,000","-13,700,000","-11,800,000","-11,300,000","-9,900,000","-7,200,000","-7,300,000","-6,600,000","-6,200,000","-6,500,000","-4,400,000","-3,700,000","-4,200,000","-2,800,000","-3,200,000","-3,000,000","-2,400,000","-1,000,000","-1,100,000","-700,000"
			TaxesReceivable,,,,,,"18,600,000","22,500,000","18,900,000","17,700,000","19,000,000","26,200,000","17,900,000","9,400,000","5,500,000","16,800,000","15,100,000","12,600,000","23,700,000","12,400,000","17,200,000","6,300,000","5,400,000","6,700,000","18,700,000","600,000","100,000","300,000","1,100,000","5,000,000","2,800,000","2,100,000","6,300,000","6,800,000"
