name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"8,469,000,000","2,178,000,000","2,042,000,000","2,179,000,000","2,286,000,000","2,366,000,000","2,288,000,000","2,539,000,000","2,158,000,000","2,725,000,000","2,508,000,000","2,782,000,000","2,588,000,000","2,769,000,000","2,670,000,000","2,887,000,000","2,628,000,000","2,830,000,000","2,581,000,000","2,620,000,000","2,363,000,000","2,676,000,000","2,726,000,000","2,836,000,000","3,218,000,000","3,544,000,000","3,478,000,000","3,690,000,000","3,440,000,000","3,877,000,000","3,833,000,000","4,069,000,000","3,841,000,000","4,354,000,000","3,485,673,000","2,619,448,000","2,418,619,000","2,718,260,000","2,622,760,000","2,692,933,000","2,507,150,000","2,872,809,000","2,969,695,000","2,836,737,000","2,710,141,000","2,972,960,000","2,961,932,000","2,899,717,000","2,699,475,000","3,071,970,000","3,065,855,000","3,029,207,000","2,824,141,000","3,225,264,000","3,270,597,000","3,657,857,000","3,605,073,000","3,962,017,000","3,866,927,000","3,935,411,000","3,631,599,000","4,093,600,000","3,843,030,000","3,857,144,000","3,494,907,000","3,815,700,000","3,719,101,000","3,492,900,000","3,364,052,000","3,702,891,000","3,469,418,000","3,327,804,000","3,162,324,000","3,605,153,000","3,251,426,000","3,235,580,000","2,815,691,000","3,055,869,000","2,841,720,000","2,870,781,000","2,644,314,000","3,040,615,000","2,800,171,000","2,782,493,000","2,553,503,000","3,017,914,000","3,054,860,000","2,820,735,000","2,630,848,000","3,063,253,000","2,718,900,000","2,578,500,000","2,343,000,000","2,622,900,000","2,295,600,000","2,234,900,000","1,697,500,000","1,981,100,000","1,723,000,000","1,690,300,000","1,531,800,000","1,772,400,000","1,544,600,000","1,509,700,000","1,381,400,000","1,633,000,000","1,424,500,000","1,337,100,000","1,200,400,000","1,351,200,000","1,255,300,000","1,044,800,000","905,200,000","994,800,000","809,600,000","659,900,000","527,900,000","582,100,000","478,100,000","434,800,000","386,800,000","433,300,000","341,000,000","331,800,000","302,700,000","226,200,000","181,100,000","165,300,000","136,800,000","142,600,000","103,900,000","83,400,000","63,800,000","63,500,000","48,600,000","27,800,000","27,800,000","27,800,000","8,300,000","8,400,000","8,400,000","8,400,000"
	OperatingRevenue,"8,469,000,000","2,178,000,000","2,042,000,000","2,179,000,000","2,286,000,000","2,366,000,000","2,288,000,000","2,539,000,000","2,158,000,000","2,725,000,000","2,508,000,000","2,782,000,000","2,588,000,000","2,769,000,000","2,670,000,000","2,887,000,000","2,628,000,000","2,830,000,000","2,581,000,000","2,620,000,000","2,363,000,000","2,676,000,000","2,726,000,000","2,836,000,000","3,218,000,000","3,544,000,000","3,478,000,000","3,690,000,000","3,440,000,000","3,877,000,000","3,833,000,000","4,069,000,000","3,841,000,000","4,354,000,000","3,485,673,000","2,619,448,000","2,418,619,000","2,718,260,000","2,622,760,000","2,692,933,000","2,507,150,000","2,872,809,000","2,969,695,000","2,836,737,000","2,710,141,000","2,972,960,000","2,961,932,000","2,899,717,000","2,699,475,000","3,071,970,000","3,065,855,000","3,029,207,000","2,824,141,000","3,225,264,000","3,270,597,000","3,657,857,000","3,605,073,000","3,962,017,000","3,866,927,000","3,935,411,000","3,631,599,000","4,093,600,000","3,843,030,000","3,857,144,000","3,494,907,000","3,815,700,000","3,719,101,000","3,492,900,000","3,364,052,000","3,702,891,000","3,469,418,000","3,327,804,000","3,162,324,000","3,605,153,000","3,251,426,000","3,235,580,000","2,815,691,000","3,055,869,000","2,841,720,000","2,870,781,000","2,644,314,000","3,040,615,000","2,800,171,000","2,782,493,000","2,553,503,000","3,017,914,000","3,054,860,000","2,820,735,000","2,630,848,000","3,063,253,000","2,718,900,000","2,578,500,000","2,343,000,000","2,622,900,000","2,295,600,000","2,234,900,000","1,697,500,000","1,981,100,000","1,723,000,000","1,690,300,000","1,531,800,000","1,772,400,000","1,544,600,000","1,509,700,000","1,381,400,000","1,633,000,000","1,424,500,000","1,337,100,000","1,200,400,000","1,351,200,000","1,255,300,000","1,044,800,000","905,200,000","994,800,000","809,600,000","659,900,000","527,900,000","582,100,000","478,100,000","434,800,000","386,800,000","433,300,000","341,000,000","331,800,000","302,700,000","226,200,000","181,100,000","165,300,000","136,800,000","142,600,000","103,900,000","83,400,000","63,800,000","63,500,000","48,600,000","27,800,000","27,800,000","27,800,000","8,300,000","8,400,000","8,400,000","8,400,000"
CostOfRevenue,"6,617,000,000","1,694,000,000","1,610,000,000","1,675,000,000","1,814,000,000","1,832,000,000","1,791,000,000","1,949,000,000","1,742,000,000","2,096,000,000","1,937,000,000","2,115,000,000","2,003,000,000","2,128,000,000","2,068,000,000","2,201,000,000","2,032,000,000","2,163,000,000","1,974,000,000","1,987,000,000","1,818,000,000","2,001,000,000","2,072,000,000","2,110,000,000","2,471,000,000","2,688,000,000","2,664,000,000","2,754,000,000","2,626,000,000","2,940,000,000","2,942,000,000","3,082,000,000","2,958,000,000","3,339,000,000","2,698,382,000","1,986,705,000","1,872,350,000","2,058,563,000","1,839,137,000","1,858,209,000","1,761,086,000","1,989,635,000","2,070,509,000","1,981,717,000","1,916,089,000","2,094,772,000","2,114,397,000","2,070,534,000","1,932,787,000","2,158,239,000","2,208,104,000","2,169,084,000","2,060,093,000","2,315,002,000","2,441,475,000","2,633,416,000","2,621,557,000","2,793,337,000","2,844,391,000","2,820,276,000","2,529,793,000","2,821,118,000","2,642,377,000","2,670,305,000","2,416,665,000","2,613,794,000","2,561,579,000","2,446,301,000","2,327,805,000","2,551,236,000","2,364,611,000","2,286,160,000","2,188,628,000","2,469,161,000","2,211,970,000","2,219,984,000","1,955,575,000","2,096,891,000","2,007,527,000","2,020,352,000","1,872,270,000","2,157,424,000","1,996,285,000","1,973,965,000","1,814,850,000","2,210,998,000","2,221,505,000","2,087,769,000","1,832,578,000","2,180,591,000","1,918,100,000","1,883,900,000","1,624,200,000","1,855,500,000","1,572,100,000","1,565,900,000","1,249,100,000","1,493,500,000","1,284,600,000","1,268,000,000","1,148,400,000","1,350,500,000","1,169,900,000","1,155,900,000","1,038,100,000","1,259,800,000","1,089,500,000","1,014,000,000","914,000,000","1,033,100,000","956,300,000","789,500,000","685,400,000","753,200,000","609,400,000","501,300,000","398,800,000","442,500,000","362,700,000","329,100,000","293,000,000","328,800,000","258,200,000","250,400,000","228,600,000","169,300,000","132,900,000","124,200,000","102,300,000","108,200,000","77,200,000","62,600,000",,,,,,,,,,
GrossProfit,"1,852,000,000","484,000,000","432,000,000","504,000,000","472,000,000","534,000,000","497,000,000","590,000,000","416,000,000","629,000,000","571,000,000","667,000,000","585,000,000","641,000,000","602,000,000","686,000,000","596,000,000","667,000,000","607,000,000","633,000,000","545,000,000","675,000,000","654,000,000","726,000,000","747,000,000","856,000,000","814,000,000","936,000,000","814,000,000","937,000,000","891,000,000","987,000,000","883,000,000","1,015,000,000","787,291,000","632,743,000","546,269,000","659,697,000","783,623,000","834,724,000","746,064,000","883,174,000","899,186,000","855,020,000","794,052,000","878,188,000","847,535,000","829,183,000","766,688,000","913,731,000","857,751,000","860,123,000","764,048,000","910,262,000","829,122,000","1,024,441,000","983,516,000","1,168,680,000","1,022,536,000","1,115,135,000","1,101,806,000","1,272,482,000","1,200,653,000","1,186,839,000","1,078,242,000","1,201,906,000","1,157,522,000","1,046,599,000","1,036,247,000","1,151,655,000","1,104,807,000","1,041,644,000","973,696,000","1,135,992,000","1,039,456,000","1,015,596,000","860,116,000","958,978,000","834,193,000","850,429,000","772,044,000","883,191,000","803,886,000","808,528,000","738,653,000","806,916,000","833,355,000","732,966,000","798,270,000","882,662,000","800,800,000","694,600,000","718,800,000","767,400,000","723,500,000","669,000,000","448,400,000","487,600,000","438,400,000","422,300,000","383,400,000","421,900,000","374,700,000","353,800,000","343,300,000","373,200,000","335,000,000","323,100,000","286,400,000","318,100,000","299,000,000","255,300,000","219,800,000","241,600,000","200,200,000","158,600,000","129,100,000","139,600,000","115,400,000","105,700,000","93,800,000","104,500,000","82,800,000","81,400,000","74,100,000","56,900,000","48,200,000","41,100,000","34,500,000","34,400,000","26,700,000","20,800,000",,,,,,,,,,
OperatingExpense,"1,553,000,000","396,000,000","385,000,000","382,000,000","428,000,000","453,000,000","454,000,000","452,000,000","406,000,000","521,000,000","480,000,000","532,000,000","515,000,000","574,000,000","544,000,000","567,000,000","534,000,000","573,000,000","513,000,000","503,000,000","478,000,000","528,000,000","548,000,000","569,000,000","681,000,000","741,000,000","726,000,000","773,000,000","741,000,000","801,000,000","814,000,000","860,000,000","943,000,000","943,000,000","2,104,930,000","144,847,000","151,316,000","158,907,000","-1,765,753,000","801,826,000","780,850,000","805,484,000","886,914,000","835,903,000","810,163,000","859,712,000","869,751,000","820,870,000","794,284,000","858,228,000","905,399,000","892,919,000","861,977,000","970,719,000","991,322,000","1,018,678,000","985,045,000","1,063,483,000","1,033,657,000","992,882,000","947,409,000","1,045,349,000","1,021,896,000","995,358,000","906,829,000","1,010,074,000","1,020,215,000","1,143,316,000","893,735,000","986,725,000","1,004,969,000","880,799,000","853,811,000","960,535,000","953,738,000","874,107,000","778,371,000","797,673,000","742,154,000","708,358,000","42,711,000","719,283,000","740,969,000","707,003,000","658,140,000","709,565,000","921,989,000","687,010,000","698,922,000","725,800,000","702,200,000","637,700,000","588,700,000","606,400,000","579,900,000","538,800,000","368,100,000","389,800,000","355,000,000","344,400,000","318,500,000","345,200,000","312,200,000","292,300,000","289,600,000","311,500,000","269,900,000","256,300,000","234,200,000","258,000,000","239,800,000","205,000,000","181,900,000","198,900,000","161,000,000","127,800,000","110,400,000","115,800,000","95,300,000","89,500,000","83,100,000","89,400,000","71,200,000","70,800,000","68,300,000","49,200,000","43,500,000","36,900,000","31,900,000","30,200,000","24,700,000","19,000,000",,,,,,,,,,
	SellingGeneralAndAdministration,"1,553,000,000","396,000,000","385,000,000","382,000,000","428,000,000","453,000,000","454,000,000","452,000,000","406,000,000","521,000,000","480,000,000","532,000,000","515,000,000","574,000,000","544,000,000","567,000,000","534,000,000","573,000,000","513,000,000","503,000,000","478,000,000","528,000,000","548,000,000","569,000,000","681,000,000","741,000,000","726,000,000","773,000,000","741,000,000","801,000,000","814,000,000","860,000,000","943,000,000","943,000,000","2,104,930,000","144,847,000","151,316,000","158,907,000","-1,765,753,000","801,826,000","780,850,000","805,484,000","886,914,000","835,903,000","810,163,000","859,712,000","869,751,000","820,870,000","794,284,000","858,228,000","905,399,000","892,919,000","861,977,000","970,719,000","993,011,000","1,020,551,000","986,918,000","1,065,356,000","1,035,531,000","994,755,000","949,282,000","1,047,222,000","1,035,878,000","995,358,000","906,829,000","1,010,074,000","1,142,117,000","1,021,414,000","893,735,000","986,715,000","1,004,971,000","906,847,000","853,811,000","960,535,000","953,738,000","874,107,000","778,371,000","797,673,000","725,555,000","708,358,000","679,333,000","719,283,000","720,408,000","707,003,000","658,140,000","709,565,000","860,913,000","687,010,000","650,163,000","678,380,000","657,300,000","593,100,000","548,100,000","567,900,000","541,900,000","490,200,000","340,200,000","363,400,000","330,400,000","319,900,000","294,300,000","321,500,000","290,100,000","270,900,000","269,700,000","292,400,000","252,400,000","239,400,000","218,300,000","243,500,000","225,900,000","191,900,000","170,100,000","188,100,000","151,100,000","120,200,000","104,000,000","109,800,000","89,700,000","84,100,000","78,000,000","84,700,000","66,900,000","66,800,000","63,500,000","47,000,000","41,400,000","35,200,000","30,400,000","28,900,000","23,700,000","18,400,000",,,,,,,,,,
		GeneralAndAdministrativeExpense,,,"385,000,000","382,000,000",,,"454,000,000","452,000,000","406,000,000","521,000,000","480,000,000","532,000,000","515,000,000",,"544,000,000","567,000,000","534,000,000","573,000,000","513,000,000","503,000,000","478,000,000","528,000,000","548,000,000","569,000,000","681,000,000","741,000,000","726,000,000","773,000,000","741,000,000","801,000,000","814,000,000","860,000,000","943,000,000","943,000,000","782,000,000","144,847,000","570,343,000","629,624,000","162,555,000","165,065,000","167,313,000","109,580,000",,"163,282,000","163,500,000","165,826,000","183,789,000","154,965,000","151,861,000","168,217,000","198,841,000","177,480,000","170,394,000","176,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,"385,000,000","382,000,000",,,"454,000,000","452,000,000","406,000,000","521,000,000","480,000,000","532,000,000","515,000,000",,"544,000,000","567,000,000","534,000,000","573,000,000","513,000,000","503,000,000","478,000,000","528,000,000","548,000,000","569,000,000","681,000,000","741,000,000","726,000,000","773,000,000","741,000,000","801,000,000","814,000,000","860,000,000","943,000,000","943,000,000","782,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"-1,873,000",,,,"-1,873,000","-1,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,"61,076,000",,"48,759,000","47,420,000","44,900,000","44,600,000","40,600,000","38,500,000","38,000,000","48,600,000","27,900,000","26,400,000","24,600,000","24,500,000","24,200,000","23,700,000","22,100,000","21,400,000","19,900,000","19,100,000","17,500,000","16,900,000","15,900,000","14,500,000","13,900,000","13,100,000","11,800,000","10,800,000","9,900,000","7,600,000","6,400,000","6,000,000","5,600,000","5,400,000","5,100,000","4,700,000","4,300,000","4,000,000","4,800,000","2,200,000","2,100,000","1,700,000","1,500,000","1,300,000","1,000,000","600,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"-1,873,000",,,,"-1,873,000","-1,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,"61,076,000",,"48,759,000","47,420,000","44,900,000","44,600,000","40,600,000","38,500,000","38,000,000","48,600,000","27,900,000","26,400,000","24,600,000","24,500,000","24,200,000","23,700,000","22,100,000","21,400,000","19,900,000","19,100,000","17,500,000","16,900,000","15,900,000","14,500,000","13,900,000","13,100,000","11,800,000","10,800,000","9,900,000","7,600,000","6,400,000","6,000,000","5,600,000","5,400,000","5,100,000","4,700,000","4,300,000","4,000,000","4,800,000","2,200,000","2,100,000","1,700,000","1,500,000","1,300,000","1,000,000","600,000",,,,,,,,,,
