name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
TotalAssets,"5,884,932,000","5,966,707,000","6,209,546,000","5,822,141,000","5,963,838,000","5,985,603,000","5,991,618,000","6,023,553,000","6,092,304,000","6,069,299,000","6,068,003,000","6,123,179,000","6,455,145,000","6,665,303,000","6,910,339,000","7,028,144,000","6,984,569,000","7,032,277,000","6,588,307,000","2,253,960,000","2,240,126,000","2,265,919,000","2,239,421,000","2,253,346,000","2,434,156,000","2,486,174,000","2,425,453,000","2,337,802,000","2,004,497,000","2,064,892,000","2,017,366,000","1,376,511,000","1,331,356,000","1,197,835,000","1,027,250,000","1,022,099,000","964,566,000","916,882,000","843,011,000","778,518,000","746,545,000","749,650,000","758,045,000","595,802,000","605,069,000"
	CurrentAssets,"525,867,000","596,025,000","743,227,000","309,781,000","274,332,000","285,068,000","262,858,000","254,272,000","294,648,000","262,656,000","249,288,000","307,221,000","562,423,000","296,279,000","447,489,000","529,246,000","359,438,000","822,243,000","352,705,000","258,049,000","246,534,000","210,790,000","239,643,000","344,679,000","510,383,000","416,565,000","450,780,000","403,971,000","371,790,000","402,680,000","424,886,000","315,987,000","285,440,000","258,205,000","193,767,000","180,659,000","121,328,000","65,535,000","109,957,000","79,940,000","65,910,000","91,273,000","108,794,000","53,212,000","128,847,000"
		CashCashEquivalentsAndShortTermInvestments,"24,836,000","111,996,000","546,338,000","69,347,000","24,878,000","59,076,000","35,034,000","28,250,000","54,051,000","39,097,000","29,431,000","47,595,000","22,873,000","50,230,000","36,348,000","38,809,000","46,352,000","518,632,000","30,873,000","13,235,000","12,814,000","25,663,000","19,674,000","103,868,000","9,133,000","7,434,000","31,473,000","6,042,000","4,171,000","61,793,000","25,479,000","15,085,000","4,286,000","4,308,000","96,641,000","92,770,000","53,565,000","17,101,000","30,477,000","3,110,000","2,675,000","42,250,000","56,417,000","3,454,000","80,210,000"
			CashAndCashEquivalents,"24,836,000","111,996,000","546,338,000","69,347,000","24,878,000","59,076,000","35,034,000","28,250,000","54,051,000","39,097,000","29,431,000","47,595,000","22,873,000","50,230,000","36,348,000","38,809,000","46,352,000","518,632,000","30,873,000","13,235,000","12,814,000","25,663,000","19,674,000","103,868,000","9,133,000","7,434,000","31,473,000","6,042,000","4,171,000","61,793,000","25,479,000","15,085,000","4,286,000","4,308,000","96,641,000","92,770,000","53,565,000","17,101,000","30,477,000","3,110,000","2,675,000","42,250,000","56,417,000","3,454,000","80,210,000"
		Receivables,"496,588,000","480,139,000","191,809,000","235,846,000","244,845,000","219,545,000","221,009,000","217,467,000","232,222,000","213,513,000","209,626,000","249,747,000","259,004,000","236,621,000","307,973,000","303,592,000","301,268,000","234,794,000","309,343,000","94,208,000","96,489,000","50,846,000","94,466,000","120,300,000","297,508,000","270,184,000","287,448,000","278,507,000","258,346,000","235,176,000","250,674,000","225,787,000","199,603,000","185,293,000","46,123,000","43,069,000","24,978,000","12,017,000","22,092,000","21,193,000",,,,,
			AccountsReceivable,"155,764,000","138,108,000","137,181,000","179,915,000","188,481,000","160,646,000","159,933,000","155,061,000","169,829,000","150,443,000","145,801,000","138,544,000","149,790,000","167,161,000","197,622,000","196,364,000","200,380,000","168,887,000","159,577,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"340,824,000","342,031,000","54,628,000","55,931,000","56,364,000","58,899,000","61,076,000","62,406,000","62,393,000","63,070,000","63,825,000","111,203,000","109,214,000","69,460,000","110,351,000","107,228,000","100,888,000","65,907,000","149,766,000","94,208,000","96,489,000","50,846,000","94,466,000","120,300,000","297,508,000","270,184,000","287,448,000","278,507,000","258,346,000","235,176,000","250,674,000","225,787,000","199,603,000","185,293,000","46,123,000","43,069,000","24,978,000","12,017,000","22,092,000","21,193,000",,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,"141,193,000","126,007,000","125,279,000","116,353,000","111,532,000","119,519,000","129,134,000","123,620,000","112,329,000","102,325,000","98,687,000","142,196,000","68,990,000","75,187,000","63,252,000","44,194,000","39,083,000","37,507,000","29,613,000","26,651,000","23,021,000","31,031,000","17,390,000","19,791,000","17,934,000","16,809,000"
		RestrictedCash,"4,443,000","3,890,000","5,080,000","4,588,000","4,609,000","6,447,000","6,815,000","8,555,000","8,375,000","10,046,000","10,231,000","9,879,000","9,766,000","9,428,000","103,168,000","186,845,000","11,818,000","68,817,000","12,489,000","9,413,000","9,151,000","9,002,000","9,150,000","8,979,000","8,773,000","9,813,000","8,239,000","7,093,000","6,948,000","7,024,000","6,537,000","6,125,000","6,364,000","5,352,000","6,809,000","5,737,000","5,278,000","4,589,000","5,197,000","7,076,000","6,664,000","6,093,000","6,286,000","5,524,000","5,528,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,540,000","25,540,000","25,540,000","25,540,000","26,300,000","26,300,000","26,300,000"
