name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002
OperatingCashFlow,"149,823,000","53,926,000","64,405,000","46,635,000","-15,143,000","29,702,000","96,015,000","21,100,000","60,753,000","75,978,000","101,434,000","38,191,000","5,216,000","93,063,000","83,601,000","27,497,000","44,001,000","60,152,000","80,153,000","-2,336,000","38,749,000","59,761,000","100,726,000","2,393,000","7,434,000","61,862,000","69,332,000","21,408,000","-463,000","66,626,000","103,484,000","19,868,000","16,338,000","54,035,000","63,265,000","42,361,000","46,502,000","26,156,000","58,251,000","25,883,000","-8,281,000","47,532,000","61,267,000","17,393,000","8,544,000","19,294,000","52,054,000","12,954,000","10,032,000","-4,520,000","35,346,000","13,311,000","24,738,000","27,442,000","23,238,000","-9,509,000","-8,022,000","47,928,000","13,591,000","15,283,000","11,539,000","17,860,000","11,800,000","13,294,000","14,149,000","7,165,000","8,805,000","6,744,000","4,677,000","11,082,000","7,074,000","11,304,000","6,834,000"
	CashFlowFromContinuingOperatingActivities,"150,871,000","53,926,000","64,405,000","43,396,000","-10,856,000","37,709,000","96,015,000","21,100,000","60,753,000","75,978,000","101,434,000","38,191,000","5,216,000","93,063,000","83,601,000","27,497,000","44,001,000","60,152,000","80,153,000","-2,336,000","38,749,000","59,761,000","100,726,000","2,393,000","7,434,000","61,862,000","69,332,000","21,408,000","-463,000","66,626,000","103,484,000","19,868,000","16,338,000","54,035,000","63,265,000","42,361,000","46,502,000","26,156,000","58,251,000","25,883,000","-8,281,000","47,532,000","61,267,000","17,393,000","8,544,000","19,294,000","52,054,000","12,954,000","10,032,000","-4,520,000","35,346,000","13,311,000","24,738,000","27,442,000","23,238,000","-9,509,000","-8,022,000","47,928,000","13,591,000","15,283,000","11,539,000","17,860,000","11,800,000","13,294,000","14,149,000","7,165,000","8,805,000","6,744,000","4,677,000","11,082,000","7,074,000","11,304,000","6,834,000"
		NetIncomeFromContinuingOperations,"15,131,000","574,000","-4,260,000","13,501,000","5,316,000","1,094,000","-18,546,000","11,827,000","10,587,000","-3,975,000","6,668,000","12,983,000","12,271,000","3,761,000","28,308,000","20,213,000","22,924,000","-1,225,000","18,286,000","3,066,000","-5,766,000","-19,040,000","8,459,000","-7,434,000","-11,078,000","-16,193,000","18,787,000","12,627,000","-9,917,000","731,000","6,490,000","11,473,000","-10,380,000","28,819,000","24,154,000","24,054,000","18,505,000","-7,937,000","27,294,000","6,615,000","13,265,000","11,630,000","17,875,000","9,921,000","11,274,000","1,555,000","13,422,000","18,388,000","12,391,000","-15,616,000","-18,269,000","13,315,000","1,482,000","20,572,000","-20,456,000","-20,441,000","-14,714,000","-24,777,000","-1,602,000","11,737,000","10,843,000","-8,236,000","9,689,000","8,613,000","9,006,000","-2,299,000","7,452,000","6,636,000","6,149,000","-2,852,000","4,893,000","4,448,000","3,658,000"
		OperatingGainsLosses,,,"0","0","0","16,848,000","840,000","1,072,000","464,000","-1,014,000","-139,000","268,000","-179,000","-549,000","1,249,000","-1,051,000","-1,221,000","-1,488,000","525,000","-834,000","2,106,000","370,000","-370,000","-1,270,000","405,000","1,558,000","189,000","-309,000","-142,000","-132,000","-2,320,000","-1,563,000","4,614,000","7,829,000","-390,000","720,000","-73,000","9,276,000","276,000","254,000","-271,000","140,000","896,000","0","0","8,136,000",,,,,,"4,710,000",,,,"9,273,000",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","0","14,374,000","840,000","1,072,000","464,000","-1,014,000","-139,000","268,000","-179,000","-549,000","1,249,000","-1,051,000","-1,221,000","-1,488,000","309,000","-834,000","172,000","370,000","-370,000","-1,270,000","405,000","1,558,000","189,000","-309,000","-142,000","-132,000","-2,320,000","-1,563,000","-840,000","737,000","-390,000","720,000","-246,000","-430,000","276,000","254,000","-271,000","140,000",,,,,,,,,,"4,710,000",,,,"9,273,000",,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"74,448,000","18,048,000","18,539,000","19,241,000","18,620,000","19,049,000","26,950,000","25,720,000","23,807,000","23,931,000","23,652,000","23,114,000","21,812,000","22,954,000","22,684,000","21,296,000","20,972,000","23,963,000","25,851,000","24,463,000","25,994,000","29,422,000","28,846,000","28,376,000","28,700,000","28,335,000","26,831,000","27,081,000","27,360,000","25,028,000","25,166,000","25,106,000","25,868,000","23,324,000","15,738,000","12,946,000","12,825,000","14,459,000","14,621,000","14,211,000","14,169,000","14,096,000","13,888,000","13,613,000","12,585,000","12,954,000","12,851,000","12,148,000","12,054,000","11,898,000","11,866,000","11,917,000","12,434,000","13,073,000","13,241,000","13,577,000","13,924,000","14,400,000",,,,,,,,,,,,,,,
			DepreciationAndAmortization,"74,448,000","18,048,000","18,539,000","19,241,000","18,620,000","19,049,000","26,950,000","25,720,000","23,807,000","23,931,000","23,652,000","23,114,000","21,812,000","22,954,000","22,684,000","21,296,000","20,972,000","23,963,000","25,851,000","24,463,000","25,994,000","29,422,000","28,846,000","28,376,000","28,700,000","28,335,000","26,831,000","27,081,000","27,360,000","25,028,000","25,166,000","25,106,000","25,868,000","23,324,000","15,738,000","12,946,000","12,825,000","14,459,000","14,621,000","14,211,000","14,169,000","14,096,000","13,888,000","13,613,000","12,585,000","12,954,000","12,851,000","12,148,000","12,054,000","11,898,000","11,866,000","11,917,000","12,434,000","13,073,000","13,241,000","13,577,000","13,924,000","14,400,000",,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,933,000","1,592,000","924,000","1,644,000","1,703,000","14,709,000",,,,"14,591,000",,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"67,205,000","18,364,000","14,168,000","16,589,000","18,084,000","16,405,000","10,751,000","19,971,000","17,375,000","14,192,000","26,534,000","18,559,000","20,540,000","17,065,000","16,148,000","16,638,000","17,428,000","16,443,000","18,899,000","16,042,000","16,735,000","17,620,000","19,874,000","13,909,000","16,326,000","15,312,000","14,257,000","9,446,000","21,225,000","13,100,000","11,264,000","11,942,000","12,878,000","10,228,000","8,167,000","8,318,000","7,969,000","5,719,000","5,460,000","4,550,000","6,008,000","4,986,000","4,570,000","5,571,000","5,855,000","5,785,000","5,928,000","7,220,000","8,090,000","7,546,000","8,025,000","7,638,000","9,275,000","6,257,000","7,106,000","8,335,000","8,659,000","7,940,000",,,,,,,,,,,,,,,
		OtherNonCashItems,"11,896,000","2,163,000","7,152,000","1,142,000","1,439,000","-18,127,000","30,906,000","9,675,000","20,571,000","-311,000","3,834,000","3,732,000","3,761,000","5,707,000","2,665,000","3,615,000","785,000","2,457,000","2,131,000","-1,673,000","2,996,000","7,361,000","1,619,000","4,049,000","7,305,000","5,361,000","3,704,000","2,692,000","4,518,000","11,552,000","48,161,000","3,591,000","3,215,000","-40,025,000","-3,747,000","988,000","-3,866,000","4,661,000","658,000","168,000","-6,398,000","275,000","-6,076,000","73,000","2,069,000","3,132,000","1,376,000","759,000","-322,000","1,189,000","3,249,000","859,000","-7,040,000","5,224,000","18,095,000","436,000","3,347,000","-1,065,000",,,,,,,,,,,,,,,
