name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010
TotalAssets,"2,004,823,000","2,010,141,000","2,075,038,000","2,106,728,000","2,301,589,000","2,368,182,000","2,414,601,000","1,925,391,000","1,902,744,000","1,921,611,000","1,944,000,000","1,957,003,000","1,920,202,000","1,808,027,000","1,579,055,000","1,528,301,000","1,507,621,000","1,467,262,000","1,351,750,000","163,633,000","160,149,000","157,394,000","159,884,000","180,656,000","182,360,000","174,873,000","173,247,000","176,108,000","178,788,000","154,538,000","161,047,000","128,380,000","124,290,000","105,643,000","109,735,000","111,783,000","108,264,000","96,229,000","101,789,000","110,004,000","113,609,000","111,398,000","32,593,000","51,424,000","22,601,000"
	CurrentAssets,"558,975,000","583,071,000","650,981,000","714,099,000","907,993,000","977,806,000","1,026,257,000","534,343,000","494,129,000","499,993,000","509,483,000","500,876,000","479,554,000","474,127,000","420,606,000","353,984,000","319,388,000","262,378,000","113,613,000","84,099,000","77,456,000","72,316,000","73,400,000","93,676,000","97,388,000","92,620,000","95,587,000","106,436,000","115,553,000","97,520,000","111,554,000","88,556,000","93,850,000","81,944,000","88,267,000","94,225,000","91,993,000","80,745,000","92,666,000","100,896,000","105,439,000","104,679,000","26,478,000","46,064,000","17,938,000"
		CashCashEquivalentsAndShortTermInvestments,"391,286,000","428,136,000","476,625,000","584,260,000","777,041,000","862,700,000","905,036,000","420,985,000","384,230,000","390,565,000","402,914,000","380,563,000","345,351,000","361,931,000","314,354,000","255,595,000","228,744,000","221,521,000","59,543,000","48,842,000","40,989,000","38,943,000","37,833,000","58,488,000","59,070,000","56,575,000","58,204,000","69,751,000","77,475,000","64,259,000","79,058,000","57,054,000","64,630,000","55,858,000","62,581,000","66,244,000","62,926,000","53,098,000","65,547,000","76,597,000","84,620,000","88,907,000","10,847,000","32,716,000","9,509,000"
			CashAndCashEquivalents,"391,286,000","428,136,000","476,625,000","584,260,000","777,041,000","812,705,000","855,044,000","420,985,000","384,230,000","390,565,000","402,914,000","380,563,000","345,351,000","336,984,000","279,489,000","255,595,000","228,744,000","221,521,000","59,543,000","38,362,000","28,789,000","22,402,000","13,661,000","34,575,000","35,352,000","32,599,000","33,662,000","47,315,000","52,935,000","39,991,000","62,319,000","35,866,000","43,654,000","34,803,000","41,609,000","45,844,000","42,613,000","42,638,000","65,547,000","76,597,000","84,620,000","88,907,000","10,847,000","32,716,000","9,509,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,"29,810,000","21,998,000","19,983,000","12,782,000","33,476,000","34,088,000","31,629,000","33,288,000","44,855,000","52,604,000","39,386,000","57,292,000","35,544,000","42,933,000","34,148,000","40,913,000","44,586,000","41,343,000","41,455,000","65,497,000","76,547,000","84,570,000",,"10,547,000","32,716,000","9,209,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,"8,552,000","6,791,000","2,419,000","879,000","1,099,000","1,264,000","970,000","374,000","2,460,000","331,000","605,000","5,027,000","322,000","721,000","655,000","696,000","1,258,000","1,270,000","1,183,000","50,000","50,000","50,000",,"300,000",,"300,000"
			OtherShortTermInvestments,,"0","0","0","0","49,995,000","49,992,000",,,,"0","0","0","24,947,000","34,865,000",,,,,"10,480,000","12,200,000","16,541,000","24,172,000","23,913,000","23,718,000","23,976,000","24,542,000","22,436,000","24,540,000","24,268,000","16,739,000","21,188,000","20,976,000","21,055,000","20,972,000","20,400,000","20,313,000","10,460,000",,,,,,,
		Receivables,"100,043,000","84,387,000","98,538,000","62,052,000","56,915,000","43,148,000","51,721,000","49,760,000","44,238,000","41,669,000","44,045,000","56,835,000","52,255,000","51,513,000","44,394,000","43,411,000","35,866,000","28,085,000","30,684,000","15,006,000","15,793,000","16,371,000","16,817,000","16,890,000","16,212,000","17,019,000","16,215,000","15,308,000","15,841,000","15,141,000","14,250,000","13,110,000","13,438,000","12,385,000","10,636,000","10,569,000","9,733,000","7,787,000","7,290,000","5,508,000","5,230,000","3,937,000","3,426,000","3,226,000","2,726,000"
			AccountsReceivable,"100,043,000","84,387,000","98,538,000","62,052,000","56,915,000","43,148,000","51,721,000","49,760,000","44,238,000","41,669,000","44,045,000","56,835,000","52,255,000","27,263,000","44,394,000","43,411,000","35,866,000","28,085,000","30,684,000","15,006,000","15,793,000","16,371,000","16,817,000","16,890,000","16,212,000","17,019,000","16,215,000","15,308,000","15,841,000","15,141,000","14,250,000","13,110,000","13,438,000","12,385,000","10,636,000","10,569,000","9,733,000","7,787,000","7,290,000","5,508,000","5,230,000","3,937,000","3,426,000","3,226,000","2,662,000"
				GrossAccountsReceivable,"137,856,000","120,747,000","138,814,000","97,914,000","85,823,000","70,987,000","81,508,000","77,751,000","66,659,000","61,962,000","65,552,000","79,625,000","70,208,000","43,866,000","61,934,000","59,345,000","47,774,000","37,348,000","40,523,000","18,045,000","19,249,000","19,667,000","20,027,000","19,077,000","18,106,000","18,677,000","17,836,000","16,673,000","17,277,000","16,792,000","15,562,000","14,719,000","14,837,000","13,492,000","11,686,000","12,399,000","11,667,000","8,709,000","8,493,000","6,345,000","5,985,000","4,472,000","3,815,000",,"2,903,000"
