name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"320,670,000","501,168,000","814,990,000","1,404,503,373","3,029,977,466","3,545,749,073","3,939,360,075"
EnterpriseValue,"-328,130,000","-150,532,000","163,290,000","612,303,373","2,103,177,466","2,610,949,073","3,897,560,075"
PsRatio,"0.871","1.421","2.582","5.146","9.39","2.771","9.754"
PbRatio,"0.684","0.934","1.232","1.746","2.938","3.118",
EnterprisesValueRevenueRatio,"-0.906","-1.763","1.752","6.528","23.421","38.06","76.573"
