name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalCapitalization,"5,572,091,000","4,927,676,000","4,218,208,000","4,015,339,000","3,880,756,000","3,273,690,000","3,198,799,000","3,079,651,000","3,621,494,000","4,104,593,000","3,306,880,000","2,940,883,000","2,596,764,000","2,559,765,000","2,518,563,000","2,302,705,000","2,195,909,000","2,077,199,000","1,819,843,000","1,833,269,000","1,784,324,000","1,695,328,000","1,670,488,000","1,757,134,000","1,861,646,000","1,906,238,000","2,125,382,000","2,131,782,000","2,176,272,000","2,452,362,000","2,201,379,000","1,813,863,000","1,799,893,000","1,857,550,000","1,971,434,000","1,922,322,000","1,482,325,000","1,413,408,000",,,,,,,,,,,,,,,,
PreferredStockEquity,"227,432,000","226,939,000","111,034,000","111,034,000","111,034,000","111,034,000","111,034,000","111,034,000","111,034,000","111,034,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,066,648,000","1,064,382,000","952,292,000","812,452,000","798,822,000","774,181,000","724,096,000","689,862,000","663,349,000","718,231,000","635,446,000","562,470,000","562,209,000","563,833,000","593,797,000","599,567,000","594,474,000","600,099,000","615,635,000","625,931,000","636,251,000","637,661,000","655,903,000","673,995,000","689,344,000","732,049,000","752,085,000","770,719,000","779,491,000","782,155,000","805,377,000","624,107,000","623,003,000","620,401,000","625,173,000","633,162,000","515,848,000","506,355,000","498,650,000","395,275,000","396,264,000","370,916,000","376,674,000","384,853,592","392,832,979","403,671,712","308,973,375","294,350,454","292,888,432","299,794,013","297,638,049","284,144,533","250,163,481","241,077,644"
NetTangibleAssets,"1,294,080,000","1,291,321,000","1,063,326,000","923,486,000","909,856,000","885,215,000","835,130,000","800,896,000","774,383,000","829,265,000","635,446,000","562,470,000","562,209,000","563,833,000","593,797,000","599,567,000","594,474,000","600,099,000","615,635,000","625,931,000","636,251,000","637,661,000","655,903,000","673,995,000","689,344,000","732,049,000","752,085,000","770,719,000","779,491,000","782,155,000","805,377,000","624,107,000","623,003,000","620,401,000","625,173,000","633,162,000","515,848,000","506,355,000","498,650,000","395,275,000","396,264,000","370,916,000","376,674,000","384,853,592","392,832,979","403,671,712","308,973,375","294,350,454","292,888,432","299,794,013","297,638,049","284,144,533","250,163,481","241,077,644"
InvestedCapital,"5,344,659,000","4,700,737,000","4,107,174,000","3,904,305,000","3,769,722,000","3,162,656,000","3,087,765,000","2,968,617,000","3,510,460,000","3,993,559,000","3,306,880,000","2,940,883,000","2,596,764,000","2,559,765,000","2,518,563,000","2,302,705,000","2,195,909,000","2,077,199,000","1,819,843,000","1,833,269,000","1,784,324,000","1,695,328,000","1,670,488,000","1,757,134,000","1,861,646,000","1,906,238,000","2,125,382,000","2,131,782,000","2,176,272,000","2,452,362,000","2,201,379,000","1,813,863,000","1,799,893,000","1,857,550,000","1,971,434,000","1,922,322,000","1,482,325,000","1,413,408,000",,,,,,,,,,,,,,"285,722,270","250,318,174",
TangibleBookValue,"1,066,648,000","1,064,382,000","952,292,000","812,452,000","798,822,000","774,181,000","724,096,000","689,862,000","663,349,000","718,231,000","635,446,000","562,470,000","562,209,000","563,833,000","593,797,000","599,567,000","594,474,000","600,099,000","615,635,000","625,931,000","636,251,000","637,661,000","655,903,000","673,995,000","689,344,000","732,049,000","752,085,000","770,719,000","779,491,000","782,155,000","805,377,000","624,107,000","623,003,000","620,401,000","625,173,000","633,162,000","515,848,000","506,355,000","498,650,000","395,275,000","396,264,000","370,916,000","376,674,000","384,853,592","392,832,979","403,671,712","308,973,375","294,350,454","292,888,432","299,794,013","297,638,049","284,144,533","250,163,481","241,077,644"
TotalDebt,"4,278,011,000","3,636,355,000","3,154,882,000","3,091,853,000","2,970,900,000","2,388,475,000","2,363,669,000","2,278,755,000","2,847,111,000","3,275,328,000","2,671,434,000","2,378,413,000","2,034,555,000","1,995,932,000","1,924,766,000","1,703,138,000","1,601,435,000","1,477,100,000","1,204,208,000","1,207,338,000","1,148,073,000","1,057,667,000","1,014,585,000","1,083,139,000","1,172,302,000","1,174,189,000","1,373,297,000","1,361,063,000","1,396,781,000","1,670,207,000","1,396,002,000","1,189,756,000","1,176,890,000","1,237,149,000","1,346,261,000","1,289,160,000","966,477,000","907,053,000",,,,,,,,,,,,,"0","1,577,737","154,693",
NetDebt,"3,914,482,000","3,543,694,000","3,051,265,000","2,957,158,000","2,821,550,000","2,276,828,000","2,236,886,000","2,132,224,000","2,710,371,000","3,203,026,000","2,638,183,000","2,335,742,000","1,978,679,000","1,951,276,000","1,871,168,000","1,681,067,000","1,575,720,000","1,429,867,000","1,092,785,000","1,072,823,000","1,043,854,000","934,393,000","834,967,000","942,781,000","1,030,220,000","990,280,000","1,233,902,000","1,237,207,000","1,240,531,000","1,556,067,000","1,266,878,000","1,044,724,000","1,006,528,000","1,053,660,000","1,159,524,000","1,087,365,000","901,724,000","847,969,000",,,,,,,,,,,,,,,,
ShareIssued,"59,662,263","57,458,169","51,677,667","43,781,684","43,781,684","43,781,684","43,781,684","43,779,924","43,779,924","38,647,943","33,774,386","29,745,776","29,745,776","29,796,601","30,155,055","30,149,880","30,392,041","31,335,938","31,992,177","32,112,697","32,164,215","32,294,703","32,619,060","32,743,356","32,962,979","33,126,012","33,417,118","33,449,678","33,449,678","33,449,678","33,443,572","25,441,750","25,441,750","25,428,186","25,418,937","25,412,011","20,403,723","20,370,469","20,483,696","16,447,651","16,447,651","16,447,651","16,489,881","16,507,381","16,504,742","16,498,342","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670"
OrdinarySharesNumber,"59,662,263","57,458,169","51,677,667","43,781,684","43,781,684","43,781,684","43,781,684","43,779,924","43,779,924","38,647,943","33,774,386","29,745,776","29,745,776","29,796,601","30,155,055","30,149,880","30,392,041","31,335,938","31,992,177","32,112,697","32,164,215","32,294,703","32,619,060","32,743,356","32,962,979","33,126,012","33,417,118","33,449,678","33,449,678","33,449,678","33,443,572","25,441,750","25,441,750","25,428,186","25,418,937","25,412,011","20,403,723","20,370,469","20,483,696","16,447,651","16,447,651","16,447,651","16,489,881","16,507,381","16,504,742","16,498,342","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670","16,485,670"
PreferredSharesNumber,"9,420,421","9,400,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
