name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"3,044,559,000","2,850,623,000","2,813,379,000","2,648,553,000","2,512,500,000","2,545,578,000","2,464,990,000","2,488,157,000","2,388,006,000","2,361,909,000","2,359,549,000","2,321,521,000","2,218,359,000","1,181,958,000","1,143,575,000","1,125,847,000","1,092,709,000","1,102,433,000","1,070,848,000","1,032,184,000","984,469,000","1,001,025,000","853,415,000","840,075,000","773,681,000","747,759,000","682,503,000","628,939,000","573,294,000","493,916,000","402,879,000","380,832,000","771,478,000","760,315,000","738,240,000","723,592,000","711,500,000","690,862,000","667,948,000","646,921,000","625,208,000","596,339,000","566,781,000","508,276,000","501,003,000","479,892,000","425,139,000","410,735,000","402,908,000","391,348,000","321,850,000","314,682,000","308,330,000","296,901,000","282,611,000","276,039,000","270,447,000","267,389,000","203,404,000","195,609,000","194,319,000","190,531,000","119,390,000"
	CurrentAssets,"633,111,000","639,709,000","668,118,000","567,104,000","513,316,000","582,956,000","526,627,000","547,306,000","433,321,000","411,081,000","393,201,000","375,546,000","357,729,000","348,072,000","348,413,000","327,569,000","344,726,000","368,076,000","339,845,000","323,845,000","305,623,000","333,862,000","308,750,000","288,014,000","293,239,000","294,970,000","269,530,000","255,945,000","255,856,000","213,642,000","193,931,000","184,192,000","203,468,000","210,996,000","185,309,000","169,380,000","174,808,000","167,599,000","155,749,000","154,122,000","142,963,000","140,639,000","130,688,000","134,453,000","143,804,000","160,008,000","127,066,000","115,839,000","124,305,000","117,327,000","89,762,000","102,710,000","101,186,000","104,448,000","114,594,000","109,600,000","118,272,000","120,363,000","70,955,000","70,803,000","73,968,000","83,805,000","63,731,000"
		CashCashEquivalentsAndShortTermInvestments,"260,639,000","275,964,000","317,464,000","208,984,000","170,150,000","250,011,000","192,957,000","218,095,000","78,238,000","76,929,000","57,422,000","47,045,000","41,861,000","39,765,000","55,345,000","40,136,000","48,688,000","55,429,000","49,163,000","47,119,000","41,336,000","69,256,000","47,925,000","37,022,000","53,373,000","43,573,000","44,569,000","55,386,000","67,601,000","56,468,000","45,089,000","26,844,000","61,990,000","71,266,000","49,780,000","30,778,000","45,907,000","46,118,000","36,282,000","37,522,000","32,618,000","29,584,000","25,650,000","38,111,000","50,973,000","72,088,000","36,926,000","26,353,000","41,452,000","38,855,000","21,365,000","33,687,000","33,060,000","41,326,000","56,407,000","50,934,000","54,446,000","51,732,000","6,418,000","12,939,000","16,409,000","25,491,000","11,635,000"
			CashAndCashEquivalents,"248,546,000","262,201,000","304,620,000","198,411,000","155,527,000","236,562,000","175,380,000","201,738,000","63,217,000","59,175,000","44,396,000","39,042,000","37,824,000","31,083,000","45,657,000","27,184,000","35,057,000","42,337,000","40,055,000","33,476,000","31,507,000","57,706,000","40,414,000","33,519,000","51,370,000","41,569,000","40,069,000","50,635,000","62,609,000","50,408,000","39,206,000","22,393,000","57,469,000","65,755,000","45,997,000","27,499,000","42,536,000","40,923,000","32,028,000","32,785,000","32,618,000","29,584,000","25,650,000","38,111,000","50,973,000","72,088,000","36,926,000","26,353,000","41,452,000","38,855,000","21,365,000","33,687,000","33,060,000","41,326,000","56,407,000","50,934,000","54,446,000","51,732,000","6,418,000","12,939,000","16,409,000","25,491,000","11,635,000"
			OtherShortTermInvestments,"12,093,000","13,763,000","12,844,000","10,573,000","14,623,000","13,449,000","17,577,000","16,357,000","15,021,000","17,754,000","13,026,000","8,003,000","4,037,000","8,682,000","9,688,000","12,952,000","13,631,000","13,092,000","9,108,000","13,643,000","9,829,000","11,550,000","7,511,000","3,503,000","2,003,000","2,004,000","4,500,000","4,751,000","4,992,000","6,060,000","5,883,000","4,451,000","4,521,000","5,511,000","3,783,000","3,279,000","3,371,000","5,195,000","4,254,000","4,737,000",,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"339,886,000","328,731,000","313,858,000","313,663,000","312,578,000","305,062,000","294,151,000","302,061,000","329,518,000","308,985,000","308,093,000","296,935,000","291,701,000","276,099,000","261,454,000","251,042,000","258,509,000","265,068,000","255,119,000","243,248,000","242,863,000","244,433,000","232,465,000","226,623,000","217,171,000","209,026,000","192,016,000","171,362,000","162,267,000","130,051,000","120,647,000","124,441,000","120,569,000","111,370,000","102,428,000","107,436,000","98,285,000","94,187,000","98,072,000","96,452,000","94,050,000","86,311,000","80,965,000","77,696,000","76,474,000","69,437,000","72,083,000","72,678,000","69,372,000","62,606,000","51,920,000","53,544,000","55,012,000","49,188,000","44,597,000","44,955,000","50,350,000","50,615,000","47,639,000","42,452,000","44,447,000","45,285,000","43,363,000"
			AccountsReceivable,"339,886,000","328,731,000","313,858,000","313,663,000","312,578,000","305,062,000","294,151,000","302,061,000","329,518,000","308,985,000","308,093,000","296,935,000","291,701,000","276,099,000","261,454,000","251,042,000","258,509,000","265,068,000","255,119,000","243,248,000","242,863,000","244,433,000","232,465,000","226,623,000","217,171,000","209,026,000","192,016,000","171,362,000","162,267,000","130,051,000","120,647,000","124,441,000","120,569,000","111,370,000","102,428,000","107,436,000","98,285,000","94,187,000","98,072,000","96,452,000","94,050,000","86,311,000","80,965,000","77,696,000","76,474,000","69,437,000","72,083,000","72,678,000","69,372,000","62,606,000","51,920,000","53,544,000","55,012,000","49,188,000","44,597,000","44,955,000","50,350,000","50,615,000","47,639,000","42,452,000","44,447,000","45,285,000","43,363,000"
				GrossAccountsReceivable,"353,098,000","339,944,000","325,125,000","324,265,000","323,668,000","313,780,000","300,204,000","305,746,000","332,939,000","311,457,000","311,800,000","300,661,000","295,081,000","278,985,000","263,938,000","252,685,000","260,271,000","309,029,000","298,447,000","283,007,000","283,285,000","284,224,000","269,425,000","260,277,000","249,269,000","239,334,000","219,611,000","195,275,000","185,272,000","150,489,000","140,099,000","142,350,000","137,991,000","127,910,000","117,996,000","121,450,000","112,570,000","107,998,000","111,700,000","108,684,000","106,844,000","99,093,000","93,695,000","88,764,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,212,000","-11,213,000","-11,267,000","-10,602,000","-11,090,000","-8,718,000","-6,053,000","-3,685,000","-3,421,000","-2,472,000","-3,707,000","-3,726,000","-3,380,000","-2,886,000","-2,484,000","-1,643,000","-1,762,000","-43,961,000","-43,328,000","-39,759,000","-40,422,000","-39,791,000","-36,960,000","-33,654,000","-32,098,000","-30,308,000","-27,595,000","-23,913,000","-23,005,000","-20,438,000","-19,452,000","-17,909,000","-17,422,000","-16,540,000","-15,568,000","-14,014,000","-14,285,000","-13,811,000","-13,628,000","-12,232,000","-12,794,000","-12,782,000","-12,730,000","-11,068,000",,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"32,586,000","35,014,000","36,796,000","44,457,000","30,588,000","27,883,000","39,519,000","27,150,000","25,565,000","25,167,000","27,686,000","31,566,000","24,167,000","30,349,000","31,614,000","36,391,000","37,529,000","47,579,000","35,563,000","33,478,000","21,424,000","20,173,000","19,894,000","24,369,000","22,695,000","26,968,000","22,209,000","17,114,000","11,998,000","11,426,000","13,510,000","17,874,000","11,688,000","19,128,000","19,135,000","17,815,000","16,824,000","12,423,000","11,217,000","9,528,000","7,619,000","13,549,000","12,131,000","8,499,000","7,661,000","8,508,000","7,350,000","7,940,000","5,866,000","7,740,000","8,076,000","5,789,000","5,074,000","4,692,000","6,927,000","6,853,000","6,918,000","11,154,000","8,229,000","7,738,000","4,938,000","4,185,000","4,274,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,481,000","3,388,000","5,082,000","6,652,000","6,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"15,403,000","10,736,000","10,602,000","10,602,000","10,615,000","8,033,000","8,633,000","9,221,000","9,232,000","13,966,000","13,351,000","13,370,000","14,871,000","10,178,000","10,620,000","8,676,000","11,195,000","11,942,000","10,147,000","8,696,000","9,975,000","10,707,000","8,868,000","7,615,000","8,126,000","8,401,000","9,690,000","8,040,000","9,242,000","6,663,000","6,858,000","6,558,000","6,862,000","8,669,000","7,674,000","8,174,000","8,844,000","4,459,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"15,403,000","10,736,000","10,602,000","10,602,000","10,615,000","8,033,000","8,633,000","9,221,000","9,232,000","13,966,000","13,351,000","13,370,000","14,871,000","10,178,000","10,620,000","8,676,000","11,195,000","11,942,000","10,147,000","8,696,000","9,975,000","10,707,000","8,868,000","7,615,000","8,126,000","8,401,000","9,690,000","8,040,000","9,242,000","6,663,000","6,858,000","6,558,000","6,862,000","8,669,000","7,674,000","8,174,000","8,844,000","4,459,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,"0","0","0","0","1,859,000",,,,,,,,,"8,466,000",,,,,,,,,,,"0","0","0","422,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"2,411,448,000","2,210,914,000","2,145,261,000","2,081,449,000","1,999,184,000","1,962,622,000","1,938,363,000","1,940,851,000","1,954,685,000","1,950,828,000","1,966,348,000","1,945,975,000","1,860,630,000","833,886,000","795,162,000","798,278,000","747,983,000","734,357,000","731,003,000","708,339,000","678,846,000","667,163,000","544,665,000","552,061,000","480,442,000","452,789,000","412,973,000","372,994,000","317,438,000","280,274,000","208,948,000","196,640,000","568,010,000","549,319,000","552,931,000","554,212,000","536,692,000","523,263,000","512,199,000","492,799,000","482,245,000","455,700,000","436,093,000","373,823,000","357,199,000","319,884,000","298,073,000","294,896,000","278,603,000","274,021,000","232,088,000","211,972,000","207,144,000","192,453,000","168,017,000","166,439,000","152,175,000","147,026,000","132,449,000","124,806,000","120,351,000","106,726,000","55,659,000"
		NetPPE,"2,201,708,000","2,027,306,000","1,966,932,000","1,901,295,000","1,829,775,000","1,803,754,000","1,810,621,000","1,813,123,000","1,827,351,000","1,814,466,000","1,770,443,000","1,749,341,000","1,673,038,000","618,874,000","593,088,000","591,580,000","541,019,000","537,084,000","531,079,000","490,386,000","490,582,000","484,498,000","350,255,000","347,203,000","311,479,000","299,633,000","257,164,000","243,881,000","192,370,000","149,708,000","127,448,000","116,784,000","496,618,000","479,770,000","479,837,000","476,671,000","450,695,000","447,877,000","439,233,000","420,028,000","410,773,000","403,862,000","372,797,000","321,745,000","311,372,000","262,527,000","254,192,000","251,320,000","241,034,000","230,774,000","181,643,000","180,274,000","176,485,000","157,029,000","141,893,000","139,846,000","128,356,000","124,861,000","106,918,000","100,619,000","97,169,000","87,133,000","43,644,000"
			GrossPPE,"2,511,578,000","2,323,073,000","2,254,738,000","2,175,764,000","2,091,291,000","2,052,759,000","2,053,010,000","2,042,836,000","2,044,280,000","2,018,832,000","1,987,999,000","1,955,700,000","1,867,392,000","801,605,000","769,908,000","757,346,000","696,075,000","681,177,000","668,243,000","617,149,000","610,221,000","594,534,000","454,771,000","445,311,000","401,225,000","382,327,000","338,556,000","319,028,000","261,766,000","213,879,000","189,172,000","174,123,000","637,292,000","611,739,000","604,049,000","592,557,000","558,390,000","548,016,000","531,802,000","505,950,000","489,856,000","476,308,000","439,650,000","383,174,000","367,684,000","314,077,000","301,573,000","294,871,000","280,748,000","266,875,000","214,575,000","210,799,000","204,027,000","181,904,000","164,626,000","160,360,000","146,800,000","141,405,000","121,750,000","113,725,000","108,703,000","97,269,000","50,138,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"123,068,000","121,164,000","101,552,000","101,552,000","101,236,000","101,236,000","100,678,000","95,820,000","95,820,000","91,740,000","81,303,000","68,081,000","60,895,000","60,420,000","58,579,000","60,876,000","49,382,000","49,081,000","49,081,000","44,301,000","47,565,000","47,565,000","43,075,000","42,888,000","42,021,000","41,451,000","36,734,000","34,176,000","22,602,000","18,994,000","17,490,000","16,774,000","80,439,000","79,679,000","79,795,000","78,077,000","70,826,000","70,487,000","70,267,000","67,855,000","67,726,000","67,179,000","58,728,000","54,518,000","53,611,000","46,900,000","46,330,000","46,330,000","44,462,000","43,621,000","33,925,000","33,925,000","33,925,000","30,440,000","28,751,000","28,741,000","26,296,000","26,107,000","21,870,000","19,673,000","19,655,000","17,265,000","9,019,000"
				BuildingsAndImprovements,"667,053,000","646,221,000","568,331,000","564,352,000","557,616,000","555,416,000","552,217,000","547,859,000","545,019,000","531,538,000","471,221,000","449,763,000","417,204,000","411,096,000","390,529,000","386,868,000","348,977,000","342,641,000","339,475,000","310,620,000","309,789,000","304,263,000","178,542,000","171,598,000","153,647,000","151,434,000","122,591,000","118,940,000","87,609,000","57,947,000","45,663,000","40,868,000","394,502,000","379,021,000","375,457,000","369,982,000","348,059,000","341,096,000","336,463,000","320,644,000","311,519,000","297,016,000","273,875,000","228,791,000","218,433,000","179,189,000","175,214,000","173,068,000","167,089,000","158,803,000","121,511,000","120,021,000","117,585,000","103,278,000","103,708,000","97,196,000","88,209,000","87,033,000","78,562,000","74,644,000","71,670,000","64,425,000","30,693,000"
				MachineryFurnitureEquipment,"4,339,000","4,305,000","4,499,000","4,489,000","4,498,000","4,409,000","4,525,000","4,524,000","4,513,000","4,453,000","5,911,000","5,465,000","5,194,000","207,425,000","203,978,000","196,491,000","190,610,000","186,774,000","182,144,000","173,085,000","166,850,000","160,101,000","155,564,000","151,527,000","130,472,000","120,256,000","113,563,000","104,628,000","94,208,000","85,844,000","81,149,000","75,782,000","114,445,000","106,835,000","103,978,000","100,862,000","96,011,000","89,678,000","85,798,000","83,406,000","79,110,000","75,214,000","70,784,000","65,790,000","61,712,000","56,254,000","52,985,000","50,417,000","46,506,000","43,437,000","39,614,000","37,835,000","34,549,000","30,988,000","29,238,000","27,845,000","25,726,000","24,215,000","21,318,000","19,408,000","17,378,000","15,579,000","10,426,000"
				OtherProperties,"1,564,848,000","1,401,118,000","1,434,787,000","1,363,542,000","1,290,373,000","1,258,963,000","1,259,247,000","1,258,447,000","1,265,108,000","1,259,709,000","1,290,587,000","1,294,851,000","1,255,862,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"9,523,000","10,253,000","8,841,000","8,055,000","5,657,000","3,008,000","1,684,000","3,193,000","3,571,000","3,409,000","8,056,000","10,195,000","12,893,000","9,729,000","8,001,000","9,015,000","7,595,000","5,460,000","4,458,000","2,803,000","2,928,000","2,441,000","2,262,000","1,586,000","1,869,000","781,000","169,000","88,000","154,000","423,000","211,000","581,000","2,039,000","2,081,000","1,490,000","979,000","979,000","14,185,000","7,627,000","3,544,000","1,659,000","8,213,000","8,845,000","7,729,000","9,370,000","7,587,000","5,087,000","4,282,000","3,424,000","3,036,000","2,689,000","2,735,000","2,435,000","3,922,000","2,929,000","6,578,000","6,569,000","4,050,000",,,,,
				Leases,"142,747,000","140,012,000","136,728,000","133,774,000","131,911,000","129,727,000","134,659,000","132,993,000","130,249,000","127,983,000","130,921,000","127,345,000","115,344,000","112,935,000","108,821,000","104,096,000","99,511,000","97,221,000","93,085,000","86,340,000","83,089,000","80,164,000","75,328,000","77,712,000","73,216,000","68,405,000","65,499,000","61,196,000","57,193,000","50,671,000","44,659,000","40,118,000","45,867,000","44,123,000","43,329,000","42,657,000","42,515,000","32,570,000","31,647,000","30,501,000","29,842,000","28,686,000","27,418,000","26,346,000","24,558,000","24,147,000","21,957,000","20,774,000","19,267,000","17,978,000","16,836,000","16,283,000","15,533,000","13,276,000",,,,,,,,,
			AccumulatedDepreciation,"-309,870,000","-295,767,000","-287,806,000","-274,469,000","-261,516,000","-249,005,000","-242,389,000","-229,713,000","-216,929,000","-204,366,000","-217,556,000","-206,359,000","-194,354,000","-182,731,000","-176,820,000","-165,766,000","-155,056,000","-144,093,000","-137,164,000","-126,763,000","-119,639,000","-110,036,000","-104,516,000","-98,108,000","-89,746,000","-82,694,000","-81,392,000","-75,147,000","-69,396,000","-64,171,000","-61,724,000","-57,339,000","-140,674,000","-131,969,000","-124,212,000","-115,886,000","-107,695,000","-100,139,000","-92,569,000","-85,922,000","-79,083,000","-72,446,000","-66,853,000","-61,429,000","-56,312,000","-51,550,000","-47,381,000","-43,551,000","-39,714,000","-36,101,000","-32,932,000","-30,525,000","-27,542,000","-24,875,000","-22,733,000","-20,514,000","-18,444,000","-16,544,000","-14,832,000","-13,106,000","-11,534,000","-10,136,000","-6,494,000"
