name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"31,636,000,000","31,674,000,000","31,497,000,000","32,540,000,000","31,774,000,000","32,081,000,000","31,610,000,000","33,499,000,000","31,108,000,000","31,421,000,000","31,004,000,000","31,162,000,000","31,373,000,000","28,292,000,000","28,476,000,000","28,514,000,000","28,958,000,000","28,530,000,000","28,117,000,000","27,643,000,000","27,101,000,000","27,051,000,000","27,432,000,000","27,336,000,000","26,983,000,000","29,798,000,000","30,680,000,000","31,111,000,000","31,430,000,000","31,207,000,000","33,845,000,000","34,075,000,000","33,693,000,000","34,542,000,000","33,943,000,000","33,884,000,000","32,396,000,000","8,325,000,000"
	CurrentAssets,"2,149,000,000","2,113,000,000","1,813,000,000","2,547,000,000","1,876,000,000","1,893,000,000","933,000,000","2,648,000,000","1,229,000,000","1,390,000,000","990,000,000","1,103,000,000","943,000,000","515,000,000","574,000,000","591,000,000","1,080,000,000","1,064,000,000","657,000,000","626,000,000","775,000,000","716,000,000","1,080,000,000","983,000,000","562,000,000","691,000,000","2,110,000,000","2,478,000,000","2,737,000,000","2,344,000,000","2,171,000,000","2,274,000,000","1,801,000,000","2,494,000,000","2,481,000,000","2,365,000,000","3,458,000,000","2,211,000,000"
		CashCashEquivalentsAndShortTermInvestments,"710,000,000","598,000,000","529,000,000","1,542,000,000","1,030,000,000","996,000,000","137,000,000","1,924,000,000","386,000,000","493,000,000","133,000,000","236,000,000","98,000,000","91,000,000","126,000,000","174,000,000","658,000,000","615,000,000","234,000,000","173,000,000","330,000,000","287,000,000","611,000,000","526,000,000","102,000,000","216,000,000","607,000,000","841,000,000","1,245,000,000","880,000,000","673,000,000","806,000,000","377,000,000","1,088,000,000","1,171,000,000","937,000,000","1,900,000,000","1,420,000,000"
			CashAndCashEquivalents,"710,000,000","598,000,000","529,000,000","1,542,000,000","1,030,000,000","996,000,000","137,000,000","1,924,000,000","386,000,000","493,000,000","133,000,000","236,000,000","98,000,000","91,000,000","126,000,000","174,000,000","658,000,000","615,000,000","234,000,000","173,000,000","330,000,000","287,000,000","611,000,000","526,000,000","102,000,000","201,000,000","588,000,000","790,000,000","1,172,000,000","681,000,000","377,000,000","566,000,000","377,000,000","1,088,000,000","1,171,000,000","937,000,000","1,900,000,000","1,353,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","19,000,000","51,000,000","73,000,000","199,000,000","296,000,000","240,000,000",,,,,,"67,000,000"
		Receivables,"650,000,000","722,000,000","652,000,000","655,000,000","611,000,000","672,000,000","582,000,000","497,000,000","604,000,000","670,000,000","632,000,000","628,000,000","592,000,000","233,000,000","246,000,000","247,000,000","245,000,000","242,000,000","225,000,000","234,000,000","234,000,000","223,000,000","233,000,000","225,000,000","228,000,000","247,000,000","278,000,000","332,000,000","228,000,000","235,000,000","243,000,000","240,000,000","204,000,000","206,000,000","225,000,000","259,000,000","237,000,000","286,000,000"
			AccountsReceivable,"650,000,000","722,000,000","652,000,000","655,000,000","611,000,000","672,000,000","582,000,000","497,000,000","604,000,000","670,000,000","632,000,000","628,000,000","592,000,000","233,000,000","246,000,000","247,000,000","245,000,000","242,000,000","225,000,000","234,000,000","234,000,000","223,000,000","233,000,000","225,000,000","228,000,000","247,000,000","278,000,000","332,000,000","228,000,000","235,000,000","243,000,000","240,000,000","204,000,000","206,000,000","225,000,000","259,000,000","237,000,000","286,000,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"840,000,000","957,000,000","966,000,000","931,000,000","915,000,000","923,000,000","930,000,000","916,000,000","878,000,000","939,000,000","1,018,000,000","13,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"840,000,000","957,000,000","966,000,000","931,000,000","915,000,000","923,000,000","930,000,000","916,000,000","878,000,000","939,000,000","1,018,000,000","13,000,000"
