name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"84,421,000","24,038,000","-12,190,000","51,239,000","21,334,000","9,952,000","-2,601,000","36,189,000","21,868,000","-9,293,000","3,588,562","32,102,894","-18,051,319","-3,966,754","-6,368,841","18,449,488","8,680,033","4,735,359","-1,067,891","22,615,865","-3,934,684","200,839","-2,138,821","-2,266,412","-10,355","-1,499,940","199,517","-528,347","-924,225","2,774,572","-1,023,814","-1,098,443","-549,460","-630,401","-311,316","12,972","-147,992","270,553","66,555","-131,160","-83,223","-249,081","61,281","-114,432","-86,340","-32,443","29,582","-155,830","-150,015","-201,356","30,695","-17,465","-192,742","-19,298","-338,964","-71,481","-5,450","5,500","-8,444","-6,518","-3,650","-11,213","-4,738","0","-9","-2,863","-15","-2,430","-855","5,908","-635","-5,466","-35"
	CashFlowFromContinuingOperatingActivities,"84,421,000","24,038,000","-12,190,000","51,239,000","21,334,000","9,952,000","-2,601,000","36,189,000","21,868,000","-9,293,000","3,588,562","32,102,894","-18,051,319","-3,966,754","-6,368,841","18,449,488","8,680,033","4,735,359","-1,067,891","22,615,865","-3,934,684","200,839","-2,138,821","-2,266,412","-10,355","-1,499,940","199,517","-528,347","-924,225","2,774,572","-1,023,814","-1,098,443","-549,460","-630,401","-311,316","12,972","-147,992","270,553","66,555","-131,160","-83,223","-249,081","61,281","-114,432","-86,340","-32,443","29,582","-155,830","-150,015","-201,356","30,695","-17,465","-192,742","-19,298","-338,964","-71,481","-5,450","5,500","-8,444","-6,518","-3,650","-11,213","-4,738","0","-9","-2,863","-15","-2,430","-855","5,908","-635","-5,466","-35"
		NetIncomeFromContinuingOperations,"46,909,000","12,073,000","-19,309,000","-5,385,000","59,530,000","14,458,000","12,908,000","25,424,000","81,001,000","2,987,000","-1,279,347","10,738,862","10,663,931","-2,450,129","-1,941,197","38,625,440","7,865,593","15,717,655","-4,233,174","-3,833,054","-4,827,308","-1,484,475","-1,470,754","-899,378","-4,116,095","-1,532,963","-293,827","-2,230,504","15,098","-1,391,439","1,535,918","-1,507,534","-1,162,996","-1,014,646","-1,532,117","-849,115","-822,981",,,,,,,"-228,930",,,"-60,130","-843","-116,082","-28,926","55,849","-106,921","-139,122","-326,503","-353,056","-73,134","-7,862","-9,902","-6,096","-8,955","-11,698","-7,986","-7,209","-7,458","-4,831","-3,256","-4,267","-2,713","-3,103","-974","-2,152","-4,856","-2,107"
		OperatingGainsLosses,"-8,686,000","-3,026,000","-7,539,000","-2,451,000","4,330,000","677,000","-504,000","-403,000","-100,481,000","-2,054,000","8,062,650","-2,053,730","42,282","849,657","5,552,068","4,215,056","-1,669,861","69,806",,,"-242,411","-299,247","-504,926","-822,222","1,198,969","-164,032","-96,852","213,718","-352,977","-408,224","-152,140","30,005","-24,783","0","0","0",,,,,,,,,,,,,,,"667","94,500",,,,"0",,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,"0","0","0","0","2","0","0","41,782",,,,"753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"-1,593,000","-5,413,000","-126,000",,,,,,,,,,,"-2,558,432",,,,,,"0","-300,000","-511,111","-822,222","722,222","-430,396","-96,852","213,718","-352,977","-408,224","-152,140","30,005",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-2,749,000","-1,433,000","-2,126,000","-2,325,000","3,135,000","677,000","-595,000","-100,050,000","-834,000","-2,054,000","8,062,650","-2,053,730","42,282","849,657","5,552,066","4,215,056","-1,669,861","28,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"17,694,000","4,374,000","4,412,000","4,671,000","4,237,000","4,197,000","4,346,000","4,674,000","4,320,000","5,010,000","4,960,689","4,920,429","4,454,571","4,417,581","4,483,552","4,843,037","4,918,078","5,058,512","155,937","155,267","161,595","148,934","170,555","164,658","64,367","145,594","77,684","63,751","-64,806","194,060","193,281","11,899","11,795","6,528","6,386","6,652","6,133","5,048","4,946","4,791","2,775","3,941","2,580","3,293","2,868","2,331","2,993","3,006","5,405","9,623","10,337","10,338","9,784",,,"0",,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"17,694,000","4,374,000","4,412,000","4,671,000","4,237,000","4,197,000","4,346,000","4,674,000","4,320,000","5,010,000","4,960,689","4,920,429","4,454,571","4,417,581","4,483,552","4,843,037","4,918,078","5,058,512","155,937","155,267","161,595","148,934","170,555","164,658","64,367","145,594","77,684","63,751","-64,806","194,060","193,281","11,899","11,795","6,528","6,386","6,652","6,133","5,048","4,946","4,791","2,775","3,941","2,580","3,293","2,868","2,331","2,993","3,006","5,405","9,623","10,337","10,338","9,784",,,"0",,,,,,,,,,,,,,,,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,048","4,946","4,791","2,775","3,941","2,580","3,293","2,868","2,331","2,993","3,006","5,405","9,623","10,337","10,338",,,,"0",,,,,,,,,,,,,,,,,
