name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"9,150,800,000","2,133,300,000","2,666,500,000","2,617,800,000","1,733,200,000","2,124,000,000","1,992,800,000","2,939,500,000","-213,100,000","1,546,000,000","1,889,300,000","2,286,700,000","1,925,500,000","2,020,600,000","1,511,600,000","2,471,100,000","1,338,800,000","1,645,200,000","1,109,300,000","1,684,500,000","1,213,400,000","1,544,000,000","814,900,000","2,251,100,000","1,248,400,000","1,719,100,000","1,378,700,000","1,947,400,000","1,513,500,000","1,699,500,000","1,503,100,000","1,832,900,000","1,487,000,000","1,907,300,000","1,873,500,000","2,050,500,000","1,509,800,000","1,686,900,000","1,850,100,000","1,999,400,000","1,483,100,000","1,633,500,000","1,784,600,000","2,169,600,000","1,642,800,000","1,553,100,000","1,725,800,000","1,944,400,000","1,248,700,000","1,422,700,000","1,378,000,000","1,822,200,000","1,420,100,000","1,130,700,000","1,470,300,000","1,706,400,000","1,262,000,000","1,478,500,000","1,284,700,000","1,580,900,000","1,082,300,000","928,400,000","1,336,600,000","1,510,300,000","879,400,000","615,200,000","1,128,000,000","1,463,300,000","952,500,000","793,000,000","947,400,000","1,270,800,000","820,300,000","865,100,000","1,000,600,000","1,030,200,000","685,900,000","552,100,000","686,400,000","1,000,500,000","662,600,000","540,600,000","616,800,000","988,100,000","577,000,000","506,400,000","615,400,000","801,200,000","667,800,000","667,100,000","635,800,000","890,300,000","765,900,000","716,900,000","768,900,000","802,000,000","674,000,000","521,400,000","722,100,000","744,400,000","443,900,000","531,900,000","738,500,000","701,700,000","546,500,000","474,300,000","676,000,000","677,900,000","536,500,000","405,800,000","610,400,000","546,700,000","392,300,000","376,800,000","514,000,000","484,000,000","390,500,000","291,300,000","403,300,000","486,300,000","391,300,000","145,000,000","480,900,000","408,400,000","363,000,000","170,900,000","397,600,000","434,700,000","314,400,000","154,300,000","385,700,000","433,300,000"
	CashFlowFromContinuingOperatingActivities,"9,150,800,000","2,133,300,000","2,666,500,000","2,617,800,000","1,733,200,000","2,124,000,000","1,992,800,000","2,939,500,000","-213,100,000","1,546,000,000","1,889,300,000","2,286,700,000","1,925,500,000","2,020,600,000","1,511,600,000","2,471,100,000","1,338,800,000","1,645,200,000","1,109,300,000","1,684,500,000","1,213,400,000","1,544,000,000","814,900,000","2,251,100,000","1,248,400,000","1,719,100,000","1,378,700,000","1,947,400,000","1,513,500,000","1,699,500,000","1,503,100,000","1,832,900,000","1,487,000,000","1,907,300,000","1,873,500,000","2,050,500,000","1,509,800,000","1,686,900,000","1,850,100,000","1,999,400,000","1,483,100,000","1,633,500,000","1,784,600,000","2,169,600,000","1,642,800,000","1,553,100,000","1,725,800,000","1,944,400,000","1,248,700,000","1,422,700,000","1,378,000,000","1,822,200,000","1,420,100,000","1,130,700,000","1,470,300,000","1,706,400,000","1,262,000,000","1,478,500,000","1,284,700,000","1,649,500,000","1,082,300,000","928,400,000","1,336,600,000","1,510,300,000","879,400,000","615,200,000","1,128,000,000","1,463,300,000","952,500,000","793,000,000","947,400,000","1,270,800,000","820,300,000","865,100,000","1,000,600,000","1,030,200,000","685,900,000","552,100,000","686,400,000","1,000,500,000","662,600,000","540,600,000","616,800,000","988,100,000","577,000,000","506,400,000","615,400,000","801,200,000","667,800,000","667,100,000","635,800,000","890,300,000","765,900,000","716,900,000","768,900,000","802,000,000","674,000,000","521,400,000","722,100,000","744,400,000","443,900,000","531,900,000","738,500,000","701,700,000","546,500,000","474,300,000","676,000,000","677,900,000","536,500,000","405,800,000","610,400,000","546,700,000","392,300,000","376,800,000","514,000,000","484,000,000","390,500,000","291,300,000","403,300,000","486,300,000","391,300,000","145,000,000","480,900,000","408,400,000","363,000,000","170,900,000","397,600,000","434,700,000","314,400,000","154,300,000","385,700,000","433,300,000"
		NetIncomeFromContinuingOperations,"7,112,400,000","1,104,400,000","1,638,800,000","2,149,900,000","2,219,300,000","1,537,200,000","1,377,200,000","1,762,600,000","483,800,000","1,106,900,000","1,572,200,000","1,607,900,000","1,516,900,000","1,328,400,000","1,415,300,000","1,637,300,000","1,496,300,000","1,375,400,000","698,700,000","1,883,700,000","1,395,100,000","1,214,800,000","1,193,400,000","1,275,400,000","1,092,900,000","1,098,600,000","1,206,200,000","1,309,200,000","1,202,400,000","811,500,000","1,097,500,000","1,068,400,000","1,387,100,000","1,204,800,000","1,397,000,000","1,522,200,000","1,396,500,000","1,270,200,000","1,396,100,000","1,455,000,000","1,347,000,000","1,266,700,000","1,376,600,000","1,507,300,000",,"1,209,000,000","1,242,300,000","1,388,400,000","1,225,800,000","1,089,800,000","1,216,800,000","1,261,000,000","1,093,700,000","979,500,000","985,300,000","1,191,300,000","1,190,500,000","946,100,000","1,273,200,000","1,071,200,000","-711,700,000","762,400,000","1,241,500,000","843,300,000","834,100,000","625,300,000","608,500,000","735,400,000","530,400,000","727,900,000","397,900,000","778,400,000","590,700,000","511,500,000","125,700,000","547,400,000","470,900,000","327,400,000","-343,800,000","486,700,000","497,500,000","253,100,000","271,900,000","545,500,000","440,900,000","378,300,000","452,000,000","548,500,000","525,900,000","450,900,000","486,200,000","540,900,000","518,100,000","402,700,000","348,500,000","482,200,000","357,200,000","362,200,000","410,900,000","448,900,000","438,200,000","344,500,000","410,000,000","440,600,000","420,400,000","301,600,000","366,800,000","400,100,000","379,700,000","280,700,000","308,900,000","349,800,000","322,300,000","243,400,000","264,500,000","310,900,000","288,800,000","218,300,000","227,900,000","289,200,000","254,100,000","187,400,000","200,400,000","258,700,000","232,000,000","168,500,000","186,200,000","242,200,000","215,800,000","158,100,000","171,400,000","217,900,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"-51,700,000","-68,000,000",,,"-90,600,000","-902,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-600,000","-17,800,000","-76,500,000","-66,300,000","14,700,000","-148,000,000","39,500,000","-43,500,000","32,300,000","4,300,000","-78,400,000","-392,200,000","37,700,000","-322,500,000","102,200,000",,,"-1,400,000","-93,500,000",,,,,"0","0","0","36,800,000","0","0","0","98,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"-51,700,000","-68,000,000",,,"-90,600,000","-902,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,893,900,000","479,700,000","481,600,000","469,200,000","463,400,000","453,900,000","464,300,000","440,100,000","425,700,000","421,300,000","413,600,000","413,400,000","398,300,000","392,600,000","379,000,000","375,100,000","365,000,000","362,900,000","342,800,000","355,800,000","339,500,000","325,300,000","378,900,000","370,600,000","383,300,000","383,700,000","389,700,000","387,700,000","392,200,000","386,100,000","407,500,000","413,400,000","413,200,000","410,400,000","408,600,000","394,500,000","390,900,000","391,100,000","386,000,000","371,900,000","365,900,000","364,700,000","367,500,000","358,300,000","350,100,000","339,100,000","334,100,000","312,700,000","311,500,000","317,900,000","317,700,000","311,900,000","304,400,000","282,200,000","277,800,000","311,000,000","314,300,000","304,700,000","302,500,000","297,000,000","303,100,000","311,500,000","315,500,000","314,000,000","315,000,000","305,400,000","317,000,000","309,500,000","306,500,000","316,500,000","318,400,000","293,200,000","292,200,000","297,200,000","315,600,000","274,900,000","270,500,000","287,200,000","263,100,000","281,000,000","252,700,000","254,000,000","276,700,000","270,900,000","268,800,000","269,900,000","231,200,000","250,200,000","273,500,000","255,800,000","235,900,000","248,600,000","237,700,000","234,100,000","232,800,000","227,800,000","216,600,000","203,900,000","236,800,000","170,400,000","194,700,000","191,900,000","196,200,000","175,100,000","185,000,000","186,600,000","187,200,000","175,900,000","177,100,000","168,800,000","174,400,000","157,700,000","148,600,000","147,900,000","153,300,000","144,100,000","134,400,000","136,600,000","141,500,000","143,200,000","136,600,000","133,600,000","131,600,000","129,200,000","127,200,000","126,200,000","134,100,000","123,900,000","121,400,000","113,900,000","110,700,000","110,800,000"
			DepreciationAndAmortization,"1,893,900,000","479,700,000","481,600,000","469,200,000","463,400,000","453,900,000","464,300,000","440,100,000","425,700,000","421,300,000","413,600,000","413,400,000","398,300,000","392,600,000","379,000,000","375,100,000","365,000,000","362,900,000","342,800,000","355,800,000","339,500,000","325,300,000","378,900,000","370,600,000","383,300,000","383,700,000","389,700,000","387,700,000","392,200,000","386,100,000","407,500,000","413,400,000","413,200,000","410,400,000","408,600,000","394,500,000","390,900,000","391,100,000","386,000,000","371,900,000","365,900,000","364,700,000","367,500,000","358,300,000","350,100,000","339,100,000","334,100,000","312,700,000","311,500,000","317,900,000","317,700,000","311,900,000","304,400,000","282,200,000","277,800,000","311,000,000","314,300,000","304,700,000","302,500,000","297,000,000","303,100,000","311,500,000","315,500,000","314,000,000","315,000,000","305,400,000","317,000,000","309,500,000","306,500,000","316,500,000","318,400,000","293,200,000","292,200,000","297,200,000","315,600,000","274,900,000","270,500,000","287,200,000","263,100,000","281,000,000","252,700,000","254,000,000","276,700,000","270,900,000","268,800,000","269,900,000","231,200,000","250,200,000","273,500,000","255,800,000","235,900,000","248,600,000","237,700,000","234,100,000","232,800,000","227,800,000","216,600,000","203,900,000","236,800,000","170,400,000","194,700,000","191,900,000","196,200,000","175,100,000","185,000,000","186,600,000","187,200,000","175,900,000","177,100,000","168,800,000","174,400,000","157,700,000","148,600,000","147,900,000","153,300,000","144,100,000","134,400,000","136,600,000","141,500,000","143,200,000","136,600,000","133,600,000","131,600,000","129,200,000","127,200,000","126,200,000","134,100,000","123,900,000","121,400,000","113,900,000","110,700,000","110,800,000"
		DeferredTax,"-477,300,000","-50,500,000","-12,100,000","-45,800,000","-368,900,000","-1,500,000","-189,900,000","-38,000,000","-42,100,000","276,400,000","-41,100,000","78,500,000","58,000,000","54,300,000","-12,100,000","31,100,000","54,400,000","29,200,000","-412,000,000","225,100,000","64,600,000","85,900,000","-163,900,000","-216,000,000","-190,300,000","31,600,000","-16,600,000","-100,000","2,800,000","12,500,000","52,100,000","-104,000,000","-14,800,000","-24,000,000","11,800,000","18,700,000","-28,100,000","22,800,000","14,800,000","84,300,000","12,800,000","22,600,000","3,000,000","159,700,000","38,700,000","-13,000,000","-81,200,000","12,100,000","-300,000","-6,300,000","54,500,000","59,400,000","38,800,000","50,300,000","104,800,000","17,600,000","-33,700,000","12,800,000","33,400,000","-16,800,000","-35,400,000","-20,300,000","53,800,000","-41,600,000","20,300,000","-3,800,000","-7,800,000","-5,200,000","9,200,000","-34,500,000","-123,200,000","-48,100,000","12,500,000","-13,100,000","-37,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-477,300,000","-50,500,000","-12,100,000","-45,800,000","-368,900,000","-1,500,000","-189,900,000","-38,000,000","-42,100,000","276,400,000","-41,100,000","78,500,000","58,000,000","54,300,000","-12,100,000","31,100,000","54,400,000","29,200,000","-412,000,000","225,100,000","64,600,000","85,900,000","-163,900,000","-216,000,000","-190,300,000","31,600,000","-16,600,000","-100,000","2,800,000","12,500,000","52,100,000","-104,000,000","-14,800,000","-24,000,000","11,800,000","18,700,000","-28,100,000","22,800,000","14,800,000","84,300,000","12,800,000","22,600,000","3,000,000","159,700,000","38,700,000","-13,000,000","-81,200,000","12,100,000","-300,000","-6,300,000","54,500,000","59,400,000","38,800,000","50,300,000","104,800,000","17,600,000","-33,700,000","12,800,000","33,400,000","-16,800,000","-35,400,000","-20,300,000","53,800,000","-41,600,000","20,300,000","-3,800,000","-7,800,000","-5,200,000","9,200,000","-34,500,000","-123,200,000","-48,100,000","12,500,000","-13,100,000","-37,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","-6,600,000",,,"-12,100,000","3,600,000","6,800,000","30,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
