name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalRevenue,"78,925,000","23,932,000","18,070,000","17,741,000","19,182,000","14,669,000","21,621,000","20,616,000","12,686,000","-22,015,000","820,000","6,660,000","10,740,000","11,344,000","8,169,000","10,528,000","15,770,000","15,729,000","13,324,000","12,304,000","8,994,000","5,766,000","11,534,000","10,176,000","6,483,000","2,407,000","2,197,000","1,465,000","5,958,000","38,709,000","33,978,000","-28,556,000","21,984,000","-42,000","61,671,000","46,592,000","11,502,000","44,251,000","29,908,000","1,344,000","1,451,000","1,256,000","5,624,000","1,257,000","1,196,000","1,075,742","2,361,903","1,163,781","2,966,574","1,105,410","2,544,419","1,063,028","1,189,928","1,172,211","10,258,311","1,316,278","1,238,332","1,320,104","2,614,156","1,707,109","1,153,314","1,637,218","2,141,591","5,558,804","-1,724,534","53,587,171","15,234,273","22,306,058","7,076,690","2,626,248","16,825,372","-4,127,053","489,507","46,935,190","14,697,223","15,894,307","776,878","44,337,302","4,816,715","770,390","744,061","94,215","1,174,687","646,510","664,436","656,720","691,744","1,194,263","341,410","-22,185","138,893"
	OperatingRevenue,"78,925,000","23,932,000","18,070,000","17,741,000","19,182,000","14,669,000","21,621,000","20,616,000","12,686,000","-22,015,000","820,000","6,660,000","10,740,000","11,344,000","8,169,000","10,528,000","15,770,000","15,729,000","13,324,000","12,304,000","8,994,000","5,766,000","11,534,000","10,176,000","6,483,000","2,407,000","2,197,000","1,465,000","5,958,000","38,709,000","33,978,000","-28,556,000","21,984,000","-42,000","61,671,000","46,592,000","11,502,000","44,251,000","29,908,000","1,344,000","1,451,000","1,256,000","5,624,000","1,257,000","1,196,000","1,075,742","2,361,903","1,163,781","2,966,574","1,105,410","2,544,419","1,063,028","1,189,928","1,172,211","10,258,311","1,316,278","1,238,332","1,320,104","2,614,156","1,707,109","1,153,314","1,637,218","2,141,591","5,558,804","-1,724,534","53,587,171","15,234,273","22,306,058","7,076,690","2,626,248","16,825,372","-4,127,053","489,507","46,935,190","14,697,223","15,894,307","776,878","44,337,302","4,816,715","770,390","744,061","94,215","1,174,687","646,510","664,436","656,720","691,744","1,194,263","341,410","-22,185","138,893"
OperatingExpense,"32,085,000","3,111,000","4,809,000","20,956,000","3,209,000","3,332,000","4,048,000","3,716,000","2,935,000","2,686,000","3,254,000","2,890,000","3,520,000","712,000","3,748,000","3,684,000","3,738,000","606,000","3,443,000","3,527,000","3,406,000","-815,000","3,113,000","2,846,000","3,239,000","-1,467,000","3,934,000","10,325,000","3,764,000","5,095,000","3,233,000","1,745,000","2,330,000","1,142,000","2,803,000","2,202,000","2,305,000","2,608,000","2,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"307,469",,,,,,,,,,,,
	SellingGeneralAndAdministration,"2,489,000","533,000","607,000","648,000","701,000","502,000","538,000","583,000","570,000","462,000","479,000","462,000","626,000","-1,870,000","1,094,000","1,200,000","1,313,000","-1,796,000","865,000","1,323,000","1,188,000","-3,368,000","1,101,000","972,000","1,301,000","-3,299,000","1,603,000","6,649,000","2,263,000","2,248,000","2,088,000","757,000","868,000","1,059,000","524,000","533,000","671,000","1,042,000","463,000","819,000","799,000","2,300,000","766,000","693,000","644,000","1,434,800","843,767","709,087","490,751","912,901","605,729","495,276","314,531","1,007,154","509,114","439,480","250,450","673,540","380,247","291,085","274,136","382,136","310,127","320,334","372,652","473,687","316,771","246,500","296,717","412,717","362,634","313,430",,"399,601","309,080","254,854","209,475","469,932","170,479","209,475","200,750","637,405","109,984","206,160","193,333","268,750","220,209","188,750","173,250","173,508","301,548"
		GeneralAndAdministrativeExpense,"2,489,000","533,000","607,000","648,000","701,000","502,000","538,000","583,000","570,000","462,000","479,000","462,000","626,000","-1,870,000","1,094,000","1,200,000","1,313,000","-1,796,000","865,000","1,323,000","1,188,000","-3,368,000","1,101,000","972,000","1,301,000","-3,299,000","1,603,000","6,649,000","2,263,000","2,248,000","2,088,000","757,000","868,000","1,059,000","524,000","533,000","671,000","1,042,000","463,000","819,000","799,000","2,300,000","766,000","693,000","644,000","1,434,800","843,767","709,087","490,751","912,901","605,729","495,276","314,531","1,007,154","509,114","439,480","250,450","673,540","380,247","291,085","274,136","382,136","310,127","320,334","372,652","473,687","316,771","246,500","296,717","412,717","362,634","313,430",,"399,601","309,080","254,854","209,475","469,932","170,479","209,475","200,750","637,405","109,984","206,160","193,333","268,750","220,209","188,750","173,250","173,508","301,548"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"819,000","799,000","2,300,000","766,000","693,000","644,000","1,434,800","843,767","709,087","490,751","912,901","605,729","495,276","314,531","1,007,154","509,114","439,480","250,450","673,540","380,247","291,085","274,136","382,136","310,127","320,334","372,652","473,687","316,771","246,500","296,717","412,717","362,634","313,430",,"399,601","309,080","254,854","209,475",,,"209,475","200,750","637,405","109,984","206,160","193,333","268,750","220,209","188,750","173,250","173,508","301,548"
	OtherOperatingExpenses,"17,173,000","86,000",,"17,087,000",,"459,000","262,000","286,000",,,"15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"46,840,000","20,821,000","13,261,000","-3,215,000","15,973,000","11,337,000","17,573,000","16,900,000","9,751,000","-24,701,000","-2,434,000","3,770,000","7,220,000","10,632,000","4,421,000","6,844,000","12,032,000","15,123,000","9,881,000","8,777,000","5,588,000","6,581,000","8,421,000","7,330,000","3,244,000","3,874,000","-1,737,000","-8,860,000","2,194,000","33,614,000","30,745,000","-30,301,000","19,654,000","-1,184,000","58,868,000","44,390,000","9,197,000","41,643,000","27,035,000","-94,000","32,000","-1,833,000","4,412,000","52,000","31,000","-1,414,645","1,252,585","99,924","10,264,885","-597,529","1,733,258","397,070","466,478","-276,310","9,497,071",,,"86,027","1,834,618","1,255,264","650,451","967,533","1,629,197","1,185,554","504,380","276,669","903,252","664,156","604,399","121,765","1,387,986","463,383",,"326,756","1,482,750","396,388","9,224,380","-43,447","4,509,246","507,388","-14,327,152","1,888,540","9,320,232","-1,160,531","15,782,025","3,918,566","-10,112,950","-1,662,926","60,979","299,597","159,437"
TaxProvision,"4,025,000","1,152,000","701,000","1,341,000","831,000","1,120,000","2,174,000","510,000","874,000","259,000","4,399,000","1,041,000","507,000","134,000","101,000","256,000","379,000","146,000","-362,000","134,000","144,000","607,000","536,000","412,000","547,000","-789,000","-607,000","88,000","30,000","-3,000","51,000","289,000","-67,000","43,000","-700,000","-34,000","-48,000","593,000","-43,000","27,000","14,000","-192,000","27,000","29,000","17,000","51,988","25,500","-18,724","29,788","32,400","25,183","35,234","-22,200","25,775","25,771",,,"28,500","28,500","44,400","9,760","12,600","12,700","15,200","12,824","21,120","10,200","-1,800","29,700","-4,060,299","-22,200","20,400",,"161,346","-23,900","13,800","34,000","33,900","33,713","23,700","44,200","44,387","19,249","45,720","42,600","54,191","42,601","28,706","56,493","28,094","-38,100"
NetIncomeCommonStockholders,"42,815,000","19,669,000","12,560,000","-4,556,000","15,142,000","10,217,000","15,399,000","16,390,000","8,877,000","-24,960,000","-6,833,000","2,729,000","6,713,000","10,498,000","4,320,000","6,588,000","11,653,000","14,977,000","10,243,000","8,643,000","5,444,000","5,974,000","7,885,000","6,918,000","2,697,000","4,663,000","-1,130,000","-8,948,000","2,164,000","33,617,000","30,694,000","-30,590,000","19,721,000","-1,227,000","59,568,000","44,424,000","9,245,000","41,050,000","27,078,000","50,193,000","-11,615,000","77,092,000","50,823,000","-25,703,000","-10,455,000","25,214,465","-5,732,503","23,970,940","10,235,097","29,574,548","4,051,032","29,221,375","10,693,548","-61,143,527","-46,902,883","-30,589,121","328,085","42,866,972","-63,481,009","-136,515,348","11,997,890","13,538,908","100,609,088","5,035,817","-2,272,864","52,860,647","14,780,057","21,874,480","6,675,249","9,288,410","12,969,311","-4,574,204","-3,458,729","46,414,629","14,331,168","15,531,329","9,190,380","-77,347","4,475,533","483,688","-14,371,352","1,844,153","9,300,983","-1,206,251","15,739,425","3,864,375","-10,155,551","-1,691,632","4,486","-3,266,397","4,113,524"
