name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996
TotalRevenue,"6,300,600,000","1,667,300,000","1,564,300,000","1,578,200,000","1,490,800,000","1,340,600,000","1,146,500,000","1,161,300,000","1,083,000,000","1,158,300,000","1,112,400,000","1,232,100,000","1,252,600,000","1,213,300,000","897,000,000","987,700,000","1,012,100,000","968,300,000","905,700,000","968,100,000","961,800,000","887,400,000","820,900,000","867,600,000","845,000,000","839,600,000","771,400,000","868,500,000","930,000,000","915,900,000","902,300,000","942,900,000","1,161,100,000","1,100,700,000","1,034,400,000","1,126,200,000","1,129,700,000","1,088,900,000","1,008,600,000","1,075,900,000","1,102,800,000","1,095,300,000","992,700,000","1,131,494,000","1,121,902,000","1,050,766,000","943,792,000","993,942,000","921,333,000","836,580,000","709,682,000","760,493,000","717,567,000","647,897,000","666,260,000","978,364,000","1,034,081,000","918,019,000","846,292,000","882,255,000","874,237,000","815,043,000","750,759,000","735,577,000","690,475,000","620,107,000","582,316,000","619,727,000","609,046,000","612,960,000","582,564,000","613,419,000","584,814,000","542,189,000","468,860,000","654,715,000","451,740,000","423,563,000","386,423,000","421,143,000","436,934,000","396,913,000","365,190,000","361,791,000","438,455,000","388,697,000","211,641,000","239,401,000","236,249,000","224,902,000","229,300,000","246,327,000","200,000,000","195,000,000","177,600,000","221,500,000","218,600,000","191,300,000","169,700,000","177,000,000","167,100,000","152,500,000","152,400,000","162,500,000","156,000,000","159,200,000","159,700,000"
	OperatingRevenue,"6,300,600,000","1,667,300,000","1,564,300,000","1,578,200,000","1,490,800,000","1,340,600,000","1,146,500,000","1,161,300,000","1,083,000,000","1,158,300,000","1,112,400,000","1,232,100,000","1,252,600,000","1,213,300,000","897,000,000","987,700,000","1,012,100,000","968,300,000","905,700,000","968,100,000","961,800,000","887,400,000","820,900,000","867,600,000","845,000,000","839,600,000","771,400,000","868,500,000","930,000,000","915,900,000","902,300,000","942,900,000","1,161,100,000","1,100,700,000","1,034,400,000","1,126,200,000","1,129,700,000","1,088,900,000","1,008,600,000","1,075,900,000","1,102,800,000","1,095,300,000","992,700,000","1,131,494,000","1,121,902,000","1,050,766,000","943,792,000","993,942,000","921,333,000","836,580,000","709,682,000","760,493,000","717,567,000","647,897,000","666,260,000","978,364,000","1,034,081,000","918,019,000","846,292,000","882,255,000","874,237,000","815,043,000","750,759,000","735,577,000","690,475,000","620,107,000","582,316,000","619,727,000","609,046,000","612,960,000","582,564,000","613,419,000","584,814,000","542,189,000","468,860,000","654,715,000","451,740,000","423,563,000","386,423,000","435,516,000","435,148,000","396,913,000","365,190,000","444,753,000","435,765,000","349,636,000","211,641,000","239,401,000","236,249,000","224,902,000","229,300,000","246,327,000","200,000,000","195,000,000","177,600,000","221,500,000","218,600,000","191,300,000","169,700,000","177,000,000","167,100,000","152,500,000","152,400,000","162,500,000","156,000,000","159,200,000","159,700,000"
CostOfRevenue,"5,057,300,000","1,328,600,000","1,274,600,000","1,282,100,000","1,172,000,000","1,074,700,000","934,300,000","929,600,000","863,300,000","917,600,000","889,800,000","973,100,000","973,200,000","964,600,000","724,200,000","782,900,000","795,000,000","773,000,000","734,000,000","785,700,000","774,700,000","705,500,000","657,600,000","684,200,000","668,500,000","665,900,000","620,100,000","700,500,000","763,200,000","734,800,000","748,400,000","739,000,000","944,800,000","896,500,000","847,800,000","900,200,000","912,400,000","886,300,000","821,300,000","883,300,000","900,300,000","892,200,000","814,000,000","925,139,000","910,571,000","843,412,000","767,707,000","787,547,000","730,294,000","668,064,000","571,970,000","582,602,000","575,018,000","533,816,000","565,705,000","785,945,000","841,221,000","758,851,000","697,968,000","711,759,000","711,948,000","672,512,000","620,673,000","592,231,000","553,732,000","510,664,000","492,644,000","509,055,000","515,575,000","515,042,000","493,838,000","499,173,000","484,921,000","452,928,000","399,410,000","532,078,000","370,194,000","349,552,000","319,067,000","339,487,000","344,767,000","315,594,000","297,104,000","349,953,000","344,524,000","260,451,000","149,471,000","211,587,000","169,893,000","164,418,000","157,500,000","201,373,000","152,900,000","148,700,000","137,500,000","164,400,000","167,400,000","143,800,000","129,500,000","144,500,000","136,000,000","128,000,000","123,300,000","119,300,000","122,600,000","126,600,000","120,900,000"
GrossProfit,"1,243,300,000","338,700,000","289,700,000","296,100,000","318,800,000","265,900,000","212,200,000","231,700,000","219,700,000","240,700,000","222,600,000","259,000,000","279,400,000","248,700,000","172,800,000","204,800,000","217,100,000","195,300,000","171,700,000","182,400,000","187,100,000","181,900,000","163,300,000","183,400,000","176,500,000","173,700,000","151,300,000","168,000,000","166,800,000","181,100,000","153,900,000","203,900,000","216,300,000","204,200,000","186,600,000","226,000,000","217,300,000","202,600,000","187,300,000","192,600,000","202,500,000","203,100,000","178,700,000","206,355,000","211,331,000","207,354,000","176,085,000","206,395,000","191,039,000","168,516,000","137,712,000","177,891,000","142,549,000","114,081,000","100,555,000","192,419,000","192,860,000","159,168,000","148,324,000","170,496,000","162,289,000","142,531,000","130,086,000","143,346,000","136,743,000","109,443,000","89,672,000","110,672,000","93,471,000","97,918,000","88,726,000","114,246,000","99,893,000","89,261,000","69,450,000","122,637,000","81,546,000","74,011,000","67,356,000","81,656,000","92,167,000","81,319,000","68,086,000","11,838,000","93,931,000","128,246,000","62,170,000","27,814,000","66,356,000","60,484,000","71,800,000","44,954,000","47,100,000","46,300,000","40,100,000","57,100,000","51,200,000","47,500,000","40,200,000","32,500,000","31,100,000","24,500,000","29,100,000","43,200,000","33,400,000","32,600,000","38,800,000"
OperatingExpense,"583,800,000","147,400,000","151,600,000","142,200,000","142,600,000","146,800,000","134,300,000","139,100,000","120,400,000","121,100,000","135,300,000","130,400,000","138,900,000","140,000,000","98,100,000","92,400,000","100,300,000","102,700,000","103,800,000","95,700,000","93,600,000","98,100,000","120,100,000","96,500,000","92,600,000","94,500,000","93,200,000","96,000,000","96,900,000","108,500,000","111,800,000","110,400,000","129,400,000","135,400,000","121,500,000","114,600,000","118,200,000","121,900,000","122,600,000","124,500,000","115,800,000","121,900,000","112,600,000","118,943,000","109,094,000","113,909,000","106,453,000","98,424,000","90,461,000","91,668,000","82,382,000","76,086,000","67,374,000","65,695,000","58,434,000","87,136,000","88,078,000","83,431,000","80,512,000","83,792,000","77,306,000","77,670,000","74,609,000","66,942,000","70,348,000","62,378,000","59,454,000","56,716,000","52,224,000","56,068,000","59,721,000","54,946,000","57,105,000","54,623,000","46,916,000","65,372,000","50,746,000","55,838,000","56,164,000","62,982,000","64,591,000","66,275,000","56,908,000","63,021,000","60,196,000","71,294,000","44,217,000","2,350,000","40,934,000","42,181,000","42,900,000","-405,000","37,500,000","38,300,000","37,600,000","32,900,000","37,000,000","31,100,000","29,000,000","32,500,000","28,200,000","24,700,000","25,200,000","24,300,000","22,400,000","24,100,000","23,800,000"
	SellingGeneralAndAdministration,"583,800,000","147,400,000","151,600,000","142,200,000","142,600,000","146,800,000","134,300,000","139,100,000","120,400,000","121,100,000","135,300,000","130,400,000","138,900,000","140,000,000","98,100,000","92,400,000","100,300,000","102,700,000","103,800,000","95,700,000","93,600,000","98,100,000","120,100,000","96,500,000","92,600,000","94,500,000","93,200,000","96,000,000","96,900,000","108,500,000","111,800,000","110,400,000","129,400,000","135,400,000","121,500,000","114,600,000","118,200,000","121,900,000","122,600,000","124,500,000","115,800,000","121,900,000","112,600,000","118,943,000","109,094,000","113,909,000","106,453,000","98,424,000","90,461,000","91,668,000","82,382,000","76,086,000","67,374,000","65,695,000","58,434,000","87,136,000","88,078,000","83,431,000","80,512,000","83,792,000","77,306,000","77,670,000","74,609,000","66,942,000","70,348,000","62,378,000","59,454,000","56,716,000","52,224,000","56,068,000","59,721,000","54,946,000","57,105,000","55,745,000","51,025,000","65,372,000","50,746,000","55,838,000","56,164,000","62,982,000","64,591,000","66,275,000","56,908,000","63,021,000","60,196,000","49,080,000","32,419,000","35,865,000","31,708,000","29,952,000","30,800,000","32,395,000","26,600,000","27,500,000","26,500,000","24,500,000","24,200,000","21,300,000","20,300,000","24,400,000","19,300,000","17,800,000","17,200,000","17,300,000","16,100,000","17,500,000","17,300,000"
		GeneralAndAdministrativeExpense,,,,,,"146,800,000",,"139,100,000","120,400,000","121,100,000","135,300,000","130,400,000","138,900,000",,,"92,400,000","100,300,000","102,700,000","103,800,000","95,700,000","93,600,000","98,100,000","120,100,000","96,500,000","92,600,000","94,500,000","93,200,000","96,000,000","96,900,000","108,500,000","111,800,000","110,400,000","129,400,000","135,400,000","121,500,000","114,600,000","118,200,000","121,900,000","122,600,000","120,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,"400,000","0","0","-100,000","0","0",,,"900,000","400,000","0","0","1,500,000","1,000,000","1,100,000","23,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,"146,800,000",,"139,100,000","120,400,000","121,100,000","135,400,000","130,400,000","138,900,000",,,"91,500,000","99,900,000","102,700,000","103,800,000","94,200,000","92,600,000","97,000,000","96,600,000","96,500,000","92,600,000","94,500,000","93,200,000","96,000,000","96,900,000","108,500,000","111,800,000","110,400,000","129,400,000","135,400,000","121,500,000","114,600,000","118,200,000","121,900,000","122,600,000","120,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,214,000","11,798,000",,"9,226,000","12,229,000","12,100,000",,"10,900,000","10,800,000","11,100,000","8,400,000","12,800,000","9,800,000","8,700,000","8,100,000","8,900,000","6,900,000","8,000,000","7,000,000","6,300,000","6,600,000","6,500,000"
