name,10/31/2021,04/30/2021,10/31/2020,04/30/2020,10/31/2019,04/30/2019,10/31/2018,04/30/2018
TotalAssets,"5,967,728,969","6,002,009,341","5,298,331,703","5,092,399,726","5,097,460,375","4,979,685,463","4,821,078,109","4,921,643,332"
TotalLiabilitiesNetMinorityInterest,"2,208,354,988","2,187,362,581","1,964,079,555","1,990,590,938","1,886,187,521","1,887,067,606","1,910,343,199","1,925,884,849"
TotalEquityGrossMinorityInterest,"3,759,373,981","3,814,646,760","3,334,252,148","3,101,808,788","3,211,272,854","3,092,617,857","2,910,734,910","2,995,758,483"
	StockholdersEquity,"3,759,373,981","3,814,646,760","3,334,252,148","3,101,808,788","3,211,272,854","3,092,617,857","2,910,734,910","2,995,758,483"
		CapitalStock,"2,334,047","2,334,047","2,116,490","2,116,490","2,018,644","2,018,644","2,018,644","2,018,823"
			CommonStock,"2,334,047","2,334,047","2,116,490","2,116,490","2,018,644","2,018,644","2,018,644","2,018,823"
		AdditionalPaidInCapital,"3,240,550,330","3,226,286,587","2,916,640,726","2,913,361,902","2,777,995,032","2,778,291,060","2,778,314,665","2,778,838,522"
		RetainedEarnings,"516,489,604","586,026,126","415,494,932","186,330,396","431,259,178","312,308,153","130,401,601","-6,299,816"
TotalCapitalization,"3,765,323,462",,,"3,101,984,565","3,213,641,173",,,"2,997,546,965"
CommonStockEquity,"3,759,373,981","3,814,646,760","3,334,252,148","3,101,808,788","3,211,272,854","3,092,617,857","2,910,734,910","2,995,758,483"
NetTangibleAssets,"3,759,373,981","3,814,646,760","3,334,252,148","3,101,808,788","3,211,272,854","3,092,617,857","2,910,734,910","2,995,758,483"
InvestedCapital,"3,765,323,462",,,"3,101,984,565","3,213,641,173",,,"2,997,546,965"
TangibleBookValue,"3,759,373,981","3,814,646,760","3,334,252,148","3,101,808,788","3,211,272,854","3,092,617,857","2,910,734,910","2,995,758,483"
TotalDebt,"5,949,481",,,"175,777","2,368,319",,,"1,788,482"
NetDebt,"5,949,481",,,"175,777","2,368,319",,,"1,788,482"
ShareIssued,"233,404,656","233,404,656","211,649,043","211,649,043","201,864,367","201,864,367","201,864,367","201,882,267"
OrdinarySharesNumber,"233,404,656","233,404,656","211,649,043","211,649,043","201,864,367","201,864,367","201,864,367","201,882,267"
