name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalAssets,"492,538,000","513,392,000","529,956,000","513,976,000","522,267,000","534,237,000","551,493,000","587,185,000","593,188,000","600,792,000","607,743,000","608,729,000","585,386,000","330,953,169","329,425,036","328,008,373","326,743,801"
	CurrentAssets,"54,579,000","60,536,000","69,779,000","41,834,000","43,806,000","43,562,000","48,478,000","69,331,000","62,595,000","60,795,000","55,979,000","66,103,000","82,639,000","573,931","574,527","762,254","843,676"
		CashCashEquivalentsAndShortTermInvestments,"5,824,000","23,406,000","30,641,000","6,467,000","6,373,000","6,979,000","9,102,000","19,929,000","7,504,000","6,787,000","3,539,000","10,393,000","23,120,000","498,098","476,554","639,821","696,783"
			CashAndCashEquivalents,"5,824,000","23,406,000","30,641,000","6,467,000","6,373,000","6,979,000","9,102,000","19,929,000","7,504,000","6,787,000","3,539,000","10,393,000","23,120,000","498,098","476,554","639,821","696,783"
		Receivables,"41,463,000","28,780,000","33,373,000","29,862,000","30,915,000","29,388,000","34,411,000","43,682,000","49,534,000","49,359,000","49,203,000","52,267,000","55,132,000",,,,
			AccountsReceivable,"41,463,000","28,780,000","33,373,000","29,862,000","30,915,000","28,183,000","33,546,000","43,110,000","49,258,000","48,483,000","48,558,000","51,679,000","55,132,000",,,,
				GrossAccountsReceivable,"41,669,000","28,823,000","34,462,000","32,119,000","33,628,000","31,160,000","36,014,000","45,003,000","50,677,000","49,472,000","48,913,000","52,014,000","55,167,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-206,000","-43,000","-1,089,000","-2,257,000","-2,713,000","-2,977,000","-2,468,000","-1,893,000","-1,419,000","-989,000","-355,000","-335,000","-35,000",,,,
			NotesReceivable,,,,,,,,,,"0","0","0","0",,,,
			DuefromRelatedPartiesCurrent,,,,"0","0","1,205,000","865,000","572,000","276,000","876,000","645,000","588,000",,,,,
		PrepaidAssets,"7,292,000","8,350,000","5,765,000","5,505,000","6,518,000","7,195,000","4,965,000","5,720,000","5,557,000","4,649,000","3,237,000","3,443,000","4,387,000","75,833","97,973","122,433","146,893"
		OtherCurrentAssets,,"8,350,000",,,"6,518,000","8,400,000",,,,"5,525,000","3,882,000",,,,,,
	TotalNonCurrentAssets,"437,959,000","452,856,000","460,177,000","472,142,000","478,461,000","490,675,000","503,015,000","517,854,000","530,593,000","539,997,000","551,764,000","542,626,000","502,747,000","330,379,238","328,850,509","327,246,119","325,900,125"
		NetPPE,"293,361,000","303,044,000","304,564,000","310,685,000","312,949,000","322,506,000","333,356,000","347,023,000","358,646,000","365,236,000","373,121,000","358,674,000","324,136,000",,,,
			GrossPPE,"605,494,000","602,085,000","591,212,000","583,047,000","570,706,000","567,305,000","565,324,000","575,103,000","574,473,000","567,797,000","563,184,000","536,748,000","325,398,000",,,,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
				LandAndImprovements,"9,163,000","9,163,000","9,163,000","9,163,000","9,163,000","9,163,000","9,155,000","9,155,000","9,155,000","9,155,000","17,134,000","17,134,000","16,245,000",,,,
				BuildingsAndImprovements,"248,000","191,000","185,000","115,000","115,000","115,000","115,000","978,000","978,000","978,000","978,000","964,000","904,000",,,,
				MachineryFurnitureEquipment,"7,221,000","1,300,000","5,055,000","4,929,000","4,853,000","4,824,000","4,635,000","3,621,000","3,603,000","3,593,000","2,978,000","2,941,000","2,791,000",,,,
				OtherProperties,"584,511,000","587,874,000","571,965,000","563,406,000","549,300,000","547,375,000","547,236,000","549,968,000","547,561,000","545,399,000","518,622,000","479,101,000","305,458,000",,,,
				ConstructionInProgress,"4,351,000","3,557,000","4,844,000","5,434,000","7,275,000","5,828,000","4,183,000","11,381,000","13,176,000","8,672,000","23,472,000","36,608,000",,,,,
