name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
		AdditionalPaidInCapital,"2,617,583,000","2,617,169,000","2,616,751,000","2,616,450,000","2,615,626,000","2,615,305,000","2,614,346,000","2,613,868,000","2,612,777,000","2,612,425,000","2,612,062,000","2,611,570,000","2,610,666,000","2,609,801,000","1,969,168,000","1,968,493,000","1,968,205,000","1,968,217,000","1,968,249,000","1,473,936,000","1,473,533,000","1,473,533,000","1,473,557,000","1,472,754,000","1,472,510,000","1,472,482,000","1,472,480,000","1,472,270,000","1,457,947,000","1,457,631,000","1,457,373,000","1,106,452,000","1,105,857,000","1,105,679,000","1,105,676,000","1,104,803,000","1,104,497,000","1,103,982,000","937,285,000","936,603,000","936,379,000","935,438,000","935,463,000","777,169,000","776,913,000","776,913,000","776,922,000","556,776,000","556,792,000","357,627,000","357,628,000","357,444,000",,
		RetainedEarnings,"-1,160,985,000","-1,120,944,000","-1,111,255,000","-1,088,383,000","-995,111,000","-1,006,396,000","-978,157,000","-947,835,000","-922,624,000","-906,953,000","-945,470,000","-915,070,000","-823,846,000","-831,420,000","-731,064,000","-687,974,000","-675,783,000","-699,592,000","-638,693,000","-608,319,000","-589,389,000","-566,198,000","-547,656,000","-528,644,000","-514,872,000","-501,675,000","-459,618,000","-445,963,000","-224,544,000","-160,922,000","-144,789,000","-133,867,000","-124,940,000","-116,600,000","-105,793,000","-84,249,000","-75,948,000","-77,177,000","-66,871,000","-58,845,000","-51,021,000","-44,318,000","-37,804,000","-32,353,000","-26,275,000","-19,923,000","-9,859,000","-3,709,000","20,392,000","13,541,000","8,129,000","1,944,000",,
		GainsLossesNotAffectingRetainedEarnings,,,,,,"0","0","-85,000","-261,000","-200,000","-461,000","-495,000","-297,000","106,000","265,000","139,000","945,000","60,427,000","46,980,000","42,350,000","43,714,000","26,957,000","24,127,000","12,391,000","2,548,000","-14,867,000","-129,000","225,000","95,000","37,000","45,000","90,000","68,000","49,000","32,000","18,000","91,000","99,000","108,000","73,000","76,000","77,000","59,000","44,000","6,000","2,000",,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-19,333,000","-19,333,000",,"1,944,000",,
TotalCapitalization,"4,036,878,000","4,074,659,000","4,082,170,000","3,660,053,000","3,825,506,000","3,812,363,000","3,838,113,000","3,643,356,000","3,554,154,000","4,033,079,000","3,992,737,000","4,554,235,000","4,707,943,000","4,858,858,000","2,910,500,000","2,956,174,000","2,989,702,000","3,025,631,000","2,895,313,000","2,130,765,000","2,150,539,000","2,156,856,000","2,172,541,000","2,178,969,000","1,882,705,000","1,991,275,000","2,048,855,000","2,110,346,000","2,318,306,000","2,382,566,000","2,199,464,000","1,513,182,000","1,436,147,000","1,430,402,000","1,441,805,000","1,463,058,000","1,471,713,000","1,470,578,000","1,481,702,000","1,349,573,000","1,330,731,000","891,668,000","1,226,297,000","1,129,163,000","952,214,000","757,397,000","866,228,000","671,324,000","594,290,000","352,050,000","431,347,000","359,603,000","411,644,000","413,453,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,"20,496,000","20,496,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,457,082,000","1,496,709,000","1,505,980,000","1,528,550,000","1,620,998,000","1,609,392,000","1,636,672,000","1,666,430,000","1,690,374,000","1,705,754,000","1,666,613,000","1,696,486,000","1,787,004,000","1,778,968,000","1,239,361,000","1,281,650,000","1,294,358,000","1,330,043,000","1,377,527,000","908,679,000","928,570,000","935,004,000","950,740,000","957,212,000","960,897,000","956,651,000","1,013,444,000","1,027,243,000","1,234,202,000","1,297,449,000","1,313,332,000","973,223,000","981,532,000","989,675,000","1,000,462,000","1,021,119,000","1,029,187,000","1,027,451,000","870,993,000","878,302,000","885,905,000","891,668,000","898,189,000","745,265,000","751,049,000","757,397,000","767,468,000","553,380,000","558,164,000","352,050,000","365,972,000","359,603,000","411,644,000","413,453,000"
CapitalLeaseObligations,"16,308,000","17,034,000","17,761,000","18,492,000","10,002,000","10,588,000","11,205,000","11,858,000","12,512,000","13,175,000","15,260,000","17,486,000","18,838,000","20,031,000","8,759,000","11,738,000","12,480,000","13,635,000","8,832,000","9,423,000","10,025,000","10,626,000","11,257,000","11,881,000","12,224,000","12,735,000","13,513,000","14,297,000","15,104,000","15,924,000","16,800,000","17,752,000","18,197,000","19,084,000","16,952,000","17,370,000","18,196,000","19,129,000","14,038,000","10,721,000","10,482,000","11,262,000",,,"13,421,000","13,679,000","11,419,000",,"4,988,000","3,566,000","2,550,000","2,750,000","2,951,000","3,151,000"
NetTangibleAssets,"1,457,082,000","1,496,709,000","1,505,980,000","1,528,550,000","1,620,998,000","1,609,392,000","1,636,672,000","1,666,430,000","1,690,374,000","1,705,754,000","1,666,613,000","1,696,486,000","1,787,004,000","1,778,968,000","1,239,361,000","1,281,650,000","1,314,854,000","1,350,539,000","1,377,527,000","908,679,000","928,570,000","935,004,000","950,740,000","957,212,000","960,897,000","956,651,000","1,013,444,000","1,027,243,000","1,234,202,000","1,297,449,000","1,313,332,000","973,223,000","981,532,000","989,675,000","1,000,462,000","1,021,119,000","1,029,187,000","1,027,451,000","739,834,000","767,497,000","773,727,000","774,072,000","794,288,000","665,190,000","688,480,000","697,300,000","712,339,000","514,168,000","535,501,000","336,740,000","356,008,000","350,351,000","401,982,000","403,382,000"
WorkingCapital,"118,531,000","74,009,000","85,453,000","-373,904,000","227,201,000","110,313,000","54,991,000","-197,343,000","-337,571,000","108,247,000","-93,590,000","-11,263,000","-84,025,000","4,801,000","364,030,000","-457,192,000","-547,677,000","-583,190,000","-33,145,000","-151,419,000","-139,978,000","-126,114,000","-5,169,000","11,174,000","-285,838,000","-99,884,000","-95,569,000","-47,656,000","-18,888,000","69,147,000","-122,736,000","-154,909,000","-114,724,000","-114,267,000","-32,455,000","-11,109,000","-13,300,000","-36,520,000","-10,921,000","-801,000","5,432,000","-442,899,000","1,160,000","2,929,000","8,566,000","-170,706,000","4,187,000","8,040,000","44,891,000","-126,990,000","17,889,000","-31,731,000","14,121,000","12,941,000"
InvestedCapital,"4,036,878,000","4,074,659,000","4,082,170,000","4,045,053,000","3,825,506,000","3,812,363,000","3,838,113,000","3,843,356,000","3,902,154,000","4,033,079,000","4,202,737,000","4,619,235,000","4,787,943,000","5,033,858,000","3,377,500,000","3,408,174,000","3,539,206,000","3,575,135,000","3,460,313,000","2,285,765,000","2,310,539,000","2,316,856,000","2,197,541,000","2,178,969,000","2,193,705,000","2,108,275,000","2,162,855,000","2,169,346,000","2,373,306,000","2,382,566,000","2,383,964,000","1,708,682,000","1,586,647,000","1,587,402,000","1,510,805,000","1,488,058,000","1,499,213,000","1,520,078,000","1,481,702,000","1,349,573,000","1,330,731,000","1,332,551,000","1,226,297,000","1,129,163,000","952,214,000","921,825,000","866,228,000","671,324,000","594,290,000","496,425,000","431,347,000","359,603,000","411,644,000","413,587,000"
TangibleBookValue,"1,457,082,000","1,496,709,000","1,505,980,000","1,528,550,000","1,620,998,000","1,609,392,000","1,636,672,000","1,666,430,000","1,690,374,000","1,705,754,000","1,666,613,000","1,696,486,000","1,787,004,000","1,778,968,000","1,239,361,000","1,281,650,000","1,294,358,000","1,330,043,000","1,377,527,000","908,679,000","928,570,000","935,004,000","950,740,000","957,212,000","960,897,000","956,651,000","1,013,444,000","1,027,243,000","1,234,202,000","1,297,449,000","1,313,332,000","973,223,000","981,532,000","989,675,000","1,000,462,000","1,021,119,000","1,029,187,000","1,027,451,000","739,834,000","767,497,000","773,727,000","774,072,000","794,288,000","665,190,000","688,480,000","697,300,000","712,339,000","514,168,000","535,501,000","336,740,000","356,008,000","350,351,000","401,982,000","403,382,000"
TotalDebt,"2,596,104,000","2,594,984,000","2,593,951,000","2,534,995,000","2,214,510,000","2,213,559,000","2,212,646,000","2,188,784,000","2,224,292,000","2,340,500,000","2,551,384,000","2,940,235,000","3,019,777,000","3,274,921,000","2,146,898,000","2,138,262,000","2,257,328,000","2,258,727,000","2,091,618,000","1,386,509,000","1,391,994,000","1,392,478,000","1,258,058,000","1,233,638,000","1,245,032,000","1,164,359,000","1,162,924,000","1,156,400,000","1,154,208,000","1,101,041,000","1,087,432,000","753,211,000","623,312,000","616,811,000","527,295,000","484,309,000","488,222,000","511,756,000","624,747,000","481,992,000","455,308,000","452,145,000","328,108,000","383,898,000","214,586,000","178,107,000","110,179,000","117,944,000","41,114,000","147,941,000","67,925,000","2,750,000","2,951,000","3,285,000"
NetDebt,"2,482,140,000","2,494,924,000","2,521,309,000","2,497,836,000","2,020,046,000","2,160,926,000","2,156,406,000","2,152,441,000","2,182,123,000","2,233,581,000","2,507,122,000","2,901,647,000","2,980,786,000","3,219,541,000","2,128,495,000","2,107,829,000","2,227,468,000","2,228,523,000","1,531,079,000","1,364,179,000","1,369,161,000","1,351,911,000","1,233,052,000","1,212,736,000","1,217,110,000","1,142,839,000","1,138,105,000","1,135,052,000","1,129,567,000","1,071,326,000","1,065,704,000","730,424,000","602,136,000","590,064,000","507,646,000","463,820,000","466,440,000","487,372,000","607,540,000","469,877,000","435,551,000","437,611,000","322,384,000","382,817,000","200,259,000","161,991,000","96,446,000","116,921,000","8,514,000","142,897,000","63,081,000",,,"37,000"
ShareIssued,"48,425,265","48,425,665","48,425,924","48,334,357","48,318,366","48,318,366","48,318,366","48,227,800","48,200,929","48,201,941","48,203,332","48,113,444","48,091,903","48,082,903","24,801,299","24,791,463","24,786,326","24,786,480","24,786,480","17,798,794","17,794,476","17,794,476","17,794,749","17,784,702","17,781,577","17,781,577","17,781,577","17,771,087","17,589,959","17,587,306","17,584,442","13,687,709","13,682,098","13,680,504","13,680,617","13,668,529","13,666,029","13,660,972","11,785,972","11,774,992","11,772,697","11,762,912","11,762,912","10,127,700","10,125,200","10,125,200","10,125,200","7,815,962","7,814,087","5,370,337","5,370,337","5,362,500","5,362,500","5,362,500"
OrdinarySharesNumber,"48,425,265","48,425,665","48,425,924","48,334,357","48,318,366","48,318,366","48,318,366","48,227,800","48,200,929","48,201,941","48,203,332","48,113,444","48,091,903","48,082,903","24,801,299","24,791,463","24,786,326","24,786,480","24,786,480","17,798,794","17,794,476","17,794,476","17,794,749","17,784,702","17,781,577","17,781,577","17,781,577","17,771,087","17,589,959","17,587,306","17,584,442","13,687,709","13,682,098","13,680,504","13,680,617","13,668,529","13,666,029","13,660,972","11,785,972","11,774,992","11,772,697","11,762,912","11,762,912","10,127,700","10,125,200","10,125,200","10,125,200","7,815,962","7,814,087","5,370,337","5,370,337","5,362,500","5,362,500","5,362,500"
