name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
		PrepaidAssets,"76,141,000","37,974,000","75,909,000","94,573,000","77,388,000","29,238,000","100,098,000","84,947,000","63,369,000","23,318,000","62,027,000","52,955,000","37,208,000","36,192,000","48,189,000","46,370,000","68,750,000","47,910,000","57,416,000","51,764,000","46,867,000","36,453,000","43,487,000","33,639,000","35,195,000","41,429,000","59,370,000","47,307,000","42,921,000","35,876,000","43,712,000","41,286,000","40,950,000","39,519,000","45,909,000","42,237,000","41,345,000","21,192,000","19,323,000","18,906,000","20,515,000","22,038,000","20,598,000","19,915,000","16,173,000","14,356,000","14,521,000","14,472,000","13,794,000","11,407,000","11,458,000","11,204,000","11,482,000","10,328,000","6,778,000","7,560,000","7,407,000","5,982,000","3,746,000","4,603,000","5,235,000","4,819,000","3,822,000","3,994,000","2,669,000","3,723,000","2,932,000","3,508,000","5,376,000","2,582,000","2,325,000"
		RestrictedCash,,"4,301,000",,,,"4,121,000",,,,"3,320,000",,,,"3,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","13,047,000","13,046,000","12,858,000","13,059,000","13,057,000","13,028,000","12,956,000","12,873,000","11,335,000","11,310,000","11,338,000","13,556,000","15,152,000","16,264,000","13,698,000","14,069,000","13,267,000","13,832,000","13,372,000","14,072,000","13,190,000","14,235,000","16,996,000","13,410,000","12,362,000","14,750,000","13,159,000","14,075,000","11,665,000","11,657,000","9,745,000","9,745,000","9,745,000","9,745,000","7,743,000","7,743,000","7,743,000","7,743,000","5,297,000","5,297,000","5,297,000","5,297,000","4,966,000","4,966,000","4,966,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","13,047,000","13,046,000","12,858,000","13,059,000","13,057,000","13,028,000","12,956,000","12,873,000","11,335,000","11,310,000","11,338,000","11,367,000","15,152,000","16,264,000","13,698,000","14,069,000","13,267,000","13,832,000","13,372,000","14,072,000","13,190,000","14,235,000","16,996,000","13,410,000","12,362,000","14,750,000","13,159,000","14,075,000","11,665,000","11,657,000","9,745,000","9,745,000","9,745,000","9,745,000","7,743,000","7,743,000","7,743,000","7,743,000","5,297,000","5,297,000","5,297,000","5,297,000","4,966,000","4,966,000","4,966,000"
		OtherCurrentAssets,,,,,,,,,,"8,470,000",,,,"8,043,000",,,,"4,186,000",,,"46,867,000","6,101,000","43,487,000","33,639,000","35,195,000","2,450,000","72,417,000","60,353,000","55,779,000","3,271,000","56,769,000",,"53,906,000","4,502,000","57,244,000","53,547,000","52,683,000","4,446,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"3,073,050,000","3,099,776,000","3,063,239,000","3,086,419,000","3,103,511,000","3,102,463,000","3,058,024,000","3,034,675,000","3,066,829,000","3,101,532,000","2,983,097,000","3,006,339,000","3,008,901,000","2,330,415,000","2,322,956,000","2,321,497,000","2,318,134,000","2,276,183,000","2,267,364,000","2,250,466,000","2,209,993,000","2,204,618,000","1,982,551,000","1,957,272,000","1,984,332,000","1,997,828,000","1,986,800,000","1,943,657,000","1,899,365,000","1,917,918,000","1,923,401,000","1,941,801,000","1,932,511,000","1,937,500,000","1,940,095,000","1,859,541,000","1,768,397,000","1,777,599,000","377,193,000","363,367,000","361,715,000","349,675,000","331,844,000","329,864,000","318,075,000","286,124,000","278,739,000","274,604,000","270,501,000","204,953,000","207,002,000","201,997,000","194,631,000","190,531,000","167,127,000","166,012,000","159,091,000","141,979,000","138,342,000","136,185,000","133,689,000","131,934,000","110,758,000","109,773,000","104,114,000","101,375,000","97,466,000","95,546,000","86,964,000","85,027,000","78,667,000"
		NetPPE,"1,266,721,000","1,294,559,000","1,305,320,000","1,320,355,000","1,336,527,000","1,346,578,000","1,324,782,000","1,310,634,000","1,333,512,000","1,337,109,000","1,259,302,000","1,267,670,000","1,254,597,000","597,141,000","586,411,000","583,249,000","584,935,000","575,185,000","567,747,000","556,409,000","537,076,000","529,432,000","430,260,000","420,441,000","424,986,000","429,736,000","430,380,000","416,152,000","396,626,000","398,947,000","398,635,000","400,724,000","393,467,000","390,894,000","385,598,000","366,802,000","346,044,000","340,376,000","167,416,000","164,892,000","159,126,000","152,450,000","139,209,000","137,312,000","131,740,000","124,330,000","120,029,000","116,462,000","119,446,000","111,461,000","112,204,000","112,637,000","108,574,000","107,297,000","98,694,000","98,201,000","97,122,000","93,428,000","90,851,000","88,472,000","86,165,000","85,268,000","79,410,000","77,761,000","73,221,000","70,147,000","66,931,000","64,433,000","59,337,000","56,775,000","52,329,000"
			GrossPPE,"1,266,721,000","1,827,297,000","1,305,320,000","1,320,355,000","1,336,527,000","1,853,838,000","1,324,782,000","1,310,634,000","1,333,512,000","1,799,449,000","1,259,302,000","1,267,670,000","1,254,597,000","992,859,000",,,,"916,166,000",,,,"811,413,000",,,,"671,512,000",,,,"598,168,000",,,,"554,633,000",,,,"466,286,000","167,416,000","164,892,000","159,126,000","152,450,000","139,209,000","137,312,000","131,740,000","124,330,000","120,029,000","116,462,000","119,446,000","111,461,000","112,204,000","112,637,000","108,574,000","107,297,000","98,694,000","98,201,000","97,122,000","93,428,000","90,851,000","88,472,000","86,165,000","85,268,000","79,410,000","77,761,000","73,221,000","70,147,000","66,931,000","64,433,000","59,337,000","56,775,000","52,329,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"102,405,000",,,,"103,996,000",,,,"102,581,000",,,,"101,707,000",,,,"103,680,000",,,,"92,666,000",,,,"53,050,000",,,,"50,604,000",,,,"52,233,000",,,,"50,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"206,453,000",,,,"207,756,000",,,,"199,113,000",,,,"187,406,000",,,,"182,701,000",,,,"174,168,000",,,,"140,177,000",,,,"131,767,000",,,,"128,715,000",,,,"116,157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"282,248,000",,,,"283,437,000",,,,"273,295,000",,,,"236,503,000",,,,"206,161,000",,,,"178,872,000",,,,"159,433,000",,,,"144,040,000",,,,"125,713,000",,,,"92,919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"1,266,721,000","696,425,000","1,305,320,000","1,320,355,000","1,336,527,000","717,821,000","1,324,782,000","1,310,634,000","1,333,512,000","700,956,000","1,259,302,000","1,267,670,000","1,254,597,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"539,766,000",,,,"540,828,000",,,,"523,504,000",,,,"467,243,000",,,,"423,624,000",,,,"365,707,000",,,,"318,852,000",,,,"271,757,000",,,,"247,972,000",,,,"206,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-532,738,000",,,,"-507,260,000",,,,"-462,340,000",,,,"-395,718,000",,,,"-340,981,000",,,,"-281,981,000",,,,"-241,776,000",,,,"-199,221,000",,,,"-163,739,000",,,,"-125,910,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,713,577,000","1,732,757,000","1,699,850,000","1,712,054,000","1,717,862,000","1,706,587,000","1,690,266,000","1,679,139,000","1,684,986,000","1,717,546,000","1,677,823,000","1,694,562,000","1,703,432,000","1,670,646,000","1,668,769,000","1,680,151,000","1,677,822,000","1,655,332,000","1,659,018,000","1,662,199,000","1,641,417,000","1,642,271,000","1,522,812,000","1,509,124,000","1,529,347,000","1,537,140,000","1,535,830,000","1,509,872,000","1,485,741,000","1,501,987,000","1,510,325,000","1,526,283,000","1,523,923,000","1,531,343,000","1,542,288,000","1,481,447,000","1,412,406,000","1,425,961,000","196,302,000","186,696,000","189,213,000","185,134,000","182,137,000","183,220,000","175,124,000","151,146,000","149,849,000","149,227,000","146,466,000","88,619,000","90,595,000","85,734,000","80,237,000","76,732,000","61,964,000","61,331,000","54,029,000","40,480,000","39,628,000","39,946,000","39,808,000","39,097,000","23,830,000","24,375,000","24,180,000","24,312,000","23,617,000","24,256,000","22,202,000","22,716,000","21,280,000"
			Goodwill,"1,470,154,000","1,481,725,000","1,446,321,000","1,451,041,000","1,448,923,000","1,431,967,000","1,409,040,000","1,391,650,000","1,389,649,000","1,412,873,000","1,371,905,000","1,380,211,000","1,381,044,000","1,347,611,000","1,339,450,000","1,342,158,000","1,335,297,000","1,306,792,000","1,302,549,000","1,298,676,000","1,273,674,000","1,267,705,000","1,150,717,000","1,135,748,000","1,147,236,000","1,147,809,000","1,141,285,000","1,111,454,000","1,087,479,000","1,095,738,000","1,096,840,000","1,104,406,000","1,096,567,000","1,096,283,000","1,097,447,000","1,047,049,000","987,779,000","993,397,000","160,453,000","152,397,000","153,295,000","148,446,000","145,168,000","145,070,000","136,372,000","123,264,000","121,565,000","120,507,000","120,387,000","75,695,000","77,543,000","72,987,000","73,173,000","69,477,000","56,428,000","55,652,000",,,,,,,,,,,,,,,
			OtherIntangibleAssets,"243,423,000","251,032,000","253,529,000","261,013,000","268,939,000","274,620,000","281,226,000","287,489,000","295,337,000","304,673,000","305,918,000","314,351,000","322,388,000","323,035,000","329,319,000","337,993,000","342,525,000","348,540,000","356,469,000","363,523,000","367,743,000","374,566,000","372,095,000","373,376,000","382,111,000","389,331,000","394,545,000","398,418,000","398,262,000","406,249,000","413,485,000","421,877,000","427,356,000","435,060,000","444,841,000","434,398,000","424,627,000","432,564,000","35,849,000","34,299,000","35,918,000","36,688,000","36,969,000","38,150,000","38,752,000","27,882,000","28,284,000","28,720,000","26,079,000","12,924,000","13,052,000","12,747,000","7,064,000","7,255,000","5,536,000","5,679,000",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","580,000","229,000","239,000","229,000","236,000","128,000","125,000","1,509,000","1,603,000","7,741,000","7,369,000","9,676,000","8,432,000","6,938,000","5,858,000","8,059,000","8,098,000","6,418,000","6,467,000","2,515,000","3,827,000","3,175,000","2,837,000","5,136,000","5,874,000","5,828,000","5,829,000","7,231,000","7,231,000","7,231,000","7,231,000","7,057,000","7,057,000","7,057,000","7,057,000","6,151,000","6,151,000","6,151,000","6,151,000","4,192,000","4,192,000","4,192,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","580,000","229,000","239,000","229,000","236,000","128,000","125,000","1,509,000","1,603,000","7,741,000","7,369,000","9,676,000","8,432,000","6,938,000","5,858,000","8,059,000","8,098,000","6,418,000","6,467,000","2,515,000","3,827,000","3,175,000","2,837,000","5,136,000","5,874,000","5,828,000","5,829,000","7,231,000","7,231,000","7,231,000","7,231,000","7,057,000","7,057,000","7,057,000","7,057,000","6,151,000","6,151,000","6,151,000","6,151,000","4,192,000","4,192,000","4,192,000"
		OtherNonCurrentAssets,"92,752,000","72,460,000","58,069,000","54,010,000","49,122,000","49,298,000","42,976,000","44,902,000","48,331,000","46,877,000","45,972,000","44,107,000","50,872,000","62,628,000","67,776,000","58,097,000","55,377,000","45,666,000","40,599,000","31,858,000","31,500,000","32,915,000","29,479,000","27,707,000","29,999,000","30,952,000","20,590,000","17,633,000","16,998,000","16,404,000","14,212,000","14,555,000","14,892,000","15,027,000","12,081,000","11,167,000","8,438,000","9,659,000","5,734,000","4,410,000","3,700,000","3,659,000","3,560,000","3,474,000","3,152,000","2,550,000","2,443,000","2,448,000","2,074,000","1,046,000","1,028,000","789,000","684,000","628,000","641,000","651,000","709,000","840,000","632,000","536,000","659,000","512,000","461,000","580,000","562,000","765,000","767,000","706,000","1,233,000","1,344,000","866,000"
TotalLiabilitiesNetMinorityInterest,"2,421,617,000","2,460,771,000","2,452,637,000","2,469,739,000","2,479,040,000","2,442,851,000","2,446,408,000","2,413,321,000","2,413,466,000","2,359,152,000","2,316,731,000","2,315,117,000","2,359,524,000","1,744,829,000","1,717,201,000","1,732,732,000","1,777,303,000","1,719,584,000","1,688,637,000","1,696,335,000","1,650,407,000","1,671,150,000","1,430,736,000","1,429,850,000","1,415,923,000","1,422,933,000","1,439,118,000","1,406,432,000","1,388,063,000","1,390,117,000","1,201,366,000","1,214,754,000","1,206,574,000","1,213,533,000","1,237,817,000","1,220,260,000","1,193,140,000","2,167,519,000","191,146,000","183,872,000","178,641,000","183,613,000","183,238,000","185,532,000","179,749,000","155,778,000","155,198,000","136,520,000","142,490,000","133,732,000","120,811,000","110,361,000","119,218,000","122,162,000","101,803,000","101,559,000","101,602,000","100,041,000","87,123,000","91,663,000","80,898,000","81,306,000","70,535,000","71,601,000","61,969,000","59,754,000","58,773,000","61,612,000","54,335,000","51,507,000","50,135,000"
	CurrentLiabilities,"598,609,000","622,175,000","563,338,000","564,520,000","562,779,000","530,814,000","504,827,000","491,547,000","497,181,000","483,290,000","469,991,000","453,325,000","514,256,000","483,785,000","452,517,000","469,224,000","511,723,000","460,655,000","398,441,000","397,126,000","356,112,000","387,580,000","309,125,000","320,334,000","301,681,000","305,343,000","315,612,000","288,463,000","272,476,000","279,423,000","237,777,000","250,055,000","241,510,000","255,088,000","260,431,000","245,345,000","226,290,000","201,893,000","153,617,000","145,942,000","140,178,000","145,562,000","146,659,000","151,359,000","142,476,000","122,028,000","123,487,000","104,111,000","110,551,000","105,552,000","93,803,000","82,789,000","94,167,000","96,496,000","84,119,000","83,322,000","82,525,000","80,775,000","68,446,000","73,830,000","63,274,000","63,415,000","54,084,000","54,792,000","46,526,000","45,773,000","44,891,000","47,614,000","42,020,000","40,919,000","34,201,000"
		PayablesAndAccruedExpenses,"205,404,000","216,585,000","199,649,000","190,554,000","188,028,000","198,211,000","178,516,000","144,316,000","188,423,000","175,107,000","180,577,000","155,036,000","153,328,000","155,030,000","160,030,000","146,176,000","153,370,000","143,166,000","143,779,000","123,275,000","135,312,000","133,277,000","113,136,000","117,912,000","118,677,000","116,692,000","139,456,000","136,390,000","112,237,000","121,227,000","103,839,000","112,415,000","104,686,000","107,626,000","109,034,000","111,066,000","99,932,000","100,225,000","75,828,000","63,691,000","65,716,000","62,340,000","61,580,000","54,242,000","59,304,000","62,898,000","63,006,000","57,738,000","59,130,000","66,630,000","58,483,000","52,230,000","59,386,000","63,657,000","52,492,000","52,378,000","51,062,000","54,072,000","43,411,000","50,144,000","41,499,000","43,330,000","33,870,000","37,707,000","26,663,000","29,706,000","27,632,000","28,547,000","24,039,000","26,658,000","21,164,000"
			Payables,,"27,722,000",,,,"33,618,000",,,,"39,648,000",,,,"36,772,000",,,,"36,399,000",,,,"29,252,000",,,,"28,860,000",,,,"17,586,000",,,,"6,691,000",,,,"7,252,000","75,828,000","63,691,000","65,716,000","62,340,000","61,580,000","54,242,000","59,304,000","62,898,000","63,006,000","57,738,000","59,130,000","66,630,000","58,483,000","52,230,000","59,386,000",,"52,492,000","52,378,000","51,062,000","54,072,000","43,411,000","50,144,000","41,499,000","43,330,000","33,870,000","37,707,000","26,663,000","29,706,000","27,632,000","28,547,000","24,039,000","26,658,000","21,164,000"
				AccountsPayable,,"8,503,000",,,,"29,958,000",,,,"31,600,000",,,,"35,937,000",,,,"31,719,000",,,,"26,171,000",,,,"26,944,000",,,,"12,784,000",,,,"6,691,000",,,,"6,319,000","74,995,000","62,128,000","65,056,000","56,572,000","58,521,000","48,735,000","52,294,000","53,143,000","58,409,000","54,478,000","58,531,000","63,875,000","58,085,000","51,956,000","57,674,000",,"51,979,000","52,378,000","49,932,000","53,979,000","43,397,000","48,835,000","40,717,000","42,269,000","33,746,000","36,154,000","25,920,000","29,674,000","27,048,000","28,007,000","24,039,000","26,640,000","20,431,000"
				TotalTaxPayable,,,,,,"3,660,000",,,,"6,671,000",,,,"835,000",,,,"4,680,000",,,,"3,081,000",,,,"1,916,000",,,,"4,802,000",,,,"0",,,,"933,000","833,000","1,563,000","660,000","5,768,000","3,059,000","5,507,000","7,010,000","9,755,000","4,597,000","3,260,000","599,000","2,755,000","398,000","274,000","1,712,000",,"513,000","0","1,130,000","93,000","14,000","1,309,000","782,000","1,061,000","124,000","1,553,000","743,000","32,000","584,000","540,000","0","18,000","733,000"
					IncomeTaxPayable,,,,,,"3,660,000",,,,"6,671,000",,,,"835,000",,,,"4,680,000",,,,"3,081,000",,,,"1,916,000",,,,"4,802,000",,,,"0",,,,"933,000","833,000","1,563,000","660,000","5,768,000","3,059,000","5,507,000","7,010,000","9,755,000","4,597,000","3,260,000","599,000","2,755,000","398,000","274,000","1,712,000",,"513,000","0","1,130,000","93,000","14,000","1,309,000","782,000","1,061,000","124,000","1,553,000","743,000","32,000","584,000","540,000","0","18,000","733,000"
				OtherPayable,,"19,219,000",,,,,,,,"1,377,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,"188,863,000",,,,"164,593,000",,,,"135,459,000",,,,"118,258,000",,,,"106,767,000",,,,"104,025,000",,,,"87,832,000",,,,"103,641,000",,,,"100,935,000",,,,"92,973,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,"370,000",,,,"2,985,000",,,,"869,000",,,,"1,004,000",,,,"1,861,000",,,,"1,430,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"106,152,000","103,341,000","97,816,000","98,684,000","98,181,000","97,931,000","105,181,000","103,207,000","97,002,000","93,873,000","91,655,000","91,473,000","140,517,000","128,950,000","104,750,000","123,050,000","140,150,000","137,850,000","76,250,000","77,750,000","25,650,000","86,750,000","39,550,000","39,150,000","9,550,000","33,550,000","36,050,000","9,550,000","9,550,000","9,550,000","7,900,000","7,900,000","7,900,000","7,900,000","28,500,000","7,900,000","7,900,000","2,036,000","41,000","98,000","347,000","500,000","4,277,000","4,376,000","614,000","605,000","613,000","628,000","664,000","717,000","750,000","778,000","837,000","690,000","684,000","669,000","800,000","155,000","155,000","162,000","562,000","162,000","251,000","251,000","3,615,000","183,000","2,347,000","6,475,000","5,646,000","172,000","172,000"
			CurrentDebt,"16,000,000","16,000,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","10,750,000","60,900,000","128,950,000","104,750,000","123,050,000","140,150,000","137,850,000","76,250,000","77,750,000","25,650,000","86,750,000","39,550,000","39,150,000","9,550,000","33,550,000","36,050,000","9,550,000","9,550,000","9,550,000","7,900,000","7,900,000","7,900,000","7,900,000","28,500,000","7,900,000","7,900,000","2,036,000","41,000","98,000","347,000","500,000","4,277,000","4,376,000","614,000","605,000","613,000","628,000","664,000","717,000","750,000","778,000","837,000","690,000","684,000","669,000","800,000","155,000","155,000","162,000","562,000","162,000","251,000","251,000","3,615,000","183,000","2,347,000","6,475,000","5,646,000","172,000","172,000"
