name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"88,211,000","28,415,000","22,844,000","19,250,000","17,702,000","10,509,000","7,358,000","5,636,000","8,572,000","17,840,000","11,353,000","19,456,000","17,611,000","17,689,000","15,839,000","13,948,000","18,252,000","14,485,000","12,754,000","9,994,000","11,194,000","10,086,000","6,715,000","8,143,000","8,950,000","4,470,000","5,216,000","6,403,000","6,023,000","10,050,000","10,651,000","14,727,000","15,992,000","16,290,000","13,890,000","14,830,000","13,043,000","14,635,000","12,388,000","11,543,000","14,946,000","17,547,000","12,990,000","14,892,000","13,684,000","13,930,000","9,871,000","15,307,000","13,430,000","14,155,000","8,704,000","9,181,000","7,776,000","11,735,000","14,940,000","28,082,000","22,683,000","17,203,000","13,849,000","16,675,000","14,143,000","13,765,000","12,821,000","15,451,000","23,017,000","21,494,000","22,586,000","17,018,000","15,242,000","14,266,000","11,843,000","13,318,000","11,741,000","11,777,000","10,306,000","11,930,000","12,912,000","3,374,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,"12,754,000","9,994,000","11,194,000","10,086,000","6,715,000","8,143,000","8,950,000","4,470,000","5,216,000","6,403,000","6,023,000","10,050,000","10,651,000","14,727,000","15,992,000","16,290,000","13,890,000","14,830,000","13,043,000","14,635,000","12,388,000","11,543,000","14,946,000","17,547,000","12,990,000","14,892,000","13,684,000","13,930,000","9,871,000","15,307,000","13,430,000","14,155,000","8,704,000","9,181,000","7,776,000","11,735,000","14,940,000","28,082,000","22,683,000","17,203,000","13,849,000","16,675,000","14,143,000","13,765,000","12,821,000","15,451,000","23,017,000","21,494,000","22,586,000","17,018,000","15,242,000","14,266,000","11,843,000","13,318,000","11,741,000","11,777,000","10,306,000","11,930,000","12,912,000","3,374,000"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,617,000","18,590,000","23,166,000","15,410,000","12,369,000","9,474,000","12,082,000","9,123,000","9,969,000","10,392,000","16,789,000","13,060,000","18,305,000","16,403,000","10,191,000","7,876,000","8,224,000","7,893,000","7,308,000","6,651,000","4,844,000","-16,686,000","-18,928,000","3,943,000"
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,059,000",,,,"615,000","5,051,000","6,390,000",,"5,425,000","4,433,000","5,126,000",,"28,616,000","31,840,000","-569,000"
		ChangeInWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,438,000","9,492,000","-483,000","1,793,000","-14,105,000","7,201,000","2,061,000","4,642,000",,,,"8,434,000",,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,492,000","-483,000","1,793,000",,"7,201,000","2,061,000","4,642,000",,,,"8,434,000",,,,,,,,,,,,
InvestingCashFlow,"3,066,000","747,000","1,756,000","211,000","352,000","262,000","610,000","5,516,000","0","0","0","89,000","587,000","1,169,000","6,000","0","-84,000","18,000","-947,000","-237,000",,,"0","0","0","0","2,000","20,000","51,000","67,000","3,616,000","-27,000",,,"0","0","0","0","0","0","0","0","0","-2,000","0","-4,000","0","25,000","166,000","373,000","278,000","0","1,046,000","-79,000","0","0","0","-50,000","21,000","-4,000","13,000","13,000","12,000","12,000","13,000","13,000","49,000","0","-47,000","-62,000","-116,000","750,000","-37,000","-91,000","-35,000","0","-2,000","65,000"
	CashFlowFromContinuingInvestingActivities,"3,066,000","747,000","1,756,000","211,000","352,000","262,000","610,000","5,516,000","0","0","0","89,000","587,000","1,169,000","6,000","0","-84,000","18,000","-947,000","-237,000",,,"0","0","0","0","2,000","20,000","51,000","67,000","3,616,000","-27,000",,,"0","0","0","0","0","0","0","0","0","-2,000","0","-4,000","0","25,000","166,000","373,000","278,000","0","1,046,000","-79,000","0","0","0","-50,000","21,000","-4,000","13,000","13,000","12,000","12,000","13,000","13,000","49,000","0","-47,000","-62,000","-116,000","750,000","-37,000","-91,000","-35,000","0","-2,000","65,000"
		CapitalExpenditureReported,"0",,,,,,,,,,"0","0","0","0","0","0","-7,000","-34,000","-950,000","-66,000",,,,,,,,,,,,,,,,,,,,,,,"0","-6,000","0","0","0","25,000","-110,000","-34,000","-6,000","0","79,000","-79,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"747,000","747,000","0","0","0","262,000","610,000","5,516,000",,,"0","89,000",,,"6,000","0","-77,000","52,000","3,000","-171,000",,,,,,,,,,,,,,,,,,,"0","0","0","0","0","4,000","0","-4,000","0","0","276,000","407,000","284,000","0",,,,"0","0","-50,000","4,000",,,,,,,,"49,000","0","-47,000","-62,000","-116,000","-318,000","-37,000","-91,000","-35,000","0","-2,000","-3,000"
