name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,12/31/1995
TotalAssets,"2,949,291,000","3,100,909,000","3,006,924,000","2,938,427,000","2,778,200,000","2,777,363,000","2,794,398,000","2,704,907,000","2,637,181,000","2,783,142,000","2,690,269,000","2,571,363,000","2,464,901,000","2,379,121,000","2,628,838,000","2,257,412,000","2,276,452,000","2,257,241,000","2,260,593,000","2,224,793,000","2,172,562,000","2,225,368,000","2,341,618,000","2,287,464,000","2,225,044,000","2,229,018,000","2,294,012,000","2,437,064,000","2,371,369,000","2,430,527,000","2,414,891,000","2,373,240,000","2,312,567,000","2,364,947,000","2,277,542,000","2,270,881,000","2,239,452,000","2,275,452,000","2,349,948,000","2,374,081,000","2,371,097,000","2,411,084,000","2,326,519,000","2,299,695,000","2,247,264,000","2,414,359,000","2,403,543,000","2,104,740,000","2,045,622,000","2,077,338,000","2,251,779,000","2,178,061,000","2,071,210,000","2,088,169,000","2,045,522,000","1,980,281,000","1,880,372,000","1,858,624,000","1,526,412,000","1,429,299,000","1,408,904,000","1,391,156,000","1,030,877,000","984,677,000","972,100,000","959,464,000","924,316,000","807,419,000","743,128,000","708,525,000","691,543,000","684,633,000","678,183,000","660,565,000","528,537,000","520,321,000","494,511,000","430,531,000","447,015,000","176,663,000","161,239,000","154,353,000","151,823,000","146,287,000","145,633,000","146,131,000","155,578,000","152,655,000","149,101,000","84,300,000","81,200,000","82,300,000","80,700,000","79,700,000","80,400,000","40,500,000","30,700,000","29,200,000","28,200,000","22,500,000","22,200,000","20,900,000","21,700,000","19,800,000","9,900,000"
	CurrentAssets,"1,221,391,000","1,370,027,000","1,268,494,000","1,213,462,000","1,151,149,000","1,129,707,000","1,175,730,000","1,127,341,000","1,066,447,000","1,178,661,000","1,096,150,000","1,019,255,000","921,214,000","965,353,000","1,206,513,000","807,436,000","815,778,000","794,179,000","788,213,000","777,789,000","737,136,000","783,171,000","864,066,000","811,742,000","744,351,000","741,625,000","788,479,000","904,423,000","847,934,000","884,173,000","856,968,000","785,268,000","731,226,000","803,861,000","746,910,000","664,777,000","651,729,000","674,375,000","692,801,000","724,436,000","719,180,000","770,954,000","677,503,000","632,096,000","593,192,000","788,715,000","767,171,000","532,671,000","478,510,000","499,915,000","697,397,000","613,914,000","550,428,000","552,454,000","543,379,000","557,365,000","589,761,000","661,527,000","368,381,000","285,548,000","268,697,000","294,949,000","245,162,000","226,549,000","234,625,000","298,135,000","271,980,000","171,576,000","151,552,000","150,569,000","132,043,000","125,879,000","118,337,000","99,203,000","197,601,000","183,655,000","156,458,000","91,366,000","89,665,000","66,973,000","53,274,000","50,921,000","48,211,000","42,365,000","40,343,000","39,837,000","48,386,000","46,142,000","41,887,000","30,900,000","27,500,000","28,200,000","26,800,000","26,200,000","26,400,000","19,400,000","19,200,000","17,700,000","16,900,000","17,100,000","16,900,000","16,200,000","17,800,000","16,400,000","6,900,000"
		CashCashEquivalentsAndShortTermInvestments,"271,143,000","494,485,000","342,527,000","256,875,000","233,421,000","294,953,000","304,658,000","304,206,000","223,063,000","369,373,000","258,470,000","189,106,000","179,241,000","312,069,000","505,867,000","116,556,000","152,044,000","189,961,000","157,961,000","138,511,000","120,959,000","216,158,000","225,184,000","182,665,000","114,451,000","149,760,000","104,974,000","239,988,000","225,295,000","283,680,000","178,778,000","94,412,000","77,005,000","205,833,000","147,926,000","92,554,000","100,703,000","156,785,000","126,928,000","165,981,000","182,438,000","264,423,000","128,230,000","98,745,000","112,367,000","384,570,000","331,182,000","123,254,000","80,878,000","118,872,000","313,624,000","213,092,000","157,695,000","191,842,000","146,177,000","182,574,000","227,068,000","360,463,000","62,244,000","30,255,000","38,183,000","91,923,000","22,491,000","37,582,000","47,640,000","153,383,000","115,257,000","23,103,000","3,772,000","25,704,000","8,987,000","3,108,000","2,893,000","5,765,000","133,418,000","112,493,000","75,497,000","9,906,000","3,618,000","21,236,000","7,233,000","12,856,000","2,820,000","2,473,000","2,528,000","3,235,000","6,967,000","2,992,000","2,360,000","5,000,000","2,500,000","3,600,000","2,100,000","3,200,000","3,800,000","3,800,000","2,700,000","2,500,000","2,900,000","5,300,000","5,700,000","5,900,000","6,900,000","8,200,000",
			CashAndCashEquivalents,"271,143,000","494,485,000","342,527,000","256,875,000","233,421,000","294,953,000","304,658,000","304,206,000","223,063,000","369,373,000","258,470,000","189,106,000","179,241,000","312,069,000","505,867,000","116,556,000","152,044,000","189,961,000","157,961,000","138,511,000","120,959,000","216,158,000","225,184,000","182,665,000","114,451,000","149,760,000","104,974,000","239,988,000","225,295,000","283,680,000","178,778,000","94,412,000","77,005,000","205,833,000","147,926,000","92,554,000","100,703,000","156,785,000","126,928,000","165,981,000","182,438,000","264,423,000","128,230,000","98,745,000","112,367,000","384,570,000","331,182,000","123,254,000","80,878,000","118,872,000","277,969,000","213,092,000","157,695,000","191,842,000","146,177,000","182,574,000","227,068,000","360,463,000","62,244,000","30,255,000","38,183,000","91,923,000","22,491,000","37,582,000","47,640,000","153,383,000","115,257,000","23,103,000","3,772,000","25,704,000","8,987,000","3,108,000","2,893,000","5,765,000","133,418,000","112,493,000","75,497,000","9,906,000","3,618,000","21,236,000","7,233,000","12,856,000","2,820,000","2,473,000","2,528,000","3,235,000","6,967,000","2,992,000","2,360,000","5,000,000","2,500,000","3,600,000","2,100,000","3,200,000","3,800,000","3,800,000","2,700,000","2,500,000","2,900,000","5,300,000","5,700,000","5,900,000","6,900,000","8,200,000",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"853,233,000","791,628,000","842,701,000","878,214,000","834,056,000","756,910,000","796,849,000","747,197,000","768,840,000","736,639,000","771,831,000","773,008,000","685,333,000","602,783,000","654,715,000","636,074,000","612,959,000","561,357,000","571,056,000","580,341,000","555,494,000","521,651,000","580,078,000","581,716,000","584,704,000","551,046,000","589,497,000","585,581,000","546,678,000","535,602,000","594,414,000","609,648,000","578,664,000","521,892,000","527,022,000","514,160,000","503,048,000","476,437,000","529,354,000","521,903,000","488,009,000","465,870,000","507,591,000","489,831,000","437,269,000","365,453,000","394,721,000","371,783,000","339,989,000","308,395,000","330,655,000","350,591,000","340,714,000","305,185,000","351,823,000","338,880,000","319,234,000","271,829,000","269,066,000","228,544,000","206,331,000","178,374,000","185,640,000","166,278,000","169,085,000","130,201,000","140,977,000","135,339,000","133,868,000","112,537,000","109,508,000","106,733,000","103,343,000","83,722,000","58,078,000","58,081,000","67,078,000","64,847,000","69,753,000","41,088,000","40,788,000","32,589,000","38,730,000","36,228,000","34,722,000","32,332,000","38,763,000","40,188,000","36,991,000","23,700,000","22,800,000","22,500,000","23,400,000","20,900,000","20,200,000","14,100,000","15,200,000","14,400,000","12,600,000","10,500,000","10,200,000","9,500,000","9,700,000","7,500,000","6,300,000"
			AccountsReceivable,"565,136,000","542,056,000","560,046,000","598,624,000","542,247,000","513,459,000","603,832,000","578,722,000","584,620,000","540,584,000","552,253,000","557,412,000","504,003,000","437,797,000","477,408,000","455,707,000","417,085,000","390,996,000","415,090,000","399,100,000","383,268,000","365,385,000","416,960,000","415,750,000","420,824,000","405,000,000","426,947,000","419,906,000","382,333,000","381,464,000","401,696,000","423,058,000","375,176,000","352,411,000","345,407,000","362,664,000","334,539,000","314,491,000","269,601,000","272,298,000","253,235,000","429,102,000","268,037,000","246,350,000","215,110,000","326,077,000","346,316,000","186,585,000","315,228,000","287,542,000","310,183,000","330,353,000","323,671,000","290,040,000","336,914,000","323,368,000","307,425,000","245,176,000","257,086,000","216,465,000","195,760,000","171,097,000","178,112,000","160,007,000","165,214,000","127,488,000","138,060,000","132,205,000","129,912,000","103,506,000","90,460,000","75,496,000","68,053,000","57,584,000","36,919,000","37,853,000","31,925,000","29,271,000","28,662,000","25,213,000","23,631,000","20,435,000","24,590,000","20,736,000","19,118,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,"542,247,000",,"603,832,000","578,722,000","584,620,000","540,584,000","552,253,000","557,412,000","504,003,000","437,797,000","477,408,000","455,707,000","417,085,000","390,996,000","415,090,000","399,100,000","383,268,000","365,385,000","416,960,000","415,750,000","420,824,000","405,000,000","426,947,000","419,906,000","382,333,000","381,464,000","401,696,000","423,058,000","375,176,000","352,411,000","345,407,000","362,664,000","334,539,000","314,491,000","363,486,000","355,598,000","335,041,000","509,198,000","348,480,000","318,554,000","278,691,000",,,"249,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-93,885,000","-83,300,000","-81,806,000","-80,096,000","-80,443,000","-72,204,000","-63,581,000",,,"-62,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,909,000","15,512,000","11,809,000","11,687,000","11,980,000","12,079,000","10,571,000","7,277,000","7,528,000","6,271,000",,"2,713,000","2,917,000","3,134,000","3,956,000","9,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
