name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"244,191,000","266,782,000","274,249,000","281,305,000","284,050,000","94,300,000","25,399,000","25,498,000","25,977,000","23,486,000","18,375,000","18,805,000","19,523,000","20,139,000","20,836,000","9,833,000","11,058,000","10,831,000","12,377,000","14,269,000","17,604,000","19,302,000","22,482,000","24,940,000","28,626,000","31,918,000","35,653,000","37,756,000","39,635,000","40,906,000","43,591,000","45,391,000","47,319,000","50,103,000","51,756,000","53,200,000","54,870,000","56,859,000","93,259,000","94,440,000","96,810,000","98,963,000","100,592,000","102,593,000","101,226,000","99,195,000","180,794,000","182,084,000","178,597,000","182,005,000","182,732,000","186,316,000","189,733,000","193,436,000","195,497,000","179,122,000","192,497,000","207,625,000","208,810,000","208,633,000","212,245,000","208,456,000","218,286,000","213,243,000","215,778,000","215,795,000","73,774,000","83,190,000","92,772,000","101,192,000","55,802,000","62,904,000","72,425,000","80,513,000","86,638,000","44,531,000","48,028,000","53,325,000","56,691,296","60,639,565","64,031,691","68,135,796","71,469,611","74,504,092","78,830,763","81,147,046","82,840,792","21,138,709","22,864,799"
	CurrentAssets,"222,200,000","244,482,000","251,915,000","279,558,000","283,766,000","93,994,000","25,071,000","25,440,000","25,877,000","23,349,000","18,189,000","18,583,000","19,265,000","20,040,000","20,720,000","9,699,000","10,889,000","10,663,000","12,204,000","14,079,000","17,390,000","19,070,000","22,220,000","24,741,000","28,413,000","31,691,000","35,413,000","37,502,000","39,367,000","40,829,000","43,510,000","45,307,000","47,243,000","50,103,000","51,416,000","52,848,000","54,518,000","56,507,000","92,907,000","94,037,000","96,371,000","98,489,000","100,084,000","101,964,000","100,557,000","98,484,000","180,028,000","181,260,000","177,714,000","178,471,000","180,981,000","184,255,000","187,605,000","190,636,000","193,598,000","177,105,000","190,363,000","205,374,000","206,407,000","206,659,000","210,254,000","207,114,000","216,859,000","211,693,000","214,147,000","214,164,000","72,087,000","81,685,000","91,293,000","99,656,000","53,974,000","61,038,000","70,540,000","78,750,000","84,816,000","42,625,000","46,036,000","51,247,000","54,529,936","58,388,765","61,692,960","65,714,302","68,963,317","71,964,381","76,585,012","79,772,823","82,575,696","20,072,974","22,283,107"
		CashCashEquivalentsAndShortTermInvestments,"209,693,000","233,437,000","241,524,000","278,254,000","282,192,000","93,506,000","24,074,000","25,254,000","25,600,000","23,081,000","17,804,000","18,534,000","19,125,000","19,807,000","20,444,000","9,608,000","10,734,000","10,479,000","11,916,000","14,067,000","17,264,000","18,714,000","21,764,000","24,626,000","28,114,000","31,299,000","34,893,000","37,302,000","39,248,000","40,590,000","43,152,000","44,825,000","47,102,000","49,838,000","51,027,000","52,845,000","54,391,000","56,254,000","92,529,000","93,942,000","95,896,000","98,131,000","99,360,000","101,041,000","98,477,000","91,226,000","179,742,000","176,242,000","175,533,000","175,759,000","177,475,000","182,217,000","185,574,000","190,095,000","193,190,000","177,073,000","190,052,000","205,071,000","205,927,000","206,327,000","209,960,000","204,400,000","213,918,000","205,341,000","209,788,000","212,652,000","71,547,000","81,650,000","107,000","1,379,000","53,559,000","60,992,000","70,185,000","12,027,000","83,190,000","42,546,000","45,664,000","50,091,000","53,892,508","57,805,993","61,358,569","65,274,291","68,441,780","71,642,092","75,952,528","78,926,830","81,996,938","20,020,844","22,179,362"
			CashAndCashEquivalents,"209,693,000","233,437,000","241,524,000","278,254,000","282,192,000","93,506,000","24,074,000","25,254,000","25,600,000","23,081,000","17,804,000","18,534,000","19,125,000","19,807,000","20,444,000","9,608,000","10,734,000","10,479,000","11,916,000","14,067,000","17,264,000","16,615,000","21,214,000","24,626,000","26,614,000","31,299,000","33,993,000","36,352,000","37,249,000","40,590,000","42,052,000","44,575,000","45,852,000","48,588,000","49,727,000","51,545,000","51,591,000","49,355,000","88,240,000","79,020,000","73,779,000","73,144,000","71,709,000","62,830,000","54,894,000","4,798,000","106,292,000","66,773,000","50,657,000","35,794,000","29,169,000","145,200,000","172,790,000","153,158,000","143,950,000","125,425,000","130,807,000","86,567,000","40,814,000","49,191,000","61,816,000","16,386,000","31,558,000","51,109,000","67,825,000","95,651,000","1,421,000","2,512,000","107,000","1,379,000","1,750,000","3,172,000","7,181,000","12,027,000","46,900,000","42,546,000","45,664,000","50,091,000","53,892,508","57,805,993","61,358,569","65,274,291","68,441,780","71,642,092","75,952,528","78,926,830","81,996,938","20,020,844","22,179,362"
				CashFinancial,,,,,,,,,,,,,,,"590,000","71,000","156,000","158,000","451,000","107,000",,,,,,"273,000",,,,"295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,"19,854,000","9,537,000","10,578,000","10,321,000","11,465,000","13,960,000",,,,,,"31,026,000",,,,"40,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0",,,,"2,099,000","550,000",,"1,500,000",,"900,000","950,000","1,999,000",,"1,100,000","250,000","1,250,000","1,250,000","1,300,000","1,300,000","2,800,000","6,899,000","4,289,000","14,922,000","22,117,000","24,987,000","27,651,000","38,211,000","43,583,000","86,428,000","73,450,000","109,469,000","124,876,000","139,965,000","148,306,000","37,017,000","12,784,000","36,937,000","49,240,000","51,648,000","59,245,000","118,504,000","165,113,000","157,136,000","148,144,000","188,014,000","182,360,000","154,232,000","141,963,000","117,001,000","70,126,000","79,138,000",,,"51,809,000","57,820,000","63,004,000",,"36,290,000",,,,,,,,,,,,,,
		Receivables,,,,,,,"86,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","231,000","908,000","1,996,000","7,114,000",,,,,,,,,,,,,,,,,"2,596,000","6,305,000","4,234,000","889,000",,,"91,034,000","98,018,000",,,,"65,402,000",,"38,000","46,000","55,000","74,247","82,866","96,315","116,688","200,407","255,406","354,537","445,326","7,715","6,254","32,095"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,596,000","6,305,000","4,234,000","889,000",,,"91,034,000","98,018,000",,,,"65,402,000",,"38,000",,"55,000",,"82,866",,"116,688",,,,"445,326",,,
			AccruedInterestReceivable,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
