name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
OperatingCashFlow,"390,700,000","222,500,000","53,800,000","79,400,000","35,000,000","258,500,000","112,800,000","111,900,000","64,200,000","119,200,000","142,100,000","84,400,000","63,000,000","130,900,000","52,700,000","40,900,000","11,300,000","148,700,000","27,700,000","95,300,000","74,000,000","58,900,000","101,600,000","51,500,000","58,700,000","134,300,000","139,100,000","90,500,000","54,500,000","156,600,000","125,800,000","45,700,000","39,200,000","72,300,000","74,200,000","56,700,000","-63,600,000","121,000,000","28,000,000","-14,200,000","58,700,000","171,300,000","23,200,000","-16,100,000","8,700,000","102,700,000","19,100,000","33,700,000","1,300,000","91,200,000","49,100,000","30,200,000","67,600,000","130,200,000","11,400,000","32,800,000","85,400,000","88,600,000","-23,000,000","27,800,000","18,400,000","95,000,000","26,700,000","-7,494,000","26,783,000","95,512,000","-10,329,000","7,707,000","11,081,000","79,086,000","-10,205,000","-17,466,000","11,988,000","42,374,000","-4,740,000","-3,521,000","-5,138,000","30,066,000","13,021,000","-10,650,000","8,724,000","11,706,000","-2,001,000","-5,824,000"
	CashFlowFromContinuingOperatingActivities,"390,700,000","222,500,000","53,800,000","79,400,000","35,000,000","258,500,000","112,800,000","111,900,000","64,200,000","119,200,000","142,100,000","84,400,000","63,000,000","130,900,000","52,700,000","40,900,000","11,300,000","148,700,000","27,700,000","95,300,000","74,000,000","58,900,000","101,600,000","51,500,000","58,700,000","134,300,000","139,100,000","90,500,000","54,500,000","156,600,000","125,800,000","45,700,000","39,200,000","72,300,000","74,200,000","56,700,000","-63,600,000","121,000,000","28,000,000","-14,200,000","58,700,000","171,300,000","23,200,000","-16,100,000","8,700,000","102,700,000","19,100,000","33,700,000","1,300,000","91,200,000","49,100,000","30,200,000","67,600,000","130,200,000","11,400,000","32,800,000","85,400,000","88,600,000","-23,000,000","27,800,000","18,400,000","95,000,000","26,700,000","-7,494,000","26,783,000","95,512,000","-10,329,000","7,707,000","11,081,000","79,086,000","-10,205,000","-17,466,000","11,988,000","42,374,000","-4,740,000","-3,521,000","-5,138,000","30,066,000","13,021,000","-10,650,000","8,724,000","11,706,000","-2,001,000","-5,824,000"
		NetIncomeFromContinuingOperations,"23,100,000","22,200,000","78,600,000","-39,600,000","-38,100,000","-38,300,000","27,800,000","4,600,000","-24,300,000","-23,400,000","47,200,000","33,600,000","225,000,000","14,100,000","59,600,000","-5,200,000","-21,500,000","34,100,000","-119,600,000","-27,900,000","300,000","-19,400,000","-64,300,000","3,000,000","-37,100,000","-93,700,000","-1,402,400,000","-623,400,000","-296,000,000","18,100,000","-30,700,000","11,900,000","-4,800,000","13,200,000","-42,100,000","-7,900,000","4,700,000","-5,300,000","2,800,000","543,200,000","-17,700,000","44,000,000","-3,600,000","-50,200,000","-35,500,000","36,600,000","38,500,000","-50,300,000","-34,900,000","87,900,000","46,000,000","-32,800,000","-14,300,000","91,300,000","57,200,000","-33,100,000","-20,700,000","82,000,000","36,900,000","-31,700,000","-17,200,000","86,500,000","29,400,000","-30,357,000","-32,365,000","61,829,000","10,704,000","-3,205,000","-24,118,000","54,959,000","11,001,000","-9,588,000","-9,800,000","5,422,000","9,370,000","-5,441,000","-6,548,000","17,785,000","7,716,000","-4,297,000","-5,910,000","14,051,000","4,465,000","-3,676,000"
		OperatingGainsLosses,"77,800,000","3,400,000","21,300,000","14,900,000","38,200,000","110,700,000","900,000","21,300,000","4,700,000","5,500,000","4,100,000","700,000","3,000,000","5,300,000","2,600,000","3,500,000","24,800,000","-900,000","61,700,000","3,300,000","1,200,000","37,000,000","42,300,000","-1,000,000","22,700,000","-800,000","892,700,000","5,500,000","15,400,000","700,000","2,000,000","100,000","-1,800,000","-1,100,000","-1,500,000","-4,600,000","-900,000","0","800,000","-542,000,000","3,900,000","2,200,000","9,700,000","6,600,000","500,000","11,500,000","2,300,000","5,000,000","2,200,000","1,900,000","2,400,000","1,500,000","1,400,000","3,000,000","700,000","12,800,000","800,000","400,000","-1,100,000","2,700,000","4,400,000","14,100,000","-13,200,000","-4,254,000","476,000","25,666,000","-20,842,000","-2,973,000","1,869,000","1,375,000","-644,000","9,101,000","915,000","15,799,000","3,495,000","-3,176,000","1,841,000","-3,763,000","-1,849,000","6,537,000","2,492,000","5,686,000","-4,591,000",
			GainLossOnSaleOfPPE,"42,000,000","3,800,000","20,000,000","18,500,000","-300,000","1,400,000","-100,000","21,300,000","3,800,000","1,000,000","4,100,000","100,000","0","2,000,000","900,000","3,600,000","24,400,000","-300,000","59,300,000","6,300,000",,,"30,800,000","2,100,000","32,700,000","0","817,300,000","2,300,000","600,000","1,000,000","2,700,000","900,000","-1,200,000","-500,000","-900,000",,,"0","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-200,000","-300,000","-700,000","-800,000","-600,000","-600,000","-600,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"33,800,000","-400,000","500,000","-3,600,000","37,300,000","103,800,000","1,100,000","0","900,000","4,500,000","0","600,000","3,000,000","3,300,000","800,000","-100,000","400,000","-600,000","2,400,000","-3,000,000","800,000","-300,000","11,500,000","-3,100,000","0","-800,000","75,200,000","500,000",,,,,,,,,,,,,,,,,,,,,"100,000","200,000","400,000","400,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"259,800,000","74,800,000","61,600,000","64,600,000","58,800,000","59,200,000","59,500,000","60,800,000","61,000,000","56,100,000","55,200,000","51,500,000","49,300,000","39,800,000","39,900,000","39,200,000","44,500,000","45,100,000","46,500,000","48,100,000","48,700,000","48,400,000","52,600,000","50,300,000","64,400,000","62,300,000","75,600,000","75,500,000","74,800,000","74,200,000","76,100,000","71,700,000","71,200,000","66,300,000","62,100,000","55,400,000","11,700,000","38,700,000","34,800,000","33,000,000","38,200,000","49,700,000","48,700,000","50,000,000","48,000,000","47,400,000","46,400,000","44,100,000","40,500,000","40,100,000","37,100,000","36,500,000","26,400,000","26,600,000","26,300,000","26,400,000","26,800,000","23,700,000","23,400,000","23,100,000","22,000,000","19,600,000","21,100,000","18,637,000","21,200,000","18,902,000","20,215,000","17,095,000","13,033,000","12,879,000","9,182,000","6,311,000","5,975,000","5,269,000","5,220,000","4,207,000","3,719,000","3,718,000","3,705,000","3,469,000","3,537,000","3,714,000","1,977,000","2,485,000"
			DepreciationAndAmortization,"259,800,000","74,800,000","61,600,000","64,600,000","58,800,000","59,200,000","59,500,000","60,800,000","61,000,000","56,100,000","55,200,000","51,500,000","49,300,000","39,800,000","39,900,000","39,200,000","44,500,000","45,100,000","46,500,000","48,100,000","48,700,000","48,400,000","52,600,000","50,300,000","64,400,000","62,300,000","75,600,000","75,500,000","74,800,000","74,200,000","76,100,000","71,700,000","71,200,000","66,300,000","62,100,000","55,400,000","11,700,000","38,700,000","34,800,000","33,000,000","38,200,000","49,700,000","48,700,000","50,000,000","48,000,000","47,400,000","46,400,000","44,100,000","40,500,000","40,100,000","37,100,000","36,500,000","26,400,000","26,600,000","26,300,000","26,400,000","26,800,000","23,700,000","23,400,000","23,100,000","22,000,000","19,600,000","21,100,000","18,637,000","21,200,000","18,902,000","20,215,000","17,095,000","13,033,000","12,879,000","9,182,000","6,311,000","5,975,000","5,269,000","5,220,000","4,207,000","3,719,000","3,718,000","3,705,000","3,469,000","3,537,000","3,714,000","1,977,000","2,485,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,100,000","35,100,000","40,900,000","39,900,000","42,500,000","38,000,000","37,000,000","37,300,000","32,000,000","31,900,000","32,200,000","30,400,000","29,400,000","19,800,000","19,900,000","19,700,000","19,300,000","19,800,000","17,500,000","17,100,000","17,000,000","15,300,000","13,000,000","14,400,000","9,452,000","15,887,000","13,920,000","15,352,000","12,090,000","10,230,000","9,048,000","5,960,000","4,400,000","3,955,000","3,596,000","3,374,000","2,740,000","2,402,000","2,377,000","2,337,000","2,188,000","2,249,000","2,351,000","1,282,000","1,348,000"
