name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"547,276,000","134,680,000","143,794,000","132,578,000","136,224,000","133,817,000","108,741,000","84,705,000","73,766,000","61,031,000","67,876,000","57,623,000","57,401,000","50,954,000"
	OperatingRevenue,"547,276,000","134,680,000","143,794,000","132,578,000","136,224,000","133,817,000","108,741,000","84,705,000","73,766,000","61,031,000","67,876,000","57,623,000","57,401,000","50,954,000"
CostOfRevenue,"362,098,000","88,386,000","96,366,000","85,242,000","92,104,000","95,316,000","73,377,000","51,828,000","45,889,000","44,398,000","47,735,000","39,804,000","39,349,000","37,095,000"
GrossProfit,"185,178,000","46,294,000","47,428,000","47,336,000","44,120,000","38,501,000","35,364,000","32,877,000","27,877,000","16,633,000","20,141,000","17,819,000","18,052,000","13,859,000"
OperatingExpense,"179,623,000","53,951,000","46,458,000","41,970,000","38,271,000","35,769,000","30,926,000","34,182,000","33,085,000","28,610,000","23,090,000","20,068,000","17,677,000","17,055,000"
	SellingGeneralAndAdministration,"134,465,000","41,807,000","34,793,000","30,499,000","27,366,000","25,000,000","20,736,000","24,442,000","23,301,000","20,931,000","15,199,000","12,656,000","11,156,000","10,447,000"
		GeneralAndAdministrativeExpense,,,"34,793,000",,"27,366,000","25,000,000","20,736,000","24,442,000","23,301,000","20,931,000","15,199,000","12,656,000","11,156,000","10,447,000"
			OtherGandA,,,"34,793,000",,"27,366,000","25,000,000","20,736,000","24,442,000","23,301,000","20,931,000","15,199,000","12,656,000","11,156,000","10,447,000"
	DepreciationAmortizationDepletionIncomeStatement,"45,158,000","12,144,000","11,665,000","11,471,000","10,905,000","10,769,000","10,190,000","9,740,000","9,784,000","7,560,000","7,443,000","7,412,000","6,401,000","6,449,000"
		DepreciationAndAmortizationInIncomeStatement,"45,158,000","12,144,000","11,665,000","11,471,000","10,905,000","10,769,000","10,190,000","9,740,000","9,784,000","7,560,000","7,443,000","7,412,000","6,401,000","6,449,000"
	OtherOperatingExpenses,,,,,,,,,,"119,000",,,"120,000","159,000"
OperatingIncome,"5,555,000","-7,657,000","970,000","5,366,000","5,849,000","2,732,000","4,438,000","-1,305,000","-5,208,000","-11,977,000","-2,949,000","-2,249,000","375,000","-3,196,000"
NetNonOperatingInterestIncomeExpense,"-10,019,000","-1,092,000","-407,000","-1,722,000","-6,798,000","-2,688,000","-2,923,000","-3,043,000","-5,260,000","-2,593,000","-2,165,000","-2,130,000","-1,181,000","-1,279,000"
	InterestExpenseNonOperating,"10,019,000","1,092,000","407,000","1,722,000","6,798,000","2,688,000","2,923,000","3,043,000","5,260,000","2,593,000","2,165,000","2,130,000","1,181,000","1,279,000"
OtherIncomeExpense,"-12,490,000","2,482,000","-974,000","-516,000","-13,790,000","-11,638,000","1,711,000","-23,041,000","21,933,000","-29,830,000","-8,009,000","-2,716,000","-1,228,000","49,000"
	SpecialIncomeCharges,"-13,287,000","21,000","-337,000","0","-12,971,000","-11,064,000","4,445,000","-13,404,000",,,,"-256,000",,
		RestructuringAndMergernAcquisition,"13,287,000","-21,000","337,000","0","12,971,000","11,064,000","-4,445,000","13,404,000",,,,"256,000",,
	OtherNonOperatingIncomeExpenses,"797,000","2,461,000","-637,000","-516,000","-819,000","-574,000","-2,734,000","-9,637,000","21,933,000","-29,830,000","-7,339,000","-2,460,000","-1,228,000","49,000"
PretaxIncome,"-16,954,000","-6,267,000","-411,000","3,128,000","-14,739,000","-11,594,000","3,226,000","-27,389,000","11,465,000","-44,400,000","-13,123,000","-7,095,000","-2,034,000","-4,426,000"
TaxProvision,"2,976,000","1,269,000","1,061,000","902,000","-256,000","2,000","2,414,000","3,348,000","-1,759,000","-3,152,000","-1,813,000","-412,000","-1,712,000","816,000"
NetIncomeCommonStockholders,"-36,330,000","-11,636,000","-5,572,000","-1,874,000","-18,583,000","-15,696,000","-3,288,000","-64,490,000","7,580,000","-46,663,000","-16,585,000","-11,713,000","-5,099,000","-9,776,000"
	NetIncome,"-19,930,000","-7,536,000","-1,472,000","2,226,000","-14,483,000","-11,596,000","812,000","-30,737,000","13,224,000","-41,248,000","-11,310,000","-6,683,000","-322,000","-5,242,000"
		NetIncomeIncludingNoncontrollingInterests,"-19,930,000","-7,536,000","-1,472,000","2,226,000","-14,483,000","-11,596,000","812,000","-30,737,000","13,224,000","-41,248,000","-11,310,000","-6,683,000","-322,000","-5,242,000"
			NetIncomeContinuousOperations,"-19,930,000","-7,536,000","-1,472,000","2,226,000","-14,483,000","-11,596,000","812,000","-30,737,000","13,224,000","-41,248,000","-11,310,000","-6,683,000","-322,000","-5,242,000"
	PreferredStockDividends,"16,400,000","4,100,000","4,100,000","4,100,000","4,100,000","4,100,000","4,100,000","27,211,000",,,,,,
	OtherunderPreferredStockDividend,,,"0","0","0","0","0","6,542,000","5,644,000","5,415,000","5,275,000","5,030,000","4,777,000","4,534,000"
DilutedNIAvailtoComStockholders,"-36,330,000","-11,636,000","-5,572,000","-1,874,000","-18,583,000","-15,696,000","-3,288,000","-64,490,000","7,580,000","-46,663,000","-16,585,000","-11,713,000","-5,099,000","-9,776,000"
BasicEPS,,"-0.39","-0.19","-0.07","-0.71","-0.62","-0.13","-2.99","0.373","-2.231",,"-0.56","-0.244","-0.467"
DilutedEPS,,"-0.39","-0.19","-0.07","-0.71","-0.62","-0.13","-2.99","0.373","-2.231",,"-0.56","-0.244","-0.467"
BasicAverageShares,,"29,662,000","29,503,000","26,220,000","26,056,000","25,117,000","24,909,000","21,554,000","20,332,001","20,912,422",,"20,912,422","20,912,422","20,912,422"
DilutedAverageShares,,"29,662,000","29,503,000","26,220,000","26,056,000","25,117,000","24,909,000","21,554,000","20,332,001","20,912,422",,"20,912,422","20,912,422","20,912,422"
TotalOperatingIncomeAsReported,"-7,732,000","-7,636,000","633,000","5,366,000","-7,122,000","-8,332,000","8,883,000","-14,709,000","-5,208,000","-11,977,000","-3,619,000","-2,505,000","375,000","-3,196,000"
TotalExpenses,"541,721,000","142,337,000","142,824,000","127,212,000","130,375,000","131,085,000","104,303,000","86,010,000","78,974,000","73,008,000","70,825,000","59,872,000","57,026,000","54,150,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-19,930,000","-7,536,000","-1,472,000","2,226,000","-14,483,000","-11,596,000","812,000","-30,737,000","13,224,000","-41,248,000","-11,310,000","-6,683,000","-322,000","-5,242,000"
NormalizedIncome,"-11,957,800","-7,548,600","-1,225,990","2,226,000","-1,745,478","-3,519,280","-2,432,850","-20,952,080","13,224,000","-41,248,000","-11,310,000","-6,441,848","-322,000","-5,242,000"
InterestExpense,"10,019,000","1,092,000","407,000","1,722,000","6,798,000","2,688,000","2,923,000","3,043,000","5,260,000","2,593,000","2,165,000","2,130,000","1,181,000","1,279,000"
NetInterestIncome,"-10,019,000","-1,092,000","-407,000","-1,722,000","-6,798,000","-2,688,000","-2,923,000","-3,043,000","-5,260,000","-2,593,000","-2,165,000","-2,130,000","-1,181,000","-1,279,000"
EBIT,"-6,935,000","-5,175,000","-4,000","4,850,000","-7,941,000","-8,906,000","6,149,000","-24,346,000","16,725,000","-41,807,000","-10,958,000","-4,965,000","-853,000","-3,147,000"
EBITDA,"46,770,000"
ReconciledCostOfRevenue,"353,551,000","86,115,000","94,162,000","83,320,000","88,079,000","95,316,000","73,377,000","51,828,000","45,889,000","44,398,000","47,735,000","39,804,000","39,349,000","37,095,000"
ReconciledDepreciation,"53,705,000","14,415,000","13,869,000","13,393,000","14,930,000","10,769,000","10,190,000","9,740,000","9,784,000","7,560,000","7,443,000","7,412,000","6,401,000","6,449,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-19,930,000","-7,536,000","-1,472,000","2,226,000","-14,483,000","-11,596,000","812,000","-30,737,000","13,224,000","-41,248,000","-11,310,000","-6,683,000","-322,000","-5,242,000"
TotalUnusualItemsExcludingGoodwill,"-13,287,000","21,000","-337,000","0","-12,971,000","-11,064,000","4,445,000","-13,404,000",,,,"-256,000",,
TotalUnusualItems,"-13,287,000","21,000","-337,000","0","-12,971,000","-11,064,000","4,445,000","-13,404,000",,,,"-256,000",,
NormalizedEBITDA,"60,057,000","9,219,000","14,202,000","18,243,000","19,960,000","12,927,000","11,894,000","-1,202,000","26,509,000","-34,247,000","-3,515,000","2,703,000","5,548,000","3,302,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.288","0.018","0.27","0.27","0.27","0.27","0.071","0.138","0.058","0.27","0.27"
TaxEffectOfUnusualItems,"-5,314,800","8,400","-90,990","0","-233,478","-2,987,280","1,200,150","-3,619,080","0","0","0","-14,848","0","0"
