name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"1,715,718,000","1,142,979,000","776,589,000","622,318,000","583,276,000","656,024,000","552,272,000","530,554,000","923,581,000"
	CurrentAssets,"816,996,000","852,033,000","491,625,000","330,212,000","285,553,000","375,175,000","264,577,000","240,116,000","619,684,000"
		CashCashEquivalentsAndShortTermInvestments,"49,491,000","367,670,000","116,391,000","17,682,000","19,133,000","108,441,000","27,144,000","-11,999,000","310,262,000"
			CashAndCashEquivalents,"49,491,000","367,670,000","116,391,000","17,682,000","19,133,000","108,441,000","27,144,000","-11,999,000","310,262,000"
				CashFinancial,,,,,,,"27,144,000","-11,999,000","310,262,000"
		Receivables,"422,000,000","245,061,000","183,915,000","163,267,000","126,076,000","135,852,000","134,616,000","117,935,000","96,879,000"
			AccountsReceivable,"390,921,000","236,009,000","177,462,000","153,610,000","121,921,000","118,694,000","118,098,000","98,618,000","96,251,000"
				GrossAccountsReceivable,"391,196,000","236,149,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-275,000","-140,000",,,,,,,
			TaxesReceivable,"31,079,000","9,052,000","6,453,000","9,657,000","4,155,000","17,158,000","16,518,000","19,317,000","628,000"
		Inventory,"299,010,000","205,653,000","173,126,000","137,666,000","124,705,000","118,459,000","96,515,000","105,280,000","148,024,000"
			RawMaterials,"155,561,000","85,470,000","73,514,000","46,993,000","33,150,000","39,051,000","32,506,000","42,109,000","62,923,000"
			FinishedGoods,"151,273,000","127,598,000","106,690,000","98,096,000","97,743,000","85,833,000","71,726,000","68,592,000","90,301,000"
			InventoriesAdjustmentsAllowances,"-7,824,000","-7,415,000","-7,078,000","-7,423,000","-6,188,000","-6,425,000","-7,717,000","-5,421,000","-5,200,000"
		PrepaidAssets,"46,495,000","33,649,000","18,193,000","11,597,000","15,639,000","12,423,000","6,302,000","9,341,000","13,524,000"
		RestrictedCash,,"0",,,,"0","0","19,559,000","50,995,000"
	TotalNonCurrentAssets,"898,722,000","290,946,000","284,964,000","292,106,000","297,723,000","280,849,000","287,668,000","290,438,000","303,897,000"
		NetPPE,"16,878,000","10,692,000","10,202,000","9,763,000","9,740,000","9,774,000","9,620,000","9,826,000","10,660,000"
			GrossPPE,"28,774,000","21,915,000","20,809,000","19,758,000","19,128,000","18,557,000","17,845,000","17,500,000","17,250,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"1,567,000","1,340,000","1,340,000","1,340,000","1,340,000","1,340,000","1,340,000","1,340,000","1,340,000"
				BuildingsAndImprovements,"3,973,000","2,451,000","2,486,000","2,486,000","2,487,000","2,486,000","2,487,000","2,487,000","2,464,000"
				MachineryFurnitureEquipment,"3,204,000","2,320,000","2,241,000","2,241,000","1,950,000","1,470,000","1,016,000","942,000","815,000"
