name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"287,277,104","115,958,543","62,786,571","47,138,822","61,393,168","190,849,001","135,447,521","138,592,066","39,171,714","151,280,470","122,026,566","110,473,004","139,627,076","133,840,218","154,211,358","105,822,734","144,935,506","147,449,048","148,446,686","88,998,375","132,366,548","131,191,171","118,439,993","99,553,675","102,029,962","151,441,164","68,416,845","91,273,859","83,935,875","107,951,846","99,769,276","85,348,247","44,383,640","97,721,946","93,672,877","51,380,407","74,863,012","97,422,534","81,396,611","74,920,526","40,397,396","61,131,521","16,236,727","20,816,908","27,239,487","77,375,543","36,024,982","25,002,896","5,797,794","61,308,014","27,030,087","34,086,458","33,474,396","16,063,355","29,625,417","18,675,357","16,665,476","55,665,970","47,522,610","32,808,710","22,340,150","46,049,159","33,923,145","26,427,366","32,616,824","38,472,816","41,064,822","14,499,369","27,944,795","42,735,472","36,675,866","23,410,812","29,316,822","41,964,956","39,229,757","14,174,901","20,594,073","42,584,264","39,132,974","26,933,277","18,395,663","34,649,201","18,331,086","16,862,842","14,990,901","31,238,975","22,546,580","16,010,248","16,710,530","23,470,381","16,800,000","16,300,000","13,500,000","27,400,000","14,800,000","5,600,000","11,400,000","20,300,000","12,900,000","6,000,000","7,400,000","8,700,000","7,900,000","4,000,000","4,800,000","7,300,000","7,500,000","4,000,000","3,600,000","8,100,000","5,900,000","4,000,000","2,700,000","7,300,000","1,400,000","1,600,000","2,300,000","5,100,000","2,900,000","1,200,000","1,300,000","1,000,000","2,300,000","800,000","200,000","500,000","1,100,000","900,000","900,000","400,000","700,000","900,000"
	CashFlowFromContinuingOperatingActivities,"287,277,104","115,958,543","62,786,571","47,138,822","61,393,168","190,849,001","135,447,521","138,592,066","39,171,714","151,280,470","122,026,566","110,473,004","139,627,076","133,840,218","154,211,358","105,822,734","144,935,506","147,449,048","148,446,686","88,998,375","132,366,548","131,191,171","118,439,993","99,553,675","102,029,962","151,441,164","68,416,845","91,273,859","83,935,875","107,951,846","99,769,276","85,348,247","44,383,640","97,721,946","93,672,877","51,380,407","74,863,012","97,422,534","81,396,611","74,920,526","40,397,396","61,131,521","16,236,727","20,816,908","27,239,487","77,375,543","36,024,982","25,002,896","5,797,794","61,308,014","27,030,087","34,086,458","33,474,396","16,063,355","29,625,417","18,675,357","16,665,476","55,665,970","47,522,610","32,808,710","22,340,150","46,049,159","33,923,145","26,427,366","32,616,824","38,472,816","41,064,822","14,499,369","27,944,795","42,735,472","36,675,866","23,410,812","29,316,822","41,964,956","39,229,757","14,174,901","20,594,073","42,584,264","39,132,974","26,933,277","18,395,663","34,649,201","18,331,086","16,862,842","14,990,901","31,238,975","22,546,580","16,010,248","16,710,530","23,470,381","16,800,000","16,300,000","13,500,000","27,400,000","14,800,000","5,600,000","11,400,000","20,300,000","12,900,000","6,000,000","7,400,000","8,700,000","7,900,000","4,000,000","4,800,000","7,300,000","7,500,000","4,000,000","3,600,000","8,100,000","5,900,000","4,000,000","2,700,000","7,300,000","1,400,000","1,600,000","2,300,000","5,100,000","2,900,000","1,200,000","1,300,000","1,000,000","2,300,000","800,000","200,000","500,000","1,100,000","900,000","900,000","400,000","700,000","900,000"
		NetIncomeFromContinuingOperations,"334,874,988","87,528,626","84,179,396","76,660,548","86,506,418","113,450,870","143,339,251","117,092,602","-2,374,033","89,505,801","99,547,051","111,897,852","108,958,625","104,280,411","106,274,555","111,335,817","109,023,982","111,248,743","130,468,899","90,230,335","88,535,947","97,556,741","88,761,394","92,064,646","86,485,242","80,279,994","88,395,556","78,332,425","74,558,437","77,183,441","70,974,879","72,336,883","76,726,746","68,566,071","69,881,024","55,520,961","52,097,397","45,430,567",,,,,"40,466,113",,,"42,332,882","36,923,265","34,291,244","34,057,330","32,462,130","30,047,855","23,936,854","12,209,307","-1,556,931","-10,365,105","15,146,556","26,858,361","30,448,135","31,849,722","29,826,483","30,956,107","29,497,709","30,815,974","24,337,921","27,236,050","26,371,057","29,617,672","27,935,819","26,041,050","25,932,970","28,631,418","25,224,833","28,984,792","29,815,475","29,081,193","25,681,125","26,090,339","25,908,538","24,080,037","21,427,261","21,310,767","18,953,226","16,839,456","14,928,260","16,195,824","17,252,960","17,779,883","15,853,963","18,360,186","18,550,034","17,200,000","14,500,000","16,500,000","16,700,000","17,100,000","9,800,000","10,900,000","12,500,000","11,100,000","8,700,000","8,000,000","7,400,000","7,100,000","6,300,000","7,300,000","3,300,000","5,700,000","4,600,000","4,000,000","4,600,000","4,400,000","4,000,000","4,000,000","4,100,000","3,600,000","2,200,000","2,000,000","2,000,000","1,900,000","1,200,000","1,200,000","800,000","1,000,000","800,000",,,"200,000","300,000","200,000","400,000","600,000","400,000"
		OperatingGainsLosses,"-700,792","313,420","-306,142","-359,243","-348,827","-315,653","-750,879","-479,050","-883,079","-134,605","195,538","-271,461","35,049","-9,618","-1,379,653","-258,877","-124,690","-711,288","-31,679","-154,948","-596,412","-39,715","-513,395","-54,515","152,198","1,029,740","-296,604","-1,923,407","-1,861,088","-2,434,732","-1,489,502","-2,281,085","-6,366,282","-4,859,532","-3,819,884","-6,359,669","-4,515,197","-1,326,671","-583,880","-3,412,971","-2,505,524","-1,333,078","891,385","-1,914,418","-2,773,191","-1,864,408","-2,580,754","-693,438","-867,088","-2,156,761","-572,181","-1,333,576","-321,044","4,150,359","12,394,457","2,755,592","-792,713","-389,091","-2,018,584","-3,486,731","-2,400,586","-4,491,155","-1,703,564","-885,377","-2,726,049","-934,313","1,196,248","-8,166","515,355","-1,302,304","-29,277","1,410,258","-2,000","-1,083,089","5,685,372","-1,069,467","325,692","1,692,249","7,493,554","0","38,430","-27,250","-337,589","-1,704","-15,868","171,665","624,455","13,509","-5,339","-3,142","-1,700,000",,,,"-900,000",,,"-100,000",,,,,,,,,,,,"100,000","0",,,,,,,,"-300,000","200,000","100,000","100,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,"-290,961","336,335","-294,423","0","-332,873","-444,752","-737,269","-410,575","-913,838","-36,974","109,068","-374,370","-130,405","-88,576","-1,030,318","-260,042","-284","-715,591","-18,364","-76,636","-585,365","-253,413","-662,286","-145,368","24,733","462,724","-399,047","-2,033,819","-1,915,744","-2,612,271","-1,709,881","-2,317,289","-6,542,318","-5,023,421","-3,813,733","-6,463,447","-5,030,124","-2,822,207","-789,306","-3,343,055","-2,741,335","-1,494,565","736,868","-2,212,912","-2,806,034","-2,371,430","-2,988,836","-916,151","-1,127,480","-2,336,058","-822,432","-1,345,881","-430,197","3,862,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"98,224,388","24,711,500","24,006,138","23,608,216","25,898,534","25,599,131","26,250,874","25,051,328","27,142,552","26,295,146","25,371,461","26,035,125","25,197,584","28,098,804","21,438,542","24,839,593","27,862,245","28,046,434","24,712,357","24,430,231","25,246,466","25,181,854","19,733,669","23,063,974","22,950,757","22,839,030","16,890,072","21,237,868","21,192,122","21,279,105","17,628,675","20,155,085","19,767,143","19,825,402","20,519,178","14,768,345","13,760,683","13,805,949","12,559,311","12,481,581","12,464,219","12,674,712","9,324,436","12,026,969","10,730,909","10,552,370","9,029,601","10,037,977","9,877,505","9,675,591","9,468,972","9,681,536","9,588,124","9,625,860","8,698,084","9,760,489","8,688,924","8,743,570","8,221,776","8,475,393","7,851,288","7,886,801","5,871,515","7,671,572","7,102,975","7,116,648","6,025,765","6,747,034","6,339,975","6,340,252","5,188,686","6,335,533","6,022,101","5,768,234","4,722,628","5,680,953","5,463,320","5,677,514","4,530,235","5,363,033","4,975,618","4,845,581","3,710,976","4,368,476","4,070,497","3,983,635","3,147,217","3,273,895","2,815,965","2,905,298","2,700,000","2,800,000","2,400,000","2,500,000","1,600,000","2,100,000","2,200,000","2,200,000","2,200,000","1,500,000","1,600,000","1,700,000","1,000,000","1,300,000","1,100,000","1,100,000","900,000","900,000","800,000","900,000","1,100,000","600,000","800,000","800,000","900,000","800,000","900,000","2,000,000","2,100,000","600,000","500,000","400,000","600,000","600,000","300,000","400,000","400,000","300,000","300,000","300,000","300,000","100,000"
			DepreciationAndAmortization,"98,224,388","24,711,500","24,006,138","23,608,216","25,898,534","25,599,131","26,250,874","25,051,328","27,142,552","26,295,146","25,371,461","26,035,125","25,197,584","28,098,804","21,438,542","24,839,593","27,862,245","28,046,434","24,712,357","24,430,231","25,246,466","25,181,854","19,733,669","23,063,974","22,950,757","22,839,030","16,890,072","21,237,868","21,192,122","21,279,105","17,628,675","20,155,085","19,767,143","19,825,402","20,519,178","14,768,345","13,760,683","13,805,949","12,559,311","12,481,581","12,464,219","12,674,712","9,324,436","12,026,969","10,730,909","10,552,370","9,029,601","10,037,977","9,877,505","9,675,591","9,468,972","9,681,536","9,588,124","9,625,860","8,698,084","9,760,489","8,688,924","8,743,570","8,221,776","8,475,393","7,851,288","7,886,801","5,871,515","7,671,572","7,102,975","7,116,648","6,025,765","6,747,034","6,339,975","6,340,252","5,188,686","6,335,533","6,022,101","5,768,234","4,722,628","5,680,953","5,463,320","5,677,514","4,530,235","5,363,033","4,975,618","4,845,581","3,710,976","4,368,476","4,070,497","3,983,635","3,147,217","3,273,895","2,815,965","2,905,298","2,700,000","2,800,000","2,400,000","2,500,000","1,600,000","2,100,000","2,200,000","2,200,000","2,200,000","1,500,000","1,600,000","1,700,000","1,000,000","1,300,000","1,100,000","1,100,000","900,000","900,000","800,000","900,000","1,100,000","600,000","800,000","800,000","900,000","800,000","900,000","2,000,000","2,100,000","600,000","500,000","400,000","600,000","600,000","300,000","400,000","400,000","300,000","300,000","300,000","300,000","100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,234,199","6,689,484","6,689,711","5,699,472","6,320,342","5,909,454","5,894,059","4,764,742","5,937,118","5,632,239","5,406,733","4,448,646","5,391,415","5,200,281","5,385,865","4,302,022","5,090,197","4,662,767","4,576,614","3,469,119","4,124,440","3,834,310","3,764,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"437,373","413,491","426,937","326,293","426,692","430,521","446,193","423,944","398,415","389,862","361,501","273,982","289,538","263,039","291,649","228,213","272,836","312,851","268,967","241,857","244,036","236,187","218,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"437,373","413,491","426,937","326,293","426,692","430,521","446,193","423,944","398,415","389,862","361,501","273,982","289,538","263,039","291,649","228,213","272,836","312,851","268,967","241,857","244,036","236,187","218,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
