name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
MarketCap,"2,903,631,278","2,953,304,850","3,079,483,440","3,417,115,940","3,600,979,220","2,998,089,000","2,593,253,950","1,904,748,000","1,792,622,700","1,862,525,280","2,075,626,080","2,030,236,390","2,236,706,747","2,971,346,013","2,706,262,910","3,201,435,510","3,001,447,938","2,570,697,786","2,424,731,610","2,767,442,172","2,560,233,300","2,276,652,800","2,328,068,321","2,379,267,660","1,913,532,950","1,905,264,780","1,786,686,750","1,532,478,960","1,925,074,720","1,971,831,400","2,316,125,520","2,297,080,800","2,224,647,480","3,058,755,300","3,547,710,180","4,138,834,000","3,527,412,658","3,784,972,728","3,208,301,832","2,636,737,633","2,213,989,770","2,194,177,352","1,859,228,910","1,606,291,580","1,973,846,700","1,753,324,200","1,246,000,320","1,118,951,610","970,492,500","919,181,550","1,007,984,700","872,454,500","692,333,880","455,002,284","554,889,158","504,340,700","704,421,120","530,100,000","925,121,220","804,528,690","741,957,556","683,530,941","834,196,890","749,880,000"
EnterpriseValue,"2,652,172,278","2,737,376,850","2,803,140,440","3,079,580,940","3,226,630,220","2,635,582,000","2,219,392,950","1,563,386,000","1,477,402,700","1,542,465,280","1,618,700,080","1,598,602,390","1,778,376,747","2,513,404,013","2,222,162,910","2,739,769,510","2,539,026,938","2,125,210,786","1,930,142,610","2,286,454,172","2,110,049,300","1,839,493,800","1,888,442,321","1,969,087,660","1,526,353,950","1,504,158,780","1,386,676,750","1,121,125,960","1,537,465,720","1,606,929,400","1,901,582,520","1,898,563,800","1,741,938,480","2,558,244,300","3,062,561,180","3,680,016,000","3,091,500,658","3,387,726,728","2,811,055,832","2,316,654,633","1,913,755,770","1,937,025,352","1,639,338,910","1,386,401,580","1,719,689,700","1,535,004,200","1,052,457,320","940,150,610","790,058,500","744,620,550","859,341,700","739,974,500","573,119,880","397,501,284","497,388,158","446,839,700","646,920,120","472,599,000","867,620,220","747,027,690","684,456,556","635,786,941","794,032,890","819,603,000"
PeRatio,"91.69","97.574","135.137",,,,,"510",,,,"406.455","708.857","809.25",,,,,"1,312.5","1,013.333","5,645","807.31","297.239",,,,,"141.5","78.537","55.316","48.308","39.07","38.116","49.205","61.362","75.793","68.991","85.417","72.565","79.27","72.897","87.088","73.655","63.897","85.481","88.622","59.625","59.159","52.326","52.073","81.724","79.808","63.808","39.179","32.707","24.1","35.404","26.957","8.788",,,,,"62.069"
ForwardPeRatio,"20.747","25.126","26.316","32.154","33.445","27.701",,,,,,,"21.645","22.573","25.253","43.478","43.29","36.496","42.017","49.505",,,,,"38.61","40.323","63.291","54.645","31.646","28.011","45.662","28.011","24.45","31.153","42.017","53.192","52.91","55.249","56.18","48.309","39.526","44.643","38.314","35.211","43.103","46.512","32.154",,,"27.174",,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.173","2.739","1.583","1.401","2.287","1.4","1.222","1.559","2.102","1.83","1.759","1.845","1.874","1.929","1.973","2.196","1.744","1.708","2.053","2.097","1.523",,,"1.601",,,,,,,,,,,,,,
PsRatio,"3.994","4.164","4.415","4.83","5.041","4.307","3.74","2.757","2.642","2.71","3.046","3.054","3.322","4.258","3.775","4.471","4.26","3.927","3.672","4.285","4.046","3.665","3.772","4.037","3.374","3.364","3.111","2.663","3.296","3.413","4.096","4.109","4.163","5.672","6.792","8.26","7.397","8.337","7.083","6.505","5.754","6.102","5.529","4.796","6.091","5.866","4.417","4.181","3.703","3.547","4.145","3.736","3.027","2.059","2.548","2.428","3.631","2.858","5.122","4.183","3.505","4.92","6.157","6.204"
PbRatio,"11.35","11.652","10.273","9.638","9.139","7.241","6.182","4.386","4.352","4.46","5.578","5.642","5.716","7.47","6.488","8.123","7.428","6.516","4.563","5.613","5.784","5.231","5.268","5.781","4.829","4.477","4.419","3.613","4.73","5.117","5.532","5.885","4.809","6.517","8.233","10.702","9.997","11.902","10.036","10.574","9.676","11.066","10.746","9.154","9.61","9.32","7.202","7.176","6.154","5.807","7.009","6.732","5.895","4.088","5.124","4.77","6.661","4.84","8.066","8.895","9.473","30.964","52.248",
EnterprisesValueRevenueRatio,"3.446","13.292","13.851","17.317","17.591","13.774","11.806","9.135","8.54","9.363","9.179","9.539","10.964","13.854","12.059","16.204","14.412","11.493","10.701","13.599","12.713","10.637","11.387","12.358","10.015","9.427","8.906","7.966","11.051","10.661","12.427","12.561","11.412","16.313","19.984","25.941","23.001","24.5","21.936","19.606","17.2","16.989","15.818","14.226","18.789","17.128","12.585","12.498","11.916","10.139","12.156","11.102","9.513","7.081","8.283","7.055","11.763","8.348","17.25","15.758","15.56","14.919","20.716","22.37"
EnterprisesValueEBITDARatio,"48.688","179.878","177.257","553.185","165.189","158.78","131.154","158.237","102.704","822.648","227.793","204.477","5,505.81","505.308","146.147","530.244","-888.082","404.109","284.388","-1,541.776","-1,889.032","378.73","493.969","1,056.945","12,409.382","123.687","213.04","-749.416","-477.919","206.972","241.165","147.461","87.605","93.425","104.524","131.598","135.177","144.183","129.125","97.277","107.442","126.96","119.993","96.459","152.984","112.653","90.254","91.029","167.669","67.035","84.873","98.283","80.71","85.027","70.213","51.503","119.778","50.287","121.891","138.057","139.628","98.221","156.336","182.215"
