name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"325,710,883","325,763,095","325,959,496","326,382,788","326,592,520"
	CurrentAssets,"675,217","734,643","942,576","1,374,061","1,591,986"
		CashCashEquivalentsAndShortTermInvestments,"75,500","21,217","68,476","332,846","384,660"
			CashAndCashEquivalents,"75,500","21,217","68,476","332,846","384,660"
				CashFinancial,"75,500","21,217","68,476","332,846","384,660"
		PrepaidAssets,"599,717","713,426","874,100","1,041,215","1,207,326"
	TotalNonCurrentAssets,"325,035,666","325,028,452","325,016,920","325,008,727","325,000,534"
		NonCurrentDeferredAssets,,"0","0","0","0"
		OtherNonCurrentAssets,"325,035,666","325,028,452","325,016,920","325,008,727","325,000,534"
TotalLiabilitiesNetMinorityInterest,"16,398,206","18,560,165","22,050,333","23,143,986","26,292,984"
	CurrentLiabilities,"1,045,706","842,665","462,833","588,986","512,984"
		PayablesAndAccruedExpenses,"545,706","592,665","212,833","588,986","512,984"
			Payables,"313,706","262,100","80,000","400,000","370,000"
				AccountsPayable,"252,590","200,984","80,000","400,000","370,000"
				DuetoRelatedPartiesCurrent,"61,116","61,116",,,
			CurrentAccruedExpenses,"232,000","330,565","132,833","188,986","142,984"
		CurrentDebtAndCapitalLeaseObligation,"500,000","250,000","250,000",,
			CurrentDebt,"500,000","250,000","250,000",,
				CurrentNotesPayable,"500,000","250,000","250,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"15,352,500","17,717,500","21,587,500","22,555,000","25,780,000"
		NonCurrentDeferredLiabilities,"11,375,000","11,375,000","11,375,000","11,375,000","11,375,000"
		DerivativeProductLiabilities,"3,977,500","6,342,500","10,212,500","11,180,000","14,405,000"
TotalEquityGrossMinorityInterest,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
	StockholdersEquity,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
		CapitalStock,"325,000,813","325,000,813","325,000,813","298,239,881","295,300,689"
			PreferredStock,"0","0",,"0","0"
			CommonStock,"325,000,813","325,000,813","325,000,813","298,239,881","295,300,689"
		AdditionalPaidInCapital,"0","0","0","997,748","3,936,939"
		RetainedEarnings,"-15,688,136","-17,797,883","-21,091,650","4,001,173","1,061,908"
TotalCapitalization,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
CommonStockEquity,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
NetTangibleAssets,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
WorkingCapital,"-370,489","-108,022","479,743","785,075","1,079,002"
InvestedCapital,"309,812,677","307,452,930","304,159,163","303,238,802","300,299,536"
TangibleBookValue,"309,312,677","307,202,930","303,909,163","303,238,802","300,299,536"
TotalDebt,"500,000","250,000","250,000",,
NetDebt,"424,500","228,783","181,524",,
ShareIssued,"40,625,000","40,625,000","40,625,000","40,625,000","41,125,000"
OrdinarySharesNumber,"40,625,000","40,625,000","40,625,000","40,625,000","41,125,000"
