name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,12/31/2004
TotalAssets,"60,857,000,000","60,690,000,000","58,506,000,000","54,520,000,000","51,489,000,000","50,455,000,000","49,885,000,000","48,001,000,000","10,204,000,000","10,677,000,000","10,419,000,000","10,189,000,000","9,647,000,000","9,301,000,000","9,371,000,000","9,254,000,000","9,018,000,000","9,151,000,000","10,501,000,000","14,202,000,000","14,178,000,000","14,463,000,000","14,386,000,000","14,438,000,000","13,943,000,000","13,931,000,000","14,036,000,000","14,397,000,000","13,721,000,000","13,868,000,000","14,775,000,000","14,843,000,000","14,687,000,000","10,524,000,000","10,077,000,000","10,015,000,000","9,682,000,000","9,902,600,000","9,735,900,000","8,513,000,000","8,002,100,000","7,862,100,000","7,877,700,000","7,835,300,000","7,800,800,000","7,887,500,000","7,879,000,000","7,915,300,000","7,793,425,000","7,934,425,000","8,083,975,000","8,334,181,000","8,166,243,000","8,368,240,000","7,313,864,000","7,248,136,000","7,475,348,000","7,556,414,000","7,226,471,000","7,365,920,000","7,015,576,000","7,259,559,000","6,156,544,000","6,199,666,000","5,897,476,000","5,900,533,000","6,008,951,000","5,074,091,000"
TotalLiabilitiesNetMinorityInterest,"52,739,000,000","51,233,000,000","49,132,000,000","45,632,000,000","43,263,000,000","42,063,000,000","42,703,000,000","41,652,000,000","5,088,000,000","5,312,000,000","5,298,000,000","5,237,000,000","4,882,000,000","4,673,000,000","4,683,000,000","4,625,000,000","4,539,000,000","4,684,000,000","5,132,000,000","7,283,000,000","7,288,000,000","7,565,000,000","7,622,000,000","7,769,000,000","7,368,000,000","7,343,000,000","7,431,000,000","7,630,000,000","7,814,000,000","7,795,000,000","8,432,000,000","8,474,000,000","8,411,000,000","4,982,000,000","5,137,000,000","5,181,000,000","4,909,000,000","5,153,500,000","5,119,700,000","4,460,200,000","4,243,800,000","4,206,200,000","4,364,000,000","4,303,100,000","4,349,100,000","4,443,100,000","4,401,000,000","4,497,600,000","4,471,600,000","4,589,525,000","4,835,032,000","5,200,991,000","5,411,757,000","5,511,468,000","4,377,442,000","4,089,881,000","4,192,316,000","4,258,458,000","3,748,825,000","3,755,672,000","3,467,347,000","3,729,147,000","3,509,539,000","3,637,704,000","3,381,736,000","3,411,820,000","3,602,680,000","2,393,384,000"
TotalEquityGrossMinorityInterest,"8,118,000,000","9,457,000,000","9,374,000,000","8,888,000,000","8,226,000,000","8,392,000,000","7,182,000,000","6,349,000,000","5,116,000,000","5,365,000,000","5,121,000,000","4,952,000,000","4,765,000,000","4,628,000,000","4,688,000,000","4,629,000,000","4,479,000,000","4,467,000,000","5,369,000,000","6,919,000,000","6,890,000,000","6,898,000,000","6,764,000,000","6,669,000,000","6,575,000,000","6,588,000,000","6,605,000,000","6,767,000,000","5,907,000,000","6,073,000,000","6,343,000,000","6,369,000,000","6,276,000,000","5,542,000,000","4,940,000,000","4,834,000,000","4,773,000,000","4,749,100,000","4,616,200,000","4,052,800,000","3,758,300,000","3,655,900,000","3,513,700,000","3,532,200,000","3,451,700,000","3,444,400,000","3,478,000,000","3,417,700,000","3,321,825,000","3,344,900,000","3,248,943,000","3,133,190,000","2,754,486,000","2,856,772,000","2,936,422,000","3,158,255,000","3,283,032,000","3,297,956,000","3,477,646,000","3,610,248,000","3,548,229,000","3,530,412,000","2,641,487,000","2,556,570,000","2,510,734,000","2,484,375,000","2,401,470,000","2,680,707,000"
	StockholdersEquity,"8,077,000,000","9,414,000,000","9,332,000,000","8,846,000,000","8,186,000,000","8,351,000,000","7,141,000,000","6,358,000,000","5,132,000,000","5,382,000,000","5,139,000,000","4,962,000,000","4,770,000,000","4,630,000,000","4,689,000,000","4,603,000,000","4,458,000,000","4,447,000,000","5,270,000,000","6,041,000,000","5,979,000,000","5,996,000,000","5,875,000,000","5,809,000,000","5,727,000,000","5,754,000,000","5,792,000,000","5,947,000,000","5,850,000,000","5,994,000,000","5,984,000,000","5,955,000,000","5,854,000,000","5,068,000,000","4,480,000,000","4,380,000,000","4,295,000,000","4,268,000,000","4,135,000,000","3,871,500,000","3,734,200,000","3,632,700,000","3,491,400,000","3,511,300,000","3,433,300,000","3,427,100,000","3,457,100,000","3,396,400,000","3,300,725,000","3,325,900,000","3,231,021,000","3,111,204,000","2,732,552,000","2,805,573,000","2,890,868,000","3,109,661,000","3,231,074,000","3,244,088,000","3,424,059,000","3,554,426,000","3,493,773,000","3,474,368,000","2,635,969,000","2,551,178,000","2,505,728,000","2,480,037,000","2,396,669,000","2,676,756,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25,000","0","25,000","25,000","23,000","23,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","17,000","17,000","17,000","17,000",,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25,000","0","25,000","25,000","23,000","23,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","17,000","17,000","17,000","17,000",,
		AdditionalPaidInCapital,"5,826,000,000","5,811,000,000","5,790,000,000","5,771,000,000","5,752,000,000","5,720,000,000","5,642,000,000","5,431,000,000","4,592,000,000","4,581,000,000","4,566,000,000","4,528,000,000","4,510,000,000","4,500,000,000","4,488,000,000","4,555,000,000","4,573,000,000","4,587,000,000","4,582,000,000","4,637,000,000","4,803,000,000","4,848,000,000","4,839,000,000","4,826,000,000","4,809,000,000","4,795,000,000","4,772,000,000","4,755,000,000","4,691,000,000","4,855,000,000","4,822,000,000","4,807,000,000","5,500,000,000","4,642,000,000","4,096,000,000","4,057,000,000","4,025,000,000","4,018,300,000","3,913,500,000","3,866,000,000","3,829,200,000","3,798,600,000","3,785,200,000","3,761,500,000","3,753,500,000","3,745,000,000","3,735,200,000","3,727,400,000","3,721,600,000","3,712,100,000","3,706,101,000","3,698,235,000","3,354,303,000","3,325,209,000","3,268,420,000","3,259,590,000","3,246,671,000","3,236,866,000","3,230,481,000","3,221,684,000","3,204,314,000","3,193,904,000","2,486,220,000","2,482,689,000","2,479,396,000","2,492,312,000",,
		RetainedEarnings,"4,642,000,000","4,369,000,000","3,961,000,000","3,343,000,000","2,893,000,000","2,394,000,000","1,698,000,000","1,417,000,000","1,204,000,000","1,356,000,000","1,107,000,000","942,000,000","762,000,000","641,000,000","681,000,000","529,000,000","360,000,000","217,000,000","1,289,000,000","2,016,000,000","1,788,000,000","1,784,000,000","1,629,000,000","1,530,000,000","1,390,000,000","1,374,000,000","1,294,000,000","1,300,000,000","1,183,000,000","1,150,000,000","1,130,000,000","1,089,000,000","1,024,000,000","1,096,000,000","1,065,000,000","1,005,000,000","902,000,000","849,400,000","734,200,000","532,300,000","416,700,000","373,400,000","226,800,000","179,000,000","125,900,000","110,300,000","20,100,000","-22,100,000","-120,400,000","-102,400,000","-138,063,000","-176,866,000","-233,704,000","-188,954,000","-142,303,000","119,344,000","176,193,000","213,103,000","322,216,000","381,740,000","363,160,000","345,516,000","230,354,000","177,275,000","111,549,000","82,771,000","2,468,776,000",
		TreasuryStock,"1,679,000,000","1,545,000,000","1,424,000,000","1,362,000,000","1,179,000,000","1,067,000,000","919,000,000","919,000,000","692,000,000","598,000,000","580,000,000","544,000,000","516,000,000","498,000,000","468,000,000","468,000,000","468,000,000","468,000,000","647,000,000","643,000,000","623,000,000","623,000,000","595,000,000","546,000,000","441,000,000","346,000,000","209,000,000","87,000,000","19,000,000","13,000,000","0","0","707,000,000","707,000,000","692,000,000","692,000,000","692,000,000","658,200,000","568,000,000","534,800,000","532,200,000","532,200,000","527,000,000","452,000,000","452,000,000","440,800,000","357,800,000","352,200,000","331,400,000","319,400,000","297,176,000","290,955,000","238,948,000","238,948,000","235,271,000","222,432,000","189,273,000","189,273,000","139,691,000","37,187,000","2,028,000","2,028,000",,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-712,000,000","779,000,000","1,005,000,000","1,094,000,000","720,000,000","1,304,000,000","720,000,000","429,000,000","28,000,000","43,000,000","46,000,000","36,000,000","14,000,000","-13,000,000","-12,000,000","-13,000,000","-7,000,000","111,000,000","46,000,000","31,000,000","11,000,000","-13,000,000","2,000,000","-1,000,000","-31,000,000","-69,000,000","-65,000,000","-21,000,000","-5,000,000","2,000,000","32,000,000","59,000,000","37,000,000","37,000,000","11,000,000","10,000,000","60,000,000","58,500,000","55,300,000","8,000,000","20,500,000","-7,100,000","6,400,000","22,800,000","5,900,000","12,600,000","59,600,000","43,300,000","30,900,000","35,600,000","-39,866,000","-119,235,000","-149,122,000","-91,757,000",,"-46,863,000","-2,539,000","-16,630,000","11,031,000","-11,833,000","-71,695,000","-63,046,000","-80,622,000","-108,803,000","-85,234,000","-78,892,000","-72,107,000","-42,300,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,171,000",,"2,719,056,000"
	MinorityInterest,"41,000,000","43,000,000","42,000,000","42,000,000","40,000,000","41,000,000","41,000,000","-9,000,000","-16,000,000","-17,000,000","-18,000,000","-10,000,000","-5,000,000","-2,000,000","-1,000,000","26,000,000","21,000,000","20,000,000","99,000,000","878,000,000","911,000,000","902,000,000","889,000,000","860,000,000","848,000,000","834,000,000","813,000,000","820,000,000","57,000,000","79,000,000","359,000,000","414,000,000","422,000,000","474,000,000","460,000,000","454,000,000","478,000,000","481,100,000","481,200,000","181,300,000","24,100,000","23,200,000","22,300,000","20,900,000","18,400,000","17,300,000","20,900,000","21,300,000","21,100,000","19,000,000","17,922,000","21,986,000","21,934,000","51,199,000","45,554,000","48,594,000","51,958,000","53,868,000","53,587,000","55,822,000","54,456,000","56,044,000","5,518,000","5,392,000","5,006,000","4,338,000","4,801,000","3,951,000"
TotalCapitalization,"11,172,000,000","12,510,000,000","12,429,000,000","11,509,000,000","10,849,000,000","11,013,000,000","9,805,000,000","8,788,000,000","5,971,000,000","6,220,000,000","5,977,000,000","5,800,000,000","5,607,000,000","5,466,000,000","5,525,000,000","5,337,000,000","5,206,000,000","5,206,000,000","6,160,000,000","8,479,000,000","8,701,000,000","8,742,000,000","8,629,000,000","8,594,000,000","8,469,000,000","8,547,000,000","8,603,000,000","8,776,000,000","8,756,000,000","8,820,000,000","9,224,000,000","9,298,000,000","9,198,000,000","6,391,000,000","5,828,000,000","5,725,000,000","5,649,000,000","5,611,900,000","5,485,700,000","4,823,900,000","4,800,700,000","4,548,500,000","4,506,500,000","4,463,100,000","4,385,300,000","4,379,100,000","3,457,100,000","3,396,400,000","3,300,725,000","3,325,900,000","3,231,021,000","3,111,204,000","2,732,552,000","2,805,573,000","2,890,868,000","3,109,661,000","4,413,373,000","4,411,827,000","4,067,896,000","4,059,656,000","3,995,905,000","3,965,535,000","3,208,927,000","3,124,375,000","3,133,599,000","3,083,299,000","2,396,669,000","2,699,146,000"
CommonStockEquity,"8,077,000,000","9,414,000,000","9,332,000,000","8,846,000,000","8,186,000,000","8,351,000,000","7,141,000,000","6,358,000,000","5,132,000,000","5,382,000,000","5,139,000,000","4,962,000,000","4,770,000,000","4,630,000,000","4,689,000,000","4,603,000,000","4,458,000,000","4,447,000,000","5,270,000,000","6,041,000,000","5,979,000,000","5,996,000,000","5,875,000,000","5,809,000,000","5,727,000,000","5,754,000,000","5,792,000,000","5,947,000,000","5,850,000,000","5,994,000,000","5,984,000,000","5,955,000,000","5,854,000,000","5,068,000,000","4,480,000,000","4,380,000,000","4,295,000,000","4,268,000,000","4,135,000,000","3,871,500,000","3,734,200,000","3,632,700,000","3,491,400,000","3,511,300,000","3,433,300,000","3,427,100,000","3,457,100,000","3,396,400,000","3,300,725,000","3,325,900,000","3,231,021,000","3,111,204,000","2,732,552,000","2,805,573,000","2,890,868,000","3,109,661,000","3,231,074,000","3,244,088,000","3,424,059,000","3,554,426,000","3,493,773,000","3,474,368,000","2,635,969,000","2,551,178,000","2,505,728,000","2,480,037,000","2,396,669,000","2,676,756,000"
CapitalLeaseObligations,"410,000,000","414,000,000","409,000,000","401,000,000","398,000,000","414,000,000","430,000,000","430,000,000","439,000,000","442,000,000","422,000,000","428,000,000","419,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
