name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
TotalAssets,"4,086,600,000","3,937,300,000","3,870,100,000","3,767,800,000","3,613,300,000","3,516,200,000","3,853,600,000","3,777,700,000","3,714,900,000","3,660,100,000","3,831,000,000","3,892,700,000","3,871,400,000","3,624,500,000","3,593,900,000","3,493,400,000","3,412,800,000","3,330,500,000","3,302,800,000","3,237,221,000","2,994,815,000","3,054,641,000","3,023,221,000","2,621,937,000"
	CurrentAssets,"1,397,300,000","1,248,500,000","1,455,300,000","1,398,300,000","1,335,100,000","1,220,700,000","1,583,000,000","1,518,200,000","1,459,300,000","1,405,700,000","1,527,600,000","1,428,900,000","1,365,000,000","1,324,300,000","1,301,600,000","1,261,400,000","1,193,000,000","1,094,000,000","1,060,400,000","1,046,600,000","877,780,000","923,648,000","881,897,000","912,998,000"
		CashCashEquivalentsAndShortTermInvestments,"321,100,000","294,100,000","549,900,000","539,600,000","521,600,000","442,600,000","814,100,000","760,600,000","649,800,000","599,900,000","484,500,000","425,200,000","488,100,000","430,000,000","404,800,000","372,900,000","340,400,000","280,100,000","246,200,000","305,213,000","128,664,000","183,276,000","128,251,000","210,994,000"
			CashAndCashEquivalents,"272,600,000","244,800,000","504,200,000","490,500,000","472,200,000","395,500,000","768,500,000","713,800,000","600,600,000","551,600,000","437,100,000","377,700,000","441,000,000","378,700,000","359,800,000","333,700,000","300,100,000","238,500,000","202,200,000","259,931,000","79,259,000","130,787,000","84,954,000","160,676,000"
			OtherShortTermInvestments,"48,500,000","49,300,000","45,700,000","49,100,000","49,400,000","47,100,000","45,600,000","46,800,000","49,200,000","48,300,000","47,400,000","47,500,000","47,100,000","51,300,000","45,000,000","39,200,000","40,300,000","41,600,000","44,000,000","45,282,000","49,405,000","52,489,000","43,297,000","50,318,000"
		Receivables,"925,500,000","851,900,000","783,400,000","729,500,000","679,300,000","655,300,000","608,400,000","576,000,000","620,900,000","616,200,000","784,500,000","799,100,000","705,000,000","754,000,000","739,300,000","709,700,000","664,400,000","655,200,000","625,000,000","566,009,000","557,319,000","586,002,000","592,504,000","590,108,000"
			AccountsReceivable,"754,400,000","705,400,000","650,500,000","598,300,000","560,000,000","537,700,000","489,000,000","434,900,000","475,800,000","465,800,000","498,800,000","525,000,000","536,800,000","593,100,000","588,700,000","568,000,000","530,400,000","527,900,000","500,800,000","449,174,000","435,859,000","438,997,000","439,545,000","400,399,000"
				GrossAccountsReceivable,"761,000,000","710,600,000","654,800,000","602,400,000","563,600,000","541,400,000","492,300,000","438,600,000","479,500,000","469,200,000","507,300,000","531,600,000","544,700,000","599,900,000","595,300,000","575,000,000","536,500,000","533,100,000","504,800,000","453,102,000","439,506,000","442,452,000","442,572,000","403,955,000"
				AllowanceForDoubtfulAccountsReceivable,"-6,600,000","-5,200,000","-4,300,000","-4,100,000","-3,600,000","-3,700,000","-3,300,000","-3,700,000","-3,700,000","-3,400,000","-8,500,000","-6,600,000","-7,900,000","-6,800,000","-6,600,000","-7,000,000","-6,100,000","-5,200,000","-4,000,000","-3,928,000","-3,647,000","-3,455,000","-3,027,000","-3,556,000"
			OtherReceivables,"171,100,000","147,600,000","133,800,000","131,200,000","120,100,000","118,400,000","120,300,000","141,900,000","145,100,000","150,400,000","286,300,000","274,600,000","168,700,000","161,400,000","151,100,000","142,400,000","134,000,000","127,300,000","125,600,000","116,835,000","121,460,000","147,005,000","152,959,000","189,709,000"
			ReceivablesAdjustmentsAllowances,,"-1,100,000","-900,000",,"-800,000","-800,000","-900,000","-800,000",,,"-600,000","-500,000","-500,000","-500,000","-500,000","-700,000",,,"-1,400,000",,,,,
		Inventory,"31,300,000","27,400,000","25,100,000","22,400,000","25,600,000","44,900,000","57,200,000","56,500,000","60,900,000","71,900,000","57,700,000","57,600,000","49,600,000","60,800,000","60,900,000","70,300,000","73,200,000","83,100,000","94,000,000","82,958,000","87,179,000","74,126,000","86,564,000","68,466,000"
		PrepaidAssets,"119,400,000","75,100,000","96,900,000","106,800,000","108,600,000","77,900,000","104,200,000","125,100,000","127,700,000","117,700,000","200,900,000","147,000,000","122,300,000","79,500,000","96,600,000","108,500,000","115,000,000","75,600,000","95,200,000","92,420,000","104,618,000","80,244,000","74,578,000","43,430,000"
		OtherCurrentAssets,,"298,300,000",,,,"287,500,000","-900,000","369,500,000",,"388,300,000",,,,,,,,,,,,,,
	TotalNonCurrentAssets,"2,689,300,000","2,688,800,000","2,414,800,000","2,369,500,000","2,278,200,000","2,295,500,000","2,270,600,000","2,259,500,000","2,255,600,000","2,254,400,000","2,303,400,000","2,463,800,000","2,506,400,000","2,300,200,000","2,292,300,000","2,232,000,000","2,219,800,000","2,236,500,000","2,242,400,000","2,190,621,000","2,117,035,000","2,130,993,000","2,141,324,000","1,708,939,000"
		NetPPE,"2,048,100,000","2,051,000,000","1,888,400,000","1,852,900,000","1,790,600,000","1,831,900,000","1,823,700,000","1,825,500,000","1,837,800,000","1,851,600,000","1,894,800,000","2,015,600,000","1,968,200,000","1,922,200,000","1,917,600,000","1,861,600,000","1,847,200,000","1,858,100,000","1,860,400,000","1,812,414,000","1,747,584,000","1,758,055,000","1,785,128,000","1,503,957,000"
			GrossPPE,"3,504,000,000","3,447,000,000","3,274,800,000","3,266,900,000","3,225,600,000","3,249,300,000","3,246,900,000","3,207,600,000","3,180,300,000","3,152,100,000","3,165,500,000","3,334,500,000","3,313,000,000","3,235,000,000","3,217,800,000","3,137,400,000","3,122,800,000","3,129,600,000","3,102,600,000","3,035,078,000","2,981,541,000","1,758,055,000","1,785,128,000","1,503,957,000"
				Properties,"208,100,000","215,700,000","204,600,000","203,000,000","201,000,000","202,300,000","201,800,000","201,400,000","199,600,000","199,300,000","189,500,000","182,000,000","178,200,000","177,200,000","175,200,000","174,400,000","174,000,000","183,800,000","183,500,000","182,870,000","181,596,000","70,747,000","70,397,000","64,578,000"
				OtherProperties,"176,900,000","175,100,000","169,300,000","167,700,000","165,800,000","166,800,000","166,500,000","165,000,000","165,000,000","162,700,000","161,900,000","162,000,000","159,400,000","157,600,000","157,200,000","159,100,000","177,300,000","175,700,000","174,000,000","174,479,000","187,803,000","33,605,000","35,377,000","29,934,000"
			AccumulatedDepreciation,"-1,455,900,000","-1,396,000,000","-1,386,400,000","-1,414,000,000","-1,435,000,000","-1,417,400,000","-1,423,200,000","-1,382,100,000","-1,342,500,000","-1,300,500,000","-1,270,700,000","-1,318,900,000","-1,344,800,000","-1,312,800,000","-1,300,200,000","-1,275,800,000","-1,275,600,000","-1,271,500,000","-1,242,200,000","-1,222,664,000","-1,233,957,000",,,
		GoodwillAndOtherIntangibleAssets,"480,200,000","334,400,000","360,300,000","363,100,000","341,400,000","332,300,000","328,300,000","324,500,000","305,400,000","293,400,000","282,300,000","314,500,000","400,100,000","244,800,000","244,000,000","241,200,000","239,100,000","239,500,000","240,500,000","240,082,000","239,216,000","240,817,000","241,634,000","98,638,000"
			Goodwill,"245,000,000","240,500,000","128,300,000","128,300,000","128,100,000","128,100,000","127,700,000","127,300,000","127,300,000","127,500,000","127,300,000","127,600,000","162,400,000","162,200,000","164,200,000","164,600,000","165,300,000","164,800,000","164,500,000","164,302,000","164,150,000","164,035,000","161,378,000","26,706,000"
			OtherIntangibleAssets,"235,200,000","93,900,000","232,000,000","234,800,000","213,300,000","204,200,000","200,600,000","197,200,000","178,100,000","165,900,000","155,000,000","186,900,000","237,700,000","82,600,000","79,800,000","76,600,000","73,800,000","74,700,000","76,000,000","75,780,000","75,066,000","76,782,000","80,256,000","71,932,000"
