name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-489,568","-4,737","-306,625","-86,419","-91,787","-1,685,814"
	CashFlowFromContinuingOperatingActivities,"-489,568","-4,737","-306,625","-86,419","-91,787","-1,685,814"
		NetIncomeFromContinuingOperations,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
		OperatingGainsLosses,"-23,861,164","-7,446,454","-2,134,285","-7,403,869","-6,876,556","3,030,149"
			GainLossOnInvestmentSecurities,"-23,861,164","-7,446,454","-2,134,285","-7,403,869","-6,876,556","3,030,149"
		OtherNonCashItems,,"-108,925","-29,724","-21,218","-3,053","989,589"
		ChangeInWorkingCapital,"1,805,290","695,688","704,287","216,349","188,966","-1,449,086"
			ChangeInPrepaidAssets,"738,913","141,932","201,619","198,761","196,601","-1,461,158"
			ChangeInPayablesAndAccruedExpense,"1,066,377","553,756","502,668","17,588","-7,635","12,072"
				ChangeInPayable,"1,066,377","553,756",,,,
					ChangeInAccountPayable,"422,675","-72,562",,,,
				ChangeInAccruedExpense,,,,,,"12,072"
InvestingCashFlow,"0","0","0","0","0","-300,000,000"
	CashFlowFromContinuingInvestingActivities,"0","0","0","0","0","-300,000,000"
		NetOtherInvestingChanges,,,"0","0","0","-300,000,000"
FinancingCashFlow,"0","0","0","0","0","302,177,826"
	CashFlowFromContinuingFinancingActivities,"0","0","0","0","0","302,177,826"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","-25,500"
			NetLongTermDebtIssuance,"0","0","0","0","0","-25,500"
				LongTermDebtIssuance,"0","0","0","0","0","57,546"
				LongTermDebtPayments,"0","0","0","0","0","-83,046"
		NetCommonStockIssuance,"0","0","0","0","0","294,000,000"
			CommonStockIssuance,"0","0","0","0","0","294,000,000"
		ProceedsFromStockOptionExercised,"0","0","0","0","0","8,872,000"
		NetOtherFinancingCharges,,,"0","0","0","-668,674"
EndCashPosition,"2,444","2,444","7,181","313,806","400,225","492,012"
	ChangesInCash,"-489,568","-4,737","-306,625","-86,419","-91,787","492,012"
	BeginningCashPosition,"492,012","7,181","313,806","400,225","492,012","0"
IssuanceOfCapitalStock,"0","0","0","0","0","294,000,000"
IssuanceOfDebt,"0","0","0","0","0","57,546"
RepaymentOfDebt,"0","0","0","0","0","-83,046"
FreeCashFlow,"-489,568","-4,737","-306,625","-86,419","-91,787","-1,685,814"
