name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalAssets,"5,574,425,000","4,900,319,000","4,750,760,000","4,370,101,000","4,491,089,000","1,863,293,000","1,979,457,000","2,452,599,000","2,784,553,000","2,982,341,000","3,049,660,000","3,066,906,000","3,417,081,000","3,819,527,000","3,589,968,000","3,949,083,000","4,259,115,000","4,640,831,000","4,753,104,000","5,029,438,000","5,232,140,000","5,562,631,000","5,607,737,000","5,622,358,000","5,948,343,000","5,793,634,000","5,359,750,000","4,782,814,000","4,327,588,000","3,890,054,000","2,814,846,000","2,580,624,000","2,229,360,000","1,943,395,000","1,611,648,000","1,318,560,000","1,072,724,000"
TotalLiabilitiesNetMinorityInterest,"4,686,991,000","4,050,077,000","3,945,970,000","3,607,742,000","3,757,954,000","1,139,122,000","1,245,565,000","1,706,457,000","1,988,007,000","2,082,154,000","2,161,773,000","2,192,585,000","2,551,207,000","2,948,546,000","2,721,876,000","3,074,863,000","3,343,995,000","3,713,074,000","3,753,253,000","4,045,410,000","4,259,718,000","4,586,861,000","4,631,195,000","4,634,362,000","4,898,064,000","4,751,774,000","4,344,112,000","3,786,963,000","3,345,493,000","2,916,835,000","2,673,306,000","2,443,486,000","2,160,549,000","1,875,301,000","1,653,005,000","1,365,506,000","1,122,489,000"
TotalEquityGrossMinorityInterest,"887,434,000","850,242,000","804,790,000","762,359,000","733,135,000","724,171,000","733,892,000","746,142,000","796,546,000","900,187,000","887,887,000","874,321,000","865,874,000","870,981,000","868,092,000","874,220,000","915,120,000","927,757,000","999,851,000","984,028,000","972,422,000","975,770,000","976,542,000","987,996,000","1,050,279,000","1,041,860,000","1,015,638,000","995,851,000","982,095,000","973,219,000","141,540,000","137,138,000","68,811,000","68,094,000","-41,357,000","-46,946,000","-49,765,000"
	StockholdersEquity,"887,434,000","850,242,000","804,790,000","762,359,000","733,135,000","724,171,000","733,892,000","746,142,000","796,546,000","900,187,000","887,887,000","873,625,000","864,784,000","869,201,000","865,639,000","871,016,000","910,949,000","922,495,000","993,288,000","976,296,000","972,422,000","975,770,000","976,542,000","987,996,000","1,050,279,000","1,041,860,000","1,015,638,000","995,851,000","982,095,000","973,219,000","141,540,000","137,138,000","68,811,000","68,094,000","-41,357,000","-46,946,000","-49,765,000"
		CapitalStock,"1,022,000","1,010,000","998,000","986,000","972,000","881,000","766,000","711,000","701,000","892,000","886,000","876,000","4,342,000","4,319,000","4,284,000","4,255,000","4,219,000","4,198,000","4,170,000","4,130,000","4,051,000","4,003,000","3,964,000","3,878,000","3,836,000","3,797,000","3,773,000","3,745,000","3,721,000","3,714,000","3,103,000","173,971,000","103,386,000","103,382,000","136,000","127,000","125,000"
			PreferredStock,"0","0","0","0","0","0","1,000","2,000","2,000",,,,,,,,,,,,,,,,,,,,,"0","0","173,674,000","103,244,000","103,244,000",,,
			CommonStock,"1,022,000","1,010,000","998,000","986,000","972,000","881,000","765,000","709,000","699,000","892,000","886,000","876,000","4,342,000","4,319,000","4,284,000","4,255,000","4,219,000","4,198,000","4,170,000","4,130,000","4,051,000","4,003,000","3,964,000","3,878,000","3,836,000","3,797,000","3,773,000","3,745,000","3,721,000","3,714,000","3,103,000","297,000","142,000","138,000","136,000","127,000","125,000"
		AdditionalPaidInCapital,"1,576,147,000","1,609,820,000","1,594,646,000","1,580,518,000","1,563,865,000","1,508,020,000","1,493,839,000","1,478,247,000","1,463,535,000","1,467,882,000","1,454,586,000","1,439,244,000","1,417,364,000","1,401,937,000","1,384,933,000","1,368,100,000","1,346,770,000","1,327,206,000","1,306,604,000","1,283,129,000","1,253,910,000","1,226,206,000","1,194,637,000","1,169,756,000","1,150,877,000","1,127,952,000","1,105,824,000","1,086,674,000","1,067,971,000","1,052,728,000","212,623,000","29,982,000","23,053,000","15,041,000","11,694,000","8,827,000","7,718,000"
		RetainedEarnings,"-676,594,000","-767,634,000","-796,742,000","-823,927,000","-833,298,000","-786,214,000","-759,559,000","-725,234,000","-646,763,000","-548,472,000","-548,706,000","-548,323,000","-537,662,000","-517,727,000","-504,265,000","-481,461,000","-420,600,000","-389,419,000","-297,412,000","-290,882,000","-265,428,000","-234,187,000","-201,917,000","-165,431,000","-84,081,000","-88,218,000","-92,787,000","-93,737,000","-89,597,000","-83,223,000","-74,186,000","-66,815,000","-57,628,000","-50,329,000","-53,187,000","-55,900,000","-57,596,000"
		TreasuryStock,,,"92,000","92,000","92,000","0","0","0","0","19,550,000","19,538,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000","19,485,000",,,,,,"0","0",,"0","0","0","12,000"
