name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
MarketCap,"530,036,552","1,030,341,585","1,791,182,679","3,764,095,559","5,776,375,459","4,606,892,518","10,007,989,385","3,599,371,660","2,272,313,656","1,644,749,573","2,329,541,017","2,324,878,183","2,631,023,710","2,685,550,640","2,242,952,582","2,621,086,170","2,831,604,015","2,241,494,714","2,006,245,702"
EnterpriseValue,"471,314,552","941,831,585","1,648,962,679","3,680,089,559","5,707,039,459","4,459,963,518","9,785,493,385","3,477,387,660","2,196,363,656","1,493,568,573","2,186,994,017","2,010,670,183","2,339,415,710","2,408,691,640","1,984,626,582","2,323,570,170","2,544,347,015","1,975,120,714","1,917,371,702"
PeRatio,,,,,,,,,,"64.2","88.675","63.5","54.333","53.3","52.786","77.529","76.642","106.286","129.877"
ForwardPeRatio,,,,,,,,,,,,,,,"131.579",,,,
PsRatio,"0.246","0.465","0.802","1.745","2.866","2.487","5.668","2.059","1.336","0.959","1.423","1.502","3.057","3.376","1.721","3.216","2.4","2.035","1.922"
PbRatio,"1.361","2.229","3.743","8.168","13.557","10.626","23.673","8.991","5.377","3.747","5.701","5.871","7.014","7.602","6.725","8.319","9.875","8.268","25.633"
EnterprisesValueRevenueRatio,"0.218","1.911","3.191","6.331","9.992","8.327","19.412","7.091","4.953","4.018","4.841","4.52","5.413","5.891","5.36","6.344","7.994","6.236","6.48"
EnterprisesValueEBITDARatio,"-8.809","-14.043","-76.133","567.477","198.589","-270.432","-295.581","-276.598","-277.529","-37.211","154.09","417.845","396.915","-2,895.062","106.175","165.12","228.808","159.258","105.177"
