name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,612,182,958","2,232,985,225","3,962,300,731","2,743,689,912"
EnterpriseValue,"1,212,874,958","1,856,763,225","3,632,817,731","2,763,117,912"
PbRatio,"3.829","6.847","12.24",
EnterprisesValueEBITDARatio,"-9.768","-75.273","-43.189","-256.176"
